RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,144,334,1468,66,66,0,0,0,924,0,,,,,,,,37,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,201,0,525,11,15,0,0,0,309,0,,,,,,,,242,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1142,244,2311,81,83,0,0,0,783,0,,,,,,,,279,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,4,73,188,0,3,0,0,0,108,0,,,,,,,,354,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,124,0,1014,0,27,0,0,0,380,0,,,,,,,,457,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,3097,304,6853,1548,2035,0,0,0,1417,0,,,,,,,,505,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,785,0,5962,47,125,41,0,0,1633,0,,,,,,,,1155,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,1742,72,151,79,0,0,1591,0,,,,,,,,1351,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1092,0,8915,484,1292,0,0,0,2300,0,,,,,,,,1454,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,140,0,754,44,93,0,0,0,521,0,,,,,,,,1557,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,3836,2969,15274,0,1783,1425,0,0,6001,0,,,,,,,,1632,2007-12-31
,,,,,,,,,,,,,,,,,,,,,10,426,436,8903,100,116,0,0,0,1868,0,,,,,,,,1669,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,3059,1654,8481,0,1783,0,0,0,1985,0,,,,,,,,1829,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,4620,0,6089,216,216,0,0,0,1253,0,,,,,,,,1856,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1368,190,5189,364,421,38,18,0,1024,0,,,,,,,,2040,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,259,0,3525,96,2383,2286,0,0,508,0,,,,,,,,2161,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,15505,16143,65501,883,2229,1110,0,0,5736,0,,,,,,,,2376,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,939,0,1497,38,116,0,0,0,442,0,,,,,,,,2451,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,102,5,9,0,0,0,93,0,,,,,,,,2554,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,174,637,4596,88,929,82,20,687,2567,0,,,,,,,,2732,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,493,0,2285,57,70,0,0,0,1067,0,,,,,,,,2750,2007-12-31
,,,,,,,,,,,,,,,,,,,,,1128,2010,1762,9170,0,1540,0,0,0,3858,0,,,,,,,,2938,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,312,0,3053,400,604,0,0,0,2137,0,,,,,,,,3252,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,177,0,457,40,50,0,0,0,230,0,,,,,,,,3458,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,557,646,4991,309,360,0,0,0,1529,0,,,,,,,,3720,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1013,0,3171,123,123,0,0,0,1359,0,,,,,,,,3953,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,953,0,2703,256,380,0,0,0,1370,0,,,,,,,,4138,2007-12-31
,,,,,,,,,,,,,,,,,,,,,1,1799,0,8116,8,1308,0,0,0,2017,0,,,,,,,,4156,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,241,1994,0,152,0,0,0,1601,0,,,,,,,,4231,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,823,571,4606,0,1806,1398,0,0,1406,0,,,,,,,,4437,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1795,0,3379,150,161,0,0,0,1423,0,,,,,,,,4839,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,3675,0,15118,1321,2621,447,0,0,1720,0,,,,,,,,5005,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,444,4098,611,1786,1152,0,0,1868,0,,,,,,,,5069,2007-12-31
,,,,,,,,,,,,,,,,,,,,,65,993,883,11279,199,958,534,0,0,5419,0,,,,,,,,5135,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,9045,1579,44214,1806,4275,1400,0,0,5018,0,,,,,,,,5210,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,3491,0,8222,1386,3806,2198,0,0,660,0,,,,,,,,5331,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1862,0,9488,0,4748,4135,0,0,2257,0,,,,,,,,5461,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,274,4,4145,39,564,525,0,0,1100,0,,,,,,,,5751,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,424,98,1778,75,142,43,0,0,779,0,,,,,,,,6039,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,213,0,459,52,71,0,0,0,175,0,,,,,,,,6057,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,98,574,100,100,0,0,0,376,0,,,,,,,,6141,2007-12-31
,,,,,,,,,,,,,,,,,,,,,322,892,1319,11039,488,1452,0,0,0,3508,0,,,,,,,,6329,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,718,0,17879,0,5053,0,0,0,5359,0,,,,,,,,6972,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,144,7547,0,5017,4670,0,0,2386,0,,,,,,,,7009,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,1401,0,267,0,0,0,1134,0,,,,,,,,7045,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,23,0,462,0,43,0,0,0,396,0,,,,,,,,7157,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,201,0,764,0,122,100,0,0,441,0,,,,,,,,7456,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,100,4,1476,702,755,0,0,0,617,0,,,,,,,,7634,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1390,173,3998,89,132,0,0,0,1602,0,,,,,,,,8033,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,21,0,916,0,70,66,0,0,825,0,,,,,,,,8462,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,128,75,2252,54,54,0,0,0,292,0,,,,,,,,8631,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1286,0,48551,0,45871,45711,0,0,1394,0,,,,,,,,9357,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,739,0,5008,154,235,81,0,0,2793,0,,,,,,,,9553,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,22677,0,70739,0,540,321,0,0,13488,0,,,,,,,,9807,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,448,0,2406,0,1043,550,419,0,915,0,,,,,,,,9955,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,589,0,1288,76,85,0,0,0,614,0,,,,,,,,10157,2007-12-31
,,,,,,,,,,,,,,,,,,,,,374,1233,0,5112,408,1172,300,0,0,2476,0,,,,,,,,10250,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1941,942,7550,170,174,0,0,0,2987,0,,,,,,,,10849,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1450,0,7363,878,1334,0,0,0,4579,0,,,,,,,,10858,2007-12-31
,,,,,,,,,,,,,,,,,,,,,87,1263,338,2366,100,187,0,0,0,551,0,,,,,,,,11145,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1533,813,12224,170,230,0,0,0,3549,0,,,,,,,,11640,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,600,0,1705,0,322,290,0,0,783,0,,,,,,,,11837,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,1010,1008,7064,107,4263,0,0,0,235,0,,,,,,,,12030,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,432,0,1765,67,67,0,0,0,1266,0,,,,,,,,12058,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,513,328,2967,175,892,0,0,0,1234,0,,,,,,,,12142,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,395,87,1237,83,177,0,0,0,578,0,,,,,,,,12245,2007-12-31
0,414583,0,2773106,55908,816159,0,0,0,0,0,231939,1310425,0,,,,,,,,,414583,,,,,,,,,,,,,,,,,12311,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,180,0,857,42,43,0,0,0,634,0,,,,,,,,12647,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,29,0,170,30,30,0,0,0,111,0,,,,,,,,12656,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,776,0,2051,324,444,0,0,0,831,0,,,,,,,,12937,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,2265,0,15929,311,783,367,0,0,3831,0,,,,,,,,12946,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,748,0,1601,90,106,0,0,0,747,0,,,,,,,,12955,2007-12-31
,,,,,,,,,,,,,,,,,,,,,0,204,1583,3235,0,771,217,0,0,677,0,,,,,,,,13037,2007-12-31
