RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,213,245,1270,0,27,0,0,0,785,0,,,,,,,,37,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,127,0,374,0,6,0,0,0,241,0,,,,,,,,242,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,8,0,891,27,754,673,0,0,129,0,,,,,,,,279,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,5,1,134,0,6,0,0,0,122,0,,,,,,,,354,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,349,2286,322,641,0,0,0,1296,0,,,,,,,,439,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,83,747,0,464,0,0,0,200,0,,,,,,,,457,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,1642,91,5542,1214,2317,754,0,0,1492,0,,,,,,,,505,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,1301,0,10732,0,8328,5405,0,0,1103,0,,,,,,,,1146,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,463,86,1979,71,215,0,0,0,1215,0,,,,,,,,1155,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,176,1360,0,320,297,0,0,864,0,,,,,,,,1351,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,1014,0,3824,535,771,0,0,0,2039,0,,,,,,,,1454,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,23,0,793,43,71,0,0,0,699,0,,,,,,,,1557,2001-03-31
,,,,,,,,,,,,,,,,,,,,,17,459,751,4828,199,1239,0,0,0,2379,0,,,,,,,,1632,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,682,0,3371,260,278,0,0,0,2411,0,,,,,,,,1669,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,939,0,3201,592,1776,1167,0,0,486,0,,,,,,,,1829,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,249,0,49,0,0,0,200,0,,,,,,,,1856,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,346,0,17,0,0,0,329,0,,,,,,,,1959,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,882,141,2613,317,636,278,41,0,954,0,,,,,,,,2040,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,198,0,1087,145,467,288,0,0,422,0,,,,,,,,2161,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,4056,809,10372,242,1203,0,0,0,4304,0,,,,,,,,2376,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,66,1,373,0,88,0,0,0,218,0,,,,,,,,2451,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,152,16,26,8,0,0,126,0,,,,,,,,2554,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,181,0,3562,0,430,149,0,0,2951,0,,,,,,,,2732,2001-03-31
,,,,,,,,,,,,,,,,,,,,,0,187,65,2197,0,573,537,0,0,1372,0,,,,,,,,2750,2001-03-31
,,,,,,,,,,,,,,,,,,,,,52,750,350,4242,85,137,0,0,0,3005,0,,,,,,,,2938,2001-03-31
,,,,,,,,,,,,,,,,,,,,,72,0,0,1489,0,72,0,0,0,1417,0,,,,,,,,2956,2001-03-31
