RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,148,54,1323,71,393,0,0,0,728,0,,,,,,,,37,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,201,0,516,7,122,0,0,0,193,0,,,,,,,,242,2010-03-31
,,,,,,,,,,,,,,,,,,,,,62,1826,70,3321,70,472,0,0,0,883,0,,,,,,,,279,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,5,69,181,0,37,0,0,0,70,0,,,,,,,,354,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,284,0,1292,0,169,0,0,0,319,0,,,,,,,,457,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,3226,187,9460,0,4621,1215,0,0,1426,0,,,,,,,,505,2010-03-31
,,,,,,,,,,,,,,,,,,,,,104,1132,0,7585,180,1194,0,0,0,1521,0,,,,,,,,1155,2010-03-31
,,,,,,,,,,,,,,,,,,,,,26,0,0,1908,506,582,19,0,0,1326,0,,,,,,,,1351,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,1092,0,10658,0,2309,0,0,0,2867,0,,,,,,,,1454,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,146,0,1131,0,201,149,0,0,784,0,,,,,,,,1557,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,4107,232,14422,0,5579,0,0,0,3557,0,,,,,,,,1632,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,429,290,9573,103,850,0,0,0,1694,0,,,,,,,,1669,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,2879,1604,9908,0,3859,0,0,0,1566,0,,,,,,,,1829,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,2721,0,4802,696,697,0,0,0,1384,0,,,,,,,,1856,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,1546,100,7063,575,2007,100,457,0,1045,0,,,,,,,,2040,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,286,0,4129,645,3141,2495,0,0,400,0,,,,,,,,2161,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,24996,23221,95910,837,8559,681,0,0,8883,0,,,,,,,,2376,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,592,975,2356,139,478,0,0,0,280,0,,,,,,,,2451,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,228,13,94,46,0,0,134,0,,,,,,,,2554,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,174,518,6140,74,2582,0,0,0,2534,0,,,,,,,,2732,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,535,0,2840,172,411,0,0,0,1069,0,,,,,,,,2750,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,2455,2379,11558,0,3590,0,0,0,3134,0,,,,,,,,2938,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,320,0,3522,332,1213,363,0,0,1989,0,,,,,,,,3252,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,184,0,601,28,162,0,0,0,255,0,,,,,,,,3458,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,615,314,6246,312,924,0,0,0,899,0,,,,,,,,3720,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,782,0,5066,123,1895,1127,0,0,1559,0,,,,,,,,3953,2010-03-31
,,,,,,,,,,,,,,,,,,,,,8,991,677,3959,0,1467,0,0,0,824,0,,,,,,,,4138,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,2503,87,8474,0,1104,0,0,0,1510,0,,,,,,,,4156,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,209,2038,0,694,0,0,0,1135,0,,,,,,,,4231,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,1175,855,8163,0,1524,0,0,0,1167,0,,,,,,,,4437,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,2075,0,5041,190,1525,0,0,0,1441,0,,,,,,,,4839,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,4637,3154,20100,2362,3234,0,0,0,1398,0,,,,,,,,5005,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,382,6940,788,4017,1472,0,0,2541,0,,,,,,,,5069,2010-03-31
,,,,,,,,,,,,,,,,,,,,,52,1639,1140,10533,229,1559,109,0,0,2849,0,,,,,,,,5135,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,9170,3070,48040,1546,5264,0,0,0,3881,0,,,,,,,,5210,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,3847,2386,11006,0,3991,1947,0,0,488,0,,,,,,,,5331,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,2214,0,11299,0,6479,3843,0,0,1911,0,,,,,,,,5461,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,303,0,3795,26,303,0,0,0,754,0,,,,,,,,5751,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,160,89,2516,0,1415,390,614,0,571,0,,,,,,,,6039,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,32,745,93,303,4,0,0,410,0,,,,,,,,6141,2010-03-31
,,,,,,,,,,,,,,,,,,,,,292,769,935,15170,3082,6107,0,0,0,3044,0,,,,,,,,6329,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,4933,0,22059,0,7186,0,0,0,3751,0,,,,,,,,6972,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,197,10143,0,7729,4303,0,0,2217,0,,,,,,,,7009,2010-03-31
,,,,,,,,,,,,,,,,,,,,,26,249,0,2156,170,993,0,0,0,914,0,,,,,,,,7045,2010-03-31
,,,,,,,,,,,,,,,,,,,,,0,23,0,722,0,249,0,0,0,450,0,,,,,,,,7157,2010-03-31
