RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,260,239,1299,7,83,76,0,0,717,0,,,,,,,,37,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,137,0,325,0,4,,,,184,0,,,,,,,,242,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,1866,0,2785,45,102,0,0,0,817,0,,,,,,,,279,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,4,0,133,0,18,0,0,0,111,0,,,,,,,,354,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,167,1516,18,28,0,0,0,1321,0,,,,,,,,439,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,40,101,782,0,410,0,0,0,231,0,,,,,,,,457,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,1419,0,4860,1039,2345,901,0,0,1096,0,,,,,,,,505,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,2338,0,11322,1018,8177,5405,0,0,807,0,,,,,,,,1146,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,463,167,1726,65,96,0,0,0,1000,0,,,,,,,,1155,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,435,1608,32,32,0,0,0,1141,0,,,,,,,,1351,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,1106,0,3762,737,880,0,0,0,1776,0,,,,,,,,1454,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,23,0,650,36,87,0,0,0,540,0,,,,,,,,1557,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,1200,488,4766,0,1509,0,0,0,1569,0,,,,,,,,1632,2002-12-31
,,,,,,,,,,,,,,,,,,,,,22,682,0,3364,224,246,0,0,0,2436,0,,,,,,,,1669,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,881,0,3479,310,908,231,0,0,1690,0,,,,,,,,1829,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,29,0,327,0,113,0,0,0,185,0,,,,,,,,1856,2002-12-31
,,,,,,,,,,,,,,,,,,,,,0,972,22,2208,243,431,96,92,0,783,0,,,,,,,,2040,2002-12-31
