RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,160,419,1330,45,58,0,0,0,693,0,,,,,,,,37,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,153,0,426,5,9,0,0,0,264,0,,,,,,,,242,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1475,348,2552,35,35,0,0,0,644,0,,,,,,,,279,2006-06-30
,,,,,,,,,,,,,,,,,,,,,15,5,51,215,0,62,45,0,0,97,0,,,,,,,,354,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,339,0,2880,0,847,341,333,0,1694,0,,,,,,,,439,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,132,0,962,0,25,0,0,0,345,0,,,,,,,,457,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,2939,1574,8627,1981,2433,0,0,0,1316,0,,,,,,,,505,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,2368,0,13948,0,10193,6232,0,0,1387,0,,,,,,,,1146,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,733,938,6351,65,119,16,0,0,1338,0,,,,,,,,1155,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,1371,39,93,54,0,0,1278,0,,,,,,,,1351,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1096,0,4591,681,1108,0,0,0,2387,0,,,,,,,,1454,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,132,0,768,36,39,0,0,0,597,0,,,,,,,,1557,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1344,1508,9967,0,2167,0,0,0,4337,0,,,,,,,,1632,2006-06-30
,,,,,,,,,,,,,,,,,,,,,2,426,1026,9138,98,123,0,0,0,1815,0,,,,,,,,1669,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1201,851,5260,623,1562,556,0,0,1646,0,,,,,,,,1829,2006-06-30
,,,,,,,,,,,,,,,,,,,,,8,4620,0,6175,192,200,0,0,0,1355,0,,,,,,,,1856,2006-06-30
,,,,,,,,,,,,,,,,,,,,,6,1149,366,4090,503,663,81,50,23,824,0,,,,,,,,2040,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,251,250,3559,162,162,0,0,0,480,0,,,,,,,,2161,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,9367,6533,45610,387,1488,0,0,0,3841,0,,,,,,,,2376,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,528,0,1193,55,202,0,0,0,463,0,,,,,,,,2451,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,146,14,63,14,0,0,83,0,,,,,,,,2554,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,181,841,4548,41,247,89,97,20,3016,0,,,,,,,,2732,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,427,0,1879,70,71,0,0,0,743,0,,,,,,,,2750,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1428,2061,7967,0,706,237,0,0,3772,0,,,,,,,,2938,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,292,279,3125,154,619,170,295,0,1935,0,,,,,,,,3252,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,177,0,381,22,22,0,0,0,182,0,,,,,,,,3458,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,13377,4721,62851,0,9679,3268,0,0,7582,0,,,,,,,,3506,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,565,1113,5088,328,353,0,0,0,1258,0,,,,,,,,3720,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,946,0,3174,216,216,0,0,0,1432,0,,,,,,,,3953,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,914,0,3042,284,1012,0,0,0,1116,0,,,,,,,,4138,2006-06-30
,,,,,,,,,,,,,,,,,,,,,3754,2489,0,7176,0,4249,0,0,0,438,0,,,,,,,,4147,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1336,33,6292,27,432,0,0,0,1671,0,,,,,,,,4156,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,920,2204,0,115,0,0,0,1169,0,,,,,,,,4231,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,869,948,3642,227,551,88,218,0,1274,0,,,,,,,,4437,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,1595,0,3268,110,198,88,0,0,1475,0,,,,,,,,4839,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,3282,0,13128,0,1773,449,0,0,1393,0,,,,,,,,5005,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,386,3139,807,1399,590,0,0,1354,0,,,,,,,,5069,2006-06-30
,,,,,,,,,,,,,,,,,,,,,155,1280,676,8981,215,624,23,53,166,4145,0,,,,,,,,5135,2006-06-30
,,,,,,,,,,,,,,,,,,,,,0,10206,5729,44556,1097,2671,0,0,0,4454,0,,,,,,,,5210,2006-06-30
