RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,137,0,914,0,132,0,0,0,645,0,,,,,0,0,0,37,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,242,0,550,7,80,0,0,0,228,0,,,,,0,0,0,242,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,1478,351,2923,260,261,0,0,0,756,0,,,,,77,0,0,279,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,5,55,170,0,20,0,0,0,90,0,,,,,0,0,0,354,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,245,0,1134,0,82,0,0,0,258,0,,,,,549,0,0,457,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,4066,0,14210,1295,4845,1669,0,0,1266,0,,,,,4033,0,0,505,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,1152,0,6951,64,653,0,0,0,1152,0,,,,,3994,0,0,1155,2011-12-31
,,,,,,,,,,,,,,,,,,,,,30,0,0,1947,127,356,0,0,0,1591,0,,,,,0,0,0,1351,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,1092,0,10524,1027,2216,0,0,0,2531,0,,,,,4685,0,0,1454,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,147,0,1379,0,365,0,0,0,867,0,,,,,0,0,0,1557,2011-12-31
,,,,,,,,,,,,,,,,,,,,,13,1180,174,10163,70,543,0,0,0,1574,0,,,,,4683,0,2009,1669,2011-12-31
,,,,,,,,,,,,,,,,,,,,,0,2239,1236,7010,988,2390,0,0,0,1145,0,,,,,0,0,0,1829,2011-12-31
