RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,132,0,895,97,170,0,0,0,593,0,,,,,0,0,0,37,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,242,0,514,8,80,0,0,0,192,0,,,,,0,0,0,242,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,1218,371,2555,51,240,0,0,0,649,0,,,,,77,0,0,279,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,67,150,0,22,0,0,0,61,0,,,,,0,0,0,354,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,195,0,1176,0,116,0,0,0,311,0,,,,,554,0,0,457,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,4143,0,14228,1459,4633,1517,0,0,1386,0,,,,,4066,0,0,505,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,1153,0,7032,225,737,0,0,0,1112,0,,,,,4030,0,0,1155,2012-03-31
,,,,,,,,,,,,,,,,,,,,,7,0,0,1590,98,293,0,0,0,1297,0,,,,,0,0,0,1351,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,1092,0,10961,1095,2273,0,0,0,2870,0,,,,,4726,0,0,1454,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,147,0,1307,0,294,0,0,0,866,0,,,,,0,0,0,1557,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,1181,0,9857,118,552,0,0,0,1337,0,,,,,4762,0,2025,1669,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,2129,275,6403,1013,2748,0,0,0,1251,0,,,,,0,0,0,1829,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,2725,0,3593,334,334,0,0,0,534,0,,,,,0,0,0,1856,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,1546,244,7089,658,1869,665,0,0,854,0,,,,,2576,0,0,2040,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,808,0,4515,159,309,0,0,0,713,0,,,,,0,0,2685,2161,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,35016,23242,122748,840,9411,0,0,0,9194,0,,,,,34812,0,11073,2376,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,141,12,51,22,0,0,90,0,,,,,0,0,0,2554,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,174,1521,5524,0,1331,0,0,0,2087,0,,,,,0,411,0,2732,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,545,0,2509,174,293,0,0,0,743,0,,,,,928,0,0,2750,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,6435,3233,35085,1032,3765,0,0,0,2691,0,,,,,18961,0,0,3177,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,323,0,3082,370,904,223,0,0,1855,0,,,,,0,0,0,3252,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,185,69,589,30,80,0,0,0,255,0,,,,,0,0,0,3458,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,558,171,5743,209,517,0,0,0,751,0,,,,,1466,0,2280,3720,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,499,0,1131,83,358,0,0,0,128,0,,,,,146,0,0,3953,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,4484,1714,27724,0,7579,0,0,0,2638,0,,,,,11309,0,0,3971,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,2564,0,7908,0,643,0,0,0,1190,0,,,,,2640,0,871,4156,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,74,1097,0,298,0,0,0,725,0,,,,,0,0,0,4231,2012-03-31
,,,,,,,,,,,,,,,,,,,,,0,904,884,7883,286,999,0,0,0,975,0,,,,,4121,0,0,4437,2012-03-31
