RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,74,438,1254,,153,,,,589,,,,,0.0,0,0,0,37,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,141,0,425,,6,,,,278,,,,,0.0,0,0,0,242,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,2077,540,8022,,98,,,,651,,,,,0.0,4656,0,0,279,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,0,76,160,,21,,,,63,,,,,0.0,0,0,0,354,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,319,0,1577,,43,,,,552,,,,,0.0,663,0,0,457,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,3459,0,13934,,3905,,,,1634,,,,,0.0,4936,0,0,505,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,282,0,7358,,173,,,,1390,,,,,0.0,5513,0,0,1155,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,183,0,1657,,110,,,,1364,,,,,0.0,0,0,0,1351,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,1121,0,13319,,2382,,,,3580,,,,,0.0,6236,0,0,1454,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,183,941,13907,,286,,,,1316,,,,,0.0,8746,1577,858,1669,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,1444,0,2762,,1012,,,,306,,,,,0.0,0,0,0,1856,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,1086,1247,7991,,380,,,,695,,,,,0.0,4265,0,318,2040,2018-09-30
,,,,,,,,,,,,,,,,,,,,,0,343,0,5230,151,151,0,0,0,1017,0,0,0,0,0.0,3719,0,0,2161,2018-09-30
,,,,,,,,,,,,,,,,,,,,,0,27304,25483,197384,669,33644,0,0,0,11892,18024,0,0,0,0.0,79828,0,19233,2376,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,97,0,345,,39,,,,209,,,,,0.0,0,0,0,2554,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,174,1107,4350,,1198,,,,1871,,,,,0.0,0,0,0,2732,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,361,0,3169,,141,,,,1094,,,,,0.0,1573,0,0,2750,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,772,0,5443,,1486,,,,3185,,,,,0.0,0,0,0,3252,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,268,0,1017,,126,,,,623,,,,,0.0,0,0,0,3458,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,268,1129,9104,194,204,,,,1038,,,,,0.0,3793,0,2672,3720,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,5498,1693,28551,,4456,,,,3162,,,,,0.0,13742,0,0,3971,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,777,44,8228,,200,,,,1289,,,,,0.0,4898,0,1020,4156,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,0,596,1283,,220,,,,467,,,,,0.0,0,0,0,4231,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,0,676,6354,,4034,,,,1644,,,,,0.0,0,0,0,5069,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,1870,1574,22209,,5369,,,,7656,,,,,0.0,5740,0,0,5135,2018-09-30
,,,,,,,,,,,,,,,,,,,,,0,4243,3818,72768,0,13728,0,11503,0,4737,0,0,0,0,0.0,40137,0,6105,5210,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,3006,0,16373,,2397,,,,2520,,,,,0.0,8450,0,0,5461,2018-09-30
