RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,130,0,756,22,53,0,0,0,573,0,,,,,0,0,0,37,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,242,0,519,5,57,0,0,0,220,0,,,,,0,0,0,242,2012-12-31
,,,,,,,,,,,,,,,,,,,,,2,1235,432,2648,82,208,0,0,0,693,0,,,,,80,0,0,279,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,59,150,0,16,0,0,0,75,0,,,,,0,0,0,354,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,196,0,1199,0,66,0,0,0,371,0,,,,,566,0,0,457,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,4583,0,13195,1158,3204,893,0,0,1238,0,,,,,4170,0,0,505,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,1155,0,6367,68,161,0,0,0,912,0,,,,,4139,0,0,1155,2012-12-31
,,,,,,,,,,,,,,,,,,,,,56,0,0,1788,102,285,0,0,0,1503,0,,,,,0,0,0,1351,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,1077,0,10332,875,1640,0,0,0,2762,0,,,,,4853,0,0,1454,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,147,0,1007,57,117,35,0,0,743,0,,,,,0,0,0,1557,2012-12-31
,,,,,,,,,,,,,,,,,,,,,15,913,18,9573,96,469,0,0,0,1222,0,,,,,4878,0,2073,1669,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,1602,627,5928,896,2500,0,0,0,1199,0,,,,,0,0,0,1829,2012-12-31
,,,,,,,,,,,,,,,,,,,,,2,1525,0,2048,235,237,0,0,0,286,0,,,,,0,0,0,1856,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,1546,826,8043,423,1315,0,0,0,710,0,,,,,3365,0,281,2040,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,811,0,4618,147,176,0,0,0,875,0,,,,,2756,0,0,2161,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,44919,27501,159881,642,20341,8388,0,0,9377,0,,,,,40527,0,17216,2376,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,138,19,45,13,0,0,93,0,,,,,0,0,0,2554,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,174,1915,4846,152,1337,183,0,0,1420,0,,,,,0,0,0,2732,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,551,0,2610,253,321,0,0,0,810,0,,,,,928,0,0,2750,2012-12-31
,,,,,,,,,,,,,,,,,,,,,0,6390,3461,38708,1037,3807,0,0,0,2520,0,,,,,11863,0,10667,3177,2012-12-31
