RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,79,122,983,38,193,15,0,0,589,0,,,,,0,0,0,37,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,275,0,520,0,7,0,0,0,238,0,,,,,0,0,0,242,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,2018,239,7439,70,77,0,0,0,816,0,,,,,4289,0,0,279,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,5,72,139,0,0,0,0,0,62,0,,,,,0,0,0,354,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,199,0,1190,0,32,0,0,0,352,0,,,,,607,0,0,457,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,3212,0,12662,0,3775,2421,0,0,1174,0,,,,,4501,0,0,505,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,231,0,5515,230,298,0,0,0,928,0,,,,,4058,0,0,1155,2015-06-30
,,,,,,,,,,,,,,,,,,,,,117,0,0,1558,108,290,65,0,0,1268,0,,,,,0,0,0,1351,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,1087,0,10689,1025,1103,0,0,0,3005,0,,,,,5494,0,0,1454,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,417,0,1517,24,25,0,0,0,1075,0,,,,,0,0,0,1557,2015-06-30
,,,,,,,,,,,,,,,,,,,,,0,166,652,11988,220,253,0,0,0,1144,0,,,,,8968,805,0,1669,2015-06-30
