RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,143,139,1070,61,64,0,0,0,724,0,,,,,,,,37,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,201,0,413,13,13,0,0,0,199,0,,,,,,,,242,2009-03-31
,,,,,,,,,,,,,,,,,,,,,2,1599,0,2455,89,91,0,0,0,699,0,,,,,,,,279,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,4,65,138,0,0,0,0,0,69,0,,,,,,,,354,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,235,0,1080,0,26,0,0,0,316,0,,,,,,,,457,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,3298,1926,7730,329,786,0,0,0,1720,0,,,,,,,,505,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,1111,0,7054,216,458,0,0,0,1891,0,,,,,,,,1155,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,1597,44,86,42,0,0,1511,0,,,,,,,,1351,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,1092,0,9283,878,1167,0,0,0,2562,0,,,,,,,,1454,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,144,0,995,47,58,0,0,0,793,0,,,,,,,,1557,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,2757,4333,15409,0,3215,2609,0,0,4321,0,,,,,,,,1632,2009-03-31
,,,,,,,,,,,,,,,,,,,,,3,428,126,8473,114,126,0,0,0,1772,0,,,,,,,,1669,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,2862,1571,8768,830,2567,0,0,0,1768,0,,,,,,,,1829,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,4620,0,7041,952,952,0,0,0,1469,0,,,,,,,,1856,2009-03-31
,,,,,,,,,,,,,,,,,,,,,3,1546,344,7041,442,1890,61,1357,0,968,0,,,,,,,,2040,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,276,0,3625,225,2628,2403,0,0,430,0,,,,,,,,2161,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,24971,20080,82219,540,1165,625,0,0,6908,0,,,,,,,,2376,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,1030,350,1944,96,279,0,0,0,285,0,,,,,,,,2451,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,145,12,49,36,0,0,96,0,,,,,,,,2554,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,174,299,4059,61,713,530,0,0,2560,0,,,,,,,,2732,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,526,0,2360,176,189,0,0,0,869,0,,,,,,,,2750,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,2408,2376,10864,0,1620,883,0,0,4460,0,,,,,,,,2938,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,320,0,2804,322,464,142,0,0,2020,0,,,,,,,,3252,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,181,0,418,0,32,0,0,0,205,0,,,,,,,,3458,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,710,447,5885,280,342,0,0,0,1006,0,,,,,,,,3720,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,1044,0,4270,125,1253,1127,0,0,1202,0,,,,,,,,3953,2009-03-31
,,,,,,,,,,,,,,,,,,,,,14,919,1201,4119,167,790,0,0,0,1209,0,,,,,,,,4138,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,2441,0,7320,0,0,0,0,0,1733,0,,,,,,,,4156,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,263,1584,0,124,0,0,0,1197,0,,,,,,,,4231,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,1175,562,6417,268,455,0,0,0,1179,0,,,,,,,,4437,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,2045,0,3629,179,209,28,0,0,1375,0,,,,,,,,4839,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,4728,2977,18580,1232,1813,475,0,0,1654,0,,,,,,,,5005,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,669,5808,0,2059,1253,0,0,3080,0,,,,,,,,5069,2009-03-31
,,,,,,,,,,,,,,,,,,,,,19,1646,983,9458,263,469,0,0,0,3155,0,,,,,,,,5135,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,9170,2711,42838,1538,1623,0,0,0,3793,0,,,,,,,,5210,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,3842,4645,10883,0,1577,1019,0,0,540,0,,,,,,,,5331,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,2214,0,9426,0,4617,3990,0,0,1927,0,,,,,,,,5461,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,328,0,3789,74,88,0,0,0,1052,0,,,,,,,,5751,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,583,140,2174,155,611,278,99,0,541,0,,,,,,,,6039,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,92,513,95,101,6,0,0,320,0,,,,,,,,6141,2009-03-31
,,,,,,,,,,,,,,,,,,,,,310,1135,1531,11430,547,1088,0,0,0,3582,0,,,,,,,,6329,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,4933,0,19937,1276,3861,2494,0,0,4535,0,,,,,,,,6972,2009-03-31
,,,,,,,,,,,,,,,,,,,,,0,0,117,6941,0,4371,4161,0,0,2453,0,,,,,,,,7009,2009-03-31
