RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,157,224,1051,28,58,29,0,0,612,0,,,,,,,,37,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,160,0,386,12,17,,,,209,0,,,,,,,,242,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1866,12,2595,40,106,0,0,0,611,0,,,,,,,,279,2005-06-30
,,,,,,,,,,,,,,,,,,,,,7,5,10,156,0,62,43,0,0,79,0,,,,,,,,354,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,340,554,2998,125,715,383,0,0,1389,0,,,,,,,,439,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,40,0,832,0,464,0,0,0,328,0,,,,,,,,457,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2139,1228,6119,521,1551,619,0,0,1201,0,,,,,,,,505,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2929,0,14220,2613,10297,5405,0,0,994,0,,,,,,,,1146,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,588,574,5399,40,3190,27,0,0,1047,0,,,,,,,,1155,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,1219,63,115,52,0,0,1104,0,,,,,,,,1351,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1091,0,3949,624,882,0,0,0,1976,0,,,,,,,,1454,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,90,0,709,29,81,0,0,0,538,0,,,,,,,,1557,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2457,573,8490,121,2593,0,0,0,2867,0,,,,,,,,1632,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,425,402,8403,139,5689,0,0,0,1887,0,,,,,,,,1669,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1082,0,4056,546,1216,0,0,0,1758,0,,,,,,,,1829,2005-06-30
,,,,,,,,,,,,,,,,,,,,,2,4160,0,5663,256,258,0,0,0,1245,0,,,,,,,,1856,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1126,187,3540,344,1499,103,5,0,728,0,,,,,,,,2040,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,244,126,3173,87,2164,0,0,0,403,0,,,,,,,,2161,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,9088,5571,39543,255,21532,0,0,0,3352,0,,,,,,,,2376,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,262,0,674,0,128,42,,,284,0,,,,,,,,2451,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,143,14,67,0,0,0,76,0,,,,,,,,2554,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,181,418,3144,33,421,107,22,0,2124,0,,,,,,,,2732,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,385,0,1699,0,684,0,0,0,630,0,,,,,,,,2750,2005-06-30
,,,,,,,,,,,,,,,,,,,,,9,2502,1448,5179,54,63,0,0,0,1166,0,,,,,,,,2938,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,138,0,1132,51,125,46,0,0,869,0,,,,,,,,2956,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,278,0,2188,145,394,183,0,0,1516,0,,,,,,,,3252,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,75,21,301,0,21,0,0,0,184,0,,,,,,,,3458,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,4805,2780,48387,0,33910,0,0,0,6892,0,,,,,,,,3506,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,567,651,3921,0,1558,0,0,0,1145,0,,,,,,,,3720,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,908,0,2831,129,647,0,0,0,1276,0,,,,,,,,3953,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,868,0,2079,128,265,0,0,0,946,0,,,,,,,,4138,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,3231,0,7643,0,4021,0,0,0,391,0,,,,,,,,4147,2005-06-30
,,,,,,,,,,,,,,,,,,,,,36,1275,47,5865,12,3040,0,0,0,1503,0,,,,,,,,4156,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,443,1585,0,61,0,0,0,1081,0,,,,,,,,4231,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,809,717,3285,0,740,473,0,0,1019,0,,,,,,,,4437,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1435,0,2762,94,135,0,0,0,1192,0,,,,,,,,4839,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2207,0,11638,0,8231,0,0,0,1200,0,,,,,,,,5005,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,414,10,1147,65,73,0,0,0,650,0,,,,,,,,5050,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,247,2956,796,1002,0,0,0,1707,0,,,,,,,,5069,2005-06-30
,,,,,,,,,,,,,,,,,,,,,190,961,300,7023,223,2876,0,0,0,2886,0,,,,,,,,5135,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,8464,4156,39490,0,22703,0,0,0,4167,0,,,,,,,,5210,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,54884,61751,303,1539,1228,0,0,5328,0,,,,,,,,5247,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,4016,344,5055,105,287,0,0,0,408,0,,,,,,,,5274,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,4052,178,7935,2000,3278,997,0,0,427,0,,,,,,,,5331,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,4803,0,2623,1635,0,0,2180,0,,,,,,,,5461,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,199,2,3084,54,2063,0,0,0,820,0,,,,,,,,5751,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,277,180,1807,0,702,351,0,0,648,0,,,,,,,,6039,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,117,0,346,53,84,0,0,0,145,0,,,,,,,,6057,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,416,118,118,0,0,0,298,0,,,,,,,,6141,2005-06-30
,,,,,,,,,,,,,,,,,,,,,252,770,535,8365,231,4990,1101,0,0,2070,0,,,,,,,,6329,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,738,0,15843,0,11435,0,0,0,3670,0,,,,,,,,6972,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,810,10344,0,7484,6839,0,0,2050,0,,,,,,,,7009,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,0,43,1213,0,338,0,0,0,832,0,,,,,,,,7045,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,23,21,344,30,48,0,0,0,252,0,,,,,,,,7157,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2669,2044,27788,0,20849,0,0,0,2226,0,,,,,,,,7166,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,186,0,663,0,72,39,0,0,405,0,,,,,,,,7456,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,496,102,1040,78,107,0,0,0,335,0,,,,,,,,7634,2005-06-30
,,,,,,,,,,,,,,,,,,,,,164,882,63,2425,63,871,5,17,28,609,0,,,,,,,,8033,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,31031,0,473456,0,418719,328479,51595,0,23706,0,,,,,,,,8417,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,21,0,761,0,10,0,0,0,730,0,,,,,,,,8462,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,87,131,2004,0,1598,0,0,0,188,0,,,,,,,,8631,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,5162,0,12431,0,5384,1425,0,0,1885,0,,,,,,,,9357,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,615,0,2671,74,855,0,0,0,1201,0,,,,,,,,9553,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,28884,0,72382,0,33433,31957,0,0,10065,0,,,,,,,,9807,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,417,0,1417,51,175,43,77,,825,0,,,,,,,,9955,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,589,218,1518,81,81,0,0,0,630,0,,,,,,,,10157,2005-06-30
,,,,,,,,,,,,,,,,,,,,,9,986,0,3296,254,939,439,0,0,1371,0,,,,,,,,10250,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1868,288,5346,0,1378,0,0,0,1812,0,,,,,,,,10849,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1358,572,6217,275,755,0,0,0,3532,0,,,,,,,,10858,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,879,344,1916,152,182,0,0,0,511,0,,,,,,,,11145,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2274,613,10712,4,5234,0,0,0,2591,0,,,,,,,,11640,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,1279,0,2259,0,344,289,,,636,0,,,,,,,,11837,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,990,719,5622,153,1400,707,0,0,2513,0,,,,,,,,12030,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,348,0,1373,85,105,0,0,0,920,0,,,,,,,,12058,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,493,179,2313,261,401,130,0,0,1240,0,,,,,,,,12142,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,354,0,996,73,114,0,0,0,528,0,,,,,,,,12245,2005-06-30
0,87613,0,2286854,0,2076506,353832,0,0,0,0,122735,998699,54538,,,,,,,,,87613,,,,,,,,,,,,,,,,,12311,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,172,0,662,24,30,0,0,0,460,0,,,,,,,,12647,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,29,0,154,42,42,,,,83,0,,,,,,,,12656,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,744,211,1966,176,283,0,0,0,728,0,,,,,,,,12937,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,2051,0,14238,0,9069,0,0,0,3118,0,,,,,,,,12946,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,672,0,1285,53,63,0,0,0,550,0,,,,,,,,12955,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,41,1009,3480,594,1961,,,,469,0,,,,,,,,13037,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,4875,0,12953,0,4798,1449,0,0,3280,0,,,,,,,,13103,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,141,0,1164,0,661,0,0,0,362,0,,,,,,,,13251,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,3,0,1632,0,1180,0,0,0,449,0,,,,,,,,13457,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,282,175,812,67,100,0,0,0,255,0,,,,,,,,14052,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,548,0,2620,140,1131,0,0,0,941,0,,,,,,,,14155,2005-06-30
,,,,,,,,,,,,,,,,,,,,,0,4022,0,8024,433,1179,647,0,0,2823,0,,,,,,,,14258,2005-06-30
