RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,148,0,1175,51,348,85,0,0,679,0,,,,,,,,37,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,201,0,553,18,119,0,0,0,233,0,,,,,,,,242,2010-09-30
,,,,,,,,,,,,,,,,,,,,,33,2179,32,3441,36,377,0,0,0,783,0,,,,,,,,279,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,59,174,0,34,0,0,0,76,0,,,,,,,,354,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,288,0,1356,0,136,0,0,0,404,0,,,,,,,,457,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,3639,0,9824,1762,4855,1010,0,0,1330,0,,,,,,,,505,2010-09-30
,,,,,,,,,,,,,,,,,,,,,63,1144,0,7076,59,909,0,0,0,1212,0,,,,,,,,1155,2010-09-30
,,,,,,,,,,,,,,,,,,,,,92,0,0,1835,88,545,12,0,0,1290,0,,,,,,,,1351,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1092,0,10627,720,2266,0,0,0,2793,0,,,,,,,,1454,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,147,0,1295,36,178,125,0,0,970,0,,,,,,,,1557,2010-09-30
,,,,,,,,,,,,,,,,,,,,,2,1179,0,9972,79,741,0,0,0,1633,0,,,,,,,,1669,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2879,1400,8737,0,3000,0,0,0,1458,0,,,,,,,,1829,2010-09-30
,,,,,,,,,,,,,,,,,,,,,2,2725,0,4544,578,580,0,0,0,1239,0,,,,,,,,1856,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1546,280,7292,564,2151,81,225,0,883,0,,,,,,,,2040,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,786,0,4542,572,3114,0,0,0,421,0,,,,,,,,2161,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,25046,25592,99638,216,8299,1801,0,0,9891,0,,,,,,,,2376,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,214,15,87,41,0,0,127,0,,,,,,,,2554,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,174,481,5745,11,2309,287,0,0,2443,0,,,,,,,,2732,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,539,0,2526,79,280,0,0,0,882,0,,,,,,,,2750,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,321,0,3837,0,769,0,0,0,2747,0,,,,,,,,3252,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,182,0,599,26,132,0,0,0,285,0,,,,,,,,3458,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,573,164,6144,286,805,0,0,0,1044,0,,,,,,,,3720,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,791,0,3362,142,705,0,0,0,1005,0,,,,,,,,3953,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1036,389,3421,0,1303,0,0,0,693,0,,,,,,,,4138,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2533,64,8143,0,973,0,0,0,1252,0,,,,,,,,4156,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,165,1785,0,556,0,0,0,1064,0,,,,,,,,4231,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1175,318,7864,0,1220,0,0,0,1273,0,,,,,,,,4437,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2075,0,4759,0,1260,0,0,0,1424,0,,,,,,,,4839,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,4637,4120,20939,2902,3220,0,0,0,1153,0,,,,,,,,5005,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,718,8625,0,5148,2677,0,0,2759,0,,,,,,,,5069,2010-09-30
,,,,,,,,,,,,,,,,,,,,,26,1522,1051,11505,166,1328,0,0,0,4189,0,,,,,,,,5135,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,9170,3415,48246,1375,4513,0,0,0,3948,0,,,,,,,,5210,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,3847,2386,10413,0,1868,0,0,0,2018,0,,,,,,,,5331,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2050,0,12866,0,8228,3843,0,0,1874,0,,,,,,,,5461,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,303,0,3882,46,283,0,0,0,797,0,,,,,,,,5751,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,161,105,2475,0,1302,614,0,0,626,0,,,,,,,,6039,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,674,87,268,0,0,0,406,0,,,,,,,,6141,2010-09-30
,,,,,,,,,,,,,,,,,,,,,502,769,2959,14620,633,3414,0,0,0,3073,0,,,,,,,,6329,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,4933,0,22871,0,7524,0,0,0,4117,0,,,,,,,,6972,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,174,12238,0,9666,6847,0,0,2398,0,,,,,,,,7009,2010-09-30
,,,,,,,,,,,,,,,,,,,,,14,261,0,1884,202,761,0,0,0,862,0,,,,,,,,7045,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,23,0,869,0,289,96,0,0,557,0,,,,,,,,7157,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,303,0,1145,0,222,0,0,0,620,0,,,,,,,,7456,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,399,0,1099,237,381,0,0,0,319,0,,,,,,,,7634,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1526,0,3915,106,317,120,0,0,1169,0,,,,,,,,8033,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,21,0,1186,0,413,0,0,0,752,0,,,,,,,,8462,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,158,74,2589,57,281,0,0,0,183,0,,,,,,,,8631,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,5867,0,7965,0,1057,0,0,0,1041,0,,,,,,,,9357,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,781,0,4526,107,852,500,0,0,2023,0,,,,,,,,9553,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,20135,0,120220,782,14913,11914,1500,0,7943,0,,,,,,,,9807,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,729,0,2126,0,529,143,0,0,868,0,,,,,,,,9955,2010-09-30
,,,,,,,,,,,,,,,,,,,,,34,1305,5704,11620,465,2765,369,0,0,1594,0,,,,,,,,10250,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1564,1831,7979,157,2411,0,0,0,1212,779,,,,,,,,10849,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1445,0,6548,0,2195,0,0,0,2908,0,,,,,,,,10858,2010-09-30
,,,,,,,,,,,,,,,,,,,,,7,1091,210,5724,60,792,0,0,0,519,0,,,,,,,,11145,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,3488,0,15098,1112,1499,0,0,0,3422,0,,,,,,,,11640,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,569,424,1978,0,376,0,0,0,609,0,,,,,,,,11837,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,4212,2681,12946,1899,5611,0,0,0,22,0,,,,,,,,12030,2010-09-30
,,,,,,,,,,,,,,,,,,,,,319,739,0,3686,189,1787,0,0,0,1160,0,,,,,,,,12142,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,416,0,1576,0,686,0,0,0,474,0,,,,,,,,12245,2010-09-30
0,310142,315655,3269397,0,1032969,0,0,0,0,0,162101,1448530,0,,,,,,,,,310142,,,,,,,,,,,,,,,,,12311,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,310,0,1503,0,465,0,0,0,728,0,,,,,,,,12647,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,29,0,284,35,129,34,0,0,126,0,,,,,,,,12656,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,862,0,2299,142,725,0,0,0,712,0,,,,,,,,12937,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2542,0,20013,0,3314,0,0,0,3232,0,,,,,,,,12946,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,450,0,1524,126,672,0,0,0,402,0,,,,,,,,12955,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,545,1941,3668,0,658,0,0,0,524,0,,,,,,,,13037,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,12036,10845,37635,1723,6893,0,0,0,3581,0,,,,,,,,13103,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,144,0,930,0,156,0,0,0,323,0,,,,,,,,13251,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,1750,0,39,0,0,0,411,0,,,,,,,,13457,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,247,0,2198,83,400,0,0,0,249,0,,,,,,,,14052,2010-09-30
,,,,,,,,,,,,,,,,,,,,,12,558,0,4063,198,745,0,0,0,1161,2,,,,,,,,14155,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,122,0,406,0,123,0,0,0,161,0,,,,,,,,14454,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,68,100,1655,59,147,0,0,0,122,0,,,,,,,,14650,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,9,0,648,12,175,0,0,0,464,0,,,,,,,,14753,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,560,1368,8089,0,2042,0,0,0,2897,0,,,,,,,,14865,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,207,0,982,41,214,0,0,0,439,0,,,,,,,,14977,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2200,6465,11244,746,842,0,0,0,1675,0,,,,,,,,16337,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,799,0,3148,0,892,0,0,0,1457,0,,,,,,,,16458,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,2331,563,6454,37,649,0,0,0,904,0,,,,,,,,16551,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,295,0,2306,0,271,0,0,0,346,0,,,,,,,,16748,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,499,53,190,0,0,0,309,0,,,,,,,,16944,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,0,0,450,17,106,0,0,0,344,0,,,,,,,,16953,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,219,0,2760,0,2438,1142,0,0,103,0,,,,,,,,17110,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,36271,34163,221117,12806,35022,12447,0,0,20290,4691,,,,,,,,17147,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,368,0,2510,115,259,0,0,0,393,0,,,,,,,,17259,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,10472,0,57820,6875,9230,0,0,0,4649,0,,,,,,,,17464,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1007,63,4694,176,934,0,0,0,2282,0,,,,,,,,17950,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,715,0,3222,0,1246,0,0,0,1261,0,,,,,,,,18050,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1501,0,8228,0,1184,0,0,0,1267,0,,,,,,,,18135,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,147,1,427,13,148,0,0,0,131,0,,,,,,,,18377,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1096,0,5551,1608,2889,0,0,0,1566,0,,,,,,,,18827,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,930,896,6784,0,1407,0,0,0,721,0,,,,,,,,18836,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,594,0,2262,69,580,35,0,0,1088,0,,,,,,,,18854,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,257,0,487,39,41,0,0,0,189,0,,,,,,,,18957,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,161,0,1297,59,383,0,0,0,401,0,,,,,,,,19356,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,18195,24960,110267,2178,17216,0,0,0,7601,0,,,,,,,,19730,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,798,946,6332,198,1152,141,0,0,1470,0,,,,,,,,19936,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,214,248,2938,0,143,0,0,0,148,0,,,,,,,,19972,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,503,687,1608,104,104,0,0,0,314,0,,,,,,,,20053,2010-09-30
,,,,,,,,,,,,,,,,,,,,,13,477,2487,6316,306,1432,0,0,0,722,0,,,,,,,,20370,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1060,569,5137,0,2956,0,0,0,552,0,,,,,,,,20512,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1413,538,11121,0,1735,0,0,0,1136,0,,,,,,,,20633,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1445,0,3871,311,674,0,0,0,1517,0,,,,,,,,20857,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,88,0,642,0,34,0,0,0,30,0,,,,,,,,21256,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,114,0,584,25,118,25,0,0,254,0,,,,,,,,21359,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,379,0,984,61,279,0,0,0,326,0,,,,,,,,21630,2010-09-30
,,,,,,,,,,,,,,,,,,,,,22,442,0,4232,57,594,0,0,0,887,0,,,,,,,,21658,2010-09-30
,,,,,,,,,,,,,,,,,,,,,33,1176,520,9332,351,2663,1175,0,0,1327,0,,,,,,,,22048,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1807,0,9080,180,1532,619,483,0,2355,0,,,,,,,,22356,2010-09-30
,,,,,,,,,,,,,,,,,,,,,42,760,85,1899,173,597,0,0,0,457,0,,,,,,,,22459,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,196,6,1134,342,621,243,0,0,311,0,,,,,,,,22543,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,195,0,1401,0,310,43,0,0,896,0,,,,,,,,22552,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,376,0,1374,0,525,0,0,0,473,0,,,,,,,,22730,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1212,1148,5917,0,1161,447,442,0,2205,0,,,,,,,,22936,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,1307,242,3508,0,341,0,0,0,944,0,,,,,,,,22954,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,211,0,460,0,72,0,0,0,177,0,,,,,,,,23045,2010-09-30
,,,,,,,,,,,,,,,,,,,,,0,24713,0,86436,0,33716,10907,8687,8004,7951,0,,,,,,,,23241,2010-09-30
,,,,,,,,,,,,,,,,,,,,,2,290,0,1515,72,425,0,0,0,800,0,,,,,,,,23456,2010-09-30
