RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,148,147,1503,37,385,0,0,0,823,0,,,,,,,,37,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,201,0,562,2,129,0,0,0,232,0,,,,,,,,242,2009-12-31
,,,,,,,,,,,,,,,,,,,,,42,1630,104,3250,84,507,0,0,0,939,0,,,,,,,,279,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,5,68,346,0,171,139,0,0,102,0,,,,,,,,354,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,319,0,1320,0,176,0,0,0,309,0,,,,,,,,457,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,3227,332,8699,0,3808,1317,0,0,1332,0,,,,,,,,505,2009-12-31
,,,,,,,,,,,,,,,,,,,,,53,1125,0,7383,40,1077,0,0,0,1479,0,,,,,,,,1155,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,2015,598,620,22,0,0,1395,0,,,,,,,,1351,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1092,0,10824,622,2587,0,0,0,2541,0,,,,,,,,1454,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,145,0,1073,0,227,160,0,0,701,0,,,,,,,,1557,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4107,0,22127,0,13001,8132,0,0,4181,0,,,,,,,,1632,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,428,221,9615,80,864,0,0,0,1848,0,,,,,,,,1669,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,2879,1730,12154,625,5804,556,0,0,1741,0,,,,,,,,1829,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4620,0,6748,739,739,0,0,0,1389,0,,,,,,,,1856,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1546,90,7251,594,2145,106,504,0,1114,0,,,,,,,,2040,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,276,0,4229,194,703,0,0,0,668,0,,,,,,,,2161,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,25481,23244,95658,391,8294,338,0,0,8666,0,,,,,,,,2376,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,589,538,1868,133,450,0,0,0,260,0,,,,,,,,2451,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,214,16,103,48,0,0,111,0,,,,,,,,2554,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,174,443,6302,88,3183,603,0,0,2173,0,,,,,,,,2732,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,532,0,2709,54,320,0,0,0,1081,0,,,,,,,,2750,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,2455,6471,17658,0,4949,0,0,0,3783,0,,,,,,,,2938,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,319,0,3771,273,1225,391,0,0,2227,0,,,,,,,,3252,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,184,0,575,0,184,0,0,0,207,0,,,,,,,,3458,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,615,341,6516,352,1007,0,0,0,1094,0,,,,,,,,3720,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,778,0,4876,130,1943,1127,0,0,1341,0,,,,,,,,3953,2009-12-31
,,,,,,,,,,,,,,,,,,,,,257,991,955,4463,0,1758,0,0,0,759,0,,,,,,,,4138,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,2487,51,8265,0,1142,0,0,0,1345,0,,,,,,,,4156,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,215,1960,0,749,0,0,0,996,0,,,,,,,,4231,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1175,773,7918,139,1482,0,0,0,1083,0,,,,,,,,4437,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,2075,0,5194,254,1684,13,0,0,1435,0,,,,,,,,4839,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4637,2269,19865,2133,3855,0,0,0,1493,0,,,,,,,,5005,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,395,7957,0,4405,1643,0,0,3157,0,,,,,,,,5069,2009-12-31
,,,,,,,,,,,,,,,,,,,,,47,1639,1178,10924,141,1576,130,0,0,3220,0,,,,,,,,5135,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,9170,2910,47660,0,5513,0,0,0,3658,0,,,,,,,,5210,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,3809,2984,10848,0,3300,1148,0,0,461,0,,,,,,,,5331,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,2214,0,11466,651,6642,3843,0,0,1924,0,,,,,,,,5461,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,302,0,4034,41,373,0,0,0,952,0,,,,,,,,5751,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,162,56,2518,0,1388,278,614,0,613,0,,,,,,,,6039,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,43,713,47,288,16,0,0,382,0,,,,,,,,6141,2009-12-31
,,,,,,,,,,,,,,,,,,,,,626,769,936,15477,2568,6126,0,0,0,3363,0,,,,,,,,6329,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4933,0,22513,1039,7781,0,0,0,3664,0,,,,,,,,6972,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,100,11050,0,6942,3258,0,0,4008,0,,,,,,,,7009,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,248,0,2445,169,1075,0,0,0,1122,0,,,,,,,,7045,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,23,0,714,29,259,0,0,0,432,0,,,,,,,,7157,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,299,0,1020,0,350,103,0,0,371,0,,,,,,,,7456,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,430,0,1155,114,192,78,0,0,533,0,,,,,,,,7634,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1525,0,4186,87,784,173,0,0,1023,0,,,,,,,,8033,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,21,0,1192,0,495,0,0,0,676,0,,,,,,,,8462,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,158,65,2569,79,353,0,0,0,153,0,,,,,,,,8631,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4492,0,6839,0,1247,0,0,0,1100,0,,,,,,,,9357,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,767,0,4135,255,563,0,0,0,1961,0,,,,,,,,9553,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,20318,0,111606,328,8665,0,0,0,10088,3792,,,,,,,,9807,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4,0,2085,0,1198,0,0,0,883,0,,,,,,,,9955,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,278,1092,1852,85,173,84,0,0,309,0,,,,,,,,10157,2009-12-31
,,,,,,,,,,,,,,,,,,,,,40,2543,0,8710,392,3528,372,0,0,2393,0,,,,,,,,10250,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1819,1740,9427,195,3247,0,0,0,1685,117,,,,,,,,10849,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1440,1440,10004,0,2774,0,0,0,4350,0,,,,,,,,10858,2009-12-31
,,,,,,,,,,,,,,,,,,,,,10,1081,256,2862,77,969,0,0,0,525,0,,,,,,,,11145,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,4012,583,15314,1290,1313,0,0,0,2908,0,,,,,,,,11640,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,613,276,2846,0,949,0,0,0,1008,0,,,,,,,,11837,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,1511,1417,9215,346,2755,0,0,0,3112,0,,,,,,,,12030,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,739,103,3355,268,1412,0,0,0,1101,0,,,,,,,,12142,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,397,0,1724,0,843,0,0,0,484,0,,,,,,,,12245,2009-12-31
0,376640,471998,3696026,337225,1270852,389235,0,0,0,0,166145,1410391,0,,,,,,,,,376640,,,,,,,,,,,,,,,,,12311,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,310,0,1507,11,578,0,0,0,619,0,,,,,,,,12647,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,29,0,243,99,99,0,0,0,115,0,,,,,,,,12656,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,830,0,2490,888,1008,0,0,0,652,0,,,,,,,,12937,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,2538,0,20790,843,4411,0,0,0,3147,0,,,,,,,,12946,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,446,0,1712,0,784,0,0,0,482,0,,,,,,,,12955,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,545,1997,3978,0,877,0,0,0,559,0,,,,,,,,13037,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,12036,10814,37606,0,7333,0,0,0,3645,0,,,,,,,,13103,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,143,0,979,0,195,0,0,0,348,0,,,,,,,,13251,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,0,0,1719,5,50,0,0,0,382,0,,,,,,,,13457,2009-12-31
,,,,,,,,,,,,,,,,,,,,,2,247,0,2364,37,530,0,0,0,327,0,,,,,,,,14052,2009-12-31
,,,,,,,,,,,,,,,,,,,,,39,746,0,4346,80,885,0,0,0,1157,57,,,,,,,,14155,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,130,0,438,0,162,0,0,0,146,0,,,,,,,,14454,2009-12-31
,,,,,,,,,,,,,,,,,,,,,27,68,132,1752,71,197,0,0,0,166,0,,,,,,,,14650,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,9,0,752,73,268,0,0,0,475,0,,,,,,,,14753,2009-12-31
,,,,,,,,,,,,,,,,,,,,,0,560,1320,8827,0,3452,0,0,0,2308,0,,,,,,,,14865,2009-12-31
