"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	
37	5551	3	1565	6611	0	12800	0	0	0	0	0	0	50270	0	833	13475		29033	2211	4023	15065	10217	0	0	3693	11372	8171	5797	3814	6403	2348	909	11232	49437	0	0	259	
242	3136	0	90	5339	0	10005	0	0	0	0	0	0	16689	0	2294	2554		7611	3388	1404	5714	1684	0	0	2132	3582	1502	395	1001	683	524	346	9915	14395	0	0	0	
279	12200	0	0	6653	0	16962	0	0	0	0	0	0	75114	0	0	22885		38638	1389	11099	28724	16137	0	0	10534	18190	8372	1542	5599	10538	5477	1271	16962	75114	0	0	3332	
354	1021	0	74	1755	0	1755	0	0	0	0	0	0	5308	0	1309	300		3012	975	0	3012	300	0	0	984	2028	0	0	100	200	0	0	1681	3999	0	0	0	
457	3049	0	292	3382	0	5504	0	0	99	0	99	0	19979	0	1562	2210		9640	5080	875	8397	2110	99	0	2331	6066	1145	98	1039	1071	100	0	5212	18318	0	99	0	
505	103992	10	3400	14693	0	22004	0	0	0	0	0	0	223398	0	37707	29195		46428	43783	6995	39502	26610	0	0	7881	31621	5661	1265	9253	17357	1885	700	18594	185691	0	0	1115	
1155	343	4	1484	13109	0	48566	0	0	0	0	0	0	88181	0	6343	27953		49626	10259	10939	29460	17242	0	0	21781	15393	9531	2921	13480	8189	4466	1818	47027	81838	51	0	3831	
1351	3912	10	6105	11731	0	22686	0	0	0	0	0	0	87122	0	2780	21827		41782	19603	7323	28566	11447	0	0	8469	20097	13216	0	4135	7312	10380	0	16571	84342	0	0	2614	
1454	1360	154	7493	113542	0	185717	0	0	0	0	0	0	204523	12	14017	45233		57526	100404	18252	41738	16504	0	0	24201	20142	10800	2383	28080	9561	5625	1967	178070	190494	0	0	3392	
1557	2589	0	961	6409	0	10013	0	0	0	0	0	0	21720	0	3258	6031		11406	1694	1919	8995	5728	0	0	3908	5087	2072	339	3936	1792	303	0	9052	18412	0	50	132	
1632	7826	22	342	19778	0	35281	0	0	44936	0	44936	0	516981	0	16137	129128		160994	219033	30117	152460	118302	44936	0	48972	103488	7853	681	29500	88802	9962	864	34917	500844	0	0	14983	
1669	80640	11	2288	13833	0	13833	0	0	0	0	0	0	187539	0	15889	38120		55958	12820	11166	45984	32867	0	0	19899	27321	5489	3249	7776	25204	3583	1557	11316	171650	218	0	0	
1829	39525	19	592	55248	0	73977	0	0	0	0	0	0	212991	0	15577	45251		90298	37917	22407	54635	31657	0	0	23856	30779	30078	5585	18533	13124	11675	1919	73366	197414	0	0	7431	
1856	903	0	594	2578	0	4257	0	0	116284	0	116284	0	163407	0	24050	26635		134210	1659	3	48435	26072	45377	0	37662	10773	29572	56203	22606	3466	563	0	3663	125357	0	14000	0	
2040	10322	20	11056	11921	0	39351	0	0	41509	0	41509	0	120691	0	875	14800		71405	24165	8675	38007	13286	14787	0	9371	28636	22422	10976	5934	7352	1132	382	28275	119627	0	189	1691	
2161	13662	0	2038	16430	0	36995	0	0	0	0	0	0	57032	0	9736	24200		16308	2862	7177	14753	23487	0	0	6079	8674	1241	314	15007	8480	551	162	34957	47296	0	0	552	
2376	214361	0	70	11688	0	20352	0	0	0	0	0	0	690321	0	290	100797		318045	57118	48514	276096	89849	0	0	128960	147138	36764	5182	41436	48413	9209	1740	20282	690031	0	0	8415	
2451	1382	0	466	2765	0	4097	0	0	7809	0	7809	0	23013	0	1170	4076		13784	3771	549	12538	3476	7710	0	4866	7672	1142	104	1751	1725	100	500	3631	20259	0	1584	0	
2554	522	0	164	4	0	3156	0	0	0	0	0	0	4742	0	1552	1815		2320	85	85	1845	1815	0	0	473	1372	281	194	200	1615	0	0	2992	3190	0	0	0	
2732	31308	22	2173	81621	0	116154	0	0	9889	0	9889	0	326091	0	43958	186168		60523	48092	10330	34940	165978	3050	0	27383	19955	11606	1579	98815	71098	12189	4066	113959	282133	0	0	1757	
2750	7297	0	1340	2160	0	8758	0	0	222	200	422	0	30609	0	5304	8860		13438	1012	1902	11844	8606	99	200	5765	6330	1161	182	2358	6248	131	123	7418	24924	0	381	358	
2938	9454	30	6460	14110	0	23700	0	0	59597	0	59597	0	297532	0	30008	44088		93983	150007	8005	85602	40029	55005	0	23090	62512	7831	550	10785	29244	3245	814	17210	263214	0	4310	2838	
3252	9396	0	655	11112	0	64894	0	0	0	0	0	0	47605	0	3070	14520		18300	5389	5375	14607	12072	0	0	3548	11059	3358	335	4987	7085	2248	200	64239	44535	0	0	0	
3458	1437	0	2516	2482	0	7478	0	0	0	0	0	0	15710	0	2020	4250		8460	1563	478	6760	3232	0	0	2335	4426	1491	208	1088	2644	418	100	4962	13690	0	0	0	
3720	22624	0	6152	17496	0	60076	0	0	0	0	0	0	82717	0	1063	21220		34495	4378	5435	30472	19703	0	0	14774	15698	3940	83	10812	8891	1413	104	53924	81654	0	0	1674	
3953	5386	37	1434	26725	0	34695	0	0	0	0	0	0	71578	0	6609	18927		15252	32012	336	13894	15674	0	0	3448	10882	848	74	7777	7897	2139	1114	33224	59969	0	5000	0	
4138	21872	14	3326	21861	0	37472	0	0	0	0	0	0	138779	0	4372	51875		48132	16899	11333	43803	45508	0	0	16767	27037	3987	341	14752	30756	5940	429	34132	134407	0	0	3503	
4156	7684	0	6137	20380	0	37649	0	0	0	0	0	0	97099	0	20750	31002		32753	25660	5999	22528	27654	0	0	8913	13615	6824	3401	19573	8081	2700	648	31512	76349	0	0	2058	
4231	8265	36	5290	15693	0	25220	0	0	0	8595	8595	0	79568	0	728	39051		26900	5351	15681	19923	26046	0	8595	4869	15054	5113	1864	7090	19056	7823	5082	19894	78840	0	0	10426	
4437	55288	0	940	19059	0	43570	0	0	6307	0	6307	0	147866	0	11158	36514		51157	4907	9336	42337	30113	5917	0	27513	19375	3741	528	20128	13398	2475	513	42630	135426	0	1282	0	
4839	26891	1	26	37460	0	42626	0	0	13965	0	13965	0	172815	0	6309	51483		67653	26789	14937	53918	49467	9938	0	15507	38411	12437	1298	16033	33434	1904	112	42599	160269	0	6237	7275	
5005	54533	6	2	29230	0	41896	0	0	0	0	0	0	281340	0	5	83567		129036	14204	18744	73951	48686	0	0	23983	49968	54181	904	15988	32698	34881	0	41888	276241	0	5094	4475	
5069	18402	0	0	14206	0	19689	0	0	32485	39859	72344	0	237474	0	3120	141045		71816	6211	530	65590	131484	29911	38959	18121	47469	4149	2077	49613	81871	6389	3172	19689	223011	0	11343	0	
5135	11110	0	25617	42666	0	64292	0	0	0	0	68296	0	204804	0	7496	132827		47445	13422	11122	45324	130877	0	68296	13647	31678	2121	0	15108	115769	1950	0	38675	116124	0	81184	2758	
5210	205406	26	14198	66220	0	93436	0	0	2291	0	2291	0	604423	0	14607	59120		232294	107603	54382	182385	46452	2088	0	70236	112667	42002	7389	21876	24907	10793	1544	79212	589482	0	334	7079	
5331	17113	4	0	36865	0	50079	0	0	1407	0	1407	0	165684	0	104	32350		45433	70788	7924	39357	30645	1407	0	19572	19795	4340	1726	13891	16754	1304	401	50075	165580	0	0	1272	
5461	124738	14	2016	28476	0	43995	0	0	0	0	0	0	289569	0	9022	34029		14902	115901	4807	13508	31307	0	0	6197	7312	1339	54	19978	11330	1245	1476	41910	280547	55	0	1346	
5751	4202	11	2220	5594	0	17319	0	0	0	0	0	0	71616	0	25574	9386		12666	45362	5054	9026	6486	0	0	3416	5610	3465	175	2850	3636	2900	0	15088	46042	0	0	1200	
6039	6110	0	4878	13678	0	25483	0	0	0	0	0	0	51596	0	3449	13232		27251	5003	7993	23699	11369	0	0	6731	16968	3534	18	3417	7952	1863	0	20605	48147	0	0	2603	
6141	1341	8	4995	9356	0	18366	0	0	0	0	0	0	16663	0	1362	6843		7514	965	958	5941	3525	0	0	2307	3634	789	785	864	2661	1954	1364	13363	15301	0	0	105	
6329	13223	18	15057	64830	0	100275	0	0	14885	0	14885	0	268589	18	3876	129044		102384	23938	12930	84264	121127	14885	0	43713	55231	2742	698	46518	74609	4896	3021	85200	264695	0	0	3834	
6972	48517	38	3458	54627	0	80022	0	0	18298	0	18298	0	604382	43	23124	49204		109317	397344	27545	95113	44969	18198	0	61363	37913	7842	2199	25432	20954	2718	100	76460	577585	66	3630	6604	
7009	0	25	7	57839	0	57839	0	0	0	0	0	0	507131	0	0	0		0	507131	90	0	0	0	0	0	0	0	0	0	0	0	0	57807	507131	0	0	0	
7045	9907	0	13059	14558	0	40849	0	0	0	0	0	0	57229	0	5391	10287		24868	12167	5018	17924	7070	0	0	12847	5077	5335	1609	4511	2559	2873	344	27790	51838	0	0	1267	
7157	1403	0	653	4413	0	7047	0	0	0	0	0	0	25903	11	1615	6725		12545	5230	2482	10132	6211	0	0	2958	7174	2413	0	2259	3952	514	0	6394	24277	0	0	220	
7456	7307	1	4134	8090	0	15469	0	0	0	0	0	0	27385	0	1981	3681		16396	0	2286	13082	3193	0	0	3361	9721	3314	0	208	2985	488	0	11331	25404	3	0	116	
7634	3561	0	1908	6156	0	10398	0	0	16620	100	16720	0	57405	0	459	31568		21492	784	3063	18890	26159	12804	100	5518	13372	1902	700	4611	21548	4806	603	8490	55757	0	1189	1447	
8033	5903	0	1236	20268	0	29102	0	0	0	0	0	0	58921	0	6337	21934		30931	153	2554	2853	21249	0	0	9923	18609	1610	789	15699	5550	474	211	27866	52584	0	0	572	
8462	268	11	1033	30293	0	47446	0	0	0	0	0	0	50889	0	5696	27753		13584	9284	2699	12284	27753	0	0	7207	5678	699	0	18645	9108	0	0	46402	45193	0	0	424	
8631	8564	0	168	12729	0	18466	0	0	0	0	0	0	31632	0	762	6769		13859	2440	2772	12187	5033	0	0	6682	5505	1276	396	2140	2893	720	1016	18298	30870	0	0	469	
9357	74539	65	0	13525	0	18083	0	0	0	0	0	0	233401	9336	0	1862		1498	155502	1494	970	1862	0	0	1140	336	22	0	1574	288	0	0	18018	224065	0	0	342	
9553	0	1	4935	11840	0	26479	0	0	0	0	0	0	41315	0	3821	12027		26373	2915	7569	23607	10491	0	0	9829	13778	2714	52	3897	6594	1536	0	21543	37494	0	0	2551	
9807	435853	33	42231	56814	0	96317	0	0	163929	0	163929	0	1881951	0	292449	224576		260477	961044	84351	252884	216345	163929	0	58383	194501	6913	680	131817	88529	3217	1013	54053	1589502	0	0	891	
9955	6077	36	1558	12100	0	27515	0	0	0	0	0	0	43521	11	11682	9325		16785	11334	1975	13674	8670	0	0	7354	6320	2398	713	4941	3729	352	303	25921	31828	0	0	217	
10157	4823	0	1204	10072	0	16679	0	0	2600	0	2600	0	30707	0	4363	3411		16314	6159	1743	11203	3311	0	0	3059	8144	4692	419	1744	1567	100	0	15475	23744	0	2600	0	
10250	53400	15	693	16816	0	28694	0	0	18787	0	50246	0	345208	0	19345	105138		121662	65008	44642	92400	81642	14372	24662	25617	66783	24088	5174	25399	56335	19178	4226	27986	318218	0	7645	18623	
10849	44918	423	3333	12561	0	18026	0	0	0	0	0	0	251506	0	57848	100533		73675	32380	8376	68742	97033	0	0	37763	31440	4345	127	46251	50790	3312	180	14235	193658	35	0	2375	
10858	36053	16	6382	13169	0	19716	0	0	5247	0	5247	0	331412	0	27467	82059		117037	96263	10171	95454	68080	5247	0	34740	60714	20628	955	28678	39402	13761	218	13318	293437	0	10508	1906	
11145	13409	0	13061	17083	0	47720	0	0	0	0	0	0	80507	0	10277	17584		28569	20945	6851	18386	11448	0	0	6004	12443	5661	4461	2330	9118	3115	3021	34455	70230	204	0	2546	
11640	107170	5	6011	12996	0	21523	0	0	0	0	0	0	208265	0	23542	35357		42996	22744	11109	35897	31028	0	0	13087	23078	3067	3763	9279	21904	2414	1759	15493	184723	14	0	4120	
11837	3838	0	18805	6135	0	31109	0	0	198	0	198	0	52781	0	1300	18903		24711	5329	4230	15992	13417	198	0	4609	11435	6407	2260	2866	10551	2690	2796	12304	51283	0	198	1200	
12030	13473	77	12716	30964	0	57055	0	0	0	0	0	0	244124	0	9055	79917		116843	33891	23206	86026	53446	0	0	16176	69850	28511	2306	11014	42432	24808	1663	44262	228754	0	6315	0	
12058	6115	12	1107	11002	0	16955	0	0	0	0	0	0	65577	50	12526	16604		28656	14202	4562	25727	15506	0	0	9303	16522	2286	545	5884	9622	998	100	15836	53001	0	0	1337	
12142	13135	5	7905	29702	0	58287	0	0	0	0	0	0	70408	0	315	29980		22434	4859	7237	16126	28754	0	0	11320	10501	613	0	15036	14795	149	0	50030	70093	347	0	1077	
12245	14168	0	2171	14429	0	21943	0	0	0	3300	3300	0	67561	0	9546	20133		24351	8910	5496	20453	19048	0	3300	6331	14122	3518	380	5739	13309	1085	0	19772	58015	0	0	1482	
12311	4378568	862	295993	1278051	0	3109272	0	0	421081	0	2039687	0	34039010	0	3298400	5310150		11323871	13026423	1317302	6672251	3868312	284379	893453	96	6672155	3226790	1424830	424082	3444230	1189905	251933	2808066	30740610	4351	0	189045	
12647	4300	0	729	9940	0	14971	0	0	0	14796	14796	0	49242	0	13082	18851		14350	11741	4706	9813	11430	0	8415	3076	6738	4536	0	2354	9076	6414	1007	14242	36160	0	0	1339	
12656	925	0	504	2240	0	3874	0	0	0	0	0	0	8202	0	531	2473		4319	485	362	3485	1830	0	0	1671	1814	724	110	554	1277	542	100	3370	7671	0	0	0	
12937	7994	280	0	25195	0	35956	0	0	497	0	497	0	106388	0	0	75310		12391	10693	5683	11732	74868	497	0	3990	7742	659	0	54753	20115	442	0	35676	106388	0	0	3453	
12946	25576	25	11543	28605	0	52644	0	0	0	0	0	0	441745	0	45077	148841		139901	127427	31750	118052	134684	0	0	44195	76702	17409	1595	56544	78554	13436	307	41076	396668	0	0	9493	
12955	5516	0	671	18816	0	25967	0	0	0	0	0	0	76087	0	18800	27769		18825	23977	5613	16761	25821	0	0	6867	9894	1729	336	10149	15672	1848	100	25296	57287	0	0	1267	
13037	18543	9	2001	18131	0	28347	0	0	0	0	0	0	66403	0	639	9964		33015	4881	4911	23624	7873	0	0	8827	17422	5722	1044	2788	6159	479	538	26337	65764	0	0	0	
13103	170328	16	6787	32972	0	76701	0	0	0	0	0	0	688055	0	3472	133937		171710	212080	52361	150593	128533	0	0	76561	74034	17451	3664	85690	42843	3477	1927	69848	684243	50	340	12061	
13251	224	0	247	3585	0	5739	0	0	0	0	0	0	25486	0	747	2127		12024	11111	2641	10373	1945	0	0	2513	8160	1351	0	674	1353	100	0	5492	24739	0	0	1035	
13457	1856	0	510	1733	0	4062	0	0	0	0	0	0	11351	0	1451	3463		4227	1805	1046	3804	3149	0	0	1490	2314	423	0	1159	1990	314	0	3552	9900	0	0	0	
14052	7223	2	1711	10550	0	16684	0	0	0	0	0	0	44170	0	403	11894		13647	11406	2884	12657	11664	0	0	5217	7440	970	20	5928	5736	230	0	13789	43767	1182	0	1028	
14155	5996	8	2521	9806	0	23248	0	0	2192	300	2492	0	63345	0	14734	17483		25285	14581	4505	10138	15684	2192	300	9706	13317	1616	645	8077	7607	1694	105	20719	48417	0	194	1140	
14258	20133	51	16981	46012	0	83804	0	0	0	0	0	0	814574	0	58949	112015		46046	636380	27013	34528	93433	0	0	19322	17186	8723	815	61725	32097	17019	1174	66529	755625	243	0	8598	
14454	2552	0	241	2761	0	4171	0	0	578	100	678	0	16365	0	1624	1652		8089	4072	1500	6606	1449	393	100	1520	5086	1089	394	611	838	0	203	3930	14248	0	493	102	
14650	4386	3	2682	6627	0	11270	0	0	0	0	0	0	11681	0	154	1097		5876	322	1231	5325	1097	0	0	3343	2423	80	30	108	989	0	0	8585	11527	0	0	108	
14753	8102	15	187	6874	0	6874	0	0	0	0	0	0	22593	0	1545	4668		9823	0	3837	8796	3953	0	0	4352	4444	998	29	2985	968	715	0	6672	21048	0	0	1564	
14865	72025	29	2321	12582	0	19100	0	0	0	0	0	0	155487	0	23759	19892		33026	30545	6943	27049	16130	0	0	13668	14579	4296	482	12516	3730	3647	0	16750	131728	0	0	1650	
14977	2342	0	0	2727	0	5237	0	0	0	0	0	0	31995	0	0	14873		13601	1179	3535	12179	13937	0	0	4077	8102	1270	152	5568	8369	835	100	5237	31995	0	0	522	
15536	257484	392	5204	226345	0	402950	0	0	28957	77689	106646	0	2589480	0	20994	608948		911510	811538	213737	835908	566980	26436	77289	386057	449851	72350	3252	267639	299341	41560	408	397297	2536401	57	32085	53887	
16337	104330	32	9248	15629	0	27094	0	0	19216	0	19216	0	375993	0	26245	107876		116737	47050	27757	100877	88255	15242	0	42086	64273	10377	1	30021	60588	10267	7000	17814	349748	0	0	9040	
16458	48116	22	444	17059	0	25291	0	0	0	0	0	0	159558	0	8002	19507		30096	61839	8629	24709	16171	0	0	7994	16716	5139	247	4118	12053	3171	165	24629	151556	196	0	3010	
16551	17314	8	1979	16612	0	26111	0	0	1089	18801	20189	0	94213	40	2613	33434		40605	2862	14019	25276	11517	0	4073	10384	14919	10902	4398	3645	7872	14115	7802	24124	89874	0	1686	5348	
16748	6175	6	635	9006	0	12272	0	0	0	0	0	0	33389	0	1069	5871		18387	2957	3825	10757	5106	0	0	6287	7007	4231	862	775	4331	765	0	11631	32320	0	0	345	
16944	6826	0	841	3818	0	9861	0	0	0	0	0	0	16827	0	796	2085		6983	933	748	5247	2085	0	0	1656	4259	1068	0	1052	1033	0	0	9020	16031	0	0	0	
16953	3254	0	945	5904	0	9096	0	0	0	0	0	0	17346	0	106	2380		9435	2277	592	7207	2380	0	0	2844	4363	2228	0	1980	400	0	0	8151	17240	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	80799	0	7109	66689		14110	0	3051	14110	66689	0	0	14110	0	0	0	66689	0	0	0	0	73690	0	0	1290	
17147	526940	78	38488	84177	0	155871	0	0	0	118070	118070	0	1252032	0	260386	255221		424146	45725	71706	310716	221022	0	73432	100104	210612	95634	17796	125473	95550	26037	8162	115324	991646	1981	0	13504	
17259	11034	0	0	7089	0	13636	0	0	0	0	0	0	38725	0	3624	10224		16189	1278	4974	13683	9413	0	0	3258	10425	2332	174	3006	6407	811	0	13636	35101	0	0	1004	
17464	37204	127	19336	273191	0	329161	0	0	121971	0	121971	0	1258025	0	173221	123121		176462	921238	16333	43300	71625	121971	0	120279	40563	12172	3448	43857	27768	34825	16671	300774	1084804	8924	0	3099	
17839	8894	22	455	12900	0	26673	0	0	0	0	0	0	147109	0	11078	48527		33097	56591	10910	26746	40264	0	0	5898	20848	5168	1183	14303	25961	7178	1085	26196	135831	0	200	3263	
17950	25611	610	13960	25082	0	54292	0	0	0	3000	3000	0	120906	202	15463	24618		32470	38207	6342	28372	22607	0	3000	9645	18727	3296	802	10005	12602	1411	600	39722	102241	0	3000	0	
18050	103607	11	4599	20999	0	33997	0	0	0	0	0	0	219725	0	25009	40602		57993	17524	10032	51544	38073	0	0	21365	31805	4803	20	9394	28928	2280	0	29387	194716	0	0	2081	
18135	25482	0	0	42662	0	59476	0	0	0	0	0	0	100467	0	12000	40318		24467	10200	2448	22451	39065	0	0	14296	8155	1216	800	14575	24490	730	523	59476	88467	0	0	0	
18377	3288	0	0	0	0	0	0	0	295	0	295	0	24465	0	51	3672		17505	0	3595	13269	2280	295	0	2306	10963	3851	385	476	1804	1392	0	0	24216	0	198	1065	
18827	131786	1981	6245	40173	0	93194	0	0	0	0	0	0	214245	24	17446	24231		52944	5284	12391	33138	19551	0	0	10324	23064	13758	5798	4849	14702	1957	2723	84968	196775	0	0	1917	
18836	7310	1	1399	17089	0	24355	0	0	597	0	597	0	101696	0	677	32178		51883	10325	12334	37635	26612	597	0	21964	18386	7409	4124	12877	13735	3188	2378	22955	100832	0	187	3733	
18854	12724	1	1777	10388	0	17117	0	0	2635	0	2635	0	60212	0	799	16439		29879	1169	1209	14859	7718	2635	0	4912	12581	12073	312	2464	5254	8521	200	15339	59126	0	287	241	
18957	5828	0	4334	4945	0	12230	0	0	0	0	0	0	36310	0	5355	14219		14942	1321	4616	9423	8558	0	0	2763	6661	4009	1509	3972	4586	4106	1555	7896	30955	0	0	1418	
19356	6864	0	3530	11313	0	23866	0	0	0	0	0	0	47614	0	485	10712		26037	4001	2742	21912	10512	0	0	5424	16488	3914	211	1603	8909	200	0	20011	47129	325	0	0	
19730	232127	115	33835	218274	0	269120	0	0	127276	0	127276	0	1529727	0	66546	349111		525077	423412	63489	477140	329312	127276	0	197602	283011	26511	17953	157119	172329	7484	12179	235170	1463181	0	0	13657	
19936	8721	5	45820	30754	0	87875	0	0	22642	0	22642	0	131200	0	7974	60901		32828	28750	7978	29644	51423	17221	0	8141	21503	2426	758	26512	24911	8727	751	42050	123226	0	0	2562	
19972	43157	0	0	0	0	0	0	0	0	0	0	0	43157	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43157	0	0	0	
20053	11397	0	213	8149	0	11249	0	0	2632	1300	3932	0	52606	0	888	10070		24862	6277	3263	20358	6369	2094	1300	9117	11535	3305	905	2050	4362	3658	0	11036	51718	0	0	0	
20147	6646	0	1697	7878	0	12244	0	0	0	0	0	0	42949	0	2720	8378		18934	8991	2506	10191	5725	0	0	3427	6764	5702	3041	2241	3484	1044	1609	10547	40229	0	0	250	
20259	12741	0	6349	23245	0	39240	0	0	85	180	265	0	41036	0	10022	10017		5206	13072	838	4527	9563	0	0	1534	3029	571	72	6252	3311	454	0	32891	31014	0	0	0	
20370	8211	12	241	23768	0	43557	0	0	0	0	0	0	98932	0	499	24826		48100	17795	3699	43421	23431	0	0	12457	30964	3547	1132	5511	17920	1218	177	43304	98433	0	0	620	
20512	12038	0	0	12865	0	21636	0	0	0	0	0	0	42716	0	0	7979		20495	2205	0	12672	4945	0	0	4386	8286	3617	4205	2997	1948	914	2120	21636	42716	0	0	0	
20633	53797	20	13352	20574	0	53932	0	0	0	0	0	0	167932	0	2549	42631		69075	2429	14098	29213	15587	0	0	9405	19808	15567	24295	5103	10484	10254	16790	40557	165383	3	0	4436	
20839	1853	0	581	13819	0	22264	0	0	15034	0	19521	0	152529	0	3673	65959		67343	17374	6121	63910	60163	15034	4487	28970	34940	3042	391	22677	37486	5659	137	21683	147986	0	870	2055	
20857	2998	0	1192	12198	0	26051	0	0	0	0	0	0	64281	0	470	4116		8240	48927	752	7307	3816	0	0	1784	5523	904	29	1287	2529	100	200	24859	63811	0	0	0	
20866	80246	9	1738	544	0	29523	0	0	0	0	0	0	147471	0	0	24455		22632	20137	0	19200	21797	0	0	9695	9505	3038	394	9074	12723	2658	0	27776	147471	0	0	0	
21256	772	0	1130	1743	0	3293	0	0	542	0	542	0	4816	0	541	642		2841	561	1921	943	100	0	0	241	702	1768	130	0	100	542	0	2163	4275	0	0	0	
21359	2655	0	509	2245	0	3166	0	0	0	0	0	0	15782	0	1386	4239		3876	5012	1537	3515	3718	0	0	776	2739	330	31	449	3269	420	101	2657	14396	0	0	0	
21630	5151	0	1236	14315	0	21003	0	0	0	0	0	0	42527	0	7381	20972		12787	3617	2262	10569	20052	0	0	3932	6637	2080	138	6659	13393	815	105	19767	35146	0	0	678	
21658	14011	254	2912	13681	0	38250	0	0	0	0	0	0	84867	0	729	12325		49855	8676	10173	39522	9774	0	0	12392	27130	8530	1803	2853	6921	2015	536	35084	84138	0	0	1571	
22048	12713	104	16266	19954	0	48604	0	0	225	0	225	0	97816	0	12814	39793		43068	2242	6693	37206	33470	225	0	14497	22709	5236	626	12648	20822	6214	109	32234	84944	0	58	1792	
22235	8244	0	17395	17182	0	60480	0	0	24808	0	24808	0	203889	0	3018	55640		114105	25900	16317	103195	51635	22808	0	33140	70055	9764	1146	17742	33893	3468	537	43085	198534	0	2337	4699	
22356	13902	0	7438	11726	0	26283	0	0	0	0	0	0	208455	0	43613	33068		44815	116670	6026	33600	21526	0	0	14997	20581	7750	1487	14644	12805	3539	2082	18845	164842	0	0	1392	
22459	8681	9	759	19271	0	27375	0	0	0	0	0	0	58329	0	4273	14243		32495	2910	5575	21818	11734	0	0	10436	11382	10037	640	4245	7489	2174	335	26607	53940	0	116	832	
22543	5682	22	4400	11836	0	29593	0	0	0	0	0	0	35187	0	1991	10899		14159	4447	3430	10917	9732	0	0	5643	5274	2379	863	4858	4874	561	606	25171	33196	0	0	968	
22552	5066	0	1205	5276	0	11972	0	0	0	0	0	0	28251	0	2102	8437		14748	0	1275	12580	5191	0	0	2786	9794	2163	5	1139	4052	3246	0	10767	23474	0	2675	0	
22730	166	0	2045	19634	0	28703	0	0	0	0	0	0	55207	0	1645	8260		25405	21376	3648	17101	6493	0	0	6858	12104	5442	1001	2661	4405	1067	127	26658	53562	0	0	383	
22936	6383	26	3618	31561	0	44527	0	0	81596	0	81596	0	233353	0	1765	67499		127590	31881	12379	89982	55971	52416	0	26638	63344	37608	0	14813	41158	11528	0	40883	231588	0	0	4757	
22954	2489	0	428	6971	0	13913	0	0	0	750	750	0	47648	0	5827	19241		19793	6125	1966	13418	15907	0	750	8705	4713	4064	2311	13937	1970	2010	1324	13485	40774	0	1047	0	
23036	11988	43	5108	18582	0	40000	0	0	89028	0	89028	0	506156	0	63200	92673		199445	202050	23074	187426	83351	89028	0	66021	121405	10988	1031	39691	43660	8691	631	34841	442656	8	300	4351	
23045	1921	0	260	3128	0	10150	0	0	0	0	0	0	15592	0	708	3670		2395	7606	996	1671	2985	0	0	520	1151	513	211	546	2439	536	149	9890	14884	0	0	449	
23241	127669	100	6361	98891	0	156487	0	0	0	170290	170290	0	2173057	0	297986	516815		555210	973363	109117	435352	381745	0	74027	121920	315433	98261	19596	166351	215394	122057	13013	149217	1868024	809	7047	18984	
