"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1698	RCFD1699	RCFD1701	RCFD1702	RCFD1703	RCFD1705	RCFD1706	RCFD1707	RCFD1709	RCFD1710	RCFD1711	RCFD1713	RCFD1714	RCFD1715	RCFD1716	RCFD1717	RCFD1718	RCFD1719	RCFD1731	RCFD1732	RCFD1733	RCFD1734	RCFD1735	RCFD1736	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1698	RCON1699	RCON1701	RCON1702	RCON1703	RCON1705	RCON1706	RCON1707	RCON1709	RCON1710	RCON1711	RCON1713	RCON1714	RCON1715	RCON1716	RCON1717	RCON1718	RCON1719	RCON1731	RCON1732	RCON1733	RCON1734	RCON1735	RCON1736	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	
1557																																																																																																						0	0	6604	0	0	0	0	0	0	0	0	8328	8452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3644	3619	8369	8492	0	3644	3619	41	40	0	0	2127	0	0	501	1626	5195	3028	1786	0	0	0	0	0	0	0	0	0																									0	0	0	0	
1632																																																																																																						0	0	36483	0	0	0	0	304	311	0	0	33448	34070	0	0	0	0	0	0	20891	20828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56463	57051	0	0	0	1820	1842	0	0	5650	0	0	70	5540	12687	4561	13365	0	125	40	0	0	10056	10607	0	0																									0	0	0	0	
1669																																																																																																						0	0	19044	0	0	0	0	0	0	65318	66313	45094	45035	0	0	0	0	2706	2662	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81875	82849	45101	45042	0	13851	13874	0	0	0	0	18812	0	0	4204	14608	56917	40485	7991	0	7	0	0	0	2705	0	0	0																									0	0	0	0	
1829																																																																																																						0	0	26254	0	0	0	0	0	0	0	0	2991	2961	0	0	1109	1128	0	0	27040	26299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88788	87585	0	0	0	55605	55106	0	0	377	2043	2091	166	252	2588	2589	31460	21008	101	298	2158	2478	19426	2966	0	0																									0	0	0	0	
1856																																																																																																						0	0	113104	0	0	0	0	0	0	24239	23575	10997	10989	0	0	0	0	0	0	630	628	0	0	0	0	83612	81783	64193	60806	0	0	0	0	0	0	24280	25218	0	0	0	0	0	0	0	0	109898	107412	100100	97641	0	2047	2054	0	0	0	0	1800	0	0	0	1800	150	97	35228	0	0	0	0	628	0	0	74273	95364																									0	0	0	0	
2040																																																																																																						0	0	19314	0	0	0	0	0	0	0	0	1114	1144	0	0	0	0	0	0	10620	10452	0	0	0	0	0	0	3682	3668	0	0	847	907	0	0	6912	7017	0	0	1000	1000	0	0	0	0	0	0	41647	41670	0	0	0	17472	17482	1114	1144	1045	0	0	1251	786	1873	3870	11847	0	0	0	0	0	6459	3992	2809	8783																									0	0	0	0	
2161																																																																																																						0	0	13297	0	0	0	0	0	0	0	0	3524	3560	4	4	620	619	0	0	22370	22152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	36917	36738	0	0	0	10403	10407	0	0	1060	0	0	0	1060	7422	2964	2521	0	0	0	3893	0	18881	0	0	0																									0	0	0	0	
2376																																																																																																						0	0	323024	0	0	0	0	0	0	0	0	10000	9865	6055	6040	3134	3142	67148	66996	59757	59732	0	0	0	0	89319	88278	85351	86334	0	0	0	0	1429	1358	0	0	0	0	2000	2184	0	0	0	0	163951	162672	168025	169040	0	0	0	0	0	0	0	18438	7783	7783	0	9865	2184	0	0	0	18438	28080	27742	12787	46595	2435	159589	17493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2554																																																																																																						0	0	2375	0	0	0	0	0	0	0	0	2399	2387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	2437	0	0	0	50	50	0	0	0	0	0	50	0	0	0	2387	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2732																																																																																																						0	0	41405	0	0	0	0	0	0	0	0	6164	6238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	0	0	0	0	0	48586	49016	0	0	0	41872	42228	0	0	8420	0	0	801	8169	15326	18403	6317	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2750																																																																																																						0	0	7784	251	253	0	0	0	0	0	0	4737	4606	0	0	1707	1696	0	0	3678	3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	607	0	0	0	0	0	0	12272	12060	0	0	0	1253	1235	500	501	568	0	0	397	317	1144	75	4281	491	453	823	2064	1044	188	783	0	0																									0	0	0	0	
2938																																																																																																						0	0	40987	0	0	0	0	506	509	0	0	21514	21743	0	0	0	0	0	0	23608	23102	0	0	0	0	0	0	246	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48133	47958	0	0	0	2259	2355	0	0	0	0	0	0	0	2857	9464	12286	0	0	0	1408	0	11580	10114	249	0																									0	0	0	0	
3252																																																																																																						0	0	57869	0	0	0	0	1995	1980	0	0	7751	7758	0	0	4206	4192	0	0	15482	15304	0	0	0	0	0	0	21157	20409	0	0	0	0	0	0	515	499	0	0	508	485	0	0	0	0	515	517	61538	60382	0	515	517	9924	9755	1491	1463	6197	0	0	4495	3682	631	1777	9065	845	1618	0	753	351	6356	10419	0	20909																									0	0	0	0	
3458																																																																																																						0	0	9015	398	403	0	0	0	0	0	0	8402	8467	0	0	0	0	0	0	261	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	437	0	0	0	0	2120	2097	9514	9564	0	1705	1682	0	0	0	0	2468	0	0	1004	1879	3798	1895	2851	0	0	0	60	0	197	0	0	0																									415	0	415	0	
3720																																																																																																						0	0	31620	0	0	0	0	0	0	0	0	22908	22756	0	0	166	164	0	0	19114	18560	0	0	0	0	0	0	549	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11852	11994	47770	47013	0	11852	11994	5033	5002	0	0	2980	0	0	601	2379	11229	16620	8781	0	0	0	1838	991	10534	5361	53	478																									0	0	0	0	
3953																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
4138																																																																																																						0	0	15029	0	0	0	0	0	0	0	0	27373	27109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32821	32308	0	0	0	3513	3476	3000	2995	0	1935	1723	0	0	6507	12813	10424	841	0	0	0	0	0	0	0	0																									0	0	0	0	
4156																																																																																																						0	0	28288	0	0	0	0	0	0	0	0	19902	20123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55774	56368	0	0	0	35872	36245	0	0	6834	0	0	3340	3544	9171	12099	27970	244	0	0	0	0	0	0	0	0																									0	0	0	0	
4231																																																																																																						0	0	8963	0	0	0	0	0	0	0	0	4000	3852	0	0	0	0	0	0	17438	16684	0	0	0	0	0	0	460	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33517	32354	0	0	0	11619	11373	0	0	251	0	0	0	250	405	501	9682	4385	0	0	0	2577	6506	7600	0	445																									0	0	0	0	
4437																																																																																																						0	0	16889	0	0	0	0	0	0	0	0	8484	8671	0	0	0	0	0	0	9514	9524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2006	1813	0	0	0	0	2384	2402	42935	42624	0	2384	2402	22931	22616	0	0	1086	0	0	0	1431	4074	1029	28214	736	0	0	0	923	5803	2798	0	0																									0	0	0	0	
