"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
367150								0	1618	338	0	0	21773	5043	19862	58	43253	0				
367208								0	16254	1532	0	0	292820	29218	410249	1255	719323	0				
367244								0	1605	81	0	0	18583	2172	13463	52	33651	0				
367431								0	13352	764	1481	4	38330	11189	124026	317	177189	0				
367543								0	9709	560	1325	4	74021	9577	69141	225	154196	0				
367851								0	3069	226	0	0	48730	1643	15710	80	67509	0				
367954								0	4807	185	353	1	76143	9157	41293	196	122595	0				
368054								0	1670	183	0	0	29894	4794	20306	105	51870	0				
368111								0	0	0	0	0	767	113	23440	19	24208	0				
368175								0	49056	6868	3902	11	406576	52613	326916	1086	786450	0				
368344								0	9636	975	555	2	88335	9993	24209	135	122735	0				
368429								0	12879	657	567	2	111543	15902	63705	280	188694	0				
368522								0	5271	840	0	0	70542	20114	16015	84	91828	0				
368755								0	877	51	0	0	9157	1713	990	8	11024	0				
368933								0	1327	90	0	0	32669	4326	8221	42	42217	0				
368951								0	6156	368	0	0	52726	6211	18102	115	76984	0				
369453								0	5091	237	545	2	36992	5538	27190	90	69818	0				
369659								0	9067	522	728	2	94100	13649	190672	623	294567	0				
370020								0	14623	780	778	1	111154	14097	39550	229	166104	0				
370150								0	2351	127	0	0	17766	2360	5914	35	26031	0				
370338								0	8370	491	616	2	87208	7802	115684	380	211878	0				
370347								0	3889	412	0	0	34814	3970	27786	86	66489	0				
370721								0	6651	462	0	0	49025	6484	22351	81	78027	0				
370758								0	621	61	0	0	9015	1471	3952	19	13588	0				
370833								0	606	50	0	0	19464	3600	10050	30	30120	0				
370954								0	1828	269	0	0	18321	2217	12715	71	32864	0				
371223								0	5410	428	624	2	49368	10329	32107	114	87509	0				
371232								0	4751	423	270	1	60763	6735	33230	146	99014	0				
371353								0	19081	1026	1045	4	209564	21121	115553	543	345243	0				
371362								0	2843	183	0	0	68015	8225	67466	237	138881	556				
371559								0	1513	100	0	0	26253	2813	15461	64	43227	0				
371755								0	1865	129	0	0	40843	6558	12283	62	54991	0				
371849								0	4833	607	305	1	29107	3407	6208	40	40453	0				
371858								0	2999	120	365	1	39590	4830	34046	138	77000	0				
371924								0	18011	1628	0	0	145174	26139	153764	462	316949	0				
371942								0	5557	252	0	0	40304	6121	10605	57	56466	0				
372248								0	5279	215	0	0	23806	3185	8643	61	37728	0				
372257								0	0	0	0	0	9477	893	2943	14	12420	0				
372444								0	3904	337	311	1	47389	6860	22869	136	74473	0				
372538								0	14696	622	1430	3	263073	23048	123581	498	402780	0				
372556								0	2103	175	0	0	74235	7072	27422	145	103760	0	103859	0		
372640								0	3333	190	0	0	42731	7882	21790	94	67854	0				
372855								0	4070	274	0	0	35516	6275	31163	73	70749	0				
373058								0	1691	329	0	0	25787	3113	12413	56	39891	0				
373115								0	23488	1322	281	1	277194	45926	157213	716	458176	0				
373272								0	5266	326	0	0	31631	2429	6381	46	43278	0				
373553								0	2556	82	0	0	22126	1837	22990	141	47672	0				
373601							131802	0	0	0	0	0	440189	33972	468977	1831	909166	0	885281	0		
374130								0	2249	209	0	0	31931	3441	40768	92	74948	0				
374354								0	2380	287	0	0	27311	3645	11586	52	41277	0				
374653								0	10656	725	282	1	267749	31989	331979	473	610666	0	612290	0		
374774								0	5097	282	0	0	54975	3130	37144	207	97216	0				
374934								0	15436	808	739	2	112038	16680	94583	311	223068	272				
375034							303177	0	117481	9005	3947	7	944373	123180	588088	2367	1653889	0	1672650	0		
375043								0	30701	1538	1817	5	438628	42865	267938	1158	739084	0				
375155								0	2887	132	263	1	14624	2952	14386	48	32160	0				
375502								0	8677	1045	0	0	157247	30480	123500	438	289424	0				
375566								0	7072	300	0	0	79694	6705	93573	375	180339	0				
375650								0	321	30	0	0	14616	1716	18127	59	33385	321				
376068								0	1605	115	0	0	30323	4698	11866	54	43794	0				
376125								0	14530	683	685	2	148001	17579	62432	287	225648	0				
376237								0	950	79	0	0	22182	4298	16977	63	40109	0				
376433								0	3483	261	0	0	55878	8666	31844	78	91205	0				
376442								0	8992	1044	798	2	114833	14973	90281	289	214904	0				
376657								0	2721	454	0	0	29976	3623	8096	48	40793	0				
376947								0	6539	383	619	2	44444	14138	25790	250	77392	0				
377663								0	2278	115	0	0	30146	4445	9786	45	42210	0				
377850								0	1523	67	306	1	22863	4334	13824	71	38516	0				
377908							736041	0	18767	1073	290	1	315660	69914	949921	1928	1284637	0	1292413	0		
378026								0	9010	752	302	1	80100	12458	38673	151	128085	0				
378044								0	418	21	0	0	8431	1267	6201	19	15054	4				
378110								0	2659	122	0	0	25024	4485	9528	48	37211	0				
378259								0	4738	216	419	1	73765	6296	63476	252	142398	0				
378549								0	10265	607	1372	3	83670	7742	55400	240	150707	0				
378558								0	4054	343	0	0	46369	5862	14819	68	65243	-1				
378642								0	2492	233	0	0	22399	3722	19697	63	44588	0				
378651								0	1881	100	0	0	76581	8931	138288	420	216750	0				
378950								0	11101	475	0	0	74202	17783	45061	247	130364	0				
379050								0	1472	91	439	1	7112	1151	3964	27	12987	0				
379153								0	2163	94	0	0	21474	2617	23963	122	47600	0				
379359								0	13987	1541	0	0	204258	17014	149665	470	367910	0				
379470								0	5355	315	0	0	42144	2911	16876	83	64375	0				
379649								0	5354	269	0	0	57920	7741	34228	147	97502	0				
379920							1532040	0	381061	24881	19658	52	3673637	581146	1817042	6715	6266279	374882	6118426	369443		
380346								0	3333	72	0	0	33044	4260	10776	69	47153	0				
380458								0	237	31	0	0	12447	2251	3667	19	16351	0				
380533								0	3917	209	0	0	36779	3727	11019	61	51715	0				
380654								0	10081	485	675	2	45918	7793	43628	133	100302	0				
380841								0	2365	236	0	0	24277	3763	5751	30	32393	0				
380944								0	3958	189	0	0	29772	4067	40428	102	74158	0				
381026								0	1371	87	0	0	21487	3315	6607	36	29465	0				
381343							128365	0	38263	2297	897	3	487327	46857	286071	989	812558	0				
381754								0	342	71	0	0	12833	1672	2308	15	15483	0				
381839								0	4854	198	253	1	68612	5953	37094	177	110813	0				
381950								0	11579	600	872	2	93670	14947	61477	253	167598	0				
382050								0	8471	347	939	3	65930	14619	94210	310	169550	0				
382069								0	4365	302	287	1	146921	28176	187939	559	339512	0				
382256								0	2016	125	0	0	19897	2121	8573	42	30486	0				
382443								0	2238	208	0	0	40847	5350	23488	70	66573	0				
382537								0	19393	941	1124	3	88908	6130	53147	177	162572	0				
382649								0	8116	764	0	0	156054	14987	54509	275	218679	0				
382658								0	4463	182	1114	3	29102	3318	54323	245	89158	154				
382667							891684	0	5159	363	2039	4	505391	36936	1254243	3081	1766832	0	1745775	0		
382742								0	2657	268	299	1	34547	6495	13272	68	50775	0				
382854								0	3346	165	0	0	44950	5891	25390	110	73686	0				
383534								0	12942	705	694	2	113526	12262	65574	252	192737	0				
384018							489900	0	1070	158	0	0	350917	62247	643300	1777	995287	0	913141	0		
384335								0	7130	299	385	1	41240	6363	32874	140	81630	0				
384353								0	0	0	0	0	7018	773	1053	3	8071	0				
384652							131598	0	4732	206	0	0	373640	196854	245783	329	624156	0	769878	0		
384830								0	1640	168	0	0	76478	9069	39835	151	117953	0				
385350								0	4595	242	319	1	42053	6205	29481	98	76448	0				
385547								0	6102	300	508	1	48106	7424	14859	65	69575	0				
385631								0	491	30	0	0	11219	1386	3141	27	14851	0				
385976								0	4555	207	291	1	38518	4647	17688	60	61052	0				
386049								0	2510	174	0	0	45504	4476	11187	59	59201	0				
386142								0	8457	539	0	0	40003	7740	15662	58	64122	0				
386357								0	3410	120	0	0	17720	2021	3573	20	24703	0				
386432								0	5207	537	0	0	58385	14289	18196	104	81788	0				
386450								0	1957	176	0	0	60859	7526	45489	82	108305	0				
386731								0	10829	424	1784	4	88354	10694	40086	223	141053	0				
386825								0	2020	127	0	0	33006	6390	11564	54	46590	0				
386852								0	3442	509	0	0	70124	11070	26780	134	100346	0				
387055								0	3455	157	0	0	43238	6101	31243	160	77936	0				
388155								0	8685	325	806	3	101657	12837	106646	373	217794	0				
388258								0	2164	124	0	0	12390	1728	9448	51	24002	0				
388557								0	0	0	0	0	2854	342	945	7	3799	0				
388744								0	8613	607	888	2	84649	12840	41518	213	135668	0				
388753								0	1790	133	0	0	13595	1971	6722	33	22108	0				
388940								0	4326	298	373	1	60167	6858	26727	152	91593	0	92360	0		
389059								0	1279	84	0	0	22587	2889	7942	35	31808	0				
389358								0	3124	85	1534	4	22415	1666	47138	189	74210	0				
389826								0	450	52	0	0	20966	4296	3239	21	24655	0				
390167								17534	0	0	0	0	0	0	0	0	0	0			KeyBank National Association	
390336								0	18333	1553	4010	5	157229	16877	117289	334	296861	0				
390457								0	1495	158	0	0	24411	3725	7957	44	33862	0				
390840								0	4870	393	0	0	89668	12346	44741	188	139279	0				
391249								0	4138	213	0	0	97577	3747	173226	280	274948	8				
391418								0	7532	838	595	2	109086	17424	36645	206	153858	0				
391557								0	1903	43	0	0	15725	2623	6927	34	24555	0				
391838							468485	0	10809	750	857	3	451968	24354	476973	1159	940607	0	923703	0		
391959								0	656	106	0	0	14378	2352	10443	36	25516	39				
391977								0	10894	1128	446	1	156995	20711	195599	570	363934	0				
392031								0	4313	199	0	0	37829	3359	46500	189	88642	0				
392152								0	862	56	0	0	12228	1387	4256	23	17346	0				
392255								0	3732	262	771	2	34847	6606	21030	57	60380	0				
392778								0	17325	732	551	2	140797	18262	34492	236	193165	0				
393252								0	3332	166	1036	2	32319	2657	45524	159	82211	0				
393355								0	3381	513	0	0	47180	8640	26444	96	77005	0				
393757								0	2937	185	525	2	37032	2583	19980	82	60473	0				
393850								0	7075	362	672	1	44863	8512	32384	129	84995	0				
393953								0	7763	374	0	0	106423	13991	110320	584	224506	0				
394053								0	5702	326	781	3	72079	12826	63207	289	141769	0				
394156								0	898	83	0	0	27191	2621	9897	50	37986	0				
394259								0	11180	497	701	2	100349	13805	55433	222	167663	0				
394352								0	1204	292	0	0	22617	3374	7391	40	31212	0				
395238	3210181	378011	3135311	350050	378011	350050	1311948	0	27159	2755	0	0	1245198	112647	1559813	1899						
395256								0	1118	62	0	0	17580	2343	14244	62	32942	0				
395779								0	1021	66	0	0	18785	1576	16100	88	35906	0				
395836								0	22740	1979	319	1	350209	42542	142020	691	515288	0				
396057								0	7325	279	544	2	35774	4437	16153	85	59796	0				
396244								0	4827	467	1145	2	117858	9478	86541	496	210371	0				
396253								0	2480	137	0	0	72208	8010	81515	288	156203	0	155647	0		
396356								0	4052	383	919	3	17908	2748	6195	23	29074	0				
396954								0	2461	170	0	0	37967	6337	66166	185	106594	0				
397447								0	16526	964	1090	3	146430	20481	100994	392	265040	0				
397456								0	2506	129	0	0	23732	2831	22560	81	48796	0				
397531								0	2286	254	299	1	112670	7024	476223	620	591478	0				
397540								0	55346	2189	4213	6	350664	38869	262806	926	673029	0				
397559								0	0	0	0	0	25550	2270	14546	72	40094	0	37649	0		
397755								0	5303	255	280	1	58579	6899	29775	150	93937	0				
397858								0	3203	143	0	0	28180	4588	15367	44	46750	0				
398051								0	1711	130	287	1	27574	4185	16848	71	46420	0				
398248								0	11272	686	0	0	114239	16092	37074	204	162585	0				
398350							524545	0	50304	2025	1352	4	1131121	48090	895360	3014	2087662	9525	2218533	10654		
398631								0	2425	148	602	2	31965	4233	27939	110	62931	0				
398668							315	0	0	0	0	0	891	226	515	2	1406	0	504	0		
398837								0	4116	302	0	0	77865	9694	35573	152	117554	0				
399357								0	248	16	0	0	8686	840	8436	33	17371	0				
399517								0	57003	3814	3155	9	400931	69415	296248	901	757337	0				
399731								0	1649	178	0	0	39764	5212	21375	117	62788	0				
400057								0	4921	386	0	0	69290	10636	42887	92	117098	0				
400141								0	7519	619	279	1	74353	9470	44950	216	127100	0				
400253							340694	0	23370	1547	1275	3	979184	30713	565194	2245	1569023	0	1527573	0		
400365								0	2655	101	437	1	46328	2095	40792	165	90213	0				
400552								0	1824	93	0	0	7975	631	7849	22	17648	0				
400758								0	6549	270	0	0	63795	8241	17613	72	87957	0				
400767								0	1548	88	0	0	44550	7020	45633	132	91733	0				
400945								0	17238	452	861	3	75295	8340	60000	204	153394	0				
401148								0	15137	1204	484	1	228190	34914	163432	536	407243	0				
401447								0	969	133	0	0	19336	3372	11272	50	31577	0				
401559								0	718	77	0	0	34398	3673	13226	42	48342	0				
401755								0	1827	126	0	0	69285	4744	42607	206	113719	0				
401906								0	39486	1675	1920	7	187565	32368	51235	281	280512	306				
401951								0	276	40	0	0	4953	835	2299	10	7528	0				
402172							83804	0	953	14	0	0	523617	421129	130203	464	654773	0	671216	0		
402462								0	755	78	0	0	25509	3364	9625	35	35889	0				
402837								0	6078	372	1379	3	70082	12091	81385	227	158924	0				
402846								0	2887	237	0	0	36796	4041	18390	88	58073	0				
403067								0	1226	58	0	0	35641	1942	90031	256	126898	0				
403106								0	15894	1872	902	2	195068	23978	144375	514	358555	2316				
403151								0	28168	2389	957	3	327865	46832	285233	791	642224	0				
403254								0	41	11	0	0	27308	4413	14487	65	41836	0				
403348								0	4566	211	0	0	39029	5847	11406	43	55001	0				
403357								0	1330	208	0	0	18523	3259	8284	35	28137	0				
403553								0	6975	643	551	2	89049	11445	43012	136	139587	0				
403656								0	195	16	0	0	8695	2437	14109	30	22999	0				
403937								0	2429	94	0	0	18507	1941	15096	77	36032	0				
403946								0	16693	1018	857	3	328133	25603	189436	718	535119	0				
404653								0	935	27	0	0	13278	1636	4693	37	18906	0				
404774								0	0	0	0	0	19974	2395	2200	17	22175	0				
404943								0	2498	103	0	0	24585	3078	18381	104	45464	0				
405641								0	5974	459	534	2	90027	15236	58182	188	154717	0	158848	0		
405959							460791	0	30380	993	550	2	528735	36404	670525	2053	1230469	279	1202261	224		
406022								0	8704	877	0	0	92315	11302	49254	263	150273	0				
406059								0	3459	206	0	0	47047	5488	70384	209	120890	0				
406666								0	3660	205	1630	4	46437	5729	44679	175	96406	0				
406974								0	1375	135	0	0	49666	5346	70890	250	121931	0	123088	0		
407168								0	2851	253	0	0	37094	3244	42819	188	82764	0				
407506								0	34573	3502	1795	6	372537	50202	158558	798	567462	0				
407645								0	24343	1813	267	1	161806	21175	79816	316	266232	0				
407850								0	0	0	0	0	7612	894	3528	19	11140	0				
408147								0	1364	104	0	0	28655	4375	9497	56	39516	0				
408307								0	19981	1483	873	2	146577	29180	67480	335	234911	0				
408473								0	9116	379	1670	3	81938	9091	58111	321	150835	0				
408642								0	0	0	0	0	9653	268	118933	364	134601	6015				
409265								0	393	21	0	0	21274	1946	9562	57	31230	0				
409555								0	4454	442	0	0	134569	23056	131176	543	270200	0	278043	0		
409649								0	1010	120	0	0	22565	3989	7929	38	31504	0				
410159								0	574	33	0	0	7405	1286	8994	27	16973	0				
410560								0	5694	304	0	0	67833	8882	67176	326	140703	0				
410748								0	14610	1256	1982	3	103241	8935	89748	234	209581	0				
410917								0	15090	882	2541	4	173020	19152	75752	415	266403	0				
410944								0	2740	127	555	2	13906	2112	6717	36	23918	0				
411053								0	1223	75	0	0	14777	1885	8172	35	24172	0				
411062								0	440	28	0	0	32657	4495	38428	128	71526	0				
411231								0	3785	142	323	1	32160	3563	11816	56	48084	0				
411240								0	2670	316	0	0	28795	3873	8877	39	40342	0				
411464							516541	0	66850	2411	1162	4	1927556	77832	1045132	4973	3339012	298312	3482213	302028		
411512								0	800	75	898	3	28007	2815	42288	133	71993	0				
411549								0	501	15	0	0	29400	3051	9923	28	39824	0				
411576								0	3451	346	0	0	22075	3323	5552	31	31079	0				
411624								0	7351	470	0	0	75918	8803	25890	163	109159	0				
411651								0	3110	432	0	0	55145	7873	25883	136	84138	0				
412135							1045973	0	48555	2922	2426	7	1571266	37641	1332889	3003	2955136	0	2721895	0		
412153								0	3683	300	0	0	61772	8056	43888	161	109343	0				
412452								0	521	53	0	0	14570	1555	8253	70	23343	0				
412555								0	1664	143	0	0	21661	2290	13131	48	36456	0				
412667								0	1253	83	0	0	37010	5728	42964	171	81227	0				
412751							480588	0	80984	5106	1848	5	1591093	554557	752959	2260	2426884	0	2312336	0		
412845								0	9114	791	0	0	125440	15431	71897	307	206451	0				
413141								0	5250	253	2240	3	151364	13575	61787	331	220641	0				
413208	123148739	36886094	120891348	33461584	36848655	33447746	44437320	0	1018016	141797	38810	84	28719694	3717324	56486125	98295						
413347								0	804	93	0	0	16222	2096	7140	41	24166	0				
413543								0	7825	615	0	0	53042	7391	14755	59	75622	0				
413646								0	7067	415	0	0	114067	18442	67399	338	188534	0				
413730								0	327	31	0	0	13482	1462	8109	35	21918	0				
413758								0	1021	134	0	0	25050	3220	7688	46	33759	0				
413851								0	635	59	0	0	20686	3068	4011	22	25332	0				
414102								0	15492	951	0	0	112340	21834	41209	185	169041	0				
414652								0	4361	205	0	0	31217	4090	18625	98	54204	0				
414764								0	5001	258	873	3	80457	10111	74794	303	161125	0				
414858								0	1198	94	0	0	45202	5445	16590	82	62990	0				
415855								0	187	58	0	0	4577	305	4163	13	8977	50				
416245							1071519	0	132492	6728	8172	19	1478741	182410	1220269	3950	2839674	0	2848874	0		
416272								0	10373	411	938	2	38967	3304	16414	118	66692	0				
416339								0	3091	179	402	1	48416	4598	14543	63	66452	0				
416348								0	8343	363	312	1	104936	13235	77571	272	191162	0				
416357								0	124	19	0	0	12459	1211	8007	40	20590	0				
416656								0	5642	240	0	0	59247	7760	73506	313	138395	0				
416674								0	19795	658	1306	4	144300	13360	70018	392	235419	0				
417149								0	15807	1698	365	1	160906	61042	123826	212	300904	0				
417251								0	1861	372	0	0	23725	2863	8436	39	34022	0				
417626								0	50131	1694	3579	8	204844	20503	153610	560	412164	0				
417710								0	1801	69	0	0	16138	2150	5757	27	23696	0				
417859								0	10379	460	1992	2	107466	14502	75743	312	195580	0				
418100								0	10523	452	0	0	117152	17118	90536	416	218211	0				
418249								0	18257	1647	450	1	201625	26638	209091	588	429423	0				
418342								0	12603	278	1584	3	141037	5721	54216	220	209440	0				
418436								0	0	0	0	0	9296	1375	2764	16	12060	0				
418856								0	1947	253	0	0	17950	2765	13590	43	33487	0				
419255								0	3870	196	0	0	50525	7948	40550	164	94945	0				
419406							362887	0	122269	7064	3113	9	789951	152175	679838	2199	1597829	2658	1603324	1878		
419460								0	9210	362	2172	6	70724	11163	31885	145	113991	0	115012	0		
419675								0	27444	983	1968	6	260158	17176	135834	385	425404	0	435741	0		
419947								0	1694	89	0	0	18939	3083	9238	48	29871	0				
420457								0	29439	2437	270	1	311222	34977	92884	476	433815	0				
420644								0	11978	723	0	0	92472	13335	55299	223	159749	0				
420653								0	3029	153	0	0	32051	2565	17258	71	52339	0				
420934								0	1306	64	0	0	27049	3372	10069	57	38424	0				
421155								0	278	33	0	0	6920	1293	921	8	8119	0				
421445								0	6361	312	0	0	67693	9207	24513	155	98567	0				
421539								0	5420	302	294	1	73449	10976	21329	156	100492	0				
422059								0	2514	170	0	0	15176	1976	7600	39	25290	0				
422116								0	2329	134	399	1	33527	4514	20859	69	57114	0				
422358								0	1889	163	0	0	24131	3252	8672	49	34692	0				
422433								0	22373	1799	0	0	284206	17024	393556	713	700136	0				
422657								0	2188	104	0	0	29451	4651	61364	131	93003	0				
422750								0	6402	264	1147	4	420770	267123	203774	250	632093	0				
423065								0	1694	101	0	0	83466	50729	42885	140	128045	0				
423074								0	5304	240	728	1	64315	5170	73102	363	143448	0				
423159								0	2716	133	1085	2	60327	7409	60914	233	125042	0				
423449								0	16472	869	722	2	178278	26096	111739	389	307211	0				
423458								0	10912	892	1279	4	174545	17595	200801	877	387537	0				
423636								0	4495	177	569	2	33481	3942	12963	64	51508	0				
423739								0	10554	878	648	2	87752	9541	82639	234	181593	0				
423841								0	2612	449	0	0	17441	2445	3844	22	23895	0				
424156								0	7460	378	0	0	54892	5850	32420	141	94772	0				
424240								0	23572	978	3611	12	89408	8447	51335	229	167926	0				
424343								0	3716	204	0	0	40378	4565	36890	140	80984	0				
424352								0	1584	65	0	0	29210	4467	33004	93	63798	0				
424437								0	1671	52	252	1	13754	1399	2074	13	17751	0				
424633								0	2723	227	0	0	26035	3362	11357	59	40115	0				
425050								0	660	144	0	0	14612	2187	4611	16	19883	0				
425108								0	12435	585	1339	4	116187	17059	37751	282	167713	0				
425818								0	10816	558	427	1	67893	12387	23270	99	102406	0				
425845								0	3947	419	0	0	32082	4796	14639	65	50668	0				
425911								0	44026	4421	1485	4	326440	62009	138327	544	510279	0				
425957								0	2385	97	261	1	27784	4810	17618	87	48048	0				
425975								0	17633	799	1333	4	138810	14508	119315	446	277091	0				
426057								0	848	105	0	0	19020	2065	20180	86	40048	0				
426141								0	1729	77	0	0	13879	3180	2809	18	18417	0				
426347								0	1731	19	0	0	15594	3364	4671	31	21996	0				
426534							237760	0	62083	1304	951	1	790919	102288	399110	1622	1253062	0	1250814	0		
426758								0	4325	374	0	0	37022	5356	27819	101	69166	0				
426945								0	1820	114	0	0	28292	4983	13636	78	43748	0				
427241								0	6980	328	0	0	80790	13941	114610	231	202380	0				
427353								0	6772	309	466	1	71202	12949	75163	311	153603	0				
427456								0	2248	125	0	0	14574	1551	3282	16	20104	0				
427858								0	1570	84	0	0	44574	6766	32483	161	78627	0				
427960								0	1045	70	0	0	28572	5151	17463	77	47080	0				
428060								0	15355	796	2342	8	191763	13970	215042	727	424502	0				
428462								0	3816	307	561	2	117824	20385	46095	275	168296	0				
428547								0	3627	108	551	1	52254	1745	38019	243	94451	0				
428631								0	9884	750	912	3	97363	11982	43405	204	151564	0				
428659								0	2700	130	278	1	22527	5752	8770	49	34275	0				
428855								0	7071	316	0	0	60419	9170	32129	109	99620	0				
428958								0	3444	185	0	0	43956	6527	37526	149	84926	0				
429021								0	20179	1577	778	2	176569	21649	143375	524	340901	0	324120	0		
429526								0	28870	2510	652	2	346751	54402	192268	688	568541	0				
429759								0	5325	248	0	0	64120	8855	52546	163	122803	813				
430036								0	15036	490	1513	5	106656	15660	71764	301	194969	0				
430054								0	1083	72	0	0	23636	1173	18886	88	43605	0				
430344								0	9410	800	957	3	53791	8206	23438	123	87596	0				
430670								0	4687	281	323	1	243146	9630	170204	437	418360	0				
430858								0	1836	83	542	2	17912	2569	6842	29	27132	0				
431172								0	16758	560	914	3	223139	16238	170429	972	411240	0				
431323								0	6651	2646	0	0	53092	8692	25547	98	85290	0				
431350								0	2948	193	0	0	27468	3042	10833	63	41249	0				
431743								0	7642	864	0	0	118993	23000	49752	273	176387	0				
431846								0	1449	56	0	0	10848	1558	13843	70	26140	0				
431958								0	597	60	0	0	13053	1406	3422	17	17072	0				
432012								0	57	20	0	0	13656	1696	5696	31	19409	0				
432058								0	735	64	0	0	14267	1579	42780	80	57782	0	57782	0		
432432								0	2989	182	0	0	47744	11838	68083	116	118816	0				
433158								0	2131	185	0	0	24543	3361	10744	60	37418	0				
433354								0	6115	302	667	2	107394	2250	70649	246	184825	0				
433439								0	3136	220	0	0	27659	6310	11344	57	42139	0				
433505								0	16495	2053	392	1	216832	33752	115237	450	348956	0				
433550								0	11894	484	1067	2	77804	14187	51165	157	141930	0				
433608							302965	0	26299	2306	360	1	398822	78169	466980	1142	892461	0	892461	0		
433859								0	2589	117	0	0	30473	4348	14462	109	47524	0				
433943								0	11954	483	650	2	102121	11929	53300	209	168025	0				
434203								0	10478	1023	0	0	187514	26834	150782	582	348774	0				
434539								0	9608	724	923	3	75832	7006	65069	251	151432	0				
435059								0	2634	126	625	1	51506	6196	34339	125	89104	0				
435152								0	1300	87	0	0	17555	1328	5378	23	24396	163				
435255								0	981	77	0	0	13190	1661	8266	42	22437	0	22534	0		
435349								0	16605	1305	745	2	189928	25000	152643	529	359921	0				
435358								0	2869	121	0	0	43132	4762	27215	143	73216	0				
435666								0	3273	155	0	0	50183	5917	18339	122	71795	0				
435750								0	11985	609	0	0	196051	23361	151271	548	359306	0				
436131								0	18620	1776	961	3	159169	30481	93427	377	272177	0				
436159							738449	0	70226	3189	7079	20	795076	83660	743798	1935	1617776	1597	1626140	1595		
436252								0	4391	265	0	0	80312	10139	74329	279	159032	0				
436542								0	8482	1518	0	0	52569	8229	27920	102	88971	0				
436711							1039349	0	6235	419	1170	3	401847	28548	1201438	2829	1610690	0	1636693	0		
436739								0	6349	550	0	0	68313	5693	42433	265	117095	0				
436823								0	26700	1238	2212	3	235325	26577	103345	546	367582	0				
436953								0	14317	600	317	1	116844	17164	90455	383	222536	603				
436971								0	6713	415	0	0	29931	1704	53868	152	90512	0	85278	0		
437044								0	5299	199	0	0	29963	3132	6558	43	41820	0				
437053								0	12965	450	1864	6	108572	10776	48149	264	171550	0				
437138								0	6711	784	273	1	48342	3161	19347	24	74673	0				
437455								0	2912	144	0	0	48311	6775	10609	71	61832	0				
437521							504814	0	111486	13373	1404	5	2775284	517503	1486096	4915	4374270	0	4322911	0		
438050								0	1942	139	0	0	27716	5109	12373	67	42031	0				
438238								0	13958	965	2290	6	179818	16667	228954	461	425020	0	425742	0		
438434								0	13567	803	2090	7	75742	7373	58525	198	149923	0				
439132								0	10377	393	1842	2	68334	7018	31355	121	111908	0				
439338								0	19498	908	0	0	243236	39409	222321	474	485055	0				
439356								0	29259	1906	3168	6	191542	26408	89792	471	313761	0				
439404							64465	0	24971	1785	271	1	513884	57602	305029	1373	844155	0	808565	0		
439459								0	1185	93	0	0	32545	2677	12736	72	46466	0	45349	0		
439730								0	4174	468	0	0	30726	4445	12716	84	47616	0				
439860								0	2641	131	0	0	42298	6298	28808	143	73747	0				
440110								0	3501	130	0	0	23411	3318	7751	54	34663	0				
440259								0	3868	292	0	0	61434	8205	71658	209	136960	0				
440446								0	1646	108	0	0	26642	3466	10741	59	39029	0				
440857								0	1898	136	0	0	19832	1760	6382	43	28112	0				
440875								0	465	31	0	0	62539	1290	36281	141	99285	0				
441050								0	4882	189	0	0	70858	6830	38237	143	113978	0				
441078								0	4934	738	401	1	52708	8108	16654	94	74697	0				
441135								0	2542	121	281	1	28754	2822	14319	47	45896	0				
441256								0	21475	1775	2105	5	352946	38188	205923	678	582449	0				
441359								0	22329	1084	709	2	114258	20488	80920	434	218216	0				
441434								0	21965	795	2801	7	150794	20720	90072	385	265632	0				
441630								0	8177	995	260	1	49844	7559	17814	76	76095	0				
442039								0	12052	885	0	0	153088	7805	177342	444	342481	0				
442057								0	242	20	0	0	3883	660	2131	13	6256	0				
442244								0	4139	239	327	1	44384	6277	28473	110	77323	0				
442655								0	538	30	0	0	27500	5778	35346	115	63384	0				
442749								0	1237	64	0	0	9467	1045	8094	53	18798	0				
442758								0	2446	141	1022	1	22544	2547	11642	69	37654	0				
442776							265368	0	37034	2866	862	3	323908	40990	353656	834	715460	0	713321	0		
442806								0	3592	636	0	0	131383	22367	81327	372	216302	0				
443148								0	6783	320	299	1	54186	7735	23579	121	84847	0				
443205							282955	0	64368	4188	2470	8	549170	76775	415555	1438	1031563	0	1028828	0		
443353								0	5027	350	0	0	36311	5241	16601	57	57939	0				
443625								0	2886	210	0	0	24138	3714	9347	41	36371	0				
443634								0	2186	150	274	1	34484	5175	19011	79	55955	0				
444051								0	1441	99	0	0	36332	6691	34442	170	72214	0				
444350								0	4693	302	0	0	121330	14670	125235	414	251315	57				
444556								0	2533	153	0	0	46676	46688	29202	160	78411	0				
444677								0	2093	124	263	1	17720	1136	7713	64	27789	0				
444958								0	8159	583	0	0	53201	10355	18496	100	79858	0				
445843	25299858	302393	24826508	292680	254556	292680	12856296	0	736789	54239	32384	77	9256231	1083259	14972061	21289						
445852								0	2061	82	279	1	31586	3672	16108	46	50034	0				
445955								0	7035	378	902	2	79543	12795	84198	400	171678	0				
446130								0	3661	364	344	1	31175	5129	48415	90	83595	0				
