RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
3,0,12,6,,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,false,7,0,0,2,0,5,24,32,18,0,20,0,14,13,,,,,,,,,,,37,2014-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2014-03-31
15,0,45,0,,6,0,0,76,11,0,0,0,0,0,0,0,0,0,0,false,17,0,0,8,33,2,84,115,18,0,24,0,0,6,,,,,,,,,,,279,2014-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,354,2014-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,457,2014-03-31
60,0,48,31,,0,0,0,26,30,34,0,0,0,0,0,0,0,0,0,false,0,0,0,0,32,0,0,146,25,120,39,0,66,0,,,,,,,,,,,505,2014-03-31
106,0,33,8,,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,false,23,0,0,3,40,6,17,112,13,80,16,6,17,28,,,,,,,,,,,1155,2014-03-31
7,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,15,0,0,0,0,4,32,0,11,0,9,0,0,12,,,,,,,,,,,1351,2014-03-31
110,0,73,0,,316,61,35,85,64,51,0,0,0,0,0,0,0,0,0,false,77,0,0,0,40,32,0,79,72,417,0,59,199,63,,,,,,,,,,,1454,2014-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,61,0,0,0,0,0,0,,,,,,,,,,,1557,2014-03-31
14,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,22,0,0,6,92,17,48,160,21,87,17,0,20,18,,,,,,,,,,,1669,2014-03-31
55,0,34,0,,59,125,0,45,81,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,167,0,108,0,0,122,52,,,,,,,,,,,1829,2014-03-31
