RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
8,0,31,15,,91,0,0,12,13,0,0,0,0,0,0,0,0,0,0,false,24,0,0,5,0,11,65,95,49,0,61,0,34,33,,,,,,,,,,,37,2013-09-30
0,0,54,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2013-09-30
51,0,132,1,,12,0,0,79,51,178,0,0,0,0,0,0,0,0,0,false,41,0,0,25,0,9,210,300,45,0,43,0,0,13,,,,,,,,,,,279,2013-09-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,36,0,0,0,0,0,0,,,,,,,,,,,354,2013-09-30
0,0,0,0,,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,457,2013-09-30
225,0,145,0,,42,0,0,78,89,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,99,0,47,483,0,366,116,0,203,0,,,,,,,,,,,505,2013-09-30
288,40,97,33,,43,0,0,59,113,0,0,0,0,0,0,0,0,0,0,false,59,0,0,12,123,19,58,288,54,232,58,6,54,65,,,,,,,,,,,1155,2013-09-30
46,0,27,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,40,0,0,0,0,8,106,0,30,0,29,0,0,35,,,,,,,,,,,1351,2013-09-30
408,0,203,0,,425,145,141,173,165,0,0,0,0,0,0,0,0,0,0,false,234,0,0,0,126,0,0,293,208,1252,0,0,570,105,,,,,,,,,,,1454,2013-09-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2100,0,-408,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1557,2013-09-30
35,0,38,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,62,0,0,19,223,34,169,452,76,227,51,0,56,47,,,,,,,,,,,1669,2013-09-30
223,0,154,0,,262,328,0,156,273,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,425,0,327,0,0,334,177,,,,,,,,,,,1829,2013-09-30
20,0,41,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,6,0,0,0,0,2,16,35,18,0,34,29,0,8,,,,,,,,,,,1856,2013-09-30
74,0,57,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,111,0,0,446,0,152,91,71,114,0,,,,,,,,,,,2040,2013-09-30
0,0,50,0,,57,0,0,62,142,69,0,0,0,0,0,0,0,0,0,false,29,0,0,0,81,0,37,250,42,198,0,0,112,36,,,,,,,,,,,2161,2013-09-30
271,578,537,29,,-231,25,0,116,357,1080,0,0,0,0,0,0,0,0,0,false,118,0,0,0,2893,25,151,985,268,198,726,220,0,128,,,,,,,,,,,2376,2013-09-30
1,0,5,0,,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,0,0,6,1,2,3,2,0,4,,,,,,,,,,,2554,2013-09-30
151,0,118,275,,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,false,53,0,0,0,0,84,46,322,60,0,45,0,0,84,,,,,,,,,,,2732,2013-09-30
44,0,0,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,26,0,28,100,0,0,0,61,0,0,,,,,,,,,,,2750,2013-09-30
272,0,208,294,,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,false,138,0,0,55,501,46,1060,1376,200,0,284,367,646,99,,,,,,,,,,,3177,2013-09-30
0,0,25,0,,45,0,0,31,166,29,0,0,0,0,0,0,0,0,0,false,41,0,0,0,0,0,0,0,41,0,107,0,28,0,,,,,,,,,,,3252,2013-09-30
