RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
6,0,26,6,,1,4,0,6,12,0,0,0,0,0,0,0,0,0,0,false,15,0,0,6,0,5,31,75,30,0,41,0,24,15,,,,,,,,,,,37,2011-06-30
0,0,36,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2011-06-30
31,0,76,0,,8,19,0,18,32,25,0,0,0,0,0,0,0,0,0,false,26,0,0,15,0,5,128,220,30,0,23,0,137,8,,,,,,,,,,,279,2011-06-30
4,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,1,0,31,2,0,2,0,0,3,,,,,,,,,,,354,2011-06-30
0,0,0,0,,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,457,2011-06-30
214,0,90,86,,0,0,0,168,54,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,29,304,0,202,75,0,0,0,,,,,,,,,,,505,2011-06-30
182,21,60,65,,27,0,0,42,0,0,0,0,0,0,0,0,0,0,0,false,42,0,0,9,84,9,51,198,49,138,34,5,42,36,,,,,,,,,,,1155,2011-06-30
17,0,17,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,25,0,0,0,0,6,61,0,21,0,9,0,0,23,,,,,,,,,,,1351,2011-06-30
246,0,131,0,,307,83,67,81,64,0,0,0,0,0,0,0,0,0,0,false,171,0,0,0,83,49,0,198,152,711,0,0,333,0,,,,,,,,,,,1454,2011-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1557,2011-06-30
26,0,17,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,49,0,0,17,134,26,98,264,61,109,32,0,36,27,,,,,,,,,,,1669,2011-06-30
