RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
3,0,10,6,,1,4,0,4,5,0,0,0,0,0,0,0,0,0,0,false,8,0,0,0,0,3,18,30,17,0,20,0,11,12,,,,,,,,,,,37,2013-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2013-03-31
17,0,43,0,,0,0,0,10,5,7,0,0,0,0,0,0,0,0,0,false,19,0,0,9,0,2,67,95,17,0,16,0,30,4,,,,,,,,,,,279,2013-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,354,2013-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,457,2013-03-31
74,0,48,0,,0,0,0,26,30,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,32,0,0,167,0,113,41,0,62,0,,,,,,,,,,,505,2013-03-31
88,27,31,11,,15,0,0,22,64,0,0,0,0,0,0,0,0,0,0,false,24,0,0,6,41,7,20,111,10,71,19,6,17,21,,,,,,,,,,,1155,2013-03-31
17,0,9,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,14,0,0,0,0,5,32,0,12,0,8,0,0,11,,,,,,,,,,,1351,2013-03-31
112,0,68,0,,236,81,46,44,0,0,0,0,0,0,0,0,0,0,0,false,82,0,0,0,42,0,0,110,77,396,0,0,184,0,,,,,,,,,,,1454,2013-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1557,2013-03-31
11,0,11,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,25,0,0,7,65,18,55,153,32,65,20,0,17,17,,,,,,,,,,,1669,2013-03-31
103,0,41,33,,46,96,0,58,95,0,0,0,0,0,0,0,0,0,0,false,32,0,0,0,0,0,0,141,0,100,0,0,103,58,,,,,,,,,,,1829,2013-03-31
5,0,15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,2,5,10,5,0,17,15,0,3,,,,,,,,,,,1856,2013-03-31
