RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
3,0,28,8,,2,8,3,18,11,0,0,0,0,0,0,0,0,0,0,false,15,,0,6,0,6,0,74,31,20,40,0,16,13,,,,,,,,,,,37,2009-06-30
0,0,30,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2009-06-30
29,1,67,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,41,,0,14,0,5,80,153,38,0,25,0,0,0,,,,,,,,,,,279,2009-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,354,2009-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,457,2009-06-30
152,0,88,0,,30,0,0,73,70,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,28,371,0,138,75,0,0,0,,,,,,,,,,,505,2009-06-30
197,10,61,13,,27,0,0,42,0,0,0,0,0,0,0,0,0,0,0,false,44,,0,11,82,8,34,187,45,96,37,24,43,31,,,,,,,,,,,1155,2009-06-30
12,0,17,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,25,,0,0,0,6,41,0,20,0,8,0,20,0,,,,,,,,,,,1351,2009-06-30
252,0,107,0,,74,61,53,90,0,0,0,0,0,0,0,0,0,0,0,false,167,,0,0,95,54,0,189,170,511,0,0,309,0,,,,,,,,,,,1454,2009-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1557,2009-06-30
129,0,0,146,,125,0,0,182,0,0,0,0,0,0,0,1464,0,0,0,false,0,,0,0,0,0,71,1304,0,226,0,0,0,0,,,,,,,,,,,1632,2009-06-30
27,0,14,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,45,,0,17,130,26,75,250,39,79,40,0,27,24,,,,,,,,,,,1669,2009-06-30
73,0,0,0,,27,17,0,222,0,0,0,0,0,0,0,0,0,0,0,false,71,,0,33,0,17,29,343,0,173,112,0,199,0,,,,,,,,,,,1829,2009-06-30
11,0,20,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,5,,0,0,0,0,12,0,10,0,0,0,0,0,,,,,,,,,,,1856,2009-06-30
67,0,38,6,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,28,,0,8,52,8,0,217,47,74,1,63,53,16,,,,,,,,,,,2040,2009-06-30
0,0,0,0,,0,0,0,79,81,25,0,0,0,0,0,0,0,0,0,false,0,,0,0,52,0,34,128,48,85,0,0,37,0,,,,,,,,,,,2161,2009-06-30
345,524,351,51,,620,106,0,97,77,556,0,0,0,0,0,0,0,0,0,false,76,,0,0,584,0,92,390,290,68,172,0,95,65,,,,,,,,,,,2376,2009-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,false,0,,0,0,0,0,0,30,0,0,28,0,0,0,,,,,,,,,,,2451,2009-06-30
1,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,1,,0,0,0,1,0,2,2,0,6,0,0,2,,,,,,,,,,,2554,2009-06-30
37,0,98,305,,23,0,0,65,0,0,0,0,0,0,0,0,0,0,0,false,108,,0,0,0,37,0,395,84,0,30,0,0,32,,,,,,,,,,,2732,2009-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,81,0,0,0,0,0,0,,,,,,,,,,,2750,2009-06-30
0,0,0,0,,73,0,0,205,164,0,0,0,0,0,0,3019,0,2486,0,false,0,,0,40,0,28,105,1385,0,298,0,0,0,0,,,,,,,,,,,2938,2009-06-30
0,0,0,0,,28,0,0,95,57,42,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3252,2009-06-30
0,0,0,14,,0,0,0,30,0,0,0,0,0,0,0,651,0,0,0,false,0,,-11,0,0,0,0,11,0,0,0,0,0,0,,,,,,,,,,,3458,2009-06-30
92,0,29,0,,58,0,0,0,40,25,0,0,0,0,0,0,0,0,0,false,37,,0,0,0,0,99,133,26,0,36,95,89,45,,,,,,,,,,,3720,2009-06-30
136,0,40,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,23,,0,3,303,13,8,22,54,35,25,20,58,27,,,,,,,,,,,3953,2009-06-30
62,8,63,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,41,,0,12,0,15,126,116,59,0,119,24,85,38,,,,,,,,,,,4138,2009-06-30
129,0,33,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,20,,0,3,61,25,36,176,60,0,35,21,15,61,,,,,,,,,,,4156,2009-06-30
0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,51,94,35,0,45,0,48,0,,,,,,,,,,,4231,2009-06-30
0,0,0,0,,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,68,0,0,249,0,143,0,102,127,0,,,,,,,,,,,4437,2009-06-30
0,0,0,163,,0,0,0,60,416,69,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,239,56,0,64,0,30,0,,,,,,,,,,,4839,2009-06-30
81,0,94,526,,0,0,0,272,121,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,135,32,0,325,79,0,84,0,0,83,,,,,,,,,,,5005,2009-06-30
69,0,446,0,,31,0,0,56,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,102,0,0,58,0,0,0,,,,,,,,,,,5069,2009-06-30
24,96,36,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,41,,0,0,3,8,74,599,57,2,100,0,4,0,,,,,,,,,,,5135,2009-06-30
230,0,120,152,,42,47,67,385,0,0,0,0,0,0,0,0,0,0,0,false,156,,0,0,501,0,482,202,152,0,178,0,0,175,,,,,,,,,,,5210,2009-06-30
0,0,0,78,,92,0,0,576,0,0,0,0,0,0,0,250,0,0,0,false,0,,0,22,0,34,44,378,0,38,125,116,0,0,,,,,,,,,,,5331,2009-06-30
214,0,0,87,,71,30,0,176,95,164,0,0,0,0,0,0,0,0,0,false,60,,0,63,32,0,0,99,151,145,0,0,95,109,,,,,,,,,,,5461,2009-06-30
0,0,0,42,,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,65,0,26,97,0,0,0,0,0,0,,,,,,,,,,,5751,2009-06-30
0,0,0,0,,0,0,0,422,26,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,0,0,130,0,0,0,0,0,0,,,,,,,,,,,6039,2009-06-30
0,0,19,0,,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,false,15,,0,4,0,6,0,83,18,0,0,0,0,7,,,,,,,,,,,6141,2009-06-30
130,0,24,127,,97,110,190,64,45,55,0,0,0,0,0,0,0,0,0,false,138,,0,0,63,14,108,0,390,392,43,115,35,250,,,,,,,,,,,6329,2009-06-30
