RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,37,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,242,2016-09-30
66,0,157,5,,0,0,0,309,41,18,,,,,,0,0,0,0,false,43,0,0,23,114,11,275,353,54,0,53,0,20,19,0,0,0,0,,,,0,0,0,279,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,354,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,457,2016-09-30
213,0,140,96,,26,0,0,94,0,0,,,,,,0,0,0,0,false,0,0,0,0,101,0,48,474,0,413,152,0,247,0,0,0,0,0,,,,0,97,0,505,2016-09-30
394,0,115,0,,0,0,0,213,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,310,0,323,0,0,0,0,0,0,0,0,,,,0,0,0,1155,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,120,0,1351,2016-09-30
424,112,257,0,,317,119,100,230,191,151,,,,,,0,0,0,0,false,227,0,0,0,132,0,0,274,180,1313,0,0,637,131,0,0,0,0,,,,0,0,0,1454,2016-09-30
28,0,18,1,,0,0,0,0,0,0,,,,,,0,0,0,0,false,10,0,0,1,0,7,0,54,17,16,27,0,2,5,0,0,0,0,,,,0,0,0,1557,2016-09-30
25,0,43,9,,0,0,0,0,0,0,,,,,,0,0,0,0,false,42,0,0,27,283,32,85,468,55,409,54,0,68,77,0,0,0,0,,,,0,0,0,1669,2016-09-30
262,0,155,0,,355,0,0,199,229,0,,,,,,0,0,0,0,false,0,0,0,41,131,0,38,488,0,366,0,0,235,155,0,0,0,0,,,,0,0,0,1829,2016-09-30
29,0,32,2,,0,0,0,0,0,0,,,,,,0,0,0,0,false,6,0,0,0,0,2,14,26,16,0,12,73,0,9,0,0,0,0,,,,0,0,0,1856,2016-09-30
128,4,65,61,,0,0,0,0,0,0,,,,,,0,0,0,0,false,26,0,0,0,85,8,0,440,36,155,2,52,119,58,0,0,0,0,,,,8,10,20,2040,2016-09-30
0,0,0,0,,0,0,0,129,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,310,0,206,0,0,133,0,0,0,0,0,,,,0,0,0,2161,2016-09-30
271,0,512,27,,883,211,0,4115,185,740,,,,,,0,0,0,0,false,128,0,0,0,2023,32,139,1200,268,227,819,479,316,134,0,0,0,0,,,,11,56,256,2376,2016-09-30
0,0,8,0,,0,0,0,20,12,0,,,,,,0,0,0,0,false,2,0,0,0,0,2,0,2,2,-6,3,3,0,3,0,0,0,0,,,,0,0,0,2554,2016-09-30
316,0,109,40,,0,0,0,0,0,0,,,,,,0,0,0,0,false,55,0,0,0,0,73,0,446,70,0,115,0,0,95,0,0,0,0,,,,0,-3,0,2732,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2750,2016-09-30
257,0,213,252,,0,0,0,190,0,0,,,,,,0,0,0,0,false,117,0,0,43,469,46,1095,1297,146,0,414,333,667,89,0,0,0,0,,,,0,0,0,3177,2016-09-30
0,0,0,0,,0,0,0,148,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,0,0,0,3252,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3458,2016-09-30
0,0,0,0,,246,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,206,0,0,568,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3720,2016-09-30
1661,0,0,0,,733,0,0,4676,1128,784,,,,,,0,0,0,0,true,0,0,0,0,360,0,161,889,0,1464,0,519,974,1041,0,0,0,0,,,,0,0,485,3971,2016-09-30
0,0,0,0,,137,0,0,117,178,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,238,0,303,0,0,161,172,0,0,0,0,,,,0,0,0,4156,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,116,256,0,0,101,0,131,0,0,0,0,0,,,,0,0,0,4231,2016-09-30
0,0,71,192,,128,0,0,119,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,30,0,454,94,0,168,0,65,0,0,0,0,0,,,,0,0,0,4839,2016-09-30
147,0,861,0,,0,0,0,483,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,149,0,0,144,0,0,0,0,0,0,0,,,,0,0,0,5069,2016-09-30
49,10,51,85,,0,0,0,0,0,0,,,,,,0,0,0,0,false,68,0,0,5,145,17,326,0,139,12,211,33,110,192,0,0,0,0,,,,11,8,40,5135,2016-09-30
390,0,328,149,,0,0,0,583,0,0,,,,,,0,0,0,0,false,189,0,0,0,834,0,114,350,268,1127,283,225,362,312,0,0,0,0,,,,0,0,0,5210,2016-09-30
356,0,101,0,,0,150,0,613,263,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,200,107,393,0,142,179,308,0,0,0,0,,,,0,126,0,5461,2016-09-30
0,0,0,0,,0,0,0,121,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,347,0,0,0,0,0,114,0,0,0,0,,,,0,0,0,5751,2016-09-30
132,0,129,0,,0,0,0,0,0,0,,,,,,0,0,1917,0,false,0,0,0,0,0,0,0,627,0,0,156,388,118,128,0,0,0,0,,,,0,313,0,6039,2016-09-30
0,0,41,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,23,0,0,4,0,5,0,191,24,0,0,0,0,0,0,0,0,0,,,,0,0,0,6141,2016-09-30
485,5,35,121,,0,0,0,214,788,246,,,,,,0,0,0,0,false,265,0,0,0,103,22,261,0,608,1460,106,766,360,362,0,0,0,0,,,,39,241,90,6329,2016-09-30
0,0,0,0,,0,0,0,21947,2550,905,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7009,2016-09-30
57,1,69,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,52,0,0,14,0,13,69,0,44,316,43,0,168,30,0,0,0,0,,,,0,0,0,7045,2016-09-30
163,0,213,4,,0,0,0,118,0,0,,,,,,0,0,0,0,false,9,0,0,0,71,5,24,332,26,53,115,150,-4,32,0,0,0,0,,,,0,25,86,7072,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7157,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7456,2016-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,175,0,0,44,0,79,0,0,0,0,0,,,,0,0,0,7634,2016-09-30
