RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,37,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,242,2017-03-31
16,0,56,19,,0,0,0,105,6,11,,,,,,0,0,0,0,false,17,0,0,8,26,3,95,119,24,0,23,0,20,9,0,0,0,0,,,,2,0,0,279,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,354,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,457,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,185,0,140,0,0,0,0,0,0,0,0,,,,0,0,0,505,2017-03-31
128,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,120,,132,,,,,0,0,0,0,,,,,,,1155,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1351,2017-03-31
147,0,0,0,,0,0,0,108,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,448,0,0,265,0,0,0,0,0,,,,0,0,0,1454,2017-03-31
10,,,2,,,,,17,10,,,,,,,0,0,0,0,false,2,0,0,,,3,,8,5,4,10,,,2,0,0,0,0,,,,,,,1557,2017-03-31
7,0,15,4,,0,0,0,0,0,0,,,,,,0,0,0,0,false,20,0,0,8,95,16,0,165,20,167,16,0,23,24,0,0,0,0,,,,0,0,0,1669,2017-03-31
70,0,46,0,,59,0,0,54,79,424,,,,,,0,0,0,0,false,0,0,0,0,41,0,0,180,0,118,0,0,76,54,0,0,0,0,,,,0,0,0,1829,2017-03-31
7,,27,2,,,,,,,,,,,,,0,0,0,0,false,2,0,0,,,2,5,6,5,,,23,,4,0,0,0,0,,,,,,,1856,2017-03-31
40,0,22,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,22,0,0,148,14,53,16,19,33,17,0,0,0,0,,,,0,0,0,2040,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2161,2017-03-31
142,0,145,9,,194,126,0,271,0,0,,,,,,0,0,0,0,false,67,0,0,0,634,10,43,412,100,80,296,60,110,40,0,0,0,0,,,,0,181,92,2376,2017-03-31
,,3,,,,,,7,3,,,,,,,0,0,0,0,false,1,0,0,,,1,,,1,,,1,,2,0,0,0,0,,,,,,,2554,2017-03-31
209,0,64,15,,0,0,0,0,0,0,,,,,,0,0,0,0,false,21,0,0,0,0,25,0,144,15,0,30,0,0,30,0,0,0,0,,,,0,0,0,2732,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2750,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3252,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3458,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3720,2017-03-31
347,,,,,162,,,1755,314,300,,,,,,0,0,0,0,true,,0,0,,113,,,311,,466,,171,338,350,0,0,0,0,,,,,198,,3971,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,4156,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4231,2017-03-31
,,24,74,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,8,,162,40,,54,,23,,0,0,0,0,,,,,,,4839,2017-03-31
0,0,227,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5069,2017-03-31
16,5,18,10,,0,0,0,0,0,0,,,,,,0,0,0,0,false,28,0,0,2,49,15,109,0,56,4,72,19,40,58,0,0,0,0,,,,0,2,8,5135,2017-03-31
0,0,114,0,,0,0,0,207,0,0,,,,,,0,0,0,0,false,0,0,0,0,255,0,0,0,0,358,0,102,128,107,0,0,0,0,,,,0,0,0,5210,2017-03-31
101,,,,,,,,148,,,,,,,,0,0,0,0,false,,0,0,,,,,158,,123,,,,,0,0,0,0,,,,,,,5461,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,117,,,,,,,0,0,0,0,,,,,,,5751,2017-03-31
46,0,46,23,,0,0,0,0,0,0,,,,,,0,0,0,0,false,25,0,0,0,0,28,78,207,52,0,31,59,9,51,0,0,0,0,,,,0,22,0,6039,2017-03-31
0,0,14,0,,5,0,0,0,0,0,,,,,,0,0,0,0,false,7,0,0,2,0,5,0,67,7,8,0,0,0,0,0,0,0,0,,,,0,0,0,6141,2017-03-31
142,1,12,78,,0,0,0,72,207,55,,,,,,0,0,0,0,false,75,0,0,0,33,8,94,0,288,518,36,115,149,133,0,0,0,0,,,,13,65,31,6329,2017-03-31
0,0,0,0,,0,0,0,7516,850,327,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7009,2017-03-31
19,0,26,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,18,0,0,4,0,6,19,0,13,99,14,0,52,10,0,0,0,0,,,,0,0,0,7045,2017-03-31
54,,70,,,,,,25,,,,,,,,0,0,0,0,false,3,0,0,,23,1,7,109,10,18,38,55,-1,11,0,0,0,0,,,,,2,28,7072,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7157,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7456,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7634,2017-03-31
4,17,41,15,,0,0,0,0,0,0,,,,,,0,0,0,0,false,4,0,0,2,19,2,0,51,8,0,13,15,0,35,0,0,0,0,,,,0,2,2,8033,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,8462,2017-03-31
9,0,22,0,,0,0,0,6,0,0,,,,,,0,0,0,0,false,6,0,0,0,15,1,28,67,4,0,13,2,7,0,0,0,0,0,,,,0,0,6,8631,2017-03-31
0,0,0,0,,0,0,0,124,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,9357,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,9553,2017-03-31
129,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,2460,0,0,547,0,0,150,174,0,0,0,0,0,0,,,,0,1343,0,9807,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,9955,2017-03-31
77,25,21,22,,22,,,26,49,35,,,,,,0,0,0,0,false,24,0,0,,3,10,5,10,39,412,6,39,138,156,0,0,0,0,,,,,,,10250,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,8,0,30,103,13,0,27,0,0,48,0,0,0,0,,,,0,0,0,10849,2017-03-31
11,15,24,1,,5,33,0,49,0,0,,,,,,0,0,0,0,false,27,0,0,11,0,7,139,124,22,0,45,12,26,23,0,0,0,0,,,,4,0,11,11145,2017-03-31
14,0,51,0,,0,0,0,76,0,0,,,,,,0,0,0,0,false,16,0,0,0,31,0,0,0,15,40,0,14,0,35,0,0,0,0,,,,0,0,0,11640,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,11837,2017-03-31
39,14,0,38,,13,23,0,155,81,60,,,,,,0,0,0,0,false,0,0,0,16,0,13,0,168,43,162,36,0,0,31,0,0,0,0,,,,0,121,0,12030,2017-03-31
19,0,29,1,,0,0,0,0,0,0,,,,,,0,0,0,0,false,14,0,0,7,42,32,23,0,24,46,26,33,4,5,0,0,0,0,,,,5,0,11,12142,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,12179,2017-03-31
18234,0,0,5020,,4715,9352,4187,-6040,0,0,,,,,,-225001,-1,0,0,true,5450,0,0,3274,17233,0,4431,76930,0,43302,0,7687,0,5552,0,0,0,0,,,,0,0,0,12311,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,12647,2017-03-31
1,1,10,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,2,0,0,0,0,2,2,3,3,2,4,0,2,3,0,0,0,0,,,,0,0,0,12656,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,12937,2017-03-31
111,0,0,0,,364,0,0,0,149,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,391,168,0,149,462,0,0,0,0,,,,0,105,0,12946,2017-03-31
0,0,0,0,,0,0,0,145,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,12955,2017-03-31
309,0,145,0,,0,0,0,142,159,199,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,748,140,0,0,362,184,0,0,0,0,0,,,,0,0,0,13103,2017-03-31
4,,6,1,,,,,,,,,,,,,0,0,0,0,false,5,0,0,,,,3,9,7,,5,,,,0,0,0,0,,,,,4,,13251,2017-03-31
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,13457,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,14052,2017-03-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,95,0,129,0,0,0,0,0,0,0,0,,,,0,0,0,14155,2017-03-31
,,4,1,,6,,,,,,,,,,,0,0,0,0,false,5,0,0,1,13,,,16,8,20,8,,15,3,0,0,0,0,,,,,,,14650,2017-03-31
