RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
8,0,37,11,,2,5,0,8,16,0,0,0,0,0,0,0,0,0,0,false,21,0,0,8,0,8,46,113,49,0,61,0,31,22,,,,,,,,,,,37,2011-09-30
0,0,54,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2011-09-30
50,2,113,7,,28,12,0,23,54,37,0,0,0,0,0,0,0,0,0,false,36,0,0,22,0,8,194,313,41,0,35,0,204,12,,,,,,,,,,,279,2011-09-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,35,0,0,0,0,0,0,,,,,,,,,,,354,2011-09-30
0,0,0,0,,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,457,2011-09-30
247,0,138,122,,0,0,0,152,118,82,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,47,458,0,305,111,0,0,0,,,,,,,,,,,505,2011-09-30
261,38,90,91,,42,0,0,64,0,0,0,0,0,0,0,0,0,0,0,false,63,0,0,14,127,13,78,289,90,210,50,5,64,54,,,,,,,,,,,1155,2011-09-30
23,0,26,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,38,0,0,0,0,9,94,0,30,0,9,0,0,36,,,,,,,,,,,1351,2011-09-30
361,0,211,0,,376,124,100,133,130,0,0,0,0,0,0,0,0,0,0,false,245,0,0,0,125,0,0,292,217,1096,0,0,518,0,,,,,,,,,,,1454,2011-09-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,,,,,,,,,,1557,2011-09-30
41,0,26,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,72,0,0,26,203,33,151,396,84,164,48,0,54,44,,,,,,,,,,,1669,2011-09-30
257,0,145,0,,67,114,63,158,310,0,0,0,0,0,0,0,0,0,0,false,115,0,0,59,0,25,29,372,0,331,0,0,285,165,,,,,,,,,,,1829,2011-09-30
13,0,27,50,,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,false,5,0,0,0,0,2,16,0,19,0,43,29,0,0,,,,,,,,,,,1856,2011-09-30
151,31,57,85,,0,0,0,68,72,25,0,0,0,0,0,0,0,0,0,false,40,0,0,10,69,11,0,444,39,146,55,383,104,26,,,,,,,,,,,2040,2011-09-30
0,0,42,0,,0,0,0,121,38,36,0,0,0,0,0,103,0,0,0,false,34,0,0,0,82,0,40,217,59,156,38,0,75,0,,,,,,,,,,,2161,2011-09-30
391,858,623,86,,858,220,0,383,912,512,0,0,0,0,0,0,0,0,0,false,121,0,0,0,1055,24,128,693,294,155,697,180,193,109,,,,,,,,,,,2376,2011-09-30
0,0,1,2,,0,0,0,15,7,2,0,0,0,0,0,0,0,0,0,false,5,0,0,0,0,2,0,4,3,-3,8,0,0,4,,,,,,,,,,,2554,2011-09-30
7,0,121,270,,0,0,0,135,206,0,0,0,0,0,0,0,0,0,0,false,79,0,0,0,0,96,0,712,59,0,45,0,0,93,,,,,,,,,,,2732,2011-09-30
35,0,27,51,,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,33,101,0,0,0,0,0,0,,,,,,,,,,,2750,2011-09-30
