RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
9,0,32,13,7,5,3,7,32,19,20,0,0,0,0,0,0,0,0,0,false,27,0,0,6,0,8,0,105,50,,,,,,,,,,,,,,,,37,2002-09-30
0,0,36,0,0,,,,,,,0,,0,,0,,,,,false,0,,,0,0,6,4,0,0,,,,,,,,,,,,,,,,242,2002-09-30
24,2,53,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,31,0,0,0,0,2,0,133,28,,,,,,,,,,,,,,,,279,2002-09-30
10,0,11,6,1,0,0,0,9,6,5,0,0,0,0,0,0,0,0,0,false,4,0,0,0,0,1,0,18,4,,,,,,,,,,,,,,,,354,2002-09-30
0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,131,0,,,,,,,,,,,,,,,,439,2002-09-30
0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,17,0,0,0,11,,,,,,,,,,,,,,,,457,2002-09-30
165,0,0,0,160,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,498,0,,,,,,,,,,,,,,,,505,2002-09-30
708,0,0,0,0,930,6810,9065,540,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,760,522,,,,,,,,,,,,,,,,1146,2002-09-30
197,0,126,6,14,40,0,0,60,23,54,0,0,0,0,0,0,0,0,0,false,61,0,0,16,0,13,56,190,60,,,,,,,,,,,,,,,,1155,2002-09-30
8,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,38,0,0,0,0,9,11,0,17,,,,,,,,,,,,,,,,1351,2002-09-30
344,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,false,205,0,0,0,0,0,0,195,348,,,,,,,,,,,,,,,,1454,2002-09-30
0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,false,18,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,1557,2002-09-30
92,0,67,64,21,14,0,0,0,0,0,0,0,0,0,0,3695,0,0,0,false,58,0,0,47,0,25,30,769,55,,,,,,,,,,,,,,,,1632,2002-09-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,113,0,,,,,,,,,,,,,,,,1669,2002-09-30
0,0,0,0,0,0,0,0,186,245,0,0,0,0,0,0,0,0,0,0,false,138,0,0,0,0,0,0,270,0,,,,,,,,,,,,,,,,1829,2002-09-30
0,0,0,12,0,0,0,0,13,9,6,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,1856,2002-09-30
58,0,52,12,13,14,21,21,19,31,26,0,0,0,0,0,0,0,0,0,false,33,0,0,8,0,12,13,45,55,,,,,,,,,,,,,,,,2040,2002-09-30
0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,51,0,0,0,0,0,0,131,0,,,,,,,,,,,,,,,,2161,2002-09-30
268,458,489,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,549,0,false,0,0,0,0,0,0,173,662,0,,,,,,,,,,,,,,,,2376,2002-09-30
7,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,10,0,0,0,0,2,0,14,12,,,,,,,,,,,,,,,,2451,2002-09-30
0,0,7,0,1,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,2,0,5,3,,,,,,,,,,,,,,,,2554,2002-09-30
28,17,83,46,60,43,0,0,99,0,0,0,0,0,0,0,0,0,0,0,false,139,0,0,0,0,77,0,480,122,,,,,,,,,,,,,,,,2732,2002-09-30
