RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
5,0,32,8,7,7,6,0,38,21,14,0,0,0,0,0,0,0,0,0,false,24,0,0,7,0,10,0,100,47,,,,,,,,,,,,,,,,37,2005-09-30
0,0,42,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,false,9,0,0,0,0,7,3,0,0,,,,,,,,,,,,,,,,242,2005-09-30
40,2,73,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,37,0,0,14,0,2,3,172,45,,,,,,,,,,,,,,,,279,2005-09-30
11,0,8,18,3,0,0,0,11,8,7,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,1,0,17,1,,,,,,,,,,,,,,,,354,2005-09-30
0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,92,0,,,,,,,,,,,,,,,,439,2005-09-30
16,0,16,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,false,12,0,0,0,14,0,0,0,14,,,,,,,,,,,,,,,,457,2005-09-30
202,0,147,0,0,0,0,0,246,132,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,521,0,,,,,,,,,,,,,,,,505,2005-09-30
1173,0,0,0,0,1675,7925,11432,585,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,1029,604,,,,,,,,,,,,,,,,1146,2005-09-30
241,7,117,11,12,48,109,0,66,0,0,0,0,0,0,0,0,0,0,0,false,59,0,0,18,98,13,92,212,71,,,,,,,,,,,,,,,,1155,2005-09-30
13,0,18,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,33,0,0,0,0,9,24,0,20,,,,,,,,,,,,,,,,1351,2005-09-30
417,0,0,175,0,257,248,0,264,0,0,0,0,0,0,0,0,0,0,0,false,225,0,0,0,0,0,0,227,347,,,,,,,,,,,,,,,,1454,2005-09-30
16,0,0,0,0,0,0,0,34,23,17,0,0,0,0,0,0,0,0,0,true,17,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,,,1557,2005-09-30
212,0,94,150,28,33,0,0,0,0,0,0,0,0,0,0,117,4859,0,0,false,64,0,0,43,0,37,50,848,71,,,,,,,,,,,,,,,,1632,2005-09-30
50,0,31,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,69,0,0,0,208,30,47,342,71,,,,,,,,,,,,,,,,1669,2005-09-30
0,0,0,0,0,0,0,0,203,298,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,476,0,,,,,,,,,,,,,,,,1829,2005-09-30
23,0,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,9,0,0,0,0,1,5,0,21,,,,,,,,,,,,,,,,1856,2005-09-30
83,0,55,12,12,29,18,61,38,54,25,0,0,0,0,0,0,0,0,0,false,27,0,0,9,35,13,34,94,63,,,,,,,,,,,,,,,,2040,2005-09-30
0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,266,0,0,171,0,,,,,,,,,,,,,,,,2161,2005-09-30
388,371,347,58,78,1446,84,0,181,197,151,0,0,0,0,0,0,0,0,0,false,101,0,0,0,450,16,149,799,175,,,,,,,,,,,,,,,,2376,2005-09-30
18,0,3,1,2,40,2,2,8,8,9,0,0,0,0,0,0,0,0,0,false,6,0,0,2,0,2,0,72,8,,,,,,,,,,,,,,,,2451,2005-09-30
0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,2,0,6,3,,,,,,,,,,,,,,,,2554,2005-09-30
13,0,122,33,57,20,0,0,122,88,0,0,0,0,0,0,0,0,0,0,false,142,0,0,0,0,60,11,585,96,,,,,,,,,,,,,,,,2732,2005-09-30
40,0,0,23,0,0,0,0,28,35,25,0,0,0,0,0,0,0,0,0,false,0,0,0,0,18,0,0,57,0,,,,,,,,,,,,,,,,2750,2005-09-30
