RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
18,0,47,19,,14,0,0,17,19,0,0,0,0,0,0,0,0,0,0,false,29,0,0,9,0,16,99,130,66,0,81,0,53,51,,,,,,,,,,,37,2014-12-31
0,0,72,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2014-12-31
81,0,195,2,,11,36,0,57,37,326,0,0,0,0,0,0,0,0,0,false,54,0,0,33,142,13,354,459,80,0,76,0,16,28,,,,,,,,,,,279,2014-12-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,38,0,0,0,0,0,0,,,,,,,,,,,354,2014-12-31
0,0,28,0,,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,105,0,0,0,0,0,0,,,,,,,,,,,457,2014-12-31
275,0,193,148,,0,0,0,112,117,106,0,0,0,0,0,0,0,0,0,false,0,0,0,45,133,38,57,599,0,523,151,0,302,0,,,,,,,,,,,505,2014-12-31
509,3,132,26,,51,0,0,44,217,0,0,0,0,0,0,0,0,0,0,false,78,0,0,12,167,22,59,385,83,344,83,6,75,92,,,,,,,,,,,1155,2014-12-31
24,0,34,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,53,0,0,0,0,11,139,0,32,0,27,0,0,48,,,,,,,,,,,1351,2014-12-31
500,0,318,0,,655,218,168,219,171,169,0,0,0,0,0,0,0,0,0,false,295,0,0,0,162,0,0,334,255,1764,0,161,818,208,,,,,,,,,,,1454,2014-12-31
36,0,34,0,,0,0,0,17,40,27,0,0,0,0,0,0,0,0,0,false,17,0,0,1,0,11,17,99,37,0,39,0,0,0,,,,,,,,,,,1557,2014-12-31
58,0,60,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,86,0,0,26,364,40,198,595,73,354,68,0,82,82,,,,,,,,,,,1669,2014-12-31
171,0,205,0,,83,679,0,253,274,0,0,0,0,0,0,0,0,0,0,false,0,0,0,55,169,0,0,662,0,454,0,0,472,210,,,,,,,,,,,1829,2014-12-31
34,0,49,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,7,0,0,0,0,3,22,34,21,0,13,73,0,12,,,,,,,,,,,1856,2014-12-31
145,0,76,138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,119,0,0,586,0,205,109,63,154,59,,,,,,,,,,,2040,2014-12-31
0,0,73,0,,60,0,0,207,58,58,0,0,0,0,0,0,0,0,0,false,0,0,0,27,107,0,49,322,53,275,66,0,162,72,,,,,,,,,,,2161,2014-12-31
376,664,641,28,,1978,515,0,450,413,1631,0,0,0,0,0,0,0,0,0,false,168,0,0,0,2201,39,201,1437,333,275,969,561,0,161,,,,,,,,,,,2376,2014-12-31
1,0,1,0,,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,false,3,0,0,0,0,2,0,2,8,-2,3,2,0,5,,,,,,,,,,,2554,2014-12-31
