RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
4,0,18,7,4,14,4,5,9,15,21,0,0,0,0,0,0,0,0,0,false,18,0,0,5,0,7,0,65,28,,,,,,,,,,,,,,,,37,2006-06-30
0,0,28,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,242,2006-06-30
32,1,49,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,29,0,0,12,0,2,31,101,31,,,,,,,,,,,,,,,,279,2006-06-30
5,0,5,0,1,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,1,0,10,2,,,,,,,,,,,,,,,,354,2006-06-30
0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,false,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,439,2006-06-30
0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,10,0,0,0,10,,,,,,,,,,,,,,,,457,2006-06-30
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,342,0,,,,,,,,,,,,,,,,505,2006-06-30
673,0,0,370,0,1078,5019,7279,381,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,562,382,,,,,,,,,,,,,,,,1146,2006-06-30
189,2,78,16,12,32,56,0,41,0,0,0,0,0,0,0,0,0,0,0,false,45,0,0,14,66,9,63,158,52,,,,,,,,,,,,,,,,1155,2006-06-30
10,0,17,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,21,0,0,0,0,6,23,0,14,,,,,,,,,,,,,,,,1351,2006-06-30
221,0,0,0,0,225,0,0,175,0,0,0,0,0,0,0,0,0,0,0,true,171,0,0,0,0,0,0,158,221,,,,,,,,,,,,,,,,1454,2006-06-30
0,0,11,0,0,0,0,0,21,19,13,0,0,0,0,0,0,0,0,0,true,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1557,2006-06-30
240,0,0,0,0,627,201,0,0,0,0,0,0,0,0,0,2167,0,0,0,true,0,0,0,0,0,0,0,818,0,,,,,,,,,,,,,,,,1632,2006-06-30
35,0,16,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,45,0,0,3,121,24,33,228,67,,,,,,,,,,,,,,,,1669,2006-06-30
0,0,0,0,0,0,0,0,144,212,125,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,302,0,,,,,,,,,,,,,,,,1829,2006-06-30
8,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,7,0,0,0,0,2,5,0,14,,,,,,,,,,,,,,,,1856,2006-06-30
50,0,37,30,7,24,20,6,33,38,0,0,0,0,0,0,0,0,0,0,false,27,0,0,5,23,9,18,33,36,,,,,,,,,,,,,,,,2040,2006-06-30
0,0,0,0,0,33,0,0,62,32,0,0,0,0,0,0,0,0,0,0,false,31,0,0,0,46,0,0,124,35,,,,,,,,,,,,,,,,2161,2006-06-30
