RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
2,0,13,6,2,10,3,3,20,6,5,0,0,0,0,0,0,0,0,0,false,9,0,0,2,0,3,0,40,18,,,,,,,,,,,,,,,,37,2007-03-31
0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,5,1,0,0,,,,,,,,,,,,,,,,242,2007-03-31
11,1,25,26,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,false,14,0,0,1,0,2,22,56,13,,,,,,,,,,,,,,,,279,2007-03-31
2,0,3,2,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,false,1,0,0,0,0,0,0,9,2,,,,,,,,,,,,,,,,354,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,439,2007-03-31
6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,5,0,0,0,5,,,,,,,,,,,,,,,,457,2007-03-31
53,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,170,0,,,,,,,,,,,,,,,,505,2007-03-31
141,0,0,0,0,402,2193,0,116,154,0,0,0,0,0,0,0,0,-6,0,false,0,0,0,0,0,0,0,235,0,,,,,,,,,,,,,,,,1146,2007-03-31
85,0,37,6,4,15,0,0,21,0,0,0,0,0,0,0,1000,0,0,0,false,21,0,0,6,32,4,36,78,27,,,,,,,,,,,,,,,,1155,2007-03-31
4,0,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,12,0,0,0,0,5,12,0,7,,,,,,,,,,,,,,,,1351,2007-03-31
202,0,0,0,0,144,0,0,108,0,0,0,0,0,0,0,0,0,0,0,false,85,0,0,0,0,0,0,79,110,,,,,,,,,,,,,,,,1454,2007-03-31
0,0,6,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,false,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1557,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,450,0,,,,,,,,,,,,,,,,1632,2007-03-31
10,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,23,0,0,2,62,17,19,127,34,,,,,,,,,,,,,,,,1669,2007-03-31
0,0,0,0,0,0,0,0,78,110,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,157,0,,,,,,,,,,,,,,,,1829,2007-03-31
8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,3,0,0,0,0,2,5,0,3,,,,,,,,,,,,,,,,1856,2007-03-31
31,0,20,19,4,14,83,3,63,21,0,0,0,0,0,0,500,0,0,0,false,13,0,0,3,12,4,7,67,8,,,,,,,,,,,,,,,,2040,2007-03-31
0,0,0,0,0,19,0,0,22,27,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,24,0,0,63,19,,,,,,,,,,,,,,,,2161,2007-03-31
112,166,145,8,23,411,28,0,50,77,1000,0,0,0,0,0,59728,-15590,0,0,false,34,0,0,0,246,6,51,251,55,,,,,,,,,,,,,,,,2376,2007-03-31
