RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
4,0,14,4,,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,false,7,0,0,2,0,5,26,34,13,0,20,0,13,9,,,,,,,,,,,37,2015-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2015-03-31
22,0,52,1,,29,0,0,3,11,86,0,0,0,0,0,0,0,0,0,false,16,0,0,7,29,2,91,114,20,0,28,0,4,6,,,,,,,,,,,279,2015-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,354,2015-03-31
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,38,0,0,0,0,0,0,,,,,,,,,,,457,2015-03-31
69,0,43,0,,0,0,0,27,31,28,0,0,0,0,0,0,0,0,0,false,0,0,0,0,33,0,0,153,0,124,38,0,79,0,,,,,,,,,,,505,2015-03-31
140,10,33,20,,13,0,0,22,54,28,0,0,0,0,0,0,0,0,0,false,22,0,0,5,498,6,15,117,12,86,19,5,18,8,,,,,,,,,,,1155,2015-03-31
11,0,9,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,14,0,0,0,0,5,68,0,12,0,11,0,0,16,,,,,,,,,,,1351,2015-03-31
135,0,76,0,,248,60,39,76,92,47,0,0,0,0,0,0,0,0,0,false,86,0,0,0,42,30,0,97,53,443,0,0,215,41,,,,,,,,,,,1454,2015-03-31
7,0,0,0,,0,0,0,7,9,5,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,3,0,10,11,4,11,0,0,2,,,,,,,,,,,1557,2015-03-31
12,0,12,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,26,0,0,6,92,16,51,156,25,89,18,0,24,21,,,,,,,,,,,1669,2015-03-31
55,0,40,0,,97,0,0,71,67,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,42,0,0,176,0,108,0,0,117,54,,,,,,,,,,,1829,2015-03-31
5,0,12,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,3,0,0,0,0,1,5,7,4,0,0,20,0,3,,,,,,,,,,,1856,2015-03-31
