RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
5,0,21,8,5,7,2,6,21,13,10,0,0,0,0,0,0,0,0,0,false,18,0,0,4,0,5,0,68,34,,,,,,,,,,,,,,,,37,2002-06-30
0,0,23,10,0,,,,,,,0,,0,,0,,,,,false,0,,,0,0,6,4,0,0,,,,,,,,,,,,,,,,242,2002-06-30
17,1,35,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,21,0,0,0,0,1,1,87,19,,,,,,,,,,,,,,,,279,2002-06-30
7,0,8,6,1,0,0,0,5,9,5,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,0,0,10,3,,,,,,,,,,,,,,,,354,2002-06-30
0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,88,0,,,,,,,,,,,,,,,,439,2002-06-30
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,11,0,0,0,8,,,,,,,,,,,,,,,,457,2002-06-30
122,0,0,0,107,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,333,0,,,,,,,,,,,,,,,,505,2002-06-30
398,0,0,0,0,685,4035,5614,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,504,324,,,,,,,,,,,,,,,,1146,2002-06-30
119,0,84,3,9,27,0,0,34,15,14,0,0,0,0,0,0,0,0,0,false,43,0,0,10,0,9,36,158,38,,,,,,,,,,,,,,,,1155,2002-06-30
7,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,25,0,0,0,0,6,7,0,13,,,,,,,,,,,,,,,,1351,2002-06-30
237,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,false,130,0,0,0,0,0,0,133,237,,,,,,,,,,,,,,,,1454,2002-06-30
0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,false,12,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,1557,2002-06-30
63,0,44,39,14,11,0,0,0,0,0,0,0,0,0,0,500,0,0,0,false,38,0,0,32,0,19,20,515,31,,,,,,,,,,,,,,,,1632,2002-06-30
19,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,50,0,0,0,0,25,25,72,51,,,,,,,,,,,,,,,,1669,2002-06-30
0,0,0,0,0,0,0,0,115,162,0,0,0,0,0,0,0,0,0,0,false,88,0,0,0,0,0,0,181,0,,,,,,,,,,,,,,,,1829,2002-06-30
0,0,0,8,0,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,false,3,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,1856,2002-06-30
39,0,34,8,9,11,14,21,13,22,17,0,0,0,0,0,0,0,0,0,false,21,0,0,5,0,8,7,32,38,,,,,,,,,,,,,,,,2040,2002-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2161,2002-06-30
0,310,224,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,357,0,,,,,,,,,,,,,,,,2376,2002-06-30
3,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,7,0,0,0,0,2,0,12,7,,,,,,,,,,,,,,,,2451,2002-06-30
0,0,5,0,1,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,false,1,0,0,0,0,1,0,3,2,,,,,,,,,,,,,,,,2554,2002-06-30
25,0,66,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,96,0,0,0,0,55,15,328,74,,,,,,,,,,,,,,,,2732,2002-06-30
0,19,17,82,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,true,0,-190,-526,0,66,0,0,33,0,,,,,,,,,,,,,,,,2750,2002-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,619,0,,,,,,,,,,,,,,,,2938,2002-06-30
0,0,0,0,0,0,0,0,56,37,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,121,0,,,,,,,,,,,,,,,,2956,2002-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3252,2002-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3458,2002-06-30
772,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3506,2002-06-30
178,0,0,0,0,93,0,0,92,90,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,146,,,,,,,,,,,,,,,,3579,2002-06-30
102,11,20,6,8,29,25,0,18,0,0,0,0,0,0,0,0,0,0,0,false,37,0,0,10,32,20,24,67,39,,,,,,,,,,,,,,,,3720,2002-06-30
38,55,35,4,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,17,0,0,9,24,12,3,31,38,,,,,,,,,,,,,,,,3953,2002-06-30
0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,4138,2002-06-30
39,0,0,0,0,48,42,0,42,32,31,0,0,0,0,0,0,0,0,0,false,0,0,0,0,65,0,0,0,0,,,,,,,,,,,,,,,,4147,2002-06-30
0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,70,0,,,,,,,,,,,,,,,,4156,2002-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,36,0,0,0,0,0,0,54,0,,,,,,,,,,,,,,,,4231,2002-06-30
63,0,45,65,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,57,0,0,0,0,0,0,185,75,,,,,,,,,,,,,,,,4437,2002-06-30
7,0,10,2,2,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,4745,2002-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,233,0,,,,,,,,,,,,,,,,4839,2002-06-30
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,161,0,0,149,0,,,,,,,,,,,,,,,,5005,2002-06-30
