RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
6,0,38,5,,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,false,12,0,0,1,0,8,51,75,33,0,41,0,29,22,,,,,,,,,,,37,2016-06-30
0,0,39,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2016-06-30
40,0,104,3,,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,false,27,0,0,16,53,7,192,227,36,0,34,0,10,13,,,,,,,,,,,279,2016-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,26,0,0,0,0,0,0,,,,,,,,,,,354,2016-06-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,72,0,0,0,0,0,0,,,,,,,,,,,457,2016-06-30
141,0,92,62,,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,67,0,31,313,0,271,102,0,153,0,,,,,,,,,,,505,2016-06-30
266,0,76,15,,19,0,0,22,141,62,0,0,0,0,0,0,0,0,0,false,36,0,0,6,61,12,47,221,41,213,50,6,45,17,,,,,,,,,,,1155,2016-06-30
19,0,17,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,26,0,0,0,0,0,83,0,22,0,0,0,0,26,,,,,,,,,,,1351,2016-06-30
292,109,153,0,,247,82,76,122,113,96,0,0,0,0,0,0,0,0,0,false,162,0,0,0,87,0,0,209,128,872,0,0,393,85,,,,,,,,,,,1454,2016-06-30
16,0,18,1,,0,0,0,13,13,22,0,0,0,0,0,0,0,0,0,false,6,0,0,0,0,4,0,49,14,10,22,0,2,3,,,,,,,,,,,1557,2016-06-30
