RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
0,0,0,0,,105,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,37,2018-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,242,2018-09-30
,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,279,2018-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,354,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,457,2018-09-30
,,,,,0,0,0,0,0,0,,,,,,7750,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,505,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,1155,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,1351,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,1454,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,1669,2018-09-30
,,,,,,,,,,,,,,,,-550,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,1856,2018-09-30
151,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,536,0,177,0,0,117,0,0,0,0,0,,,,0,0,0,2040,2018-09-30
0,0,0,0,,0,0,0,124,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,355,0,327,0,0,306,0,0,0,0,0,,,,0,0,0,2161,2018-09-30
428,0,446,70,,356,0,0,1002,0,0,,,,,,0,0,0,0,false,158,0,0,0,1840,32,119,1190,261,226,1106,2577,326,126,0,0,0,0,,,,0,69,288,2376,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,2554,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,2732,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,2750,2018-09-30
,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,3252,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,-14,0,,,,,,,,,,,,0,0,0,0,,,,,,,3458,2018-09-30
124,,,,,303,,,,,,,,,,,0,0,0,0,false,,0,0,,154,,,670,,,,146,,,0,0,0,0,,,,,,,3720,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,3971,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,4156,2018-09-30
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,-17,0,0,0,0,0,268,0,101,0,0,121,0,0,0,0,0,,,,0,0,0,4231,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,5069,2018-09-30
49,9,58,85,,0,0,0,0,0,0,,,,,,0,0,0,0,false,68,0,0,0,124,16,353,0,104,7,87,37,123,172,0,0,0,0,,,,8,4,0,5135,2018-09-30
0,0,445,0,,0,0,0,691,0,0,,,,,,0,0,0,0,false,0,0,0,0,807,0,0,469,0,1753,0,437,726,453,0,0,0,0,,,,0,0,0,5210,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,5461,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,5751,2018-09-30
0,0,0,0,,0,0,0,248,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,452,0,0,0,0,0,175,0,0,0,0,,,,0,190,0,6039,2018-09-30
831,5,37,135,,,,,201,1093,186,,,,,,0,0,0,0,false,270,0,0,,255,24,244,,775,1861,156,438,241,569,0,0,0,0,,,,38,176,90,6329,2018-09-30
,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,7009,2018-09-30
68,1,68,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,44,0,0,7,0,14,52,0,42,340,43,0,167,25,0,0,0,0,,,,0,0,0,7045,2018-09-30
,,,,,,,,,,,,,,,,0,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,7072,2018-09-30
,,,,,,,,,,,,,,,,750,0,0,0,false,,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,7456,2018-09-30
