RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
8,0,27,41,6,15,6,8,19,22,41,0,0,0,0,0,0,0,0,0,false,27,0,0,7,0,10,0,114,47,,,,,,,,,,,,,,,,37,2006-09-30
0,0,42,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,242,2006-09-30
43,6,73,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,42,0,0,18,0,4,49,161,44,,,,,,,,,,,,,,,,279,2006-09-30
7,0,8,0,1,0,0,0,11,9,5,0,0,0,0,0,0,0,0,0,false,3,0,0,0,0,1,0,11,3,,,,,,,,,,,,,,,,354,2006-09-30
0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,true,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,439,2006-09-30
16,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,16,0,0,0,15,,,,,,,,,,,,,,,,457,2006-09-30
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,514,0,,,,,,,,,,,,,,,,505,2006-09-30
1006,0,0,0,0,1612,7623,8375,567,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,881,562,,,,,,,,,,,,,,,,1146,2006-09-30
297,2,117,23,12,45,0,0,62,0,0,0,0,0,0,0,0,0,0,0,false,67,0,0,19,101,12,98,224,68,,,,,,,,,,,,,,,,1155,2006-09-30
14,0,26,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,31,0,0,0,0,10,35,0,20,,,,,,,,,,,,,,,,1351,2006-09-30
