RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
0,0,0,0,,112,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,182,0,0,110,0,0,0,0,0,0,0,,,,0,0,0,37,2018-12-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,242,2018-12-31
74,0,239,96,,0,0,0,0,0,0,,,,,,0,0,0,0,false,74,0,0,29,103,17,477,584,71,0,78,0,17,176,0,0,0,0,,,,0,42,0,279,2018-12-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,354,2018-12-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0,,,,0,0,0,457,2018-12-31
363,0,0,0,,277,0,0,731,143,131,,,,,,7750,0,0,0,false,0,0,0,0,133,0,0,801,0,659,0,0,358,0,0,0,0,0,,,,0,0,142,505,2018-12-31
650,0,156,0,,0,0,0,448,159,134,,,,,,0,0,0,0,false,0,0,0,0,157,0,0,416,111,686,0,0,51,0,0,0,0,0,,,,0,0,0,1155,2018-12-31
0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,false,0,0,0,0,0,0,174,0,0,0,0,0,0,117,0,0,0,0,,,,0,0,0,1351,2018-12-31
675,0,371,0,,395,0,0,524,0,0,,,,,,0,0,0,0,false,386,0,0,0,0,0,0,434,0,1968,0,0,510,434,0,0,0,0,,,,0,0,0,1454,2018-12-31
46,0,58,8,,0,0,0,0,0,0,,,,,,0,0,0,0,false,74,0,0,26,355,37,0,733,84,734,56,0,111,77,0,0,0,0,,,,0,0,0,1669,2018-12-31
