RIAD0497,RIAD4042,RIAD4136,RIAD4141,RIAD4146,RIAD4461,RIAD4462,RIAD4463,RIAD4464,RIAD4467,RIAD4468,RIAD4486,RIAD4487,RIAD4488,RIAD4489,RIAD4491,RIAD4498,RIAD4499,RIAD4521,RIAD4522,RIAD4769,RIAD8403,RIADB526,RIADB527,RIADC013,RIADC014,RIADC015,RIADC016,RIADC017,RIADC018,RIADF555,RIADF556,RIADF557,RIADF558,RIADF559,RIADFT29,RIADFT30,RIADFT31,RIADFT32,RIADJJ26,RIADJJ27,RIADJJ28,RIADT047,RIADY923,RIADY924,IDRSSD,RCON9999
9,0,35,15,,10,0,0,13,15,0,0,0,0,0,0,0,0,0,0,false,22,0,0,7,0,12,74,96,54,0,61,0,40,38,,,,,,,,,,,37,2014-09-30
0,0,54,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,242,2014-09-30
67,0,135,1,,10,27,0,239,50,24,0,0,0,0,0,0,0,0,0,false,38,0,0,25,103,9,263,341,57,0,51,0,0,21,,,,,,,,,,,279,2014-09-30
0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,34,0,0,0,0,0,0,,,,,,,,,,,354,2014-09-30
0,0,0,0,,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,66,0,0,0,0,0,0,,,,,,,,,,,457,2014-09-30
186,0,138,74,,0,0,0,83,88,76,0,0,0,0,0,0,0,0,0,false,0,0,0,38,99,0,44,444,0,388,114,0,219,0,,,,,,,,,,,505,2014-09-30
342,3,99,18,,38,0,0,47,164,0,0,0,0,0,0,0,0,0,0,false,65,0,0,9,121,17,43,291,36,257,49,6,56,71,,,,,,,,,,,1155,2014-09-30
20,0,25,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,41,0,0,0,0,8,106,0,24,0,18,0,0,36,,,,,,,,,,,1351,2014-09-30
389,0,242,0,,420,160,123,171,160,137,0,0,0,0,0,0,0,0,0,false,208,0,0,0,121,0,0,255,193,1314,0,140,596,160,,,,,,,,,,,1454,2014-09-30
25,0,0,0,,0,0,0,37,34,30,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,86,27,0,25,0,0,0,,,,,,,,,,,1557,2014-09-30
42,0,42,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,66,0,0,19,272,33,150,448,56,268,48,0,61,62,,,,,,,,,,,1669,2014-09-30
165,0,147,0,,83,539,0,138,210,0,0,0,0,0,0,0,0,0,0,false,0,0,0,43,0,0,0,492,0,340,0,0,381,157,,,,,,,,,,,1829,2014-09-30
21,0,37,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,6,0,0,0,0,3,17,27,16,0,0,46,0,9,,,,,,,,,,,1856,2014-09-30
98,0,57,119,,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,84,0,0,449,26,153,82,63,114,43,,,,,,,,,,,2040,2014-09-30
0,0,44,0,,0,0,0,154,45,40,0,0,0,0,0,0,0,0,0,false,58,0,0,0,80,0,37,240,35,207,38,0,121,58,,,,,,,,,,,2161,2014-09-30
271,474,474,24,,1521,383,0,360,299,1260,0,0,0,0,0,0,0,0,0,false,131,0,0,0,1521,27,152,1073,255,208,729,448,0,119,,,,,,,,,,,2376,2014-09-30
1,0,7,0,,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,false,2,0,0,0,0,2,0,1,1,-2,3,0,0,4,,,,,,,,,,,2554,2014-09-30
171,0,113,201,,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,false,62,0,0,0,0,78,0,383,52,0,45,0,0,118,,,,,,,,,,,2732,2014-09-30
33,0,44,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,28,0,28,106,0,0,0,61,0,0,,,,,,,,,,,2750,2014-09-30
279,0,208,288,,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,false,137,0,0,48,473,47,1096,1333,169,0,313,136,695,94,,,,,,,,,,,3177,2014-09-30
0,0,29,60,,89,0,0,155,28,29,0,0,0,0,0,0,0,0,0,false,38,0,0,0,0,0,0,0,37,0,76,0,34,0,,,,,,,,,,,3252,2014-09-30
0,0,14,0,,0,0,0,14,16,18,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,26,17,0,0,0,0,0,,,,,,,,,,,3458,2014-09-30
169,28,59,0,,193,0,0,51,0,0,0,0,0,0,0,0,0,0,0,false,0,62,0,0,189,0,62,527,0,0,51,108,63,74,,,,,,,,,,,3720,2014-09-30
1030,0,0,1535,,1887,0,0,2978,993,1096,0,0,0,0,0,0,0,0,0,true,0,0,0,0,267,0,169,797,0,1375,0,965,908,1119,,,,,,,,,,,3971,2014-09-30
78,0,0,0,,139,0,0,101,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,82,0,0,202,48,271,83,0,154,109,,,,,,,,,,,4156,2014-09-30
0,0,51,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,104,222,53,0,111,0,115,0,,,,,,,,,,,4231,2014-09-30
96,0,108,78,,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,false,90,0,0,0,134,0,0,374,107,469,0,266,104,82,,,,,,,,,,,4437,2014-09-30
0,0,70,252,,77,0,0,109,0,0,0,0,0,0,0,564,0,0,0,false,0,0,0,0,0,31,0,419,97,0,161,0,67,0,,,,,,,,,,,4839,2014-09-30
127,486,787,79,,34,0,0,485,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,157,0,0,140,0,0,0,,,,,,,,,,,5069,2014-09-30
46,9,56,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,73,0,0,4,124,17,284,321,136,5,46,0,205,115,,,,,,,,,,,5135,2014-09-30
448,0,231,236,,101,0,0,546,252,0,0,0,0,0,0,0,0,0,0,false,215,0,0,0,825,0,1150,300,186,0,267,211,281,384,,,,,,,,,,,5210,2014-09-30
369,0,0,0,,46,29,0,199,195,578,0,0,0,0,0,0,0,0,0,true,0,0,0,76,34,0,30,205,124,352,0,203,188,219,,,,,,,,,,,5461,2014-09-30
