RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,4,0,0,0,0,,,0,0,55,1,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,49,48,5,0,1,0,0,,,,,,,,,,,,,,,,,37,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,8,5,0,0,0,0,0,,,,,,,,,,,,,,,,,242,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,12,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,12,4,0,0,0,0,0,,,,,,,,,,,,,,,,,279,2003-06-30
0,0,0,0,0,0,0,2,0,0,0,,,0,1,31,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,27,3,0,0,4,0,0,,,,,,,,,,,,,,,,,354,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,18,2,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,9,16,2,0,7,0,0,,,,,,,,,,,,,,,,,439,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,1,15,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,457,2003-06-30
0,0,0,0,0,0,0,4,0,0,69,,,0,0,27,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,27,27,1,0,0,0,0,,,,,,,,,,,,,,,,,505,2003-06-30
73,8,0,0,0,0,0,0,0,0,7,,0,0,0,314,32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,15,,,196,8,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,1146,2003-06-30
0,0,0,0,0,0,0,0,0,0,22,,,0,0,131,121,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,10,6,2,0,0,0,0,,,,,,,,,,,,,,,,,1155,2003-06-30
0,0,0,0,0,0,0,0,0,0,3,,,0,0,31,10,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,21,7,0,0,0,0,0,,,,,,,,,,,,,,,,,1351,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,2,52,0,0,7,,,,,,0,,,,,,0,,,0,0,0,0,,,5,2,40,20,0,0,0,0,0,,,,,,,,,,,,,,,,,1454,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,190,190,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1557,2003-06-30
0,0,0,0,0,0,0,3,0,0,10,,,0,28,99,23,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,63,28,0,0,13,0,0,,,,,,,,,,,,,,,,,1632,2003-06-30
0,0,0,0,0,0,32,5,0,0,0,,,0,0,117,18,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,67,15,2,0,0,0,0,,,,,,,,,,,,,,,,,1669,2003-06-30
0,0,0,0,0,0,0,0,0,0,6,,,0,0,43,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,12,0,31,3,0,0,0,0,0,,,,,,,,,,,,,,,,,1829,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1856,2003-06-30
0,0,0,0,0,0,0,0,0,0,223,,,0,0,119,107,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,2,0,10,20,0,0,0,0,0,,,,,,,,,,,,,,,,,2040,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,59,7,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,3,0,48,2,0,0,1,0,0,,,,,,,,,,,,,,,,,2161,2003-06-30
0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2376,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,4,,,,,,4,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2451,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2554,2003-06-30
0,0,0,0,0,0,0,0,0,0,9,,0,0,0,26,9,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,17,22,0,0,0,0,0,,,,,,,,,,,,,,,,,2732,2003-06-30
0,0,0,0,0,0,0,0,0,0,10,,,0,0,8,8,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,2750,2003-06-30
0,0,0,0,0,0,0,0,0,0,2,,,0,0,2480,2313,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,138,5,0,0,29,0,0,,,,,,,,,,,,,,,,,2938,2003-06-30
0,0,0,0,0,0,0,0,0,0,3,,,0,0,180,2,0,2,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,32,3,0,0,144,0,0,,,,,,,,,,,,,,,,,2956,2003-06-30
0,0,0,0,0,0,0,0,0,0,8,,,0,0,185,50,0,43,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,92,72,0,0,0,0,0,,,,,,,,,,,,,,,,,3252,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,1,2,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,2,3,3,0,0,0,0,,,,,,,,,,,,,,,,,3458,2003-06-30
0,0,0,0,0,0,0,0,354,2,3,,0,0,0,399,25,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,3506,2003-06-30
3,0,0,0,0,1,0,0,0,0,1,,0,0,0,99,17,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,34,13,7,0,45,0,0,,,,,,,,,,,,,,,,,3579,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,9,6,0,0,0,0,0,,,,,,,,,,,,,,,,,3720,2003-06-30
0,0,0,0,0,0,0,0,0,0,7,,,0,0,31,27,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,4,3,0,0,0,0,0,,,,,,,,,,,,,,,,,3953,2003-06-30
0,0,0,0,0,0,0,0,0,0,76,,,0,0,152,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,152,13,0,0,0,0,0,,,,,,,,,,,,,,,,,4138,2003-06-30
0,0,0,0,0,0,0,0,0,0,1,,,0,0,49,1,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,2,0,2,2,0,0,0,44,0,,,,,,,,,,,,,,,,,4147,2003-06-30
0,0,0,9,0,0,0,0,0,0,0,,,0,0,215,58,0,23,,,,,,23,,,,,,0,,,0,0,0,0,,,0,0,113,33,0,0,21,0,0,,,,,,,,,,,,,,,,,4156,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,35,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,21,35,0,0,14,0,0,,,,,,,,,,,,,,,,,4231,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,3,118,0,0,4,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,90,10,0,0,24,0,0,,,,,,,,,,,,,,,,,4437,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,5,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4745,2003-06-30
0,0,0,0,0,0,86,0,0,0,0,,,0,0,240,7,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,147,28,0,0,0,0,0,,,,,,,,,,,,,,,,,4839,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,5005,2003-06-30
