RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,0,25,0,0,0,,,0,1,108,0,0,15,,,,,,,,,,,,,,,0,0,0,0,,,0,0,88,57,2,0,5,0,,,,,,,,,,,,,,,,,,37,2007-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,242,2007-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,26,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,26,1,0,0,0,0,,,,,,,,,,,,,,,,,,279,2007-09-30
0,0,0,0,0,0,0,3,0,0,2,,,0,2,11,0,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,0,11,9,0,0,0,0,,,,,,,,,,,,,,,,,,354,2007-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,30,161,46,0,0,,,,,,0,,,,,,30,,,0,0,0,0,,,0,0,82,3,0,0,33,0,,,0,0,0,0,0,0,0,0,,,,,,,,457,2007-09-30
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,259,0,0,2,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,224,61,6,0,33,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,505,2007-09-30
0,0,0,0,0,0,18,1,0,0,25,,,0,0,46,9,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,3,7,0,5,0,16,,,0,0,0,0,0,0,18,1,,,,,,,,1155,2007-09-30
0,0,0,0,0,0,0,0,0,0,1,,,0,0,125,17,0,35,,,,,,35,,,,,,0,,,0,0,0,0,,,0,0,59,14,1,0,14,0,0,,,,,,,,,,,,,,,,,1351,2007-09-30
0,0,0,0,0,0,0,0,0,0,0,,0,0,12,52,0,0,30,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,1,22,40,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,1454,2007-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,1557,2007-09-30
