RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,4,0,0,0,0,,,0,0,124,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,3,0,109,58,8,0,8,0,0,,,,,,,,,,,,,,,,,37,2003-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,10,5,0,0,0,0,0,,,,,,,,,,,,,,,,,242,2003-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,15,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,15,4,0,0,0,0,0,,,,,,,,,,,,,,,,,279,2003-09-30
0,0,0,0,0,0,0,3,0,0,0,,,0,1,41,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,37,10,1,0,4,0,0,,,,,,,,,,,,,,,,,354,2003-09-30
0,0,0,0,0,0,0,0,0,0,10,,,0,0,91,5,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,47,17,2,0,38,1,0,,,,,,,,,,,,,,,,,439,2003-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,2,15,0,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,457,2003-09-30
0,0,0,0,0,0,2,78,0,0,157,,,0,0,144,86,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,4,0,52,42,1,0,0,0,0,,,,,,,,,,,,,,,,,505,2003-09-30
75,12,0,0,0,0,0,0,0,0,7,,0,0,0,454,61,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,25,,,299,14,19,2,0,0,0,0,,,,,,,,,,,,,,,,,,1146,2003-09-30
0,0,57,0,0,0,0,0,0,0,22,,,0,0,192,121,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,1,0,10,9,2,0,3,0,0,,,,,,,,,,,,,,,,,1155,2003-09-30
0,0,0,0,0,0,0,0,0,0,11,,,0,0,43,16,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,27,11,0,0,0,0,0,,,,,,,,,,,,,,,,,1351,2003-09-30
