RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,0,0,0,0,0,,,0,0,18,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,11,13,2,0,7,0,0,,,,,,,,,,,,,,,,,37,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,242,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,279,2005-03-31
0,0,0,0,0,0,0,1,0,0,0,,,0,1,20,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,20,3,1,0,0,0,0,,,,,,,,,,,,,,,,,354,2005-03-31
0,0,0,0,0,0,100,0,0,0,7,,,0,0,211,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,11,12,0,0,0,100,0,,,,,,,,,,,,,,,,,439,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,1,2,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,457,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,33,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,33,3,0,0,0,0,0,,,,,,,,,,,,,,,,,505,2005-03-31
45,1,0,0,0,0,0,0,0,0,5,,0,0,0,162,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,116,18,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,1146,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1155,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,97,89,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,8,8,0,0,0,0,0,,,,,,,,,,,,,,,,,1351,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,2,21,0,0,8,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,4,13,10,0,0,0,0,0,,,,,,,,,,,,,,,,,1454,2005-03-31
0,0,0,0,0,0,0,0,0,0,8,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1557,2005-03-31
0,0,0,0,0,0,0,0,0,0,2,,,0,0,44,24,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,20,5,1,3,0,0,0,,,,,,,,,,,,,,,,,1632,2005-03-31
0,0,0,0,4,0,0,0,0,0,10,,,0,0,67,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,31,7,0,0,32,0,0,,,,,,,,,,,,,,,,,1669,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,34,9,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,11,0,14,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1829,2005-03-31
0,0,0,0,0,0,0,0,0,0,6,,,0,0,2,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1856,2005-03-31
0,0,0,0,0,0,0,0,0,0,3,,,0,0,89,11,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,6,0,5,5,0,0,67,0,0,,,,,,,,,,,,,,,,,2040,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,7,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,4,2,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2161,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2376,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2451,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2554,2005-03-31
0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,2732,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,17,31,25,0,0,,,,,,0,,,,,,17,,,0,0,0,0,,,0,0,6,0,2,0,0,0,0,,,,,,,,,,,,,,,,,2750,2005-03-31
0,0,0,0,0,0,742,0,0,0,4,,0,0,0,849,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,74,18,1,0,32,0,0,,,,,,,,,,,,,,,,,2938,2005-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,2956,2005-03-31
