RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,0,0,0,0,0,,,0,0,71,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,60,58,,,,,,,,,,,,,,,,,,,,,,37,2001-09-30
0,0,0,0,0,0,0,0,0,0,1,,,0,0,7,0,0,7,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,242,2001-09-30
0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,279,2001-09-30
0,0,0,0,0,0,0,0,0,0,5,,,0,0,15,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,13,3,,,,,,,,,,,,,,,,,,,,,,354,2001-09-30
0,0,0,0,0,0,4,0,0,0,0,,,0,0,396,236,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,89,35,,,,,,,,,,,,,,,,,,,,,,439,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,2,13,0,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,457,2001-09-30
0,0,0,0,0,0,0,0,0,0,98,,,0,0,793,585,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,6,0,179,31,,,,,,,,,,,,,,,,,,,,,,505,2001-09-30
133,15,0,0,0,0,0,0,0,0,5,,,0,0,471,5,0,0,,,,,,,,,,,,,,,0,0,23,17,,,297,14,13,15,,,,,,,,,,,,,,,,,,,,,,1146,2001-09-30
0,0,0,0,0,0,0,0,0,0,5,,,0,4,66,60,0,6,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1155,2001-09-30
0,0,0,0,0,0,0,0,0,0,3,,,0,0,52,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,52,3,,,,,,,,,,,,,,,,,,,,,,1351,2001-09-30
0,0,0,0,0,0,0,0,0,0,3,,,0,4,141,0,0,7,,,,,,0,,,,,,0,,,0,0,0,0,,,23,3,111,25,,,,,,,,,,,,,,,,,,,,,,1454,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,7,2,0,0,0,,,,,,0,,,,,,7,,,0,0,0,0,,,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,1557,2001-09-30
0,0,0,0,0,0,0,1,0,0,16,,,0,16,230,90,0,19,,,,,,11,,,,,,0,,,0,0,0,0,,,0,0,89,24,,,,,,,,,,,,,,,,,,,,,,1632,2001-09-30
0,0,0,0,0,0,0,0,0,0,6,,,0,1,166,25,0,20,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,120,42,,,,,,,,,,,,,,,,,,,,,,1669,2001-09-30
0,0,0,0,0,0,0,0,64,0,29,,,0,0,303,84,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,15,1,135,10,,,,,,,,,,,,,,,,,,,,,,1829,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,18,6,6,0,0,,,,,,0,,,,,,15,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1856,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,5,4,0,0,0,,,,,,0,,,,,,5,,,0,0,0,0,,,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,1959,2001-09-30
0,0,0,0,0,0,0,0,0,0,15,,,0,0,76,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,57,11,,,,,,,,,,,,,,,,,,,,,,2040,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,40,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,10,1,30,6,,,,,,,,,,,,,,,,,,,,,,2161,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2376,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,2,30,30,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2451,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,9,9,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2554,2001-09-30
0,0,0,0,0,0,0,0,0,0,81,,0,0,0,82,49,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,33,21,,,,,,,,,,,,,,,,,,,,,,2732,2001-09-30
0,0,0,3,0,0,0,0,0,0,0,,,0,0,202,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,202,26,,,,,,,,,,,,,,,,,,,,,,2750,2001-09-30
0,0,0,0,0,0,0,0,0,0,3,,,0,0,581,444,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,137,7,,,,,,,,,,,,,,,,,,,,,,2938,2001-09-30
0,0,0,0,0,0,0,0,0,0,16,,,0,0,46,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,38,7,,,,,,,,,,,,,,,,,,,,,,2956,2001-09-30
0,0,0,0,0,0,0,12,0,0,41,,,0,0,261,23,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,238,83,,,,,,,,,,,,,,,,,,,,,,3252,2001-09-30
0,0,0,1,0,0,0,0,0,0,6,,,0,2,9,5,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,3458,2001-09-30
0,0,0,0,0,0,0,0,697,6,265,,0,0,0,706,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,5,18,,,0,6,4,3,,,,,,,,,,,,,,,,,,,,,,3506,2001-09-30
4,0,0,0,0,0,0,0,0,0,0,,,0,0,97,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,66,27,,,,,,,,,,,,,,,,,,,,,,3579,2001-09-30
0,0,0,0,0,0,0,0,0,0,22,,,0,0,43,1,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,40,4,,,,,,,,,,,,,,,,,,,,,,3720,2001-09-30
0,0,23,4,0,0,0,0,0,0,17,,,0,9,220,128,0,23,,,,,,23,,,,,,9,,,0,0,0,0,,,0,0,46,7,,,,,,,,,,,,,,,,,,,,,,3953,2001-09-30
0,0,0,0,0,0,0,0,0,0,14,,,0,0,179,88,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,85,30,,,,,,,,,,,,,,,,,,,,,,4138,2001-09-30
0,0,0,0,0,0,0,0,0,0,1,,,0,0,15,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,1,0,14,0,,,,,,,,,,,,,,,,,,,,,,4147,2001-09-30
0,0,0,9,0,0,0,0,0,0,0,,,0,2,57,1,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,42,5,,,,,,,,,,,,,,,,,,,,,,4156,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,1,20,6,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,11,9,,,,,,,,,,,,,,,,,,,,,,4231,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,38,7,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,31,15,,,,,,,,,,,,,,,,,,,,,,4437,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,4745,2001-09-30
0,0,0,0,0,0,0,0,0,0,4,,,0,0,239,30,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,209,56,,,,,,,,,,,,,,,,,,,,,,4839,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,5005,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,139,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,7,0,132,44,,,,,,,,,,,,,,,,,,,,,,5050,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5069,2001-09-30
0,0,0,0,0,0,0,0,0,0,1,,,0,65,150,54,0,9,,,,,,9,,,,,,65,,,0,0,0,0,,,17,0,64,6,,,,,,,,,,,,,,,,,,,,,,5135,2001-09-30
0,0,0,0,0,0,0,0,0,0,1,,0,0,0,142,10,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,106,41,,,,,,,,,,,,,,,,,,,,,,5210,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,0,0,3,64,0,0,22,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,4,1,38,7,,,,,,,,,,,,,,,,,,,,,,5247,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,101,4,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,97,50,,,,,,,,,,,,,,,,,,,,,,5274,2001-09-30
0,0,0,0,0,0,0,0,0,0,35,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,5331,2001-09-30
0,0,0,0,0,0,70,245,0,0,0,,,0,0,74,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,4,6,,,,,,,,,,,,,,,,,,,,,,5461,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,5,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,5751,2001-09-30
11746,566,0,0,0,0,0,0,0,3,34,,0,0,38,12720,447,0,311,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,216,46,,,,,,,,,,,,,,,,,,,,,,5939,2001-09-30
0,0,0,0,0,0,0,0,0,0,4,,,0,0,315,202,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,4,0,109,31,,,,,,,,,,,,,,,,,,,,,,6039,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,106,73,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,30,5,,,,,,,,,,,,,,,,,,,,,,6057,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,104,45,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,50,4,,,,,,,,,,,,,,,,,,,,,,6141,2001-09-30
0,0,0,0,0,0,71,4,0,0,3,,,0,2,728,398,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,19,8,226,78,,,,,,,,,,,,,,,,,,,,,,6329,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,13,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,6842,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,125,36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,34,11,55,8,,,,,,,,,,,,,,,,,,,,,,6972,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,7009,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,52,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,2,0,21,16,,,,,,,,,,,,,,,,,,,,,,7045,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,358,345,0,3,,,,,,3,,,,,,0,,,0,0,0,0,,,0,0,10,6,,,,,,,,,,,,,,,,,,,,,,7157,2001-09-30
0,0,0,0,0,0,0,0,0,0,22,,0,0,0,149,136,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,,2,1,11,2,,,,,,,,,,,,,,,,,,,,,,7166,2001-09-30
0,0,0,0,0,0,0,0,0,0,25,,,0,125,205,9,0,190,,,,,,190,,,,,,125,,,0,0,0,0,,,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,7456,2001-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,58,15,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,43,9,,,,,,,,,,,,,,,,,,,,,,7634,2001-09-30
0,0,0,0,0,0,0,0,0,0,8,,,0,42,133,53,0,80,,,,,,79,,,,,,42,,,0,0,0,0,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,8033,2001-09-30
