RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,8,0,0,0,4,0,0,0,2,,,0,0,212,2,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,156,81,11,0,42,0,0,,,,,,,,,,,,,,,,,37,2003-12-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,16,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,16,5,10,0,0,0,0,,,,,,,,,,,,,,,,,242,2003-12-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,21,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,21,4,0,0,0,0,0,,,,,,,,,,,,,,,,,279,2003-12-31
0,0,0,0,0,0,0,4,0,0,0,,,0,2,139,0,0,9,,,,,,9,,,,,,2,,,0,0,0,0,,,0,0,86,12,1,0,44,0,0,,,,,,,,,,,,,,,,,354,2003-12-31
0,0,0,0,0,0,0,0,0,0,10,,,0,0,101,5,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,57,18,2,0,38,1,0,,,,,,,,,,,,,,,,,439,2003-12-31
0,0,0,0,0,0,0,0,0,0,0,,,0,3,16,0,0,0,,,,,,0,,,,,,3,,,0,0,0,0,,,0,0,16,3,0,0,0,0,0,,,,,,,,,,,,,,,,,457,2003-12-31
0,0,0,0,94,0,162,96,0,0,167,,,0,0,580,177,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,4,0,85,53,1,0,58,0,0,,,,,,,,,,,,,,,,,505,2003-12-31
158,18,0,0,0,0,0,0,0,0,7,,0,0,0,646,69,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,30,,,380,14,39,8,0,0,0,0,,,,,,,,,,,,,,,,,,1146,2003-12-31
0,0,57,0,0,0,0,0,0,0,24,,,0,0,192,121,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,1,0,10,10,6,0,3,0,0,,,,,,,,,,,,,,,,,1155,2003-12-31
0,0,0,0,0,0,0,0,0,0,12,,,0,0,98,23,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,75,18,0,0,0,0,0,,,,,,,,,,,,,,,,,1351,2003-12-31
