RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
,,0,0,0,0,,,0,0,0,,,0,0,120,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,7,0,60,0,,,0,1,0,0,0,0,0,0,,,,18,4,42,2,37,2013-12-31
,,0,0,0,0,,,0,0,0,,,0,0,5,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,1,1,4,0,242,2013-12-31
,,0,0,0,0,,,0,0,25,,,0,0,183,5,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,162,0,,,,0,0,16,33,279,2013-12-31
,,0,0,0,0,,,0,0,0,,,0,2,2,0,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,5,,,4,0,0,0,,,0,0,0,0,0,0,0,0,,,,2,2,0,0,354,2013-12-31
,,10,0,0,0,,,0,0,0,,,0,0,173,100,0,5,,,,,,5,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,4,2,,,0,0,0,0,16,0,8,0,,,,0,2,28,17,457,2013-12-31
,,0,0,0,0,,,0,0,202,,0,0,0,417,144,0,6,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,33,6,190,68,,,0,0,0,0,0,0,0,8,0,0,,9,23,0,6,505,2013-12-31
,,0,0,0,0,,,0,0,1,,,0,2,169,0,0,9,,,,,,,,,,,,,,,0,0,0,0,,,19,0,,,0,0,39,0,,,0,0,0,0,85,13,0,2,,,,5,0,12,2,1155,2013-12-31
,,36,0,0,0,,,0,0,60,,,0,10,861,592,0,89,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,71,15,73,27,1351,2013-12-31
,,0,0,0,0,,,0,0,7,,0,0,7,81,16,0,20,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,2,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,6,0,39,6,1454,2013-12-31
,,0,0,0,0,,,0,0,0,,,0,0,40,36,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,4,8,0,0,1557,2013-12-31
,,0,0,0,0,,,0,0,2,,,0,0,283,73,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,14,0,87,0,,,0,0,0,0,0,0,0,0,,,,59,7,64,34,1669,2013-12-31
,,0,0,0,0,,,454,0,0,,0,0,0,571,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,6,0,,,16,1,,,0,0,57,0,,,0,0,0,0,28,78,0,0,0,0,,0,1,10,1,1829,2013-12-31
,,0,0,0,0,,,200,0,192,,,0,0,217,1,0,8,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,6,1,2,0,1856,2013-12-31
,,0,0,0,0,,,0,0,7,,,0,0,116,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,8,3,22,71,,,0,0,16,0,0,0,0,4,,,,2,0,5,3,2040,2013-12-31
,,0,0,0,0,,,0,0,4,,,0,5,32,21,0,8,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,1,0,2,7,2161,2013-12-31
,,0,0,1226,0,,,0,0,0,,0,0,0,2669,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,21,0,,,0,0,,,2,0,89,0,,,0,3,592,35,290,10,451,1,0,0,,0,0,0,0,2376,2013-12-31
,,0,0,0,0,,,0,0,7,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,2554,2013-12-31
,,0,0,611,9,,,0,0,76,,0,0,0,3174,591,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,24,0,0,0,,,0,65,191,12,537,1,1242,450,0,0,,2,2,0,0,2732,2013-12-31
,,0,0,0,0,,,0,0,7,,,0,110,0,0,0,0,,,,,,0,,,,,,110,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,1,2750,2013-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,521,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,93,0,,,0,0,,,1,12,374,31,,,0,0,23,0,0,0,0,0,0,0,,0,0,0,0,3177,2013-12-31
,,50,3,0,0,,,0,0,90,,,0,6,1223,112,0,453,,,,,,453,,,,,,6,,,0,0,0,0,,,0,0,,,12,0,1,0,,,0,0,0,0,0,0,0,28,,,,66,17,541,133,3252,2013-12-31
,,0,0,0,0,,,0,0,0,,,0,0,9,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,10,,,,2,0,7,1,3458,2013-12-31
,,0,0,0,0,,,0,0,15,,,0,0,59,0,0,15,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,1,0,43,0,,,0,0,0,0,0,0,0,0,,,,1,0,0,0,3720,2013-12-31
,,0,37,0,4,,,36,459,60,,0,0,9,4651,21,0,119,,0,0,,0,119,,,0,,0,9,,,0,0,185,37,,,0,0,,,741,14,980,71,,,50,18,713,10,196,77,0,0,0,0,,0,0,2280,192,3971,2013-12-31
,,0,0,0,0,,,0,0,33,,,0,20,64,31,0,0,,,,,,0,,,,,,20,,,0,0,0,0,,,0,0,,,4,0,0,0,,,0,0,0,1,0,27,0,0,,,,1,1,32,35,4156,2013-12-31
,,0,4,0,0,,,0,0,0,,,0,0,673,154,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,9,0,,,0,0,4,0,415,0,0,0,,,,36,20,55,8,4231,2013-12-31
,,0,0,0,0,,,0,0,35,,,0,0,1429,103,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,21,0,67,0,,,0,0,52,63,1147,12,41,0,,,,0,0,19,3,4437,2013-12-31
,,0,0,493,6,,,0,0,1,,0,0,0,2780,251,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,16,0,,,0,0,,,44,0,387,0,,,0,0,850,25,752,0,0,0,0,0,,0,0,31,8,4839,2013-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5069,2013-12-31
,,50,0,0,0,,,0,0,1,,0,0,0,347,45,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,1,3,,,0,0,98,0,,,0,0,0,5,10,1,100,0,0,0,,1,6,42,32,5135,2013-12-31
,,0,0,0,0,,,0,0,215,,0,0,21,2427,22,0,156,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,1,2,804,258,,,0,0,0,0,455,0,541,0,0,0,,0,0,191,4,5210,2013-12-31
,,125,0,0,0,,,0,0,8,,0,0,0,808,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,8,9,0,,,0,0,,,34,0,0,149,,,0,0,106,0,264,60,149,0,0,0,,0,0,6,4,5461,2013-12-31
,,0,0,0,0,,,0,0,44,,,0,0,78,0,0,61,,,,,,61,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,12,5,5,0,5751,2013-12-31
,,0,0,0,0,,,0,0,0,,,0,0,590,70,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,2,1,,,0,1,0,23,,,0,0,0,0,0,1,479,0,,,,13,3,3,2,6039,2013-12-31
,,0,0,0,0,,,0,0,0,,,0,0,80,1,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,14,0,,,0,0,0,0,0,0,0,0,,,,0,0,65,30,6141,2013-12-31
,,78,44,22,0,,,0,0,95,,0,0,0,7239,318,0,71,,0,0,,0,71,,,0,,0,0,,,0,0,118,0,,,79,11,,,4,182,484,73,,,28,1,384,78,145,20,789,20,0,0,,3400,263,1250,118,6329,2013-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7009,2013-12-31
