"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	
666657																																	4373	184113	14263	7519	540839	3862	7974	4112	4063	0	264364	0	264364	25820	7856	0	0	1165408	2580	0	2355	72145	33453	51104	639677	49330	9754	7361	1501	3621	101	707134	108803	124913	83067	62157	1000	4373	0	4373	0	0	0	0	0	1206	0		0	0	73880	110233	396920	143919	0	0	0			
666844																																	0	116	14699	598	3198		13		14564	0			4725	0	3764	0	2473	58241	0	0	0	13792	122	62	21846	416	2758	3392	6656	274	70	11528	12499	12333	7834	19	51								177	0			0	0							0			
667029																																	0	1987	2715	2088	15554		0		1664	0			10548	2316	14508	0	448	99545	0	0	0	45287	2099	13537	4770	1303	1333	4631	1889	21316	14670	11113	3702	10130	13331	11917	2914								0	331			0	0							0			
667252																																	0	427	1042	206	1132		0		2617	46			1302	252	1206	0	0	10670	0	0	0	2159	305	53	3209	215	184	240	369	1093	0	3170	884	1683	1401	678	643								0	22		0	0	0							0			
667346																																	0	1639	8848	0	1867		24		7251	0			2254	0	1753	0	228	33811	0	4	0	8839	1104	0	14505	866	1771	5168	929	60	0	5297	9890	4957	4343	348	107								0	0		0	0	0							0			
667458																																	0	115	387	0	624		26		5780	0			2277	0	651	0	0	10259	0	0	1004	399	0	0	4552	119	20	33	212	15	0	1037	3038	1024	870	1999	1091								0	0			603	570							0			
667524																																	0	2800	7213	114	14331		601		1461	0			8067	1620	6714	0	0	82305	57	0	0	37875	1392	24473	15405	1394	3083	9905	11760	10533	1050	8356	7049	9566	7490	11747	56								0	174			0	0							0			
667551																																	0	594	4542	52	1095		0		8881	0			6447	0	2759	0	0	27690	0	992	2568	2320	8	2080	10422	185	693	756	663	23	0	10035	2350	5660	5663	1015	27								0	0			0	0							0			
667757																																	0	68074	13700	8908	157473	0	843	843	9	0	126716	0	126716	14694	30321	0	0	526202	0	0	3854	86400	18399	10480	252518	13695	13302	25362	21833	11852	0	175230	46610	70770	88146	51874	5550	0	0	0	0	0	0	0	0	665	0		0	0	16076	51998	89549	67924	0	0	0			
667832																																	0	923	2025	0	6548		0		5982	268			10971	99	10263	0	0	45405	0	0	450	7495	1099	0	15885	541	1302	4913	602	0	0	4004	10113	16224	6490	341	188								0	0			0	0							0			
667850																																	0	0	484	0	740		0		446	0			104	0	606	0	0	2863	0	0	0	483	0	0	821	47	190	148	28	70	0	535	279	1357	209	0	0								0	0			0	0							0			
667869																																	0	25435	0	0	50239		544		0	0			193089	7513	2808	0	0	279993	0	0	0	0	0	0	90784	0	0	0	0	0	0	190969	29892	12234	11757	33619	0								0	365			0	0	12307	13128	32113	18126			0			
668053																																	0	246	1586	123	182		2		8049	0			2859	0	0	0	0	16662	25	0	0	1640	65	0	10152	53	234	569	467	51	266	2258	7894	1782	2281	741	0								77	1858		0	0	0							0			
668147																																	0	4006	7127	0	21025		28		9848	0			6213	876	1935	0	3958	64160	0	0	0	4799	4345	1717	16038	402	751	1718	699	753	476	15065	7322	10932	18501	7387	21								0	0			0	0	106	3900	10721	10304			0			
668352																																	0	0	3597	0	403		0		2338	0			591	0	154	0	0	7455	0	0	0	372	0	0	1770	32	0	240	0	46	54	3463	1763	270	524	73	990								0	0			0	0							0			
668745																																	0	11307	60	10423	48521		298		0	0			23576	6511	2762	0	0	142609	5	0	0	32320	5048	26270	48419	3719	10773	15004	2205	154	367	34381	27875	31622	9681	2382	0								1708	80			0	0	6518	4789	25343	23178			0			
668848																																	0	4410	10700	593	13862		0		27142	0			61472	0	4165	0	558	144915	0	0	0	20772	1008	0	61719	1511	2980	7323	8079	879	0	34514	22714	21878	33718	6201	5118								212	21			0	0							0			
669443																																	0	44649	62385	37	147445	0	298	298	80753	0	150659	0	150659	23221	25054	0	3741	691167	0	65	0	83231	69629	26134	75759	6456	22674	8582	29833	5725	9720	191658	169438	175317	46509	7561	11285	0	0	0	0	0	0	0	0	0	0		2	2	0	44649	72099	75346	65	0	0			
669555																																	0	1280	56455	285	14534		321		108217	0			39485	1527	8754	0	439	243512	0	0	0	11915	286	0	113114	1559	1548	2913	5094	214	569	119674	33831	27947	42753	5625	1642								0	14			0	0							0			
670159																																	0	75	1087	0	293		7		2577	0			842	0	2580	0	0	9104	0	0	0	1643	0	1611	2624	323	939	349	0	32	0	2259	2779	1379	941	103	0								0	0		0	0	0							0			
670421																																	0	24	394	72	515		0		22	0			9157	46	4778	0	0	22289	0	0	0	7069	212	0	5257	242	35	1050	1909	2378	1309	4878	102	1387	2478	4132	1484								0	0		0	0	0							0			
670430																																	0	3051	3249	818	8291		2602		8950	0			33357	4279	11913	0	0	95107	1	0	0	17014	1329	4422	38323	1756	4292	2619	7508	226	608	34375	18457	6050	16301	1613	308								0	255			0	0							0			
670467																																	0	80106	17100	4918	64480	0	364	364	20448	0	33199	0	33199	26941	48681	0	4147	353418	0	0	0	45947	4529	1578	80018	3057	228	2849	9656	10955	19007	133873	12212	42659	76062	27879	12441	0	0	0	0	0	0	0	1474	1084	0		0	0	9538	70568	26814	37666	0	0	0			
670560																																	0	0	0	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0							0			
670654																																	0	434	394	0	8640	0	16	16	427	0	2582	0	2582	0	2161	0	0	20128	0	0	0	4974	471	2832	3990	45	2716	113	103	1711	286	1945	5903	3132	2521	1313	340	0	0	0	0	0	0	0	0	29	0	0	0	0	0	434	0	8640	0	0	0	0	0	
670748																																	0	0	749	0	654		0		2662	45			14977	820	5065	0	393	30792	0	0	0	5468	4	5468	7192	275	800	1278	323	920	1789	9328	3674	2545	3526	2205	3853								0	0			0	0							0			
671053																																	0	905	3163	0	362		9		4385	0			656	0	1831	0	0	13647	0	401	0	1935	0	1012	3968	194	760	712	197	72	0	3657	5308	1399	1125	223	0								0	0		0	0	0							0			
671147																																	0	2983	45870	13021	53468		453		35023	0			40132	568	4961	0	1926	246985	0	0	0	43215	4579	34687	68223	5962	6995	8697	15398	4389	1774	67940	25713	43363	49386	14700	2076								786	0			0	0	2275	708	36577	16891			0			
671334																																	0	49420	0	33541	286402	0	13143	13143	0	0	133914	0	133914	11880	1788	0	1376	587784	0	0	0	51527	4763	45469	190321	2214	6266	15338	7879	18957	767	195459	56037	116595	78813	86119	0	0	0	0	0	0	0	0	30	0	0		0	0	3157	46263	71474	214928	0	0	0			
671464																																	1256	101626	0	20238	1214403	0	27	27	0	0	301826	0	301826	24483	61549	0	0	1737907	2628	0	0	238	3525	0	331442	135	0	103	0	0	0	979526	34403	125293	350101	244367	0	0	0	0	0	1256	0	1256	1030	10334	0		0	0	0	101626	431376	783027	0	0	0			
671558																																	0	27528	40366	16973	80686	0	502	502	22911	0	45672	0	45672	15029	17631	0	0	371047	0	614	0	97143	4894	72790	121079	19486	42165	30337	715	1513	2140	91292	76075	75306	19808	8255	2129	0	0	0	0	0	0	0	1098	0	0		0	0	11806	15722	39053	41633	0	614	0			
671576																																	24868	610408	0	8010	535275	0	0	0	0	0	75244	0	75244	0	52833	0	0	4027264	0	31521	0	2426567	213691	0	574835	2735	5476	48036	57509	375174	1765626	255839	310785	248160	192766	261945	153517	24868	0	24868	0	0	0	0	19479	29368	0	0	0	0	516118	94290	0	535275	21919	9602	0			
671857																																	0	176	2259	163	756		22		5028	0			854	13	809	0	0	11397	0	0	0	1317	0	736	8779	241	44	359	240	341	92	8161	290	720	212	434	220								0	0			0	0							0			
672041																																	0	0	1570	0	0		20		906	0			330	0	2446	0	0	11421	0	0	0	6149	0	0	4198	542	1572	3408	627	0	0	475	1609	2667	521	0	0								0	0			0	0							0			
672238																																	0	450	2741	70	1440		3		1837	437			1217	0	4832	0	263	17281	0	0	0	4213	185	619	4269	178	691	1348	1955	41	0	2047	2107	3535	5187	192	0								0	30		0	0	0							0			
672247																																	0	3809	2228	1598	28307		52		315	0			10578	819	4370	0	872	87905	0	0	538	33002	1723	3619	28996	4141	7208	14666	4129	2399	9	15486	12362	19816	5065	855	0								232	0			0	0	1605	2204	22486	5821			0			
672359																																	0	113	783	0	165		43		7631	0			2573	0	1658	0	0	13625	0	0	160	659	0	0	5707	322	0	0	156	114	0	3269	2438	2119	2162	2985	0								0	0			0	0							0			
672537																																	0	40129	903	11958	44616		143		924	0			13158	5560	6202	0	3497	151030	186	0	2109	21112	1547	1513	51975	1845	2046	5357	9415	2448	0	58393	11755	15714	31070	13150	15								1467	0			0	0	2930	37199	30947	13669			0			
673132																																	0	110358	3033	941	136489	288	1544	1256	920	144	50362	0	50362	8114	19579	0	103	410898	172	223	0	72735	6669	17539	202249	14694	19165	27189	3958	4322	3040	135220	76967	100916	18233	3704	2048	0	0	0	0	0	0	0	0	0	0		0	0	508	109850	27266	109223	0	223	0			
673178																																	0	18646	3026	0	7069		17		720	0			3859	4489	5766	0	635	50923	0	0	0	5889	439	0	18976	905	400	1805	1803	932	44	17187	8229	8846	7100	2995	533								0	368			0	0	6748	11898	5911	1158			0	0	0	
673244																																	0	17943	5832	2178	22939		20		9388	0			7454	0	1543	0	0	81504	0	0	0	13220	947	364	37316	1488	2616	5602	3092	167	255	30042	8945	15860	12027	356	0								40	0			0	0	7201	10742	17111	5828			0			
673431																																	0	27275	0	3487	43023	0	0	0	0	560	21904	0	21904	1070	3540	0	0	176587	0	0	0	72462	3415	15620	38869	1293	1156	5164	8897	27326	27556	33935	4045	18273	15257	13533	18591	0	0	0	0	0	0	0	0	411	0		0	0	293	26982	0	43023	0	0	0			
673440																																	0	198577	27624	22647	241234	1490	2506	1016	6334	105	129221	0	129221	19219	57135	0	0	962912	0	64342	0	165329	20919	20463	473018	37806	43357	58458	11261	2301	10768	350610	180411	184775	40318	33114	4294	0	0	0	0	0	0	0	6428	1397	0		0	0	12533	186044	3346	237888	0	64342	0			
673851																																	0	6846	4406	4312	7023		14		3666	0			21644	5277	7217	0	0	73535	0	110	0	10964	2056	4342	35229	616	4908	2351	2949	140	0	24714	20212	9628	5453	2564	0								0	0			0	0	6846	0	3027	3996			0			
673909																																	0	29472	0	66758	187249	0	48	48	0	0	178	0	178	26148	240	0	0	590353	0	0	0	278908	1179	166597	29310	3356	16139	37641	26401	42518	151857	29353	33076	86436	116001	41331	3016	0	0	0	0	0	0	0	0	173	0		0	0	12559	16913	1584	185665	0	0	0			
673963																																	0	13521	7544	5825	26900	0	1061	1061	11949	0	36646	0	36646	209	14929	0	392	137971	0	0	1235	16179	2339	596	52153	2432	2660	1810	1735	4467	3055	44213	17348	24667	19091	10472	5691	0	0	0	0	0	0	0	0	477	0		0	0	1741	11780	14485	12415	0	0	0			
674344																																	0	3033	146	1043	5567		0		218	0			985	2482	1682	0	201	38168	21	0	0	20406	2174	19908	4443	2138	10283	7836	0	0	0	4073	2859	9293	1153	87	0								155	97			0	0	2251	782	4392	1175			0			
674849																																	0	4060	34595	2743	6190		0		28706	0			17063	1148	8137	0	0	149992	0	0	0	47084	266	393	38676	1414	2617	9386	12676	20620	371	19835	14810	17314	24280	25494	1175								0	0			0	0							0			
675042																																	0	588	15155	181	3590		42		9450	24			2362	0	2270	0	2139	42627	0	0	0	6850	0	407	13037	316	737	1866	1762	2023	0	3740	10323	11049	7590	2808	184								0	0			0	0							0			
675051																																	0	4337	0	0	8405		10		0	0			3487	0	1105	0	0	21421	0	0	0	3774	273	0	11176	86	1670	827	145	1046	0	7503	2515	1947	3239	2443	0								0	30			0	0							0			
675079																																	0	1057	8864	238	5645		0		152	0			665	0	2102	0	0	38224	0	0	0	18524	977	17194	2991	804	2745	3504	3265	8188	0	1663	4766	6557	2589	3721	0								0	0			0	0							0			
675239																																	0	9696	2368	0	15528		0		145	386			28272	0	15241	0	0	88566	123	0	0	17228	211	0	50031	3393	1875	5133	6397	430	0	28916	15847	12628	11195	2775	97								0	0			0	0	1733	7963	4239	11289			0			
675248																																	0	1442	1450	0	4764		2574		5739	0			7692	250	2091	0	0	42891	0	0	0	12273	4399	486	18884	907	2610	6225	2177	230	0	6932	8435	10204	3564	1126	0								117	100			0	0							0			
675332	81072836	4580199	98209	0	23035861	540877	11504374	32204	2309879	129625706	0	1508123	24141713	59253939	4592837	7450649	12919187	8044772	4353782	2381	71457	1148	783	8943	263460	1046661	62276		0	0	0	5056434	84712	14358990	139538	707061	11774764	648552	4580199	3931647	98209		23035861	540877	23576738	14598668	11504374	32204	2309879	129625706	0	5056434		32473618	7020197	30290490		1515440	3135616	6668308	7979329	7438682	5299398							73838			1148	9726			263460	1046661					8415635	5943355	7837802	3936962			92815	9762	2130	
675341																																	0	4384	937	47	1297		0		4335	0			5918	0	452	0	160	17954	0	0	0	424	0	0	8906	36	0	239	149	0	0	5644	3250	1387	4161	1337	610								0	0			0	0							0			
675659																																	0	3279	10265	1159	5113		13		13479	0			11239	0	2912	0	988	54718	0	0	0	6121	0	0	24442	56	261	738	3219	1648	151	20821	3745	8291	5986	7045	2346								150	0			0	0	0	3279	0	5113			0			
675855																																	0	529	0	0	1777		25		0	0			1016	0	3363	0	0	11497	290	0	0	5077	0	1386	3549	563	2036	608	190	996	684	1416	1227	2172	1196	699	0								0	0			0	0							0			
675949																																	0	27021	0	2013	38915		2412		92	0			49541	4237	2679	0	0	164576	0	0	0	34984	2281	1719	75511	5573	4583	14593	3818	5232	173	49363	15146	36364	18347	1484	1494								318	83			0	0	5829	21192	27223	11692			0			
676049																																	0	2713	2663	69	8081		0		203	0			1856	0	15908	0	0	62837	0	0	0	31344	0	0	15592	1455	3365	9348	6945	9660	138	5680	5102	11000	8259	1196	0								0	0			0	0							0			
676151																																	0	20442	8033	6130	18877		115		17431	37			15619	142	11421	0	411	122536	0	2863	0	18500	2096	5	47305	752	2924	5059	5596	3364	130	34049	13463	17507	18324	16074	2508								332	124		0	0	0	4438	16004	12860	6017			0			
676160	1035997	35032	250	1436	201646	49878	343	0	0	1321403	2351	6480	579718	818364	79813	73215	205971	67458	8324	0	0	0	0	0	274	280	0		0	0	0	54	0	273039	0	90206	568924	350	35032	34682	250		201646	0	201646	47902	343	0	0	1270866	2351	54		50685	4582	32358		31597	984	179	186	3876	13863							0			0	0			274	280					21192	251847	138134	430790			0			
676245																																	0	876	6374	299	8608		40		15341	0			18644	744	1971	1733	0	62497	0	0	0	6824	1003	4097	23695	1012	571	999	655	1129	2454	42212	4323	3183	5165	597	192								0	40			0	0							0			
676656	3803254	99723	5987	0	3318005	24082	96094	0	54359	7462334	0	106865	3894878	5229872	359340	363106	387200	430289	37675	0	0	0	0	0	0	60830	0		142	111	0	0	0	2109132	10018	85838	771651	28149	99723	71574	5987		3318005	24082	3342087	27037	96094	0	54359	7462334	0	0		631895	167683	122100		16564	129713	56419	75313	257538	96042							0			0	0			0	60830					680812	1428320	364849	406802			0			
676955																																	0	2085	2995	0	5987		0		6093	0			2271	0	2008	0	109	23884	0	0	0	2336	0	0	9907	90	219	654	668	19	686	6994	2456	8200	1768	468	644								0	0			0	0							0	0	0	
677354																																	0	230	3423	0	2866		29		11839	0			5069	0	3050	0	0	31640	0	55	0	4550	503	0	14844	87	835	1265	1783	580	0	10822	3176	4729	6396	1403	495								0	26			0	0							0			
677448																																	0	544	13859	186	5433		20		17039	0			6208	75	1744	0	978	50727	0	0	0	4614	27	10	21020	225	197	1270	2427	483	12	13628	10055	9616	7736	4469	173								0	0		0	0	0							0			
677644																																	0	50745	22990	2990	12665	0	0	0	41846	246	28222	0	28222	930	13784	0	537	214455	0	0	0	35794	2548	0	181987	12796	4968	13049	1117	2832	846	159963	4260	9636	3573	409	228	0	0	0	0	0	0	0	1404	0	0		0	0	3191	47554	3709	8956	0	0	0	0	0	
677756																																	0	1071	11865	249	727		23		13544	0			3178	0	1726	0	74	33419	0	105	0	628	6	0	13604	12	184	87	196	149	0	5734	13114	7944	4925	727	301								198	25			0	0							0			
678043																																	0	14690	14855	3055	14259		71		12227	0			5394	12750	7462	0	256	117354	7	0	0	26065	5975	0	41053	2201	4155	11759	4911	2551	488	27321	20273	19650	14084	9218	613								0	302			0	0	7813	6877	0	14259			0			
678052																																	0	665	0	0	1595		30		0	0			2302	0	2518	0	0	17252	0	0	0	10142	0	0	5873	1160	2000	5789	171	942	80	1001	1743	2895	1394	50	0								0	0			0	0							0			
678070																																	0	148	5236	3765	6119		2367		0	0			0	322	371	0	0	41190	91	0	0	21994	959	2757	858	2109	774	241	899	10584	7387	5114	727	1283	957	6148	5058								0	0			0	0							0			
678258																																	0	0	2731	0	466		105		7390	0			2315	0	2290	0	215	17523	0	0	0	1848	118	0	6526	46	53	492	1146	110	0	3252	6393	1492	3936	435	168								45	0			0	0							0			
678454																																	0	3887	11683	1794	9048		0		0	0			12828	0	17055	0	125	77275	0	0	0	19835	1020	5547	29350	3197	4318	7829	3657	440	190	8266	17781	16234	10406	4361	0								0	0			0	0							0			
678557																																	0	568	11894	0	2775		0		9329	0			3400	188	2709	0	0	35844	0	0	0	4930	0	0	16628	808	532	559	2092	903	35	6619	41	14514	4299	4622	654								0	51			0	0							0			
678717																																	0	77521	11309	32577	275222	1079	1079	0	87	276	104841	0	104841	54038	4296	0	44687	808253	0	0	0	136125	64649	36294	208009	18914	7981	24286	18781	43722	20978	264937	18917	34254	59423	145734	146046	0	0	0	0	0	0	0	0	1822	0		0	0	1481	76040	132815	142407	0	0	0			
678744																																	0	10962	9329	374	8143		210		7694	0			7321	0	4614	0	0	63658	0	0	0	15011	0	612	27920	1444	1296	4548	7534	0	0	17333	7843	12547	8436	1234	334								0	0		0	0	0							0			
678931																																	0	4353	3769	1159	2776		36		592	0			2420	301	3433	0	0	34743	0	0	0	15710	190	0	6010	298	199	305	820	13275	813	2185	3328	1893	2083	9124	58								0	4			0	0							0			
679246																																	0	3315	14185	0	2466		32		16669	0			6079	56	1299	0	0	49550	0	936	0	3852	644	42	18452	217	423	986	1145	242	739	12672	11270	9847	8005	3215	421								0	17			0	0							0			
679451																																	0	282	3689	0	1935		23		6423	0			1775	0	1534	0	0	20260	0	0	0	4599	0	308	4624	124	315	112	20	3078	913	2114	2733	2122	2548	5284	692								0	0		0	0	0							0			
679648																																	0	0	459	0	1447		69		2049	0			4050	0	3701	0	1120	21787	0	0	0	8803	89	0	7622	1264	918	4440	2142	39	0	5032	943	4102	2729	161	0								0	0			0	0							0			
679826																																	0	103277	2480	0	225658	0	201	201	0	0	43727	0	43727	43831	13183	0	0	642837	0	0	0	189155	14638	43251	108242	6856	13568	37424	27575	29608	73310	135965	53037	60435	73343	88469	41887	0	0	0	0	0	0	0	0	6687	0		0	0	13926	89351	127598	98060	0	0	0			
680055																																	0	3579	12564	1647	9300		358		38379	0			24264	210	7501	0	558	106467	0	1207	0	5020	1358	754	46217	498	214	2520	1408	354	26	48040	20555	11174	16666	4264	657								416	106			0	0							0			
680130																																	0	38706	0	8117	111553	0	2069	2069	0	0	12133	0	12133	4863	10801	0	0	236090	308	0	0	42987	3456	8147	106514	2890	2108	4876	1759	4423	25292	79104	22413	45957	31883	10280	1253	0	0	0	0	0	0	0	1509	204	0		0	0	0	38706	73326	38227	0	0	0			
680149																																	0	863	10918	0	3802		206		17281	0			3058	84	1424	0	163	48161	0	0	10	9463	899	94	17925	247	530	3854	1892	2183	642	12465	7614	6970	5803	4045	1425								0	0			0	0							0			
680354																																	0	59941	14657	659	70461	310	4481	4172	16154	2837	56710	0	56710	3153	4536	0	0	245567	0	9	0	13553	868	7	129665	2726	3261	5124	1961	66	323	134610	28895	42926	20418	4710	438	0	0	0	0	0	0	0	385	0	0		0	0	44346	15595	39323	31138	0	9	0	0	0	
680457																																	0	77019	15776	8843	66794	0	400	400	15431	0	86487	0	86487	334	8909	0	201	327765	0	0	0	42625	4946	1352	165055	12865	12856	16022	651	231	0	106128	61751	68897	33466	13395	1503	0	0	0	0	0	0	0	0	0	0		0	0	27094	49925	52118	14676	0	0	0			
680747																																	0	10659	6952	224	7595		31		3548	0			1980	0	4333	0	2343	49676	0	0	0	11885	93	11669	37779	2077	8608	607	377	0	0	12558	14751	7348	1237	1632	105								33	0		0	0	0							0			
680813																																	0	9400	3175	5720	152391	0	84	84	170	8006	28836	0	28836	29545	107030	0	15015	514320	0	0	0	152766	8977	91891	30375	8813	18237	9399	41137	61917	12154	62559	57706	67975	103545	60557	7706	0	0	0	0	0	0	0	575	636	0		0	0	1701	7699	106203	46188	0	0	0			
680952																																	0	0	616	0	268		26		2179	0			3534	0	1626	0	0	9622	0	0	50	1373	0	498	3389	54	6	84	122	1079	0	2605	2670	1358	819	797	0								0	0			0	0							0			
681043																																	0	5998	528	544	10615		0		0	0			26505	2294	24554	0	0	77398	0	3	0	5682	663	4733	7277	1326	1535	1932	834	55	0	10649	1680	20619	30663	7803	302								0	12			0	0	5419	579	5316	5299			0			
681249																																	0	0	343	0	88		49		1167	0			4323	0	1895	0	480	20644	0	0	0	12224	16	1348	9967	1845	4075	5459	819	26	0	1561	2486	3237	972	62	0								59	0			0	0							0			
682143																																	0	12336	2985	4739	55168		69		4134	2			32490	26460	21565	0	2441	237317	0	0	0	67385	6417	40087	44956	4032	7886	27572	17277	7834	2682	57360	16159	33443	34591	25521	2584								0	1128			0	0	7771	4565	46129	9039			0			
682545																																	0	6338	1055	1339	14444		6		0	0			1923	7127	1027	0	0	43177	0	0	0	8882	991	6622	10292	1534	2153	562	391	906	3122	14460	3507	10282	3462	216	419								0	45			0	0	1784	4554	13161	1283			0			
682563																																	396	1149255	68100	27653	1702494	9837	127842	118005	10279	0	3022060	74523	3096583	88223	273107	0	101646	7482970	1	155502	0	384652	178392	21262	2630053	54064	26655	27653	32112	142178	101517	4753615	343170	526168	653749	698610	102125	396	0	396	0	0	0	0	0	118847	17836		570	254	194537	954718	624241	1078253	0	155502	0			
682611																																	48500	177219	51162	47672	419667	0	14110	14110	4127	1997	317667	0	317667	30669	82937	0	41849	1537911	0	64148	11098	179664	55484	88809	359550	16006	29065	27386	31493	34126	39296	494729	93616	316986	340804	85552	24335	48500	0	48500	0	0	0	0	0	3036	0		0	0	55529	121690	220416	199251	61450	2698	0			
682648																																	0	2034	7748	411	11155		63		4686	0			11043	212	4171	0	0	55145	0	0	199	12728	836	0	18871	1538	2004	7569	1407	87	123	7683	7646	17076	6943	1956	1113								58	0			0	0							0			
683449																																	0	2308	36713	514	41298		306		16486	0			26411	1168	10767	0	3844	159617	0	768	0	19034	0	0	85817	1781	3584	12458	930	281	0	53685	26733	31397	17239	8634	2861								0	0			0	0							0			
683814																																	0	1872	244	714	6759		23		11	0			10168	65	12330	0	2745	63279	488	202	0	25689	2854	139	4369	148	276	513	752	13315	10480	12263	3167	6822	5277	7445	3086								0	91			0	0							0			
684325																																	0	35071	2531	391	18267		263		829	0			5572	2184	2603	0	0	115393	14	0	0	44661	2889	5525	48221	5176	1432	14668	17098	815	4663	28175	17796	6943	12660	2503	1612								146	0			0	0	28057	7014	14613	3654			0			
684455																																	0	6461	2667	1052	14912		199		719	0			4181	789	11628	0	0	74794	0	0	0	30728	1458	264	20850	2063	2458	8367	8748	7399	1629	10658	8373	9562	11644	3680	58								0	0			0	0							0			
685023																																	0	0	2266	384	10910		0		19	0			349	902	3604	0	1057	42228	0	0	0	22441	210	18958	864	3114	10898	4598	965	1512	1263	4853	5997	4070	2437	2101	202								0	86			0	0							0			
685368																																	0	1564	3216	0	48234		28		9782	0			11464	829	1060	0	0	77326	31	327	1290	582	0	0	22682	0	5	8	442	127	0	16750	5927	3292	50486	0	0								263	8			0	0	0	1564	24338	23896			0			
685407																																	120000	1558	0	1077	2111	0	0	0	0	0	126	0	126	6440	1197	0	0	313412	0	0	0	179095	1677	23990	122005	854	3221	7462	9013	130768	27670	119548	8066	2350	2208	1761	285	120000	120000	0	0	0	0	0	0	131	0		0	0	1558	0	0	2111	0	0	0			
685555																																	0	15322	3811	849	13024		0		5608	0			25358	2859	3837	0	1924	78674	0	0	0	5591	402	1683	30729	302	1320	202	302	804	2661	28066	14573	9277	6796	9691	3448								0	89			0	0	8016	7306	9709	3315			0			
685649																																	0	26322	944	10572	51237		91		26	0			42323	4360	1760	0	500	155587	0	0	0	13424	3755	7403	62292	1944	2792	5168	1959	22	1306	50317	18266	37143	33452	2840	1								185	88			0	0	15685	10637	28157	23080			0			
685658																																	0	58985	1581	2012	45618		0		0	0			38289	0	14207	0	0	181883	0	0	0	18785	2256	1258	70294	2764	4454	8874	1923	770	0	41115	33644	61811	21654	4453	31								0	150			0	0	15992	42993	42434	3184			0			
685733																																	0	730	3197	0	858		2		7494	0			3279	0	1842	0	28	19052	0	0	0	1344	223	0	9381	115	338	554	337	0	0	6661	2267	5055	3108	311	0								0	55			0	0							0			
686271																																	0	160627	0	161424	202114	0	0	0	0	0	183185	0	183185	45639	2990	0	1402	798370	3339	0	0	40463	3848	9642	378919	7219	9458	6316	14487	1954	747	415555	47721	156817	112597	21070	0	0	0	0	0	0	0	0	0	17	0		0	0	118602	42025	70739	131375	0	0	0			
686440																																	0	794	12785	610	4294		0		10172	0			6917	615	2376	0	0	53307	0	0	0	13831	888	4711	18274	881	2162	6122	4318	88	187	11514	4916	11108	7545	2841	891								0	25			0	0							0			
686459																																	0	1724	8295	487	8010		105		1948	0			3454	1007	1633	0	65	39658	0	0	0	12850	80	8630	4980	2469	5404	3252	248	429	937	4954	13879	5301	768	630	1272								0	0			0	0							0			
686655																																	0	17772	7798	635	54757		348		4479	0			32760	2056	2467	0	0	148150	0	624	0	22609	1696	8897	70621	1946	8944	9689	280	1096	377	80813	16606	15729	8903	3298	0								0	149			0	0	1137	16635	31551	23206			0			
686758																																	0	0	2177	0	2256		240		12452	71			8277	0	1505	0	193	27455	0	0	0	12	25	0	12447	0	0	0	12	0	0	17189	6005	1438	1466	840	0								318	0		0	0	0							0			
686963																																	0	43577	3618	4828	35830		56		844	0			6847	679	66	0	0	96512	286	0	279	407	2	366	40949	366	0	41	0	0	0	44238	18923	21487	9523	1819	0								13	31			0	0	6956	36621	22803	13027			0			
687009																																	0	108964	1106	52007	546485	0	3925	3925	24	0	107572	0	107572	86276	88100	0	0	1787244	0	310099	250	377182	104061	39369	157977	7125	7531	10338	26634	237385	87234	269709	60741	213712	328528	444101	85422	0	0	0	0	0	0	0	129	1314	0		0	0	72852	36112	235995	310490	0	310099	0			
687054																																	0	0	0	0	46		0		861	0			228	0	2240	0	0	3383	42	0	0	50	0	0	2979	50	0	0	0	0	0	1024	1905	317	129	0	0								0	0			0	0							0			
687250																																	0	4828	982	0	3199		13		2882	0			3786	0	3688	0	19	21038	0	0	0	1490	151	0	10771	63	381	509	268	75	76	7110	5800	3329	2253	522	426								0	0			0	0	0	4828	0	3199			0			
