"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											144					0	0	0	0	
242											153					2580	0	0	107	
279											1142					24167	0	0	0	
354											4					0	0	0	0	
457											124					0	0	0	0	
505											3676					57850	0	0	0	
1155											776					3000	0	0	39808	
1351											0					0	0	0	0	
1454											1092					0	9	0	0	
1557											139					2158	0	0	0	
1632											1409					3000	0	0	4745	
1669											426					1000	0	0	0	
1829											3103					48543	1911	0	2340	
1856											4620					85500	0	0	0	
2040											1194					18392	0	0	1501	
2161											259					0	0	0	0	
2376											12837					261466	8429	0	0	
2451											928					8586	0	0	0	
2554											0					0	0	0	0	
2732											174					357	0	0	0	
2750											488					6400	0	0	0	
2938											1381					15000	0	0	2119	
3252											308					2221	0	0	0	
3458											177					0	0	0	3160	
3720											557					3400	0	0	4147	
3953											1001					370	4	0	0	
4138											953					2230	0	0	0	
4156											1776					21000	0	0	0	
4231											0					0	0	0	0	
4437											797					8116	0	0	4268	
4839											1695					33900	0	0	8327	
5005											3256					45044	11961	0	0	
5069											0					0	0	0	0	
5135											708					3000	0	0	0	
5210											11506					189079	0	0	33054	
5331											3600					14934	0	10000	89000	
5461											0					24611	0	0	0	
5751											271					0	0	0	0	
6039											424					0	51	0	0	
6057											209					500	0	0	0	
6141											150					0	0	0	0	
6329											892					0	0	0	0	
6972											718					49500	0	0	12725	
7009											0					0	83542	0	0	
7045											0					0	0	0	0	
7157											23					0	0	0	0	
7456											201					0	0	0	0	
7634											738					0	0	0	0	
8033											1123					18329	0	0	0	
8462											21					0	0	0	0	
8631											124					0	0	0	0	
9357											789					0	970	0	8879	
9553											730					13241	0	0	0	
9807											21552					282377	0	0	140758	
9955											446					3020	0	0	0	
10157											584					1395	0	0	0	
10250											1233					6000	0	0	1200	
10849											2664					38001	0	0	0	
10858											1441					9785	0	0	23914	
11145											1255					16963	0	0	0	
11640											2036					20090	0	0	0	
11837											600					0	0	0	0	
12030											1010					0	0	0	0	
12058											432					5225	0	0	0	
12142											510					0	0	0	0	
12245											395					6600	1214	0	0	
12311	200	149526	680908	1404712	0	0	700578	923346	5650	3887311	350080	0	54724424	1797478	46610939	4809728	22391	431244	2043096	
12647											180					3550	0	0	0	
12656											29					0	0	0	0	
12937											776					399	0	0	0	
12946											1650					26266	587	0	0	
12955											741					3400	0	0	0	
13037											204					0	0	0	0	
13103											12036					194236	60400	0	8710	
13251											141					0	0	0	0	
13457											3					0	325	0	0	
14052											247					1000	0	0	0	
14155											620					9835	0	0	0	
14258											4022					0	0	0	0	
14454											95					0	0	0	0	
14650											109					0	0	0	0	
14753											9					0	0	0	0	
14865											560					9289	0	0	0	
15536											30685					50000	30784	0	0	
16337											2245					29000	0	0	1072	
16458											762					1563	0	0	0	
16551											2010					22527	0	0	0	
16748											344					3000	0	0	0	
16944											0					0	0	0	0	
16953											0					0	0	0	0	
17110											219					0	26797	1560	0	
17147											11199					167390	0	0	73571	
17259											391					3750	0	0	0	
17464											6991					200800	401	0	16581	
17839											736					5000	0	0	6255	
17950											962					1017	0	0	0	
18050											583					693	0	0	0	
18135											1424					18270	0	0	8784	
18377											98					200	0	0	0	
18827											446					1757	0	0	0	
18836											659					4923	28	0	0	
18854											229					0	0	0	0	
18957											432					3871	0	0	0	
19356											153					0	0	0	0	
19730											18195					91850	5563	0	32649	
19936											1560					10000	0	0	3703	
19972											179					0	0	0	0	
20053											503					3452	442	0	1019	
20147											491					5916	0	0	0	
20259											350					14	0	0	0	
20370											363					7800	0	0	0	
20512											894					14200	0	0	0	
20633											708					7000	1000	0	0	
20839											748					8000	0	0	0	
20857											296					1462	0	0	0	
20866											829					16872	0	0	0	
21256											80					0	0	0	0	
21359											114					375	0	0	0	
21630											502					5794	0	0	0	
21658											442					1762	0	0	0	
22048											575					6179	0	0	3958	
22235											1517					20000	0	0	0	
22356											818					2044	10	0	13503	
22459											687					5036	0	0	1352	
22543											170					0	1000	0	0	
22552											360					1800	0	0	0	
22730											475					6106	0	0	2824	
22936											1160					12619	0	0	0	
22954											658					9336	74	0	0	
23036											0					0	0	0	5472	
23045											212					0	0	0	0	
23241											29187					168113	2409	0	207422	
23456											395					2755	0	0	0	
23504											812					0	0	0	0	
23540											625					0	0	160	0	
23643											547					348	0	0	0	
23755											560					6500	0	0	0	
23812											5989					85400	10	0	0	
24006											1081					0	7	0	0	
24453											1505					24700	0	0	0	
24659											0					0	0	0	0	
24668											320					0	0	0	9765	
24855											29					0	0	0	0	
24949											2168					8200	0	0	3762	
25357											3433					45725	0	0	0	
25647											0					0	0	2000	0	
25852											1729					18000	0	0	0	
26149											0					0	0	0	935	
26242											1800					12000	0	0	4944	
26457											0					0	0	0	0	
26765											277					0	0	0	0	
26859											1609					27334	0	0	0	
26916											5103					100198	0	0	15373	
27548											4114					51279	0	24582	20612	
27614											1432					3000	0	0	0	
27838											1470					9096	89	0	0	
27847											804					10410	0	0	0	
28013											6517					22450	2682	0	89000	
28152											346					2878	0	0	0	
28255											127					0	0	0	0	
28349											454					2500	0	0	577	
28406											4606					15000	36772	0	0	
28572											1078					10672	1068	0	0	
28732											167					2000	0	0	0	
29104											7344					101683	10324	2000	75906	
29252											1273					3000	0	0	0	
29636											3058					82513	33946	0	0	
29850											0					100	0	0	0	
29944											1343					30000	0	0	0	
29953											788					12424	0	0	0	
30052											58					511	0	0	0	
30155											1297					19875	1221	0	0	
30258											1775					25170	515	0	3621	
30418											0					0	0	0	319566	
30502											4669					85000	2976	0	53555	
30650											530					1000	0	0	0	
30810	646	0	60927	18089	0	0	120085	0	0	201747	32520	614030	29861239	0	26913101	349836	2000	0	0	
30856											1067					200	0	0	3299	
31134											404					5000	0	0	0	
31255											204					978	0	0	100	
31657											0					0	0	0	0	
31826											751					1000	100	0	0	
31835											890					13600	0	0	0	
