"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1658										
242								775										
279								3150										
354								233										
457								1402										
505								6775	10	0	0	0	1334	4948	0	4948	483	
1155								15547										
1351								2348										
1454								24381	10546	0	0	0	5876	950	0	950	7009	
1557								1683										
1632								10924	5705	0	0	0	2570	2649	0	2649	0	
1669								11860										
1829								6336	0	0	0	0	1792	1971	0	1971	2573	
1856								1478										
2040								3211										
2161								7065										
2376								31810	0	0	0	0	1775	29986	0	29986	49	
2451								404										
2554								610										
2732								13072	2463	0	0	0	3066	1995	0	1995	5548	
2750								1220										
2938								14683	6886	0	0	0	2017	5780	0	5780	0	
3252								4572										
3458								4443										
3720								4161										
3953								3919										
4138								7617										
4156								2349										
4231								1253										
4437								5147										
4839								5854										
5005								7891	0	0	0	0	1348	6540	0	6540	3	
5069								2029	0	63	0	63	181	1781	0	1781	4	
5135								8598					2570		5816		212	
5210								18744	9931	0	0	0	7262	1146	0	1146	405	
5331								5074	997	0	0	0	1693	1939	0	1939	445	
5461								16662	10547	0	0	0	5665	200	0	200	250	
5751								1054										
6039								10128										
6057								220										
6141								1482										
6329								13313	318	0	0	0	6230	6717	0	6717	48	
6972								17246	10467	0	0	0	5662	1092	0	1092	25	
7009								12066	65	2000	2000	0	10	9966	0	9966	25	
7045								9444										
7157								690										
7456								1075										
7634								1437										
8033								2922										
8462								7291										
8631								2550										
9357								23031	8072	0	0	0	835	13196	0	13196	928	
9553								1587										
9807								99951	15858	0	0	0	5855	74999	0	74999	3239	
9955								6474										
10157								1912										
10250								9139	4554	0	0	0	1526	3059	3059	0	0	
10849								3239										
10858								8292	3661	0	0	0	1786	2090	0	2090	755	
11145								5539										
11640								12468										
11837								6157										
12030								7429	35	0	0	0	2974	4420	0	4420	0	
12058								2944										
12142								5889										
12245								2454										
12311	1388080	1138326	0	3337	0	240833	5584	1388080	839603	3337			298723	240833			5584	
12647								1479										
12656								383	0	0	0	0	205	167	0	167	11	
12937								4405										
12946								8564	2961	0	0	0	3408	1716	0	1716	479	
12955								12352										
13037								3921										
13103								14290	0	0	0	0	2657	11441	0	11441	192	
13251								1572										
13457								387										
14052								6021										
14155								2740										
14258								12251	5880	0	0	0	3546	455	0	455	2370	
14454								591										
14650								2683										
14753								862										
14865								4922										
15536								76839	28134	484	0	484	15759	20123	0	20123	12339	
16337								12042	2	0	0	0	4165	7875	0	7875	0	
16458								3956										
16551								5322										
16748								1768										
16944								1426										
16953								1553										
17110								13073										
17147								83339	0	0	0	0	16044	64141	0	64141	3154	
17259								868										
17464								62617	39459	0	0	0	10198	491	0	491	12469	
17839								4230										
17950								4626										
18050								8839										
18135								6660										
18377								4975										
18827								6295										
18836								3730										
18854								12910										
18957								1669										
19356								2951										
19730								64842	20959	0	0	0	39772	4032	0	4032	79	
19936								8526										
19972								7352										
20053								8656										
20147								4268										
20259								3677										
20370								8294										
20512								3089										
20633								3940										
20839								3212										
20857								23245										
20866								5070										
21256								1555										
21359								754										
21630								2023										
21658								2080										
22048								5916										
22235								8734	10	0	0	0	2440	6284	0	6284	0	
22356								5567										
22459								2930										
22543								412										
22552								518										
22730								2837										
22936								5524										
22954								1826										
23036								24834	21548	0	0	0	2886	400	400	0	0	
23045								1164										
23241								66985	5513	0	0	0	27788	20908	0	20908	12776	
23456								1207										
23504								13227	5685	0	0	0	5061	1134	0	1134	1347	
23540								3018										
23643								4519										
23755								3251										
23812								24943	0	0	0	0	4156	18907	0	18907	1880	
24006								21767	7956	0	0	0	3392	3713	0	3713	6706	
24453								25107										
24659								1902										
24668								15077										
24855								2886										
24949								10339	0	0	0	0	4368	5903	0	5903	68	
25357								7610										
25647								3345										
25852								9596	4	0	0	0	3857	5677	0	5677	58	
26149								1384										
26242								9275	0	0	0	0	2405	6618	0	6618	252	
26457								271										
26765								1187										
26859								9658	0	0	0	0	3615	5979	0	5979	64	
26916								9457	6	0	0	0	1721	7619	0	7619	111	
27548								14614	7956	0	0	0	3223	3144	0	3144	291	
27614								4244										
27838								6601	1	0	0	0	868	5610	0	5610	122	
27847								9550	0	0	0	0	3553	5314	0	5314	683	
28013								219290	0	0	0	0	5873	213397	213397	0	20	
28152								2598										
28255								16782										
28349								2923										
28406								6481	827	0	0	0	2381	2483	2483	0	790	
28572								2103										
28732								1823										
29104								15277	10332	0	0	0	3371	526	0	526	1048	
29252								3786										
29636								16852	83	0	0	0	5432	11337	0	11337	0	
29850								2448										
29944								3805										
29953								1549										
30052								897										
30155								2507										
30258								9289	4023	0	0	0	2290	1031	0	1031	1945	
30418								208	0	0	0	0	1	197	0	197	10	
30502								13202	6962	498	0	498	4086	1535	0	1535	121	
30650								3138										
30810	1026697	628791	81824	267479	0	48103	500	677391	628362	0			426	48103			500	
30856								7269										
31134								8407										
31255								5891	3660	0	0	0	1447	660	0	660	124	
31657								2862										
31826								8833										
31835								3863										
32159								8769										
32234								3128										
32766								9866										
33147								14895										
33259								9681	68	0	0	0	1375	142	0	142	8096	
33268								2595	884	0	0	0	1085	527	0	527	99	
33549								1349										
33727								15339	5644	0	0	0	5195	4407	0	4407	93	
33754								1597										
33839								3413	0	0	0	0	247	3166	3166	0	0	
33857								2049										
34153								21020	10034	0	0	0	8082	1300	0	1300	1604	
34359								360										
34425								5025	4	0	0	0	1168	3813	0	3813	40	
34434								9434										
34452								1778										
34537								44680	2	0	0	0	11082	33466	0	33466	130	
34555								4147										
34742								5424	0	0	0	0	2135	3289	0	3289	0	
34836								655										
34863								1003										
35057								2476										
35244								10241	0	0	0	0	2513	7228	0	7228	500	
35301	11023066	85047	513137	9934622	0	121270	368990	571895	81593	0			42	121270			368990	
35570								25870	0	0	0	0	9098	16772	0	16772	0	
35646								4510										
35842								2964										
35936								442										
36054								18173	12660	0	0	0	2995	2518	0	2518	0	
36344								8546										
36456								3019										
36858								6370										
36933								4715										
37051								926										
37341								569										
37350								573										
37378								5110										
37435								33161	20	0	0	0	7941	12448	0	12448	12752	
37640								37782	1029	0	0	0	7946	28667	0	28667	140	
37659								1827										
37743								2178										
37949								2715										
38526								5678	3096	0	0	0	1512	275	0	275	795	
38535								11733	0	0	0	0	1609	6544	0	6544	3580	
38740								3948										
39327								22105	5398	0	0	0	4468	5395	0	5395	6844	
39420								23887	11817	0	0	0	7410	1197	0	1197	3463	
39475								51598	31322	0	0	0	12554	1445	0	1445	6277	
39756								5308										
40033								3485										
40305	66257	59496	0	2847	0	2052	1862	66257	44451	2847			15045	2052			1862	
40350								870										
40707								24787										
40855								877										
41245								1083										
41553								1981										
41629								12503										
41647								13818	8538	0	0	0	3314	1597	0	1597	369	
41759								1365										
41825								5058										
41937								1889										
41955								1047										
42037								3669										
42055								3291										
42354								2615										
42420								87555	54357	0	0	0	30066	1810	0	1810	1322	
42448								8774	445	0	0	0	3106	5105	0	5105	118	
42457								838										
43052								4903										
43155								5109										
43173	267558	20428	3377	176903	189	5471	61190	91186	225	4472			20075	5224			61190	
43351								348										
43454								431										
43511								15601	8841	0	0	0	6542	218	0	218	0	
43641								6805										
43744								5246										
43856								2127										
43959								3105										
44040								3037										
44134	48088	39705	0	0	0	7830	553	48088	35520	0			4185	7830			553	
44433								11908	0	0	0	0	1718	7511	0	7511	2679	
44602								197220	118719	12700	12700	0	53596	96	25	71	12109	
44741								11487										
44750								2895										
44929								3407										
45038								2167										
45047								2522										
45056								1340										
45430								3592										
45458								380										
45551								14920	3	0	0	0	2483	12408	0	12408	26	
45560								20834	14559	0	0	0	2199	3980	0	3980	96	
45627								87538	45251	0	0	0	29457	11365	0	11365	1465	
45775								10622										
46053								6812										
46941								2034										
47153								277										
47247								9791										
47256								994										
47452								1068										
47500								11159										
48057								2622										
48150								964										
48374								12765	5191	0	0	0	3803	3761	0	3761	10	
48440								1787										
48552								4756										
48730								4384	0	0	0	0	2099	2156	0	2156	129	
49054								1531										
49148								1688										
49241								10636										
49344								8700										
49643								786										
49652								3235										
49821								19126	0	0	0	0	4014	13622	0	13622	1490	
49858								5935										
49951								1478										
50144								3227										
50461								2500										
50546								1738										
50854								4152										
50957								3367										
51253								8674	127	0	0	0	2862	5685	0	5685	0	
51356								3289										
51459								7626										
51730								1684										
51842								5015										
52410								1435										
52456								390										
52719								2141733	0	472483	0	472483	0	1669102	0	1669102	148	
52951								2016										
53015								1374										
53033								40217	26228	144	0	144	4704	1734	0	1734	7407	
53051								5923										
53239								3025										
53453								915										
53752								1374										
54049								4721										
54058								2564										
54357								1507										
54375								13752	0	0	0	0	2242	11003	0	11003	507	
54441								2635										
54656								4622										
55176								34240										
55251								6570										
55336								13741	2956	0	0	0	4774	0	0	0	6011	
55635								5492										
55653								2540										
56230								5042										
56258								4055										
56351								23156	7845	0	0	0	7461	7749	0	7749	101	
56427								1959										
56548								2884										
56557	48841	46394	0	0	0	868	1579	48841	43534	0			2860	868			1579	
56717								5820	3791	0	0	0	1398	137	0	137	494	
57040								2245										
57228								4984										
57255								5105										
57451								3693										
57572								2184										
57956								2203										
58074								4216										
58207								6693										
58225								5797										
58243	89878	80420	0	944	0	5310	3204	89878	65851	944			14569	5310			3204	
58355								772										
58551								3456										
58636								16358										
58757								801										
58971								96723	70149	117	0	117	11640	14817	0	14817	0	
59316								8874	4721	0	0	0	2552	367	0	367	1234	
59352								16191										
59679								5512										
59754								639										
60143	1325078	1215669	0	50441	0	22000	36968	1310262	996746	35625			218923	22000			36968	
60330								21650	14449	0	0	0	5269	737	0	737	1195	
60433								3283										
