"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1119	60	85	0	1082	108	0			0	0	
242	165	0	6	0	160	1	0			0	0	
279	363	39	1	0	349	26	0			0	0	
354	195	0	16	0	190	11	0			0	0	
457	327	107	33	0	348	161	0			0	0	
505	2730	295	67	0	2627	259	0			0	0	
1155	1971	270	38	0	1709	46	0			0	0	
1351	1103	92	16	0	1120	125	0	0	0	0	0	
1454	2101	360	53	0	1740	52	0			0	0	
1557	380	0	3	0	377	0	0	0	0	0	0	
1632	7479	400	101	0	7059	81	0			0	0	
1669	1657	201	125	0	1609	278	0			0	0	
1829	4446	180	280	0	4196	210	0			0	0	
1856	175	37	9	0	150	21	0			0	0	
2040	2032	319	211	0	1642	140	0			0	0	
2161	577	71	18	0	552	64	0			0	0	
2376	9232	1135	0	0	8097	0	0			0	0	
2451	437	245	0	0	201	9	0			0	0	
2554	31	5	0	0	26	0	0			0	0	
2732	3552	205	17	0	3758	428	0			0	0	
2750	329	75	2	0	380	128	0			0	0	
2938	5869	1183	271	0	5871	1456	0			0	0	
3252	913	30	228	0	944	289	0			0	0	
3458	293	0	6	0	331	44	0			0	0	
3720	1356	40	0	0	1323	7	0			0	0	
3953	1103	0	63	0	1085	45	0			0	0	
4138	1251	225	159	0	1201	334	0			0	0	
4156	1699	-2	342	0	1412	53	0			0	0	
4231	771	108	19	0	736	92	0			0	0	
4437	1799	470	99	0	1632	402	0			0	0	
4839	1817	28	22	0	1837	70	0			0	0	
5005	2499	225	0	0	2283	9	0			0	0	
5069	6704	0	0	0	6704	0	0			0	0	
5135	3212	450	25	0	2791	54	0			0	0	
5210	5537	165	13	0	5375	16	0			0	0	
5331	885	0	0	0	886	1	0			0	0	
5461	2929	0	1233	0	1943	247	0			0	0	
5751	972	206	0	0	766	0	0			0	0	
6039	978	202	51	0	899	174	0			0	0	
6057	134	121	11	0	199	197	0			0	0	
6141	432	45	67	0	406	86	0			0	0	
6329	3806	1550	156	0	3656	1556	0			0	0	
6972	8853	0	227	0	8989	363	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	740	95	20	0	702	77	0	0	0	0	0	
7157	230	0	18	0	275	63	0			0	0	
7456	170	10	0	0	233	73	0	0	0	0	0	
7634	731	178	18	0	694	159	0			0	0	
8033	885	0	73	0	843	31	0			0	0	
8462	343	0	29	0	349	35	0			0	0	
8631	340	58	3	0	324	45	0			0	0	
9357	5582	1795	514	0	3385	112	0			0	0	
9553	617	0	4	0	616	3	0			0	0	
9807	56601	3500	871	0	59828	7598	0			0	0	
9955	439	0	14	0	452	27	0			0	0	
10157	798	37	4	0	788	31	0			0	0	
10250	3816	440	41	0	3457	122	0			0	0	
10849	3129	370	0	0	2816	57	0			0	0	
10858	2999	693	146	0	3336	1532	356			0	0	
11145	1624	225	5	0	1626	232	0			0	0	
11640	1662	220	179	0	1527	264	0			0	0	
11837	1126	0	42	0	1085	1	0			0	0	
12030	7959	1800	3221	0	6664	3726	0			0	0	
12058	753	184	109	0	705	245	0	0	0	0	0	
12142	1206	180	107	0	1193	274	0			0	0	
12245	838	12	2	0	825	1	0			0	0	
12311	446779	130195	29702	0	263736	122979	146125			0	0	
12647	559	53	1	0	506	1	0			0	0	
12656	190	0	11	0	182	3	0			0	0	
12937	1123	54	0	0	1072	3	0			0	0	
12946	4042	169	172	0	4156	455	0			0	0	
12955	885	100	1	0	849	65	0			0	0	
13037	2310	0	275	0	2066	31	0			0	0	
13103	7806	815	70	0	7248	327	0			0	0	
13251	347	0	35	0	398	86	0			0	0	
13457	83	72	11	0	129	129	0			0	0	
14052	689	0	4	0	694	9	0			0	0	
14155	1117	287	70	0	1071	311	0			0	0	
14258	9662	720	6	0	8983	47	0			0	0	
14454	328	0	1	0	329	2	0			0	0	
14650	282	0	63	0	286	67	0			0	0	
14753	522	0	2	0	523	3	0			0	0	
14865	1626	180	3	0	1446	3	0			0	0	
15536	41718	0	371	0	40042	715	2020			0	0	
16337	4524	675	51	0	3966	168	0			0	0	
16458	2036	7	47	0	2027	45	0			0	0	
16551	2464	160	24	0	2422	142	0			0	0	
16748	429	90	18	0	405	84	0			0	0	
16944	247	0	35	0	231	19	0			0	0	
16953	184	40	5	0	151	12	0			0	0	
17110	1056	200	0	0	856	0	0			0	0	
17147	14553	3109	306	0	7415	2591	6314			0	0	
17259	150	22	16	0	141	29	0			0	0	
17464	24792	3800	1011	0	23586	3605	0			0	0	
17839	2156	519	56	0	1805	224	0			0	0	
17950	1327	180	45	0	1189	87	0			0	0	
18050	2261	90	30	0	2378	237	0			0	0	
18135	1158	45	3	0	1120	10	0			0	0	
18377	102	0	0	0	102	0	0			0	0	
18827	1282	90	12	0	1288	46	-62			0	0	
18836	1497	126	186	0	1407	222	0			0	0	
18854	271	69	0	0	202	0	0			0	0	
18957	387	96	24	0	526	259	0			0	0	
19356	871	0	23	0	874	26	0			0	0	
19730	22556	1800	67	0	20985	296	0			0	0	
19936	2106	270	251	0	1970	385	0			0	0	
19972	95	0	0	0	95	0	0	0	0	0	0	
20053	603	592	4	0	299	611	319			0	0	
20147	350	178	64	0	388	280	0			0	0	
20259	581	490	40	0	253	202	0			0	0	
20370	1642	5	138	0	1547	48	0			0	0	
20512	469	27	36	0	493	87	0			0	0	
20633	2231	91	46	0	2251	157	0			0	0	
20839	2307	810	74	0	2110	687	0			0	0	
20857	278	82	16	0	195	15	0			0	0	
20866	1143	0	3	0	1142	2	0			0	0	
21256	39	11	1	0	30	3	0			0	0	
21359	129	0	2	0	127	0	0			0	0	
21630	258	0	0	0	261	3	0			0	0	
21658	1114	90	25	0	1003	4	0			0	0	
22048	3335	650	118	0	2906	339	0			0	0	
22235	4123	819	36	0	3575	307	0			0	0	
22356	2320	225	194	0	2000	99	0			0	0	
22459	938	0	16	0	963	41	0			0	0	
22543	549	30	16	0	507	4	0			0	0	
22552	639	83	19	0	551	14	0			0	0	
22730	679	0	47	0	693	61	0			0	0	
22936	3279	630	122	0	2849	322	0			0	0	
22954	978	113	15	0	853	3	0	0	0	0	0	
23036	6821	765	32	0	5073	379	1330			0	0	
23045	231	0	0	0	231	0	0			0	0	
23241	26401	1913	1136	0	21155	3785	5982			0	0	
23456	1120	180	14	0	936	10	0			0	0	
23504	2719	245	62	0	2512	100	0			0	0	
23540	401	23	3	0	393	18	0			0	0	
23643	1783	1165	73	0	1133	588	0			0	0	
23755	887	110	8	0	790	21	0			0	0	
23812	8041	0	111	0	8186	324	68			0	0	
24006	3091	180	5	0	2942	36	0			0	0	
24453	1345	602	3	0	946	206	0			0	0	
24659	276	104	12	0	222	62	0			0	0	
24668	1358	95	99	0	1265	101	0			0	0	
24855	32	0	0	0	36	4	0			0	0	
24949	6307	423	48	0	6047	211	0			0	0	
25357	330	89	16	0	280	55	0			0	0	
25647	604	0	0	0	650	46	0			0	0	
25852	3635	0	110	0	3957	432	0			0	0	
26149	323	0	7	0	335	19	0			0	0	
26242	3026	0	318	0	3101	393	0			0	0	
26457	203	0	0	0	203	0	0			0	0	
26765	188	63	8	0	121	18	14			0	0	
26859	4618	593	126	0	4032	133	0			0	0	
26916	2288	147	82	0	2435	376	0			0	0	
27548	2405	379	135	0	2291	400	0			0	0	
27614	1142	60	27	0	1204	149	0			0	0	
27838	2970	245	1	0	2745	21	0			0	0	
27847	3074	453	36	0	1941	496	1140			0	0	
28013	4931	737	0	0	5063	837	-32			0	0	
28152	360	8	0	0	352	0	0			0	0	
28255	568	110	23	0	517	82	0			0	0	
28349	743	0	25	0	766	48	0			0	0	
28406	1483	218	5	0	1773	513	0			0	0	
28572	580	1310	23	0	442	1195	0	0	0	0	0	
28732	551	56	7	0	504	16	0			0	0	
29104	5021	200	6	0	4960	145	0			35	0	
29252	1024	0	25	0	1139	140	0			0	0	
29636	3748	553	237	0	3712	754	0			0	0	
29850	342	65	2	0	305	30	0			0	0	
29944	1674	699	7	0	1101	133	0			0	0	
29953	873	75	16	0	853	71	0			0	0	
30052	276	5	7	0	264	0	0			0	0	
30155	1678	90	5	0	1599	16	0			0	0	
30258	5916	834	14	0	1390	390	4068			0	0	
30418	0	0	0	0	0	0	0			0	0	
30502	6032	540	169	0	5581	258	0			0	0	
30650	1623	802	14	0	1874	1067	0			0	0	
30810	646741	436518	122409	0	711886	624072	0	0	190127	0	0	
30856	1543	80	1	0	1485	23	0			0	0	
31134	677	166	34	0	570	93	0			0	0	
31255	2057	-900	139	0	3119	301	0			0	0	
31657	560	105	17	0	612	174	0			0	0	
31826	1723	50	113	0	1911	351	0			0	0	
31835	1517	225	37	0	1347	92	0			0	0	
32159	1517	1378	65	0	1409	1335	0			0	0	
32234	272	0	0	0	272	0	0			0	0	
32766	180	0	2	0	196	18	0			0	0	
33147	3646	735	18	0	3049	156	0			0	0	
33259	8064	3379	36	0	5659	1010	0			0	0	
33268	584	0	6	0	598	20	0			0	0	
33549	333	32	1	0	307	7	0			0	0	
33727	2489	-36	133	0	2567	175	0			0	0	
33754	41	0	0	0	50	9	0			0	0	
33839	125	4	0	0	133	12	0			0	0	
33857	907	0	27	0	887	7	0			0	0	
34153	11142	3405	1264	0	8628	2145	-10			0	0	
34359	463	0	83	0	414	34	0	0	0	0	0	
34425	2317	225	23	0	2235	166	0			0	0	
34434	870	90	11	0	839	70	0			0	0	
34452	348	46	0	0	339	37	0			0	0	
34537	22540	8932	134	0	14915	1441	0			0	0	
34555	834	137	29	0	709	41	0			0	0	
34742	3083	1265	46	0	2318	546	0			0	0	
34836	223	15	3	0	206	1	0			46	0	
34863	255	90	22	0	235	92	0			0	0	
35057	1091	319	285	0	951	464	0			0	0	
35244	8134	0	503	0	7668	37	0			0	0	
35301	18216	0	513	0	17603	0	100			0	0	
35570	7112	600	2	0	6526	16	0			0	0	
35646	315	0	8	0	317	10	0			0	0	
35842	456	85	22	0	467	118	0			0	0	
35936	37	3	0	0	37	3	0			0	0	
36054	9992	752	277	0	9571	608	0			0	0	
36344	2025	225	116	0	2029	345	0			0	0	
36456	556	0	78	0	521	43	0			0	0	
36858	1765	-78	9	0	1879	45	0			0	0	
36933	1077	135	73	0	1127	258	0			0	0	
37051	532	274	23	0	508	273	0			0	0	
37341	400	45	3	0	355	3	0			0	0	
37350	455	169	78	0	298	90	0			0	0	
37378	1149	180	0	0	989	20	0			0	0	
37435	8119	553	142	0	7720	296	0			0	0	
37640	8055	3244	330	0	7129	2648	0			0	0	
37659	586	255	4	0	351	24	0			0	0	
37743	559	68	9	0	501	19	0			0	0	
37949	3313	140	5	0	3188	20	0			0	0	
38526	1821	160	6	0	1766	111	0			0	0	
38535	3922	165	7	0	3750	0	0			0	0	
38740	1154	95	41	0	1144	126	0			0	0	
39327	2175	0	6	0	2175	6	0			0	0	
39420	7951	1677	452	0	7300	2635	1157			0	0	
39475	21023	2736	390	0	15136	4768	7529			0	0	
39756	1160	130	31	0	1329	330	0			0	0	
40033	1223	10	323	0	1470	580	0			0	0	
40305	30592	3443	1250	0	29454	3555	0			0	0	
40350	258	0	0	0	258	0	0			0	0	
40707	2256	135	29	0	2144	52	0			0	0	
40855	463	45	0	0	517	99	0			0	0	
41245	343	15	15	0	316	3	0			0	0	
41553	609	0	48	0	587	26	0			0	0	
41629	1532	210	207	0	1476	361	0			0	0	
41647	8328	707	65	0	7604	48	0			0	0	
41759	470	99	1	0	402	32	0			0	0	
41825	2356	-17	14	0	2450	91	0			0	0	
41937	445	3	3	0	445	6	0			0	0	
41955	270	0	3	0	267	0	0			0	0	
42037	430	40	10	0	412	32	0			0	0	
42055	904	832	180	0	1104	1212	0			0	0	
42354	636	0	31	0	610	5	0			0	0	
42420	43210	7690	1065	0	42648	8193	0			0	0	
42448	4862	960	192	0	4776	1061	-5			0	0	
42457	405	0	57	0	396	48	0			0	0	
43052	1599	20	607	0	1072	100	0			0	0	
43155	3153	739	395	0	3031	1012	0			0	0	
43173	68540	8104	1069	0	62015	6474	3826			0	0	
43351	16	0	0	0	16	0	0			0	0	
43454	211	7	8	0	238	42	0			0	0	
43511	3651	707	7	0	3065	128	0			0	0	
43641	408	0	9	0	432	33	0			0	0	
43744	948	126	10	0	885	73	0			0	0	
43856	289	0	1	0	296	8	0			0	0	
43959	739	-500	116	0	1147	24	0			0	0	
44040	2011	90	83	0	1938	100	0			0	0	
44134	20971	5483	1051	0	16292	1855	0			0	0	
44433	2981	-411	319	0	3590	517	0			0	0	
44602	6501	5242	12	0	985	20	282			0	0	
44741	2353	236	87	0	2204	174	0			0	0	
44750	723	17	1	0	720	15	0			0	0	
44929	520	30	3	0	547	60	0			0	0	
45038	775	22	6	0	767	20	0			0	0	
45047	931	106	17	0	859	51	0			0	0	
45056	743	0	0	0	744	1	0			0	0	
45430	1209	97	5	0	1155	48	0			0	0	
45458	117	0	0	0	124	7	0			0	0	
45551	2826	5	243	0	2795	217	0			0	0	
45560	4273	33	80	0	4291	131	0			0	0	
45627	43017	13801	1165	0	30694	6915	4272			0	0	
45775	369	33	0	0	336	0	0			0	0	
46053	1959	674	151	0	1255	121	0			0	0	
46941	846	135	70	0	750	109	0			0	0	
47153	242	0	0	0	247	5	0			0	0	
47247	1798	279	72	0	1700	253	0			0	0	
47256	366	18	1	0	352	5	0			0	0	
47452	537	0	22	0	516	1	0			0	0	
47500	1374	0	10	0	1403	39	0			0	0	
48057	144	19	6	0	146	27	0			0	0	
48150	133	9	0	0	124	0	0			0	0	
48374	6309	665	102	0	6063	521	0			0	0	
48440	332	18	0	0	314	0	0			0	0	
48552	1120	90	8	0	1031	9	0	0	0	0	0	
48730	2608	125	26	0	2661	204	0			0	0	
49054	1711	396	59	0	1588	332	0			0	0	
49148	398	36	4	0	388	30	0			0	0	
49241	2662	548	319	0	2162	367	0			0	0	
49344	367	-28	2	0	404	11	0			0	0	
49643	191	0	6	0	190	5	0			0	0	
49652	1584	0	34	0	1563	13	0			0	0	
49821	6893	900	747	0	7554	2308	0			0	0	
49858	326	84	13	0	265	36	0			0	0	
49951	620	80	0	0	543	3	0			0	0	
50144	355	72	17	0	428	162	0	0	0	0	0	
50461	3128	150	60	0	3300	382	0			0	0	
50546	230	9	9	0	224	12	0			0	0	
50854	579	21	15	0	604	61	0			0	0	
50957	799	180	129	0	494	4	0			0	0	
51253	753	5	37	0	940	229	0			0	0	
51356	582	100	7	0	606	131	0			0	0	
51459	897	57	24	0	869	53	0			0	0	
