"IDRSSD"	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	RCONF264	
1557	0	0	0	0	0	100	22319	35593	0	0	0	0	0	18924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	1430	0	0	0	2416	0	0	51	0	8568	0	0	0	0	0	0	0	0	0	0	2348	16576	0	0	0	0	0	1031	0	0	0	0	-329	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	325	0	0	0	253	16435	2348	17958	0	3287	1174	17958	22419	0	4021	4021	4615	0	0	0	0	0	0	0	0	0	
1632	0	0	0	0	0	0	628311	639804	0	0	0	0	0	580962	0	0	0	14511	14511	0	0	0	14511	0	0	0	0	0	0	0	0	0	2570	8354	0	0	0	0	0	0	259	0	42806	2065	0	0	0	0	0	0	0	0	4583	80979	495400	0	0	0	0	0	27352	0	0	1661	29	-7220	3110	0	0	0	3110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36610	0	0	0	36610	0	0	0	2570	57404	83073	575293	0	11481	41537	575293	628311	0	0	0	56816	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	395	100544	225351	0	0	0	0	0	72877	0	0	0	0	0	0	0	0	0	0	0	1437	0	0	0	0	0	0	5335	6525	0	0	0	60141	0	11566	-308	0	42448	0	0	0	0	0	0	0	0	0	0	39640	33237	0	0	0	0	0	12077	1437	0	0	0	-528	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5335	128359	39640	55447	0	25672	19820	55447	100939	0	19245	19245	39590	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	1503	233949	361712	0	0	0	0	0	244899	0	0	0	1	1	0	0	0	1	0	0	9080	0	0	0	0	0	0	4365	1971	0	0	0	0	0	0	-770	1401	88363	12681	2348	0	0	0	0	0	0	0	0	102580	142320	0	0	0	0	0	21189	9080	7	3921	450	3864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6345	0	0	0	6345	0	0	0	5773	94255	115711	158745	0	18851	57856	158745	235452	0	0	0	30457	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	63921	220553	0	0	0	0	0	18458	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	1478	0	0	0	107092	2097	0	-3101	0	84514	0	0	0	0	0	0	0	0	0	0	1783	16675	0	0	0	0	0	6764	98	0	0	0	-3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	0	0	0	193084	3880	23364	0	38617	1940	23364	63921	0	0	0	18420	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	310	137482	179013	0	0	0	0	0	139413	0	0	0	331	331	0	0	0	331	0	0	0	0	0	0	0	0	0	1175	2036	0	0	0	0	0	0	150	0	27023	3481	0	0	0	0	130	0	0	0	1211	30541	107660	0	0	0	0	0	7522	0	0	1095	0	-1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	31492	34152	114418	0	6298	17076	114418	137792	0	127	127	16182	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	54857	103168	0	0	0	0	0	58464	0	0	0	61	61	61	0	0	0	0	0	0	0	0	0	0	0	0	1104	5961	0	0	4	0	0	0	-134	693	32182	0	0	0	0	0	0	0	0	0	0	30523	27941	0	0	0	0	0	5219	0	5	1497	0	-711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1867	39685	30523	31658	0	7937	15262	31658	54857	0	45	45	11621	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	26	0	813006	1138928	0	0	0	0	0	781462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1088	1824	29986	0	0	7876	198705	1865	0	511	3989	104554	0	10407	0	0	0	0	0	0	0	0	226159	555303	0	0	0	0	0	74958	-1088	0	12837	0	-9809	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13689	350082	228024	628978	0	70016	114012	628978	813006	0	4000	4000	184081	0	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	0	34354	36331	0	0	0	0	0	32628	398	4466	4466	70	70	0	0	0	70	0	0	750	0	0	0	0	0	0	109	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0	0	165	1600	8337	22526	0	0	0	0	0	3297	750	71	831	0	313	63	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	3889	9611	28770	0	778	4806	28770	34354	0	1163	1163	2625	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	3705	6923	0	0	0	0	0	2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	1	1	0	0	-81	0	2599	50	0	0	0	0	0	0	0	0	0	257	2586	0	0	0	0	0	167	0	0	0	0	-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3990	307	2753	0	798	154	2753	3705	0	780	780	711	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	394770	515944	0	0	0	0	0	413912	0	0	0	5599	5599	0	0	0	5599	0	0	1137	0	0	0	0	0	0	8614	4458	0	0	0	0	0	0	0	0	59645	0	2051	0	0	0	0	0	0	0	471	100950	312491	0	0	0	0	0	12190	1137	174	0	0	-2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8788	66374	100950	331020	0	13275	50475	331020	394770	0	1800	1800	64026	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	38114	50003	0	0	0	0	0	35729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	1091	0	0	0	0	0	0	-157	1342	9290	515	0	0	0	0	0	0	0	0	1322	3120	31287	0	0	0	0	0	3076	0	13	480	22	-486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484	12183	3657	33848	0	2437	1829	33848	38114	0	0	0	5164	0	0	0	0	0	0	0	0	0	
2938	0	0	0	0	0	1708	331108	384736	0	0	0	0	0	324100	0	0	0	9194	9194	0	0	0	9194	0	0	0	0	0	0	0	0	0	2017	12666	0	0	0	0	0	0	54	0	42379	2211	0	0	0	0	0	0	0	0	2753	70713	250634	0	0	0	0	0	16176	0	0	1889	37	-5815	972	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9348	0	0	0	9348	0	0	0	2017	59687	72961	284398	0	11937	36481	284398	332816	0	0	0	31115	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	78	66720	108278	0	0	0	0	0	54238	0	0	0	101	101	0	0	0	101	0	0	0	0	0	0	0	0	0	2087	2485	0	0	0	3218	100	0	-283	12253	31338	1574	200	0	0	0	0	0	0	0	451	790	52997	0	0	0	0	0	4087	0	78	567	19	-1196	202	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	611	0	0	0	14418	40109	2483	57534	0	8022	1242	57534	66798	0	2050	2050	13311	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	49	19445	26385	0	0	0	0	0	11680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4443	0	0	0	0	1812	23	699	6855	0	0	0	0	0	0	0	0	0	0	1603	10077	0	0	0	0	0	845	0	0	0	0	-270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	7577	1603	17177	0	1515	802	17177	19494	0	722	722	2862	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	25	106477	173744	0	0	0	0	0	107177	0	0	0	293	293	0	0	0	293	0	0	0	0	0	0	0	0	0	4061	100	0	0	0	10927	1729	0	-368	190	40519	0	0	0	0	0	140	0	0	0	7032	28095	72050	0	0	0	0	0	8356	753	0	557	1489	-971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	0	0	773	0	0	0	4251	60511	31453	78673	0	12102	15727	78673	106502	0	1376	1376	22667	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	69	82683	101354	0	0	0	0	0	75560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	3373	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10977	0	0	11804	9040	54715	0	0	0	0	0	7743	0	0	1001	0	-1103	518	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	26378	9040	72956	0	5276	4520	72956	82752	0	10200	10200	8991	0	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	0	133703	190130	0	0	0	0	0	140400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2633	4984	0	0	0	0	0	0	-473	0	30678	3651	246	0	0	0	0	0	0	0	0	53470	86930	0	0	0	0	0	12122	0	18	935	1316	-1724	489	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3140	37273	58437	97029	0	7455	29219	97029	133703	0	676	676	17410	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	173	121993	175268	0	0	0	0	0	110147	0	0	0	1255	1255	0	0	0	1255	0	0	1783	0	0	0	0	0	0	599	1750	0	0	0	0	0	0	11	0	35829	15545	300	0	0	0	0	918	0	0	1165	24915	84067	0	0	0	0	0	13318	1783	0	1776	9759	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2413	0	0	0	2412	0	0	0	599	40520	50219	88952	0	8104	25110	88952	122166	0	0	0	14778	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	83765	121076	0	0	0	0	0	74352	0	0	0	840	840	0	0	0	840	0	0	0	0	0	0	0	0	0	0	1253	0	0	0	0	0	0	-1091	0	39830	5931	0	0	0	0	0	0	0	0	0	11856	62496	0	0	0	0	0	3318	0	0	0	0	-1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41083	17787	66654	0	8217	8894	66654	83765	0	0	0	14161	0	0	0	0	0	0	0	0	0	
4437	0	0	0	0	0	0	173234	228489	0	0	0	0	0	170219	0	0	0	1958	1958	0	0	0	1958	0	0	0	0	0	0	0	0	0	1930	3217	0	0	0	2071	816	0	-63	0	37337	7499	0	0	0	0	0	0	0	0	0	41544	128675	0	0	0	0	0	8705	0	144	1002	90	-1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197	0	0	37	1160	0	0	0	2074	44902	49986	139261	0	8980	24993	139261	173234	0	1275	1275	22281	0	0	0	0	0	0	0	0	0	
