"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	UNPOSTED DEBITS	UNPOSTED DEBITS FOR DEMAND DEPOSITS	UNPOSTED DEBITS FOR TIME&SAVING DEPS	DEMAND DEPS OF CONSOL SUBS	DEM DEP OF INSURED BR-PR,US TERR&POS	RES BALS PASSED THRU AS DEMAND DEPS	RES BALS PASSED THRU AS TIME&SVG DEP	TIME & SVG DEPS OF CONSOL SUBS	TIM&SAV DEP OF INS BR-PR,US TERR&POS	UNPOSTED CREDITS	UNPOSTED CREDITS-DEMAND DEPOSITS	UNPOSTED CREDITS-TIME & SAVINGS DEPS	UNINVESTED TRUST FUNDS HELD	INT ACCRD&UNPD ON DEPS OF CNSLD SUBS	INT ACCRD&UNPD ON DEPS IN INSRD BRCH	UNAMORTZD PREMIUMS ON TIME&SVGS DEPS	UNAMORTZD DISCOUNT ON TIME&SVGS DEPS	ESTIMATE OF UNINSURED DEPOSITS	BENFT-RESPNSV DEPSTRY INSTN INVSTMT	AMT DEM DEP REDUC IF BALS REP NET BS	INCR IN DEM DEP IF RECIP BAL GROSS	DECR IN DEM DEP IF CIPC INCLUDED	AMT OF ASSETS NETTED AGST DMND DEPS	AMT OF ASSETS NETTED AGST SVGS DEPS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	PB/PSA FDIC CERTIFICATE NUMBER	
97943							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7442		0	0	74028		51952	159						
98351							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2224		0	0	39557		18334	94						
98454							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	805		0	0	46227		52771	211						
98463							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5638		0	0	113675		162870	539						
98548							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1441		0	0	22228		20408	73						
98557							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4598		0	0	45702		27666	129						
98641							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4074		0	0	78709		99261	492						
98717							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3401		0	0	85836		59137	166						
99004							0	0	0	179		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	931		0	0	45540		78447	156						
99059																															0	3028		0	0	44183		69417	89	116761	0				
99143							0	0	0	205		0	0	0		0	0	0	0	0		0	0		0	23	0	0	0	0	0	6446		658	1	73353		49515	230						
99255							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	826		0	0	15322		9843	64						
99442							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4380		0	0	58622		68497	196						
99536							0	0	0	727		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	23241		1193	3	188030		72624	330						
99853							1	0	0	0		0	0	0		28	0	0	0	0		0	0		0	0	0	0	0	0	0	2252		370	1	31488		12530	50						
99974																															0	5671		0	0	82039		36322	182	124706	0				
100236							154	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7182		383	1	86731		44225	195						
100357							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	13797		310	1	169609		161498	612						
100553							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2037		305	1	17190		11268	77						
100562							0	0	0	0		0	0	0		0	1370	2	0	0		0	0	473959	0	0	0	0	0	0	0	10966		0	0	867276		655252	2630						
100843							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14566		724	2	227903		67778	348						
101019							0	0	0	24494	0	0	0	22	0	0	0	0	0	0	0	0	0	1906019	0	0	0	0	0	0	0	8170		1175	4	382801		2854866	5719						
101037							0	0	0	1947		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	28097		1645	4	421800		177028	792						
101233							0	0	0	17026		0	0	36779		0	0	0	0	0		0	0	435303	0	0	0	0	0	0	0	67338		4543	11	1409747		1328413	4129						
101345							37	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4382		0	0	31979		21353	105						
101439																															0	8694		329	1	94550		36936	184	141584	0				
101671							0	0	0	0		0	0	0		117	0	0	0	0		0	0		0	0	0	0	0	0	0	3321		563	2	219150		166087	666						
101738							0	0	0	70		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	18572		1134	4	125523		66144	283						
101952							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2193		0	0	32873		29186	99						
102155							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1101		284	1	18853		7196	40						
102333							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	979		0	0	14221		16826	45						
102342							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8754		0	0	92383		47097	178						
102539							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1475		0	0	26310		11675	46						
102557																															0	670		0	0	10011		1598	12	12306	0				
103134																															0	2172		415	1	16741		19200	82	38596	0				
103255							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9991		334	1	203051		156446	538						
103536							0	0	0	0		0	0	0		0	0	0	0	0		20	0		0	0	0	0	0	0	0	10622		3089	6	142064		168336	645						
103554							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4176		0	0	20930		9480	29						
103563							8	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2509		350	1	20415		29621	124						
103602							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	15975	0		0	0	3837		24579	51					Oneida Savings Bank	
104038							0	0	0	0		0	0	0		0	0	0	0	0		0	0	353817	0	0	0	0	0	0	0	74479		4259	13	464481		441612	1427						
104056							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2096		253	1	44737		38068	143						
104234							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2151		256	1	39631		22086	106						
104430							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	32818		9101	24	108971		79415	504						
104542							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	980		340	1	18637		9029	47						
104663							0	0	0	0		0	0	0		0	0	0	0	0		720	0		0	0	0	0	0	0	0	361		0	0	82787		131762	458						
105026							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	30435		1573	5	143341		57899	321						
105044																															0	790		0	0	11805		4710	18	17362	0				
105053							64	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4617		331	1	64959		42496	194						
105071							0	0	0	305		0	0	0		22	0	0	0	0		0	17		0	0	0	0	0	0	0	18180		624	2	127242		44569	252						
105222							0	0	0	60		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5836		0	0	87702		54432	221						
105530							0	49	15	0		0	0	0		0	0	1	0	0		0	0		0	0	0	0	0	0	0	9131		1256	5	66739		19217	152						
105633							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3059		761	2	36254		24045	105						
106359							0	0	0	0		0	0	0		0	0	0	0	0		0	0	220533	0	0	0	0	0	0	0	17638		1094	2	453615		360340	1242						
106377							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	35407		1432	4	282100		171858	690						
106452							0	0	0	0		0	0	0		0	0	0	0	0		35	0		0	0	0	0	0	0	0	8314		0	0	193128		116029	469						
106519																															0	4673		0	0	40396		23194	102	68443	0				
106546							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2542		0	0	62217		70267	212						
106555							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	274		0	0	12424		6379	22						
106658																															0	10633		0	0	115860		110381	411	237385	0	244435	0		
107057																															0	2048		712	2	12147		4095	21	19118	0				
107150							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5678		0	0	56489		35470	140						
107226							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3812		2365	4	34516		14275	69						
107244							0	0	0	0		0	0	0		0	0	0	0	0		0	0	112641	0	0	0	0	0	0	0	57331		4031	11	862275		1120801	2503						
107431							0	0	0	813		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4889		735	2	86374		52460	225						
107459																															0	387		0	0	7575		1724	17	9754	273				
107758							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2102		0	0	21790		8417	36						
108269							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1210		0	0	16613		10599	48						
108652							0	0	0	0		0	0	0		53	0	0	0	0		0	0		0	0	0	0	0	0	0	811		303	1	13623		5628	24						
108746							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4398		0	0	33540		12395	54						
108951							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4314		0	0	58571		37046	158						
109136							211	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	24709		5312	7	164077		212691	634						
109154							1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1396		556	2	24526		12011	66						
109453							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1120		0	0	23238		18689	103						
109574							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11493		2840	7	62966		63081	271						
109659							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2545		0	0	71060		52263	212						
109855							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1563		253	1	24884		9779	49						
110404							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25832		1775	3	295021		480038	1910						
110413							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7744		0	0	120336		133131	284						
110655							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	455		0	0	5949		7617	29						
110936																															0	2005		678	2	30595		42642	229	76051	0				
110945							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10452		0	0	104314		58309	344						
111157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2397		0	0	12841		5748	34						
111205																															0	25522		2588	5	183358		89513	493	301076	0				
111559							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	12144		5108	30						
111661							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5498		1074	3	67378		16613	100						
111942							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11734		1034	3	108128		70308	262						
111979																															0	16424		303	1	190424		118347	472	326157	0				
112163							8	0	0	70		0	0	0		102	0	0	0	0		0	0		0	0	0	0	0	0	0	26078		1037	3	264202		226819	1028						
112332							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6340		313	1	42554		28265	159						
112444							0	0	0	20		0	0	65		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7865		0	0	58911		111579	134						
112510																															0	972		0	0	16850		4330	21	22214	0				
112556																															0	1377		293	1	17530		7606	29	26970	0				
112837							9741	0	0	671744	0	0	0	3013411	0	148256	0	0	0	0	0	2534	46972	24636212	0	0	0	0	0	0	0	1793178		53953	83	27687980		36045601	82644						
113003							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	18804		567	2	93530		31947	202						
113030							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10410		1428	5	60961		34841	224						
113441							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	34873		1686	5	229839		121621	402						
113601							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3339		1200	2	187861		205015	872						
113740							0	0	0	2717		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	45222		4000	11	332614		238438	869						
113937							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	13700		1539	5	104190		67148	292					n/a	
114149							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4772		0	0	38525		12753	71						
114158																															0	6260		0	0	64015		86092	222	156573	0	161142	0	N/A	
114251							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	739		0	0	12767		8323	25						
114260							0	0	0	0		0	0	0		0	0	0	7	0		0	0	392562	0	0	0	0	0	0	0	7417		0	0	717024		632176	2398						
114457																															0	10063		0	0	101194		90129	433	202316	0				
114756							191	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5490		573	2	57456		45829	202						
114774							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	954		0	0	14626		2885	18						
114840							0	0	0	0		0	0	0		0	0	0	0	0		47	0		0	0	0	0	0	0	0	5927		681	2	59111		85794	262						
114859							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4318		606	2	25238		9110	47						
115100							1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5586		575	2	101094		46624	192						
115146							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14854		303	1	45372		18206	72						
115155							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3040		0	0	34502		13158	51						
115221							0	0	0	10		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	24009		871	1	125963		88585	558						
115575							0	0	0	0		0	0	0		0	0	0	0	0		0	9		0	0	0	0	0	0	0	8841		292	1	74861		46539	200						
115641							0	0	0	359		0	0	583		0	0	0	0	0		0	190	536171	0	0	0	0	0	0	0	48730		4815	9	602554		734731	2146						
116077							0	0	0	0		0	0	0		0	0	0	0	0		22	0		0	0	0	0	0	0	0	4353		1496	3	74349		38293	173						
116358							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3060		0	0	29706		10922	57						
116554																															0	0		0	0	4711		3129	12	7865	0				
116639							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2948		0	0	23286		9590	58						
116732							21	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3916		397	1	29924		15093	54						
116741							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5529		0	0	55687		20304	94						
117038							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7285		0	0	44944		25944	142						
117458							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8192		0	0	106217		72615	281						
117672							0	0	0	545		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5683		310	1	47529		20569	78						
117841																															0	4753		773	3	129575		47430	212	184143	0				
118156							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8235		1673	4	75221		52092	200						
118174							88	0	0	2		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	15324		343	1	123180		63368	323						
118660							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	20430		255	1	53721		23375	194						
118736							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14169		1218	4	102464		71887	305						
119153																															0	6669		0	0	84990		129791	419	221689	0				
119274							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3681		0	0	121926		100532	336						
119528							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17071		0	0	165904		53192	294						
119779							0	0	0	0		0	0	1028		0	0	0	0	0		0	0		0	0	0	0	0	0	0	18942		3235	8	211623		141696	669						
120542							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7251		268	1	60801		78942	144						
120609							52	0	0	0		0	0	0		250	0	0	0	0		0	0		0	0	0	0	0	0	0	39009		1781	6	267405		93842	592						
120953							0	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	7321		620	2	73419		18187	106						
121576							0	0	0	134		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6051		405	1	76919		34659	187						
121642																								405462							0	40762		2529	7	694698		691391	1950	1434311	0	1421777	0		
121651																															0	5018		308	1	41564		25124	84	72297	0				
121914							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	29925		3221	9	119309		31766	199						
122153							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2152		0	0	26025		11489	43						
122546							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1217		0	0	22839		3694	18						
122658																															0	3571		0	0	115391		139587	489	258797	0	265716	0		
122751							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2469		0	0	19826		4536	21						
122854																															0	18105		2083	3	228087		194318	774	443876	0				
123178							0	0	0	0		0	0	0		0	0	0	0	0		0	88		0	0	0	0	0	0	0	1966		0	0	189166		238210	518						
123440							0	0	0	0		0	0	21		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2644		0	0	55860		45786	215						
123646																															0	20121		995	2	341853		300376	872	666624	0	696053	0		
124344							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	13545		591	2	103401		108191	452						
124353							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	981		0	0	9313		1553	11						
124773							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1664		279	1	37591		37429	223						
124830							13	0	0	41		0	0	0		647	0	0	0	0		0	0		0	0	0	0	0	0	0	4322		324	1	46234		16529	57						
125154							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5106		0	0	175435		31485	178						
125855							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9504		1091	3	242726		263166	999						
125958							0	10	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	735		0	0	8851		4307	32						
126012							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3676		562	1	90388		60799	221						
126049							0	0	0	0		0	0	0		17	0	0	0	0		0	0		0	0	0	0	0	0	0	2800		0	0	51755		23528	81						
126254							0	0	0	1086		0	0	122		0	0	0	0	0		0	0		0	0	0	0	0	0	0	33996		5997	8	453257		400132	988						
126553							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6296		0	0	117751		43548	227						
126740							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	26806		1494	5	230603		83112	320						
126834							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	31156		1848	6	246568		127340	448						
127055							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2208		0	0	36083		45667	143						
127224							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16466		1071	3	106868		49590	239						
127260							0	0	0	0		0	0	0		0	0	0	0	0		0	0	777617	0	0	0	0	0	0	0	78142		8144	20	868211		1178059	5151						
127701																															0	7557		0	0	69435		27950	162	104942	0				
128164							0	0	0	793		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1900		0	0	180773		341449	533						
128258							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1535		0	0	9605		6565	23						
128511							0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0		0	0	0	0	0	0	0	0		0	0	21		20608	2						
128904							0	0	0	81924		0	0	0		0	0	0	0	0		0	0	1595463	0	0	0	0	0	0	0	171515		5976	14	2294788		2319088	7261						
128959																															0	10701		265	1	150700		99923	434	261937	0	258900	0		
129349							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12762		254	1	77906		32194	101						
129358							38	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3241		0	0	14821		4932	34						
129394							0	0	0	0		0	0	0		0	0	0	0	0		0	39		0	0	0	0	0	0	0	5272		644	1	264577		196892	755						
129479							0	24	0	0		0	0	0		0	10	2	0	0		0	0		0	0	0	0	0	0	0	3609		0	0	80048		59833	284						
129732							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8578		0	0	252720		208039	887						
129853							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4293		342	1	46325		34641	109						
129910																															0	11706		1042	2	127838		72091	425	213628	0				
130345							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11432		364	1	123460		63693	261						
130541							0	0	0	0		0	0	0		0	0	0	0	0		0	0	364764	0	0	0	0	0	0	0	37776		1163	2	377790		381464	1138						
130635							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6307		955	3	108867		350080	622						
130813																															0	7264		0	0	100530		40530	180	148521	0				
130943							0	0	0	5692	0	0	0	280	0	0	0	0	0	0	0	0	0	1454843	0	0	0	0	0	0	0	27948		3602	11	1142252		1737735	2741						
131034							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4416		2541	6	71831		82053	292						
131155							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4500		0	0	52622		63835	205						
131173																															0	22727		2170	8	267410		110765	993	404680	0				
131418							0	0	0	379		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	15685		567	2	163627		65455	319						
131436							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5914		738	2	92073		82737	263						
131650							14	0	0	0		0	0	0		0	0	0	0	0		1	0	982403	0	0	0	0	0	0	0	107040		3919	10	1513324		1162531	5103						
131717							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1754		514	1	24202		11755	60						
131940							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1497		0	0	18817		5321	25						
132107																															0	30834		1367	4	221473		142533	735	398475	0	396695	0		
132152							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1732		0	0	25713		5965	35						
132219							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5296		259	1	34608		11588	61						
132451							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2151		0	0	32741		36640	93						
132554							0	0	0	392		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10336		0	0	232227		79883	399						
132778							0	0	0	141		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3101		0	0	34820		21272	80						
132853							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5105		0	0	196111		139500	714						
132938							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6945		400	1	37270		24144	106						
133243							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	4726		1105	7						
133850							0	0	0	148		0	0	0		0	15	21	0	0		0	0		0	0	0	0	0	0	0	35005		309	1	266719		360732	1140						
133971																															0	34217		1444	2	191565		105787	614	333350	2821				
134156							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4480		0	0	34880		16832	68						
134437							0	1297	3	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12824		2053	6	129259		245710	430						
134455																															0	4196		934	2	40820		29509	141	75845	0				
134848							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8813		0	0	84022		26106	128						
135359																															0	0		0	0	7541		2592	14	10171	0				
135751							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1028		0	0	11324		4899	19						
135836																															0	3492		0	0	50923		39700	144	94427	0				
135854							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	566		0	0	22585		13238	70						
136048																															0	2367		0	0	29133		6552	30	38324	0				
136338							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4599		274	1	73478		55831	164						
136459							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1652		259	1	16714		9145	44						
136655							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5228		279	1	42699		16998	103						
137205							0	28	0	511		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	41414		6812	18	272578		360122	851						
137447																															0	5933		0	0	106909		38675	193	151999	0				
137456							1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2146		0	0	27266		45491	181						
137559							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8785		463	1	46188		15714	76						
137643							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4625		0	0	33821		20780	82						
137652							0	11	0	3244		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	18		0	0	19874		54852	146						
137821																															0	5263		267	1	43889		24199	91	73728	0				
137915							0	0	0	5731		0	0	71464		0	0	0	0	0		0	0	1245007	0	0	0	0	0	0	0	38307		1973	6	6645511		2969341	15261						
138051							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2737		253	1	38928		14704	72						
138163																															0	6058		0	0	90725		73675	407	170792	0				
138211							0	0	0	8984		0	0	0		0	0	0	0	0		0	0	394000	0	0	0	0	0	0	0	186353		8158	22	1725521		711773	2995						
