"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											255	0			0			0	0	0	0	
242											143	0			0			1512	0	0	0	
279											1866	0			0			33181	0	0	0	
354											5	0			0			0	0	0	0	
439											317	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1491	0			0			6500	0	0	0	
1146											2358	0			0			30607	183	0	0	
1155											463	0			0			0	0	0	13724	
1351											0	0			0			0	0	0	0	
1454											1087	0			0			0	5	0	0	
1557											23	0			0			96	0	0	0	
1632											1200	0			0			24000	0	0	2491	
1669											682	0			0			526	0	0	0	
1829											1140	0			0			5000	2384	0	646	
1856											764	0			0			9800	0	0	0	
2040											996	0			0			16498	1076	0	0	
2161											198	0			0			0	0	0	0	
2376											6250	0			0			125000	60000	0	0	
2451											125	0			0			2500	3	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			368	0	0	0	
2750											196	0			0			2000	0	0	514	
2938											2307	0			0			45500	0	0	3453	
2956											0	0			0			0	0	0	0	
3252											267	0			0			4917	0	0	0	
3458											74	0			0			0	0	0	900	
3506											3627	0			0			10000	0	0	11420	
3579											2809	0			0			41153	0	0	4997	
3720											554	0			0			9400	0	0	1050	
3953											288	0			0			652	0	0	0	
4138											801	0			0			5406	0	0	0	
4147											2928	0			0			6000	0	0	0	
4156											617	0			0			9500	0	0	0	
4231											0	0			0			0	0	0	3000	
4437											601	0			0			4625	0	0	2810	
4745											0	0			0			0	0	0	0	
4839											1273	0			0			24900	0	0	4372	
5005											1909	0			0			23661	18011	0	0	
5050											388	0			0			1600	0	0	0	
5069											0	0			0			0	712	0	0	
5135											630	0			0			12000	0	0	0	
5210											7201	0			0			93250	0	0	28638	
5247											0	0			0			2706	10000	0	15763	
5274											3559	0			0			9158	0	0	554	
5331											3150	0			0			40479	0	0	27000	
5461											0	0			0			424	711	0	0	
5751											0	0			0			0	0	0	0	
5939											15786	0			0			263123	0	0	40713	
6039											168	0			0			16	54	0	0	
6057											115	0			0			1100	0	0	0	
6141											0	0			0			0	0	0	0	
6329											801	0			0			0	0	0	0	
6972											0	0			0			2749	0	0	3171	
7009											0	0			0			0	114947	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											1232	0			0			10500	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											444	0			0			6565	0	0	0	
8417											2734	0			0			0	0	408290	0	
8462											21	0			0			0	0	0	0	
8547											3002	0			0			22200	0	0	0	
8631											104	0			0			0	0	0	0	
9115											1103	0			0			0	230	0	3674	
9160											585	0			0			7650	0	0	0	
9357											13065	0			0			209000	0	0	6700	
9553											538	0			0			6259	0	0	0	
9807											24546	0			0			295625	0	0	165595	
9955											1018	0			0			2365	0	0	0	
10157											537	0			0			5375	0	0	0	
10250											1117	0			0			0	0	0	0	
10849											1265	0			0			4931	0	0	0	
10858											1209	0			0			7170	0	0	16349	
11145											797	0			0			14665	0	0	0	
11640											2414	0			0			20504	0	0	0	
11837											743	0			0			0	0	0	0	
12030											623	0			0			10000	0	0	0	
12058											346	0			0			2164	0	0	0	
12142											524	0			0			0	0	0	0	
12245											314	0			0			2000	1101	0	0	
12311	96943	599354	305640	941323	0	998248	197080	328911	3250	3470795	78385	8372	0	28313561	8372	1801433	24516982	3962069	46	78810	1509610	
12357											4	0			0			0	0	0	0	
12647											156	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											659	0			0			554	0	0	0	
12946											1448	0			0			7773	0	0	0	
12955											325	0			0			6500	0	0	0	
13037											363	0			0			0	0	0	0	
13103											2560	0			0			3225	31257	0	10154	
13251											177	0			0			0	0	0	0	
13309											22424	0			0			402369	32831	0	32286	
13457											3	0			0			0	76	0	0	
14052											2294	0			0			0	0	0	0	
14155											297	0			0			5940	0	0	0	
14258											3494	0			0			30000	0	0	0	
14409	35133	407512	7690	918251	994525	4222729	1610911	240673	775	8438199	76607	8474	0	24958446	8474	361402	21642798	539078	0	0	1788300	
14454											469	0			0			1052	0	0	0	
14650											71	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											250	0			0			800	0	0	0	
14931											187	0			0			0	0	51	458	
14940											0	0			0			0	0	0	2082	
15536											4018	0			0			5025	0	0	0	
16337											903	0			0			17070	0	0	918	
16458											633	0			0			5941	0	0	0	
16551											881	0			0			12607	0	0	0	
16748											305	0			0			2000	0	0	0	
16766											5563	0			0			100000	0	0	9700	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	3332	0	
17147											4493	0			0			74926	0	0	32881	
17259											233	0			0			1750	0	0	0	
17464											2239	0			0			25703	334	0	0	
17549											405	0			0			0	0	0	0	
17839											465	0			0			5000	0	0	4118	
17950											398	0			0			5280	0	0	0	
18050											1660	0			0			4426	290	0	0	
18135											755	0			0			10588	0	0	0	
18368											1280	0			0			28764	36	0	0	
18377											63	0			0			25	0	0	0	
18827											424	0			0			757	0	0	0	
18836											406	0			0			1944	32	0	0	
18854											119	0			0			0	0	0	0	
18863											3267	0			0			33725	0	0	0	
18957											282	0			0			3955	0	0	0	
19356											0	0			0			0	0	0	0	
19730											67537	0			0			69757	609	0	17644	
19936											1014	0			0			0	0	0	0	
19972											173	0			0			0	0	0	0	
20053											732	0			0			2100	948	0	386	
20147											281	0			0			4034	0	0	0	
20259											38	0			0			0	7866	0	0	
20370											465	0			0			5800	0	0	0	
20512											724	0			0			10000	0	0	0	
20633											457	0			0			3240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											450	0			0			8000	0	0	0	
20857											316	0			0			4321	0	0	0	
20866											329	0			0			0	0	0	0	
21256											36	0			0			0	0	0	0	
21359											107	0			0			393	65	0	0	
21630											529	0			0			7182	0	0	0	
21658											574	0			0			2253	0	0	0	
22048											314	0			0			1330	2091	0	1220	
