"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	255	239	1247	45	46	0	0	0	0	0	707	0	0	0				
242																0	143	0	308	0	4				0	0	161	0	0	0				
279																0	1866	0	2691	26	81	0	0	0	0	0	744	32	0	0				
354																0	5	0	116	0	1	0	0	0	0	0	110	0	0	0				
439																0	317	142	1912	88	255	0	0	0	0	0	1198	0	0	0				
457																0	40	0	787	0	426	0	0	0	0	0	321	405	0	0				
505																0	1491	208	5222	1145	2475	901	0	0	0	0	1048	0	0	0	Split dollar receivable                                                                                                                                                                          			
1146																0	2358	0	11819	1259	8669	5405	0	0	0	0	792	0	0	0	LTC-TITLE PLANT INVTS                                                                                                                                                                            			
1155																0	463	94	1570	51	127	48	0	0	0	0	886	0	0	0	Computer Software                                                                                                                                                                                			
1351																0	0	426	1522	37	37	0	0	0	0	0	1059	0	0	0				
1454																0	1087	0	3610	624	808	0	0	0	0	0	1715	0	0	0				
1557																7	23	0	797	90	108	0	0	0	0	0	666	0	0	0				
1632																0	1200	650	5229	0	1759	0	0	0	0	0	1620	1031	0	0				
1669																0	682	0	3205	189	272	0	0	0	0	0	2251	0	0	0				
1829																0	1140	0	3612	475	803	0	0	0	0	0	1669	0	0	0				
1856																0	764	0	1154	64	64	0	0	0	0	0	326	0	0	0				
2040																0	996	0	2262	343	415	38	34	0	0	0	851	0	0	0	Petroleum claenup receivables                                                                                                                                                                    	Computer software                                                                                                                                                                                		
2161																0	198	0	2696	0	2084	0	0	0	0	0	414	1707	0	0				
2376																0	6250	0	12022	240	2402	0	0	0	0	0	3370	0	0	0				
2451																0	125	1	439	0	78	0	0	0	0	0	235	47	0	0				
2554																0	0	0	106	5	25	0	0	0	0	0	81	0	0	0				
2732																0	181	0	2943	30	827	127	436	0	0	0	1935	210	0	0	leasehold purchase                                                                                                                                                                               	curreent federal income tax payable                                                                                                                                                              		
2750																0	196	0	1551	55	632	0	0	0	0	0	723	577	0	0				
2938																92	2307	334	4682	136	228	0	0	0	0	0	1813	0	0	0				
2956																30	0	35	859	0	112	78	0	0	0	0	712	0	0	0	Refundable Income Tax                                                                                                                                                                            			
3252																0	267	0	3048	0	1103	529	379	48	0	0	1678	0	0	0	NP DDA Debits                                                                                                                                                                                    	Leases                                                                                                                                                                                           	Tax Receivable                                                                                                                                                                                   	
3458																0	74	0	295	20	22	0	0	0	0	0	199	0	0	0				
3506																0	3627	2662	39705	0	27595	0	0	0	0	0	5821	21542	0	0				
3579																0	2809	0	6000	0	1600	777	0	0	0	0	1591	0	0	0	Prepaid Pension Contribution                                                                                                                                                                     			
3720																0	554	201	3698	0	2380	0	0	0	0	0	563	1645	0	0				
3953																0	288	0	2232	115	520	0	0	0	0	0	1424	405	0	0				
4138																0	801	0	1879	102	172	0	0	0	0	0	906	0	0	0				
4147																0	2928	0	7076	0	3732	0	0	0	0	0	416	3370	0	0				
4156																48	617	0	4693	0	2670	0	0	0	0	0	1406	2500	0	0				
4231																0	0	0	875	0	92	0	0	0	0	0	783	0	0	0				
4437																0	601	302	1880	152	295	0	0	0	0	0	682	86	0	0				
4745																0	0	0	83	5	5	0	0	0	0	0	78	0	0	0				
4839																0	1273	0	2938	174	492	178	0	0	0	0	1173	0	0	0	A/R-INTERFACE                                                                                                                                                                                    			
5005																0	1909	0	10828	0	7338	0	0	0	0	0	1581	5933	0	0				
5050																60	388	10	1148	81	153	0	0	0	0	0	597	0	0	0				
5069																0	0	0	3033	292	914	419	0	0	0	0	2119	0	0	0	Deferred costs                                                                                                                                                                                   			
5135																39	630	114	2815	93	399	84	166	17	0	0	1672	0	0	0	Late Charges Assessed                                                                                                                                                                            	Omnivest Loan Receivable                                                                                                                                                                         	Credit Card Advance Clearing                                                                                                                                                                     	
5210																0	7201	823	28571	0	15818	0	0	0	0	0	4729	14805	0	0				
5247																0	0	0	4656	275	276	0	0	0	0	0	4380	0	0	0				
5274																0	3559	203	4503	84	245	140	0	0	0	0	496	0	0	0	Investment in Sub                                                                                                                                                                                			
5331																0	3150	0	6702	1708	3182	1237	0	0	0	0	370	0	0	0	ACCRUED INTEREST ON SECURITIES PURCHASED                                                                                                                                                         			
5461																0	0	846	5387	408	2843	1635	0	0	0	0	1698	563	0	0	QZAB                                                                                                                                                                                             			
5751																0	0	0	2625	45	1890	0	0	0	0	0	735	1839	0	0				
5939																0	15786	17027	65972	0	23067	5839	0	0	0	0	10092	12960	0	0	MBS PRINCIPAL RECEIVABLE                                                                                                                                                                         			
6039																0	168	169	1581	0	566	387	0	0	0	0	678	0	0	0	SPLIT DOLLAR LIFE INSURANCE                                                                                                                                                                      			
6057																6	115	0	380	45	51	0	0	0	0	0	214	0	0	0				
6141																0	0	27	326	61	61	0	0	0	0	0	238	0	0	0				
6329																194	801	0	4255	170	2149	986	231	82	0	0	1305	212	0	0	PREPAID TAXES                                                                                                                                                                                    	IENC AGENCIES                                                                                                                                                                                    	CONSTRUCTION IN PROGRESS                                                                                                                                                                         	
6972																0	0	0	6604	0	3948	0	0	0	0	0	2656	3257	0	0				
7009																0	0	60	10270	0	8768	6204	0	0	0	0	1442	0	0	0	Other receivables                                                                                                                                                                                			
7045																0	0	0	970	0	152	0	0	0	0	0	818	0	0	0				
7157																0	23	0	420	28	63	35	0	0	0	0	334	0	0	0	lease contract receivable                                                                                                                                                                        			
