"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
6057																															0	76	2789	0	1012		0		1166	0			999	0	996	0	0	10415	0	0			0	3279	98	0	4638	99	946	1958	82	53	0	379	3313	2295	1062	68	0								0	0		0	
6141																															0	0	1593	0	2209		32		2659	0			958	0	2700	0	231	13454	4	0			0	3074	2	495	6980	520	327	301	1316	611	0	1346	4787	1273	1908	1063	0								0	0		0	
6329																															0	6676	4494	240	38060		0		6925	0			23511	1584	34460	0	560	145244	1850	0			0	26783	2363	821	55105	3303	4750	7217	8167	3073	81	31153	23223	30948	24866	5650	1087								618	820		0	
6972																															0	28585	354	17185	154506	0	27	27	102	325	25268	0	25268	14079	10435	0	8280	320735	0	0	0	0	1261	57029	2635	3240	116017	39478	3851	1426	2052	7707	2515	90933	19344	73701	53564	19905	3111	0	0	0	0	0	0	0	1370	880	0	0	
7009																															0	0	0	0	0	0	11492	11492	0	0	0	0	0	0	222489	0	0	233981	0	0	0	0	0	0	0	0	228312	0	0	0	0	0	0	229115	1757	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																															0	0	3813	0	6504		8		2501	0			3198	167	14691	0	1207	49879	0	0			0	17360	0	215	6193	80	729	89	552	7804	8106	1777	3607	8276	8956	5246	4657								420	10		0	
7157																															0	0	1387	0	840		0		1794	0			2562	0	3556	0	0	17133	0	0			0	6994	0	0	6538	392	1316	4923	132	231	0	1843	3154	3955	835	197	2								0	0		0	
7166																															0	115368	1000	7184	149311	0	481	481	150	0	52262	0	52262	6982	1218	0	0	346051	1398	500	500	0	0	11766	154	1134	101279	367	1006	60	0	1498	8835	178411	24300	27791	34642	65679	4660	0	0	0	0	0	0	0	605	468	0	0	
7456																															0	79	1112	0	410		0		6495	0			5403	0	2051	0	0	15902	0	0			0	352	0	0	8659	0	0	17	335	0	0	2033	6627	2033	2957	1831	69								0	0		0	
7634																															0	278	718	0	2471		52		1895	0			7444	0	3514	0	0	20672	0	0			0	3844	456	0	9230	141	1694	979	544	440	0	2423	4972	4494	3459	893	0								0	0		0	
8033																															0	3477	0	0	681		571		7899	0			21221	996	6183	0	0	46508	0	0			0	4882	598	2335	35464	2530	217	1297	786	9	43	29654	3063	3990	3796	813	13								0	0		0	
8417																															0	0	0	0	0	0	358534	358534	0	0	0	0	0	0	0	0	0	358534	0	0	0	0	0	0	0	0	358534	0	0	0	0	0	0	358534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																															0	11	1625	0	2194		2		10066	0			5921	0	6830	0	869	30548	0	0			0	2586	444	16	11264	11	8	15	212	968	1372	15652	3044	4168	3116	1710	248								0	0		0	
8547																															0	2043	14089	1707	68886	0	0	0	5732	2524	33015	0	33015	8414	15025	0	310	236982	491	269	269	0	0	85737	1714	35703	51727	6534	13798	9908	4517	25837	23507	40435	17253	18175	30210	15300	26039	0	0	0	0	0	0	0	532	0	0	0	
8631																															0	386	56	0	5430		71		183	0			1978	0	7911	0	162	24206	0	0			0	7885	144	16	3386	219	38	208	406	4358	2656	2955	455	3584	3807	5187	96								0	0			
9115																															0	43610	940	15699	312021	0	4798	4798	0	0	88624	0	88624	102090	33273	0	12856	773197	0	0	0	0	0	90715	64438	42397	212733	14101	1912	5683	17357	28047	23422	227696	36875	89038	228225	75793	23598	0	0	0	0	0	0	0	0	4133	0	0	
9160																															0	42816	0	0	15346		29		114	0			4553	4648	1080	0	212	83151	500	0			0	14456	93	14456	31250	13108	1058	290	0	0	0	65101	3559	327	134	74	0								0	304		0	
9357																															0	0	0	0	17697	0	507	505	0	0	100807	0	100807	3925	1584	0	0	602370	0	0	0	0	0	476742	840	0	83877	476698	0	0	44	0	0	103210	6777	2956	10177	2138	0	0	0	0	0	0	0	0	0	268	0	0	
9553																															0	551	15511	37	391		868		22128	0			3728	13	1326	0	0	48651	0	0			0	4038	60	306	20543	483	698	746	1939	172	0	38575	1133	659	3116	1130	0								0	0		0	
9807																															0	457131	0	39447	380334	0	1100	1100	0	0	66939	0	66939	93536	616	0	0	1457339	4852	0	0	0	0	382663	40156	24388	425767	22108	16450	7884	25818	222218	82272	629338	30462	63944	152851	187751	2369	0	0	0	0	0	0	0	0	269	0	0	
9955																															0	126	6245	196	2936		471		10208	0			4619	59	4260	0	0	40584	0	2416			0	7979	1038	4621	10419	264	614	929	956	5139	76	7967	9715	6338	4972	3348	211								0	31		0	
10157																															0	0	9171	452	450		255		21302	0			3801	0	1583	0	1050	40439	0	0			0	2375	0	455	17464	265	187	23	223	1251	381	8867	12281	2065	7296	4722	1813								0	0		0	
10250																															0	22290	885	4903	43501		142		152	0			35011	7186	32582	0	627	188143	0	0			0	24586	15295	16575	39803	1719	1413	11191	9540	621	102	48594	11840	60098	34030	8287	0								231	752		0	
10849																															0	14013	11596	9620	40650		27		7532	0			9595	0	3073	0	2559	137986	0	0			0	37866	1022	20333	41933	4549	17526	8467	3784	1724	1816	40212	18306	21639	17007	2188	765								433	0		0	
10858																															0	6101	14615	4401	39650	0	308	308	23772	0	32213	0	32213	4686	50864	0	1161	293160	0	49	49	0	0	11220	3843	1036	169908	477	1320	1828	2810	1062	3723	138548	38375	32451	58168	13879	273	0	0	0	0	0	0	0	100000	277	0		
11145																															0	2383	12	0	19542		61		91	0			6661	2406	3994	0	822	97482	0	0			0	60702	807	7083	9133	2358	6421	5867	7148	38321	320	9657	2800	13033	6679	4082	49								1	0		0	
11640																															0	1269	18002	1454	21677		243		15336	0			22062	0	14409	0	132	110473	3	0			0	14655	1237	11465	44069	2733	5055	1019	1130	2998	1720	22791	34817	11107	15430	8027	3631								0	0		0	
11837																															0	13257	320	0	71		587		270	0			23069	0	1242	0	1223	51582	59	0			0	11057	370	1700	25892	3746	2978	4154	164	14	0	14981	4187	17956	325	2671	0								141	34		0	
12030																															0	4455	22677	141	50476		90		7267	0			39207	0	20451	0	2379	185356	0	0			0	36620	1593	1736	87673	5930	11097	14567	2394	2374	99	70321	33497	26746	11345	5140	817								0	0		0	
12058																															0	4692	5258	552	5120		105		4349	0			9318	0	7971	0	14	60276	0	0			0	21751	1146	2827	13057	1920	3029	7937	6359	1381	943	5089	11737	10709	6369	2218	243								0	0		0	
12142																															0	3368	4639	650	16766		912		3825	0			4196	139	16058	0	0	68936	234	0			0	17574	886	17574	24568	1214	826	11615	2789	533	597	11275	13293	18008	7570	1166	0								157	0		0	
12245																															0	2023	457	0	20477		13		0	0			1893	0	3350	0	1526	55103	0	0			0	25231	40	2822	19546	994	3815	7044	880	12232	0	10498	4239	7000	3349	3779	0								93	0		0	
12311	10501969	240326	36266	0	4139387	0	2924565	0	38620	19665798	7	1717850	0	214856	4039268	7215387	923535	1686031	3059998	4068255	119844	3269	0	175	0	0	0	63378	0	0	3444	1478759	61729	180600	2885537	22616	240326	217710	36266		4139387	0	4139387	2832023	2924565	0	38620	19665798	7	1717850				2485053	578268	1220846		214688	113686	377556	566117	389497	811057							3269			175	0			0	63378			
12357																															0	0	3314	0	105		27		3076	0			918	0	885	0	0	9706	0	0			0	1381	0	0	3964	2	73	239	1067	0	0	1106	2783	653	3657	126	0								0	0		0	
12647																															0	4298	3127	0	5594		3		4266	0			5490	593	1565	0	78	39235	0	0			0	13561	540	8490	23184	4073	4586	3669	1170	0	0	9798	10282	3945	802	841	0								91	29		0	
12656																															0	60	561	261	453		0		1040	0			434	0	908	0	0	7809	0	0			0	4092	0	2894	2044	844	2518	369	218	143	0	511	1442	638	677	449	0								0	0		0	
12937																															0	0	139	14275	23823		1135		0	0			9528	13114	892	0	0	100957	63	0			0	33690	4424	339	20954	1029	2361	4166	16611	6374	3149	38331	3714	4785	20351	149	0								0	0		0	
12946																															0	10846	8728	4135	69805	0	715	715	2730	34	21867	0	21867	558	19840	0	85	208728	0	0	0	0	0	64435	4895	1976	63897	3231	5066	9861	32956	12426	175	57729	33503	24975	23829	2086	164	0	0	0	0	0	0	0	0	89	1000	0	
12955																															0	9025	345	437	21824		0		13	0			14740	304	3724	0	228	65439	0	1080			0	11902	1817	1240	22152	4363	379	7160	0	0	0	21145	5773	21744	4738	0	0								0	0		0	
13037																															0	6400	157	61	37221		220		4	167			19187	237	4445	0	0	98672	85	0			0	29093	1382	23961	32524	8436	17036	2763	0	262	305	38746	10984	6258	2426	4193	778								350	0		0	
13103																															0	13441	0	17839	153969	0	0	0	0	0	45454	0	45454	10432	4059	0	2879	424341	0	0	0	0	0	171487	4659	29356	25223	4380	7815	10090	8627	51147	88933	52598	20811	42533	100970	33244	2196	0	0	0	0	0	0	0	0	122	0	0	
13251																															0	0	1125	0	5093		0		2012	0			3393	0	2719	0	212	19692	0	0			0	4814	324	0	9612	571	957	3116	114	56	0	2673	5807	5092	1212	93	0								0	0		0	
13309																															0	20658	74	19895	319189	25	219	194	809	8092	221482	0	221482	43651	282169	0	8050	1434165	0	0	0	0	506	465630	48812	69550	205958	16439	23285	10879	18057	264848	131415	313373	63370	147921	217710	149265	39269	0	0	0	0	0	0	0	0	3527	0	0	
13457																															0	0	3655	0	346		29		5401	0			1506	17	623	0	0	12322	0	129			0	613	3	23	5543	24	150	333	62	44	0	10441	652	349	55	212	0								0	0		0	
14052																															0	1994	2846	0	11185		0		1189	25			7807	237	4569	0	289	50128	0	0			0	18320	1692	0	36146	4290	10310	3021	151	0	437	5858	15688	4504	4688	404	0								0	0		0	
14155																															0	4388	4432	0	1348		78		11707	0			14318	0	7752	0	2	65493	0	0			2461	20799	669	261	21301	1851	2353	13534	2302	341	231	10046	9003	10590	7414	5540	1996								0	0		0	
14258																															0	118220	8164	5034	105093	0	437	437	1145	0	90437	0	90437	12983	7883	0	610	462404	1524	0	0	0	780	103381	9025	77962	214163	20953	18253	42357	12271	4301	5246	260155	33693	38402	22382	5520	149	0	0	0	0	0	0	0	0	1516	0		
14409	6087157	78232	7279	0	4380104	1894	2376695	0	2445	13597317	0	628883	0	0	2070576	5356238	798146	1125068	1938600	1528939	746111	0	0	0	0	0	0	34628	0	0	0	62263	449	78435	1865660	38851	78232	39381	7279		4380104	1894	4381998	1074637	2376695	0	2445	13597317	0	628883				2024701	981012	377684		53867	118988	89763	122688	486692	1149013							0			0	0			0	34628			
14454																															0	1749	999	1243	13102		12		2808	0			1491	54	492	0	0	24330	0	1548			0	832	0	0	7197	117	224	340	41	0	0	6871	6165	7795	2048	10	77								0	0		0	
14650																															0	86	339	0	1887		2		686	0			1028	0	4635	0	47	15024	52	0			0	6290	76	2872	2825	510	399	3503	1446	397	0	756	1438	4753	1696	139	0								0	0			
14753																															0	44	2410	0	636		6		7728	234			1300	0	945	0	0	14333	0	0			0	1240	0	225	7690	118	332	757	9	24	0	2170	9817	568	323	6	0								0	24		0	
14865																															0	9516	7206	57	10460		394		15696	181			8280	150	2422	0	3409	62603	160	0			0	3131	978	522	25337	59	154	450	63	1124	1281	10979	16958	8712	3926	5075	12785								355	709		0	
14931																															0	1341	643	353	4188		74		0	0			7009	1064	557	0	0	15711	44	0			0	526	0	523	2853	523	0	0	0	3	0	6357	637	1268	1715	5240	0								0	0		0	
14940																															0	3042	0	4724	23679		220		0	0			3532	20662	13547	0	0	111378	0	0			0	34909	5197	22395	11589	447	1891	5249	9807	16308	1207	36343	2447	6239	23198	8221	21								0	1866		0	
15536																															0	129855	4342	19238	480725	0	456	456	0	0	59772	0	59772	4993	3043	0	6178	847537	0	115173	114761	412	0	19344	4076	0	247701	1455	1915	5006	4291	2953	3283	263709	105427	208659	94030	128252	22531	0	0	0	0	0	0	0	0	342	0	0	
16337																															0	34943	1128	5228	49716		529		92	45			19394	1022	27332	0	754	175877	0	0			0	30495	3925	27543	34159	5086	7087	15763	822	1316	284	45372	51206	25605	14741	5005	3262								0	1319		0	
16458																															0	10813	1229	10537	38347		50		878	0			13527	826	4035	0	0	97316	11	325			439	14691	1943	567	30686	1839	2087	7388	693	193	2491	26228	7244	30903	10435	7653	152								0	126		0	
