"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
12656	952	0	806	1416	0	3116	0	0	0	0	0	0	5202	0	1385	1202		2467	581	224	2153	1202	0	0	576	1577	314	0	902	300	0	0	2310	3817	0	0	
12937	9543	0	0	25042	0	35785	0	0	0	0	0	0	74345	0	372	31954		17080	15768	4456	16508	31954	0	0	5280	11228	572	0	25237	6717	0	0	35785	73973	0	0	
12946	14326	11	7063	17741	0	33386	0	0	0	0	0	0	322067	0	36017	100443		123538	83760	22485	99355	88638	0	0	40923	64001	16079	2535	41258	49172	7913	2100	26312	286050	0	0	
12955	7217	0	1246	16654	0	26238	0	0	0	0	0	0	55290	0	14100	10814		18712	18547	4983	13768	9416	0	0	5261	8507	4516	428	2825	6591	1398	0	24992	41190	0	0	
13037	17014	7	886	14953	0	23672	0	0	0	0	0	0	81235	0	152	9842		41357	13022	5474	29116	7271	0	0	10582	18534	9780	2461	3538	3733	1926	645	22779	81083	0	0	
13103	198067	46	4684	18410	0	68093	0	0	0	0	0	0	566164	0	5245	36411		154841	176845	43859	113609	24686	0	0	42086	71524	34570	6661	10571	14116	9345	2379	63205	559525	158	1394	
13251	1303	0	160	3188	0	4712	0	0	0	0	0	0	23996	0	1357	1687		12000	9007	2617	10421	1448	0	0	2580	7841	1577	1	100	1348	238	0	4552	22639	0	0	
13309	283445	36	33	183510	0	213960	0	0	0	95000	95000	0	1289149	0	144327	202454		417815	385435	100644	276276	105933	0	35000	84209	192276	102752	38579	46104	59829	48323	48198	213851	1137393	40	7429	
13457	2426	0	411	1682	0	3790	0	0	0	0	0	0	11668	0	872	1179		5360	2703	1091	4824	1032	0	0	1571	3253	483	53	0	1032	147	0	3379	10796	0	0	
14052	9190	2	2210	10748	0	17414	0	0	0	0	0	0	39001	0	870	7232		14855	7724	2679	12027	5191	0	0	4052	7975	2828	0	1866	3325	2041	0	14158	38131	1044	0	
14155	3980	5	1117	8269	0	16073	0	0	0	0	0	0	51032	0	10113	7292		23140	16620	4035	15700	5589	0	0	4909	10817	4243	3171	2733	2856	533	1170	14951	40919	0	0	
14258	17134	39	11572	86482	0	115164	0	0	5247	1505	6752	0	310181	0	17455	64109		42555	186383	17379	27514	54529	0	1005	12777	15875	11708	2195	23880	30950	7648	1631	102852	292726	701	0	
14409	8052487	652	176671	1287274	0	1954182	0	0	0	0	0	0	16597198	0	738682	721644		1954665	5868402	594794	1388881	517518	0	0	414647	974234	473694	92090	275081	242437	142141	61985	1757734	15858516	19125	0	
14454	2905	0	118	2077	0	3563	0	0	2270	1400	3670	0	22405	0	1419	4050		9129	6321	1169	6904	3550	988	1000	3221	3683	1584	641	1556	1994	300	200	3445	18911	0	2075	
14650	4351	1	1858	5429	0	10051	0	0	0	0	0	0	12862	0	533	1230		6611	670	1490	6181	1230	0	0	3701	2621	253	36	613	617	0	0	8192	12329	0	0	
14753	4483	0	203	4928	0	6492	0	0	0	0	0	0	18608	0	1853	4051		10074	0	2890	8533	3508	0	0	4627	4999	448	0	2109	1842	100	0	6289	16755	0	0	
14865	5761	11	3383	10796	0	20461	0	0	95	0	95	0	49653	0	12393	16908		17501	9484	2305	12871	14721	95	0	5574	8112	3621	194	10638	4195	2075	0	17067	37260	0	0	
14931	2530	9	20	12334	0	14932	0	0	0	0	0	0	11263	0	200	1333		2828	4572	586	2693	1333	0	0	1167	1579	82	0	172	1161	0	0	14903	11063	0	0	
14940	24882	3	55	9457	0	11120	0	0	0	0	0	0	113234	1988	3838	18425		25777	44150	9663	19961	15787	0	0	8900	11061	4373	1443	6652	9135	2134	504	11062	107408	0	0	
15536	162812	15	575	98785	0	121788	0	0	32986	44310	77296	0	822503	0	10081	148215		348839	162638	72067	323027	143403	32986	44310	91165	231862	21657	4155	51540	91863	4222	590	121025	777488	173	34934	
16337	26128	178	6234	41637	0	70241	0	0	0	0	0	0	145172	0	5743	48115		62642	8287	16162	53119	39393	0	0	24422	32139	5770	311	13225	27299	7491	100	63678	138729	151	700	
16458	46285	19	1539	12739	0	19898	0	0	0	0	0	0	128422	0	5280	14393		29932	37812	8209	19615	9946	0	0	7062	12743	6346	3781	2861	7085	2781	1666	18323	123118	17	24	
16551	12560	2	1552	7111	0	13126	0	0	0	5853	5853	0	51271	0	4108	13350		21997	3364	4228	12034	7475	0	1000	8635	7163	5541	658	2628	4922	2748	3053	11572	47163	0	0	
16748	5637	0	548	7341	0	11084	0	0	0	0	0	0	30471	0	100	3214		18993	2627	3320	7572	1666	0	0	5958	10268	2216	551	1087	1800	327	0	10536	30371	0	0	
16766	8221	6	0	15514	0	19664	0	0	0	54050	54050	0	260618	0	15047	102933		15816	133648	5616	10992	98508	0	54050	6820	6714	1762	520	63538	36600	2144	651	19658	245571	0	0	
16944	6904	0	1029	3682	0	9862	0	0	0	0	0	0	15399	0	436	425		6196	1874	888	4584	200	0	0	1705	2885	1606	0	0	200	225	0	8833	14963	0	0	
16953	3584	0	1001	4538	0	8435	0	0	0	0	0	0	17957	0	1856	2140		9773	2460	608	6476	2140	0	0	2200	4276	3297	0	840	1300	0	0	7434	16101	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	102955	0	13690	86395		16452	108	0	16452	86395	0	0	16412	40	0	0	85954	441	0	0	0	89049	0	216	
17147	155447	38	10739	67870	0	95547	0	0	14915	0	14915	0	484501	0	22536	52287		145330	131437	31759	59863	31565	0	0	21806	38058	75204	10262	21979	9586	16067	4655	78878	461965	5892	0	
17259	17137	2	55	4898	0	8082	0	0	0	0	0	0	38465	0	171	3906		16519	902	3977	9360	2347	0	0	2737	6623	5279	1880	320	2027	934	625	8025	38294	0	0	
17464	26614	190	7139	118718	0	146717	0	0	0	0	0	0	450459	0	46108	17401		29171	377273	8458	22261	13637	0	0	8962	13299	6057	854	5637	8000	3553	211	139388	404351	0	0	
17549	45696	3	3260	34055	0	45896	0	0	13461	7190	21126	0	157281	0	11927	45269		39801	26515	3894	37577	44850	13461	7665	16584	20993	1930	294	23780	21070	419	0	42633	131771	0	13583	
17839	8569	33	3585	25910	0	44505	0	0	0	0	0	0	97228	33	7853	32165		33384	23110	9603	23735	22321	0	0	5785	17951	5929	3719	9827	12494	6788	3056	40887	89342	0	0	
17950	14269	0	5942	8662	0	23780	0	0	0	0	0	0	40227	0	7307	5999		14916	5043	3047	11738	5329	0	0	4348	7390	2510	668	3998	1331	536	134	17838	32920	0	0	
18050	21341	141	22850	44103	0	85269	0	0	0	0	0	0	126982	0	5692	28918		58052	18671	10494	47784	22385	0	0	22267	27476	8214	95	7889	14637	6392	0	62278	121290	0	0	
18135	27157	0	0	28429	0	43317	0	0	0	0	0	0	83403	0	8000	19494		15961	20790	2392	11725	18539	0	0	5687	6038	2437	1799	8396	10143	755	200	43317	75403	0	0	
18368	13695	21	7948	22695	0	26504	0	0	0	0	0	0	341688	0	5419	25071		25923	276999	6077	23079	22881	0	0	9772	13307	2844	0	9826	13055	2190	0	18441	336269	94	0	
18377	5027	0	0	0	0	0	0	0	0	0	0	0	17242	0	74	1113		11102	0	1345	5992	527	0	0	1260	4732	5106	4	0	527	586	0	0	16770	0	398	
18827	46495	10	7370	19101	0	44670	0	0	0	0	0	0	90532	0	11294	9278		32367	2392	7025	20125	4359	0	0	9522	10918	6377	5550	2565	1794	1922	2997	37290	79238	0	0	
18836	7833	0	1819	13358	0	21530	0	0	693	0	693	0	99436	0	219	26308		53115	12180	10029	30073	12065	594	0	13849	19657	13114	6495	2331	10003	9613	4361	19711	98717	0	500	
18854	0	0	2659	2121	0	7392	0	0	0	0	0	0	13779	0	720	3568		8915	1297	501	8252	3168	0	0	3215	5037	549	113	901	2267	400	0	4733	13059	0	0	
18863	35933	133	221	71223	0	81496	0	0	0	0	0	0	472532	0	35674	60235		34645	341719	1657	31500	59125	0	0	16185	15315	3012	132	49473	9652	1110	0	81142	436858	0	0	
18957	5811	0	3538	3952	0	10424	0	0	0	0	0	0	33891	0	4880	9868		15544	2668	3273	8626	7572	0	0	1870	6756	6366	552	2906	4666	2057	239	6886	29011	0	0	
19356	6804	3	4685	15468	0	30245	0	0	0	0	0	0	45363	0	1413	6116		30061	2382	3912	23226	5343	0	0	7829	15397	5816	1019	1807	3536	439	334	24354	43850	1203	100	
19730	347975	229	8220	194551	0	249857	0	0	0	0	0	0	953133	0	46737	115737		275331	214090	57265	205354	103476	0	0	81784	127061	55355	11131	60774	43031	7292	4640	241388	906260	20	136	
19936	8134	4	17895	29637	0	64006	0	0	0	0	0	0	69394	0	8829	19631		27578	14051	4243	24369	17589	0	0	7567	16802	2494	715	7302	10287	1532	510	46097	60565	10	0	
19972	39714	0	0	0	0	0	0	0	0	0	0	0	39714	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39714	0	0	
20053	1657	0	647	3555	0	5341	0	0	0	0	0	0	15846	0	2298	2048		8807	3334	1829	6113	1944	0	0	2910	3559	2332	6	1259	685	104	0	4694	13548	0	0	
20147	15491	0	1070	7216	0	9735	0	0	0	0	0	0	29266	0	1285	1765		12010	0	1294	5762	625	0	0	2052	3823	3141	2994	0	625	630	510	8665	27981	0	0	
20259	11605	11	3835	10757	0	23226	749	0	0	0	0	0	12469	0	1113	0		855	9	308	559	0	0	0	688	165	0	2	0	0	0	0	18631	11356	0	0	
