"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	6738	0	1622	5684	0	12449	0	0	0	0	0	0	48942	0	1155	10703		28166	3335	3899	13386	7100	0	0	3297	10089	6817	7963	3519	3581	1283	2320	10827	47787	0	0	
242	3187	0	1295	3188	0	7703	0	0	0	0	0	0	13596	0	570	1193		7926	1290	1150	5041	992	0	0	1468	3573	2387	498	690	302	100	101	6408	13026	0	0	
279	9171	0	0	2175	0	9551	0	0	0	0	0	0	70601	0	0	18771		40900	1759	8783	28342	11301	0	0	8471	19872	11528	1029	2913	8388	6807	663	9551	70601	0	0	
354	898	0	35	1060	0	1060	0	0	0	0	0	0	5991	0	1456	800		3172	1121	0	3169	800	0	0	1347	1823	2	0	500	300	0	0	1025	4535	0	0	
439	16291	0	6069	31141	0	47257	0	0	0	3017	3017	0	89523	0	4609	23361		43148	6723	8871	39919	19906	0	967	13516	26403	3167	62	6188	13718	3455	0	41170	84914	18	0	
457	2450	0	183	2274	0	4049	0	0	1287	200	1933	0	17553	0	1268	2529		9485	3089	695	7371	2229	1287	646	1652	5719	1917	197	318	1911	100	200	3866	14898	0	1387	
505	69463	15	8692	44626	0	71112	0	0	0	0	0	0	171701	0	28301	24080		49772	28386	8548	36926	20678	0	0	9897	27029	11600	1246	6452	14226	3167	235	62405	143100	0	300	
1146	87175	0	396	58037	0	95997	0	0	0	0	0	0	227677	0	6187	34982		61482	44038	10595	55433	28984	0	0	13454	42062	4233	1733	8283	20702	5657	340	94765	221156	836	334	
1155	566	19	681	14466	0	43985	0	0	0	0	0	0	73521	0	10907	16972		45736	10247	8724	32715	12552	0	0	13067	19648	8220	4801	8051	4501	1382	3038	43252	62614	33	0	
1351	3214	4	3123	9504	0	17139	0	0	0	0	0	0	65135	0	3133	12892		35792	13237	4936	30237	11078	0	0	10813	19424	5555	0	4465	6613	1814	0	14012	62002	0	0	
1454	1661	135	2620	74196	0	113299	0	0	0	0	0	0	159821	5	12292	29297		47724	81139	14157	34782	15995	0	0	17641	19269	8550	2264	20423	6778	891	1205	109916	147524	628	0	
1557	1928	21	753	3239	0	6019	0	0	0	0	0	0	20732	0	1653	3629		13387	1788	2108	8057	3135	0	0	3000	5057	4867	463	1954	1181	494	0	5245	19029	0	50	
1632	66215	41	26990	18637	0	27757	0	0	0	18000	18000	0	161079	0	1128	45586		33356	15922	9138	27664	22772	0	0	11209	17259	4159	729	10109	13405	20236	1836	528	159753	198	198	
1669	12931	24	13674	33259	0	71023	0	0	0	0	0	0	122231	0	580	25774		67745	15780	11237	51545	18135	0	0	22904	29765	7262	7815	5266	12869	5131	2508	57240	121539	85	112	
1829	33684	12	122	52460	0	67860	0	0	0	0	0	0	181093	0	10278	27354		73728	46327	17914	40179	16133	0	0	9834	30345	26226	7323	7466	8667	7008	4213	67493	170815	233	0	
1856	498	5	656	1499	0	2878	0	0	8965	0	8965	0	24998	0	10704	20201		2238	2061	8	2158	16085	4949	0	659	1499	80	0	12754	3331	2070	2046	2217	14096	0	198	
2040	6531	12	1768	11078	0	26778	0	0	0	0	14284	0	90530	0	5648	25491		32044	26464	9301	20112	11530	0	2400	6079	14033	11097	835	5900	5630	9003	4958	24998	84669	0	213	
2161	12564	0	2666	14348	0	32013	0	0	0	0	0	0	54169	0	7423	17995		18451	5161	6609	15642	16673	0	0	6580	9195	2106	570	10418	6255	1211	111	29347	46746	0	0	
2376	183362	0	87	28719	0	68953	0	0	0	0	0	0	671998	0	134	66831		357500	64305	51176	275194	50936	0	0	101420	177314	70498	8268	20939	29997	13222	2673	68866	671864	0	0	
2451	788	0	92	1159	0	1764	0	0	0	0	0	0	9419	0	1073	2490		5462	679	706	4155	1977	0	0	1315	2840	1209	98	1010	967	413	100	1672	7947	0	399	
2554	527	0	142	1265	0	3030	0	0	0	0	0	0	3941	0	708	855		2557	0	0	1779	755	0	0	474	1306	709	68	250	505	0	100	2888	3233	0	0	
2732	41091	11	5958	75690	0	100689	0	0	0	0	0	0	268842	0	36727	102117		77493	48141	12683	69684	91828	0	0	43005	27100	6756	632	66245	25583	9193	1096	94720	232115	0	0	
2750	1566	0	1224	1428	0	5545	0	0	789	602	1391	0	29593	0	2538	8158		16338	3531	1765	11869	6175	690	400	5750	6708	3307	573	2425	3874	1757	102	4321	26077	0	978	
2938	11158	0	6563	52982	0	55975	0	0	0	0	20000	0	126023	0	11444	31061		20746	63058	5276	17067	19883	0	20000	6416	10651	2654	1025	4207	15676	10831	347	48232	114479	1180	100	
2956	5051	40	1372	8554	0	21778	0	0	0	0	0	0	82947	0	10895	16274		44218	17404	6212	30516	13785	0	0	10015	20501	9803	3899	5159	8626	1864	625	20366	72052	0	0	
3252	9995	3	556	10253	0	22238	0	0	0	0	0	0	54678	0	4080	13604		21374	9704	5147	16454	12289	0	0	3825	12629	4867	53	8560	3729	1215	100	21679	50399	0	199	
3458	1149	0	1604	2349	0	6019	0	0	0	0	0	0	13584	0	2343	3868		6694	1873	420	5204	3568	0	0	1538	3666	1324	166	1434	2134	200	100	4415	11241	0	0	
3506	122313	142	13172	77472	0	156960	0	0	0	0	0	0	983693	0	42545	29736		265743	565901	37009	239622	27988	0	0	69736	169886	23595	2526	15885	12103	1643	105	95458	941148	48188	0	
3579	30232	0	9616	28541	0	65235	0	0	0	0	0	0	184085	0	3733	37083		96779	19991	16780	62954	26380	0	0	20038	42916	29182	4643	9447	16933	6540	4163	55619	167566	0	12786	
3720	15864	0	3687	14837	0	47139	0	0	0	0	0	0	65294	0	2604	17468		31067	895	4936	24755	16555	0	0	5580	19175	6211	101	7691	8864	913	0	43452	62690	0	0	
3953	5101	3	2264	15071	0	23102	0	0	0	0	0	0	42209	0	2040	7445		15373	14290	419	13149	6293	0	0	5404	8164	1528	277	2936	3357	942	210	20835	40169	0	0	
4138	25645	11	982	18104	0	25807	0	0	0	0	0	0	119111	0	4022	27108		43071	23287	9566	40152	23425	0	0	13588	26661	2242	580	11368	12057	2600	1083	24814	115089	0	0	
4147	10024	0	1514	12053	0	25333	0	0	0	0	2940	0	58119	0	4131	6400		24896	16799	5692	18414	4961	0	2940	4788	13626	6482	0	443	4518	1438	0	23819	53988	0	0	
4156	6556	0	7042	14662	0	32274	0	0	0	0	0	0	57802	0	6805	10690		28238	12318	5523	19249	8303	0	0	5763	13486	4926	4063	2323	5981	1372	1014	25232	50997	0	0	
4231	10608	2	5559	12056	0	22883	0	0	0	0	0	0	63839	0	9683	23047		20798	9386	7882	15617	14279	0	0	4794	10823	4383	798	3584	10695	6713	2056	17322	54156	0	0	
4437	74999	6	665	17239	0	36590	0	0	0	0	0	0	104874	0	492	5527		24325	23	7628	17852	4027	0	0	6816	11036	5339	1134	1488	2539	924	576	35919	104382	0	0	
4745	826	0	547	837	0	2236	0	0	0	0	0	0	6075	0	909	611		3847	791	1173	2212	611	0	0	543	1669	1524	111	511	100	0	0	1689	5166	0	0	
4839	32349	5	69	35362	0	40341	0	0	0	9223	9223	0	134085	0	4200	39492		47011	15234	7904	35847	35396	0	396	13318	22529	10585	579	8310	27086	3831	265	40170	129489	97	396	
5005	76427	2	10009	31870	0	52590	0	0	0	0	0	0	210118	0	492	32328		83459	17904	17903	42782	15504	0	0	14730	28052	37472	3205	6692	8812	14410	2414	42579	209626	0	0	
5050	4917	6	1974	12028	0	20996	0	0	0	0	0	0	55574	0	11302	13794		20491	16371	5362	12278	12286	0	0	3603	8778	4942	3168	10799	1487	728	779	18938	44073	78	199	
5069	43919	6	0	6688	0	8745	0	1181	60344	32241	92585	0	279136	0	8279	107258		123374	4585	648	120758	106093	59057	32241	42204	78554	2143	473	43660	62433	1065	100	8739	227980	0	41696	
5135	12689	0	4983	17610	0	35540	0	0	0	0	0	0	103849	0	5538	30206		44756	16198	10314	40999	28217	0	0	14580	26419	3714	43	8846	19371	1989	0	30557	97222	0	1089	
5210	122701	57	35146	73233	0	184763	0	0	0	0	0	0	454893	0	6790	31484		190570	110138	41293	108115	13894	0	0	42161	66952	53274	28183	7080	7115	9318	7971	149560	448103	0	0	
5247	203467	0	2416	34584	0	42012	0	0	0	0	0	0	841053	0	21602	40917		187480	409189	43233	148167	32778	0	0	48567	100395	23143	15375	13027	20156	5660	2074	39596	819451	0	0	
5274	4180	2	135	9581	0	12373	0	0	0	0	0	0	68089	0	1826	6116		41133	16660	5517	21479	3847	0	0	5661	15818	9745	9909	304	3543	912	1357	12236	66263	0	0	
5331	24313	19	449	42245	0	64126	0	0	0	0	0	0	129060	0	0	10950		31528	62269	7930	21143	8058	0	0	9477	11666	6404	3981	4711	3347	1681	1211	63658	129060	0	0	
5461	31933	123	343	93403	0	132867	0	0	0	0	0	0	142134	0	5824	35383		21738	53080	8243	17671	32645	0	0	10228	9624	1236	650	20753	11892	805	1933	132350	136310	41	0	
5751	4736	14	1458	4118	0	13468	0	0	0	0	0	0	64677	0	23094	6577		13521	39843	4447	11135	5015	0	0	4158	6977	2198	188	1563	3452	1347	215	11996	41583	0	0	
5939	178602	4	472	200120	0	417280	0	0	0	0	0	0	1769219	0	6421	270906		929796	389915	141119	602290	174829	0	0	209652	392638	285192	42314	66378	108451	87720	8357	416804	1762798	0	0	
6039	5383	0	3509	8626	0	17652	0	0	0	0	0	0	51157	0	2455	14558		27065	4151	8856	26182	14312	0	0	8208	17974	883	0	5926	8386	246	0	14143	48596	0	106	
6057	844	0	356	903	0	2618	0	0	0	0	0	0	10109	0	1892	1013		7871	381	437	6017	710	0	0	2417	4036	1375	42	710	203	100	0	2262	8217	0	0	
6141	1654	7	1298	7293	0	14516	0	0	0	0	0	0	14167	0	1986	4114		7658	741	1084	6946	3714	0	0	3396	3650	554	58	1273	2441	300	100	13211	12181	0	0	
6329	10664	10	11781	41517	0	73386	0	0	0	0	0	0	114038	10	6977	38470		48179	16725	10203	46043	33450	0	0	26761	19540	1627	251	14776	18675	4106	913	61595	107051	0	0	
6972	65483	81	15820	122445	0	176467	0	0	0	0	0	0	383242	0	4837	33909		109220	174630	38842	85951	26618	0	0	31873	54078	20153	3116	10653	15965	7091	200	159573	378405	993	0	
7009	0	24	4	31389	0	31389	0	0	0	0	0	0	474174	0	0	0		0	474174	259	0	0	0	0	0	0	0	0	0	0	0	0	31361	474174	0	0	
7045	9542	4	8854	13420	0	34351	0	0	0	0	0	0	48638	0	4911	6021		24269	8806	4460	11382	3527	0	0	3328	8236	4545	8160	2224	1303	727	1767	25493	43727	0	0	
7157	1500	0	109	2655	0	5808	0	0	0	0	0	0	20810	0	1271	2554		13334	3422	2214	11048	1872	0	0	2962	8386	1986	0	1015	857	682	0	5699	19539	0	0	
7166	85066	100	846	57825	0	64959	0	0	0	0	9000	0	324375	0	3922	105257		71375	62677	7011	58539	96423	0	6000	17696	40843	11584	1252	53570	42853	7018	1816	64013	307774	0	12679	
7456	6023	4	2875	5247	0	11251	0	0	0	0	0	0	24506	0	3506	1170		16126	1187	1971	11600	1070	0	0	1794	9806	4416	110	441	629	100	0	8365	21000	7	0	
7634	3340	0	1099	6727	0	10133	0	0	693	0	693	0	24514	0	620	7154		12867	1153	1902	10776	5632	594	0	2703	8073	1304	787	1091	4541	1222	300	7887	23894	1147	0	
8033	6678	4	993	9744	0	16346	0	0	0	0	0	0	24480	0	2609	5722		11564	516	1451	9792	4226	0	0	3883	5909	818	954	2026	2200	411	1085	15349	21871	0	0	
8417	300000	0	0	1572856	0	1572856	0	0	0	0	0	0	440960	0	0	0		0	140960	923	0	0	0	0	0	0	0	0	0	0	0	0	1572856	440960	0	0	
8462	293	9	781	8254	0	23001	0	0	0	0	0	0	33093	0	500	18024		12182	2594	2274	11167	17785	0	0	6601	4989	592	0	9149	8637	238	0	22211	32593	0	0	
8547	34108	0	21159	28358	0	54795	0	0	693	900	1593	0	199946	0	10727	28096		101494	36248	17642	68472	22112	396	500	15905	52567	27624	5397	11742	10370	5452	531	33636	189219	0	0	
8631	10810	0	1021	6960	0	12637	0	0	0	0	0	0	29202	0	200	3240		11671	3481	2875	7357	1917	0	0	3662	3695	2724	1590	758	1159	750	573	11616	29002	0	0	
9115	407665	212	52341	312216	0	400103	0	0	0	0	0	0	1878885	0	347986	211155		157074	1102991	26214	123709	201843	0	0	45595	78114	31868	1497	132991	68852	8630	682	343954	1530899	3596	0	
9160	26491	43	201	29096	0	47251	0	0	0	0	0	0	81443	0	0	12030		36431	6491	4561	33999	11384	0	0	26140	7932	2348	11	9275	2109	646	0	47007	81443	0	0	
9357	0	434	0	147719	0	160682	0	0	0	89789	89789	0	275621	4687	0	93923		1797	179901	1705	1227	93923	0	89789	1272	505	20	0	93923	0	0	0	160248	270934	0	0	
9553	0	2	1949	5504	0	12501	0	0	0	0	0	0	34387	0	4107	7883		22964	3540	5789	20333	7483	0	0	9034	11299	2631	0	2466	5017	400	0	10550	30180	0	100	
9807	227769	38	5041	64791	0	88183	0	0	0	0	0	0	1428832	0	317598	212560		157264	831239	79766	136557	205824	0	0	35781	100776	19600	1107	179335	26489	6301	435	83104	1111234	0	0	
9955	5079	1	2795	6122	0	22637	0	0	0	0	0	0	49745	1	16067	14185		19355	11126	3241	14189	11797	0	0	5705	8539	4014	1097	7265	4533	2187	200	19841	33677	0	0	
10157	4714	0	637	8336	0	14556	0	0	0	0	0	0	45733	0	9499	9383		23645	7991	2546	14906	7263	0	0	4915	9991	7532	1207	5439	1824	1220	900	13919	36234	0	0	
10250	0	35	6652	33798	0	74310	0	0	0	0	0	0	161556	0	7757	36522		88489	36545	29623	42400	15351	0	0	10837	31563	21439	24650	4752	10599	8745	12426	67623	153799	0	0	
10849	41517	781	2808	9435	0	20651	0	0	0	0	0	0	135386	0	20080	35306		43552	15011	5705	35731	30519	0	0	12033	23698	7538	283	10479	20040	4532	255	17062	115306	0	0	
10858	93130	46	4153	11707	0	14306	0	0	0	0	0	0	303996	0	35032	61450		129107	20309	9014	85917	47972	0	0	20644	65273	41072	2118	12458	35514	12992	486	10025	268964	82	0	
11145	15881	0	13571	14697	0	36647	0	0	0	0	0	0	70848	0	10074	8111		24033	22823	3426	12928	4379	0	0	3056	9872	5833	5272	941	3438	2471	1261	23076	60774	0	0	
11640	7001	15	16559	32485	0	64161	0	0	0	0	0	0	80836	0	15833	32890		33331	7615	5754	23472	27879	0	0	10754	13014	4243	5319	10426	17453	2996	2014	47522	65003	65	0	
11837	4805	3	9359	4712	0	22041	0	0	0	0	1684	0	42162	3	1119	10323		24469	2565	4343	14764	5169	0	0	5543	9221	5523	4183	2114	3055	919	4236	12679	41040	0	0	
12030	8558	10	3756	17529	0	31924	0	0	0	0	0	0	144235	0	1748	48086		86497	1094	13784	75730	41651	0	0	31750	43980	5665	5102	18996	22655	2236	4199	28158	141015	0	1472	
12058	5395	39	1603	9296	0	16488	0	0	0	0	0	0	81393	0	10021	12866		41489	21643	4430	27655	9431	0	0	7267	20388	10293	3541	3217	6214	2254	1181	14846	71372	0	0	
12142	19981	3	10076	29450	0	48817	0	0	0	0	0	0	115817	0	26450	48979		31617	15240	9817	30548	48979	0	0	16786	13762	1055	14	34345	14634	0	0	38738	89367	0	0	
12245	14835	0	1251	14883	0	19690	0	0	0	0	2600	0	56795	0	6434	13595		21003	7362	4696	15450	10578	0	2600	5221	10229	4647	906	3273	7305	2676	341	18439	50361	0	0	
12311	3087741	20	144128	2437714	210	2721540	0	0	0	816778	1226778	0	15403798	0	464941	2131493		3322094	6862470	657414	1763525	798542	0	155000	451707	1311818	963600	594969	452366	346176	455098	877853	2542830	14938857	34352	0	
12357	1197	0	693	3357	0	6885	0	0	0	0	0	0	21491	0	1951	2850		13310	4134	1875	10657	1666	0	0	2762	7895	2653	0	412	1254	1184	0	6192	19540	0	0	
12647	6027	0	520	10374	0	12885	0	0	99	0	594	0	40346	0	2391	7045		17228	10046	5773	9296	4930	99	0	1776	7520	7934	0	2042	2889	2114	0	12365	37955	0	0	
