"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	12797	12561	332	0	0	96	0	0	12561	0	0	0	
242	3767	3856	247	0	0	315	0	0	3856	0	0	-21	
279	17646	17188	498	0	0	0	0	0	17188	0	0	-40	
354	1157	1248	-73	0	0	0	0	0	1248	0	0	-18	
439	17969	16944	984	0	0	0	0	0	16944	0	0	41	
457	2450	2256	194	0	0	0	0	0	2256	0	0	0	
505	23254	18496	685	0	4173	0	0	0	18496	0	0	-100	
1146	30325	29493	4978	0	225	4052	0	0	29493	0	0	-319	
1155	10918	10189	1098	0	0	522	0	0	10189	0	0	153	
1351	13638	13067	785	0	0	204	0	0	13067	0	0	-10	
1454	30871	29478	2443	0	0	520	0	0	29478	0	0	-530	
1557	5979	5924	121	0	0	146	0	0	5924	0	0	80	
1632	20489	20519	1832	0	0	1768	0	0	20519	0	0	-94	
1669	40226	38068	1930	0	0	0	0	0	38068	0	0	228	
1829	40168	37765	2344	0	0	904	0	0	37765	0	0	963	
1856	2558	2287	173	0	0	40	0	0	2287	0	0	138	
2040	14375	13334	1086	0	0	288	0	0	13334	0	0	243	
2161	9358	8831	610	0	0	0	0	0	8831	0	0	-83	
2376	106197	107124	5453	0	0	5000	0	0	107124	0	0	-1380	
2451	1187	1064	206	0	0	80	0	0	1064	0	0	-3	
2554	725	752	93	0	0	116	0	0	752	0	0	-4	
2732	52249	50264	2210	0	0	371	0	0	50264	0	0	146	
2750	4815	4648	92	0	0	0	0	0	4648	0	0	75	
2938	21342	20066	357	0	2370	1450	0	0	20066	0	0	-1	
2956	13125	13100	116	0	0	0	0	0	13100	0	0	-91	
3252	10264	9954	603	0	0	300	0	0	9954	0	0	7	
3458	2305	2266	120	0	0	40	0	0	2266	0	0	-41	
3506	138245	78835	7643	51886	0	0	0	0	78835	0	0	-119	
3579	29684	23034	1577	9247	0	5000	0	0	23034	106	0	720	
3720	17878	17052	1279	0	0	384	0	0	17052	0	0	-69	
3953	6085	5839	946	0	0	700	0	0	5839	0	0	0	
4138	16461	15705	929	0	0	330	0	0	15705	0	0	157	
4147	13150	12419	578	0	0	100	0	0	12419	0	0	253	
4156	14498	13956	935	0	0	600	0	0	13956	0	0	207	
4231	12136	11237	623	0	0	0	0	0	11237	0	0	276	
4437	12068	11484	768	0	0	266	0	0	11484	0	0	82	
4745	1082	1084	15	0	0	17	0	0	1084	0	0	0	
4839	18184	17553	1800	0	0	1095	0	0	17553	0	0	-74	
5005	30179	28320	1241	0	0	0	0	0	28320	0	0	618	
5050	7344	7507	795	0	0	612	0	0	7507	0	0	-346	
5069	52337	48404	5663	0	0	2449	0	0	48404	0	0	719	
5135	22539	21850	682	0	0	0	0	0	21850	0	0	7	
5210	66313	65893	4251	0	0	2283	0	0	65893	0	0	-1548	
5247	70304	68956	8577	0	0	4893	0	0	68956	0	0	-2336	
5274	10795	10355	364	0	0	0	0	0	10355	14	0	62	
5331	22578	20231	1690	0	0	103	0	0	20231	0	0	760	
5461	21703	20308	1281	0	0	170	0	0	20308	0	0	284	
5751	21943	22002	913	0	0	1687	0	0	22002	0	0	715	
5939	233193	232158	4978	0	0	2000	0	0	232158	0	0	-1943	
6039	7581	7277	318	0	0	0	0	0	7277	0	0	-14	
6057	1376	1304	72	0	0	0	0	0	1304	0	0	0	
6141	3520	3396	124	0	0	0	0	0	3396	0	0	0	
6329	21183	19991	1945	0	0	1000	0	0	19991	0	0	247	
6972	93401	92205	4129	0	0	3000	0	0	92205	0	0	67	
7009	53145	51891	4767	0	8	4000	0	0	51891	0	0	479	
7045	10180	9595	428	0	0	0	0	0	9595	0	0	157	
7157	3757	3746	79	0	0	45	0	0	3746	0	0	-23	
7166	34604	32085	4275	0	0	2000	0	0	32085	0	0	244	
7456	4257	4218	113	0	0	0	0	0	4218	0	0	-74	
7634	4912	4757	157	0	0	100	0	0	4757	0	0	98	
8033	6795	6313	458	0	0	0	0	0	6313	0	0	24	
8417	191097	237101	-21002	0	0	25000	0	0	237101	0	0	-2	
8462	8452	7953	707	0	0	230	0	0	7953	0	0	22	
8547	34916	36069	1411	0	0	2433	0	0	36069	0	0	-131	
