"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1856																																					10	598	0	101819	87182	0	592	0	6125	214921	95064	273	201812	0	150	98	83000	0	13109	400	214921	0	0	1344	0	13882	0	2076	92988		0	18647	18497	-2517	0	0	23475	0	
2040																																					288	7349	0	0	27299	0	2160	0	4025	178604	139170	792	161871	0	1642	0	21909	0	16733	480	178604	0	0	11853	0	4270	515	11831	127340		0	134502	132860	130	4108	0	0	0	
2161																																					5000	2982	0	75	27176	0	1830	0	3467	100991	89899	676	90575	0	552	0	0	0	10416	1000	100991	0	0	8326	0	1253	0	18676	71223		0	55493	54941	-163	5520	0	0	0	
2376																																					477524	9699	126	257994	30170	4161	10089	1314	49786	1523938	729459	428558	1397427	67	8097	0	233197	0	126444	500	1523938	0	0	125989	0	0	0	17536	711923		0	677572	669475	-45	13600	0	6213	0	
2451																																					74	957	96	0	0	0	360	0	1244	35704	23886	549	32413	0	201	750	7978	0	3291	50	35704	0	0	937	0	2304	37	1860	22026		0	30371	30170	0	2016	0	0	0	
2554																																					0	845	0	2	2553	0	81	0	132	7758	7033	45	7078	0	25	0	0	0	680	50	7758	0	0	176	0	550	0	1756	5277		0	3540	3515	-96	630	0	0	0	
2732																																					0	19287	1212	0	58714	0	6375	0	4271	518659	446151	10968	457580	0	3758	0	461	0	61079	0	518659	0	0	55533	0	5789	0	83059	363092		0	392558	388800	-243	40000	0	0	0	
2750																																					793	1439	0	0	12556	0	530	29	2264	53595	41718	575	48693	0	380	0	6400	0	4902	90	53595	0	0	4958	0	93	0	2323	39395		0	36171	35791	-239	193	0	0	0	
2938																																					1719	12761	0	0	42957	0	6416	0	8155	386375	300820	7212	356325	0	5871	0	15500	0	30050	1250	386375	0	0	14590	0	14453	0	53307	247513		0	320238	314367	-243	0	0	28619	4174	
3252																																					2972	5339	0	5128	37931	0	640	146	2944	104335	84027	389	91283	0	944	0	2367	0	13052	200	104335	0	0	12727	0	300	0	13274	70753		0	50179	49235	-175	0	0	4500	0	
3458																																					2640	1284	0	2337	7135	0	102	0	400	25001	20009	156	22310	0	331	0	0	0	2691	100	25001	0	0	2180	0	450	0	2302	17707		0	10374	10043	-39	1060	0	0	2145	
3506																																					1	32233	5316	28651	224709	0	16277	0	57628	1566192	1233810	33017	1388682	0	11567	68923	110326	0	177510	2879	1566192	0	0	96165	0	80042	0	233836	999974		0	1137021	1125454	-1576	7000	0	0	11529	
3720																																					0	5295	0	13597	41917	0	1806	2	5044	167942	137135	1878	147222	0	1323	0	4330	0	20720	2400	167942	0	0	8025	0	10800	166	19169	117966		0	97958	96635	-505	3480	0	0	3879	
3953																																					3	2803	0	0	4	0	4455	896	3099	102921	95101	877	96370	0	1085	0	392	0	6551	500	102921	0	0	4371	0	1680	11322	22269	72832		0	70504	69419	0	10920	0	0	0	
4138																																					0	5483	0	0	34126	23	8410	913	2691	186230	163697	862	169296	0	1201	0	2437	0	16934	300	186230	0	0	16800	0	300	0	23270	140427		0	135785	134584	-466	0	0	2300	0	
4156																																					61	4608	0	0	49913	0	3775	132	6453	180165	131489	870	164464	0	1412	1783	30105	0	15701	1200	180165	0	0	8645	0	5981	1370	16880	114609		0	113482	112070	-125	0	0	2000	0	
4231																																					0	1372	0	0	53860	0	1176	147	2023	119701	103630	897	107235	0	736	0	0	0	12466	500	119701	0	0	1834	0	11100	0	14703	88927		0	61859	61123	-968	0	0	2708	0	
4437																																					177	3522	0	3045	38867	0	3878	0	4281	241619	205401	1806	221022	0	1632	0	9993	0	20597	963	241619	0	0	16011	0	3750	0	20843	184558		0	169880	168248	-127	19601	0	0	3822	
4839																																					204	4411	0	0	70448	78	6798	0	3321	280317	220604	1768	259311	0	1836	0	27900	0	21006	1875	280317	0	0	11506	0	8429	0	35755	184849		0	196893	195057	-804	0	0	0	9039	
5005																																					973	5791	0	1971	70652	0	7611	0	13360	372929	291641	4911	335855	0	2283	1973	39303	0	37074	0	372929	0	0	2569	0	33666	0	31930	259711		0	270536	268253	839	2345	0	0	0	
5069																																					398	1860	0	0	2271	0	18119	0	3023	315228	231246	4492	235738	0	6704	0	0	0	79490	4500	315228	0	0	70762	0	4129	0	10245	221001		0	245261	238557	99	51000	0	0	0	
5135																																					47	7517	0	0	42270	0	4107	15	9427	297556	257852	2530	268382	0	2791	1042	8000	0	29174	651	297556	0	0	9292	0	19349	0	36109	221743		0	204115	201324	-118	31807	0	0	0	
5210																																					892	19657	64	16546	335475	0	14769	0	42310	949157	670318	9959	882340	0	5375	0	180064	0	66817	4798	949157	0	0	61161	0	5455	601	52351	617967		0	524218	518843	-4597	0	0	0	21999	
5331																																					43	6867	0	0	144000	0	11043	0	7428	338526	222641	3804	312883	0	886	0	18438	0	25643	2580	338526	0	0	16030	0	8360	0	42487	180154		0	165531	164645	-1327	4500	0	0	68000	
5461																																					65	17376	841	0	88778	743	10809	0	6907	419859	352340	1838	386399	0	1943	0	28221	0	33460	2059	419859	0	0	27752	0	4241	0	37698	314642		0	296283	294340	-592	0	0	4000	0	
5751																																					0	3091	0	0	48527	0	296	0	4012	105896	84275	238	84513	0	766	0	0	0	21383	600	105896	0	0	20529	0	700	0	5662	78613		0	49486	48720	-446	1250	0	0	0	
6039																																					3521	3737	0	0	12004	0	2192	508	2223	86382	76341	677	77018	0	899	0	0	0	9364	469	86382	0	0	3857	0	5100	0	11281	65060		0	52877	51978	-62	10219	0	0	0	
6057																																					20	427	0	49	2419	0	210	147	438	16826	14714	113	15327	0	199	0	500	0	1499	25	16826	0	0	1385	0	100	0	1777	12937		0	12175	11976	-11	1140	0	0	0	
6141																																					0	1581	0	12163	0	0	296	0	580	36006	31588	276	31864	0	406	0	0	0	4142	400	36006	0	0	142	0	3600	0	10133	21455		0	18342	17936	0	3450	0	0	0	
6329																																					50	12194	0	875	47687	0	10913	262	10111	338764	296123	1914	308939	0	3656	0	5000	0	29825	2600	338764	0	0	18148	0	9400	0	58942	237181		0	260328	256672	-323	0	0	5902	0	
6972																																					673	27869	0	193329	28784	0	12604	0	16765	935675	739289	7730	840827	0	8989	654	37800	0	94848	2600	935675	0	0	70028	0	22400	15638	162156	577133		0	648348	639359	-180	0	0	43000	13008	
7009																																					2000	12336	0	0	102267	0	396	0	6751	377988	317657	5747	323404	0	0	0	0	0	54584	500	377988	0	0	51933	0	548	0	46634	271023		0	228238	228238	1603	26000	0	0	0	
7045																																					11733	2567	0	8677	28784	0	1447	0	1500	119043	107134	353	107487	0	702	0	0	0	11556	100	119043	0	0	9228	0	2325	0	13952	93182		0	54817	54115	-97	10220	0	0	0	
7157																																					0	988	0	0	11599	0	147	0	395	34292	30181	190	30371	0	275	0	0	0	3921	200	34292	0	0	3573	0	200	0	4391	25790		0	19908	19633	-52	1530	0	0	0	
7456																																					0	1437	0	60	15652	0	370	0	755	41627	36595	186	37678	0	233	0	0	0	3949	400	41627	0	0	1006	0	2900	0	6622	29973		0	23586	23353	-357	0	0	897	0	
7634																																					100	2413	0	237	9030	0	749	102	1353	55358	49670	273	49943	0	694	0	0	0	5415	200	55358	0	0	1507	0	3800	0	6765	42905		0	34891	34197	-92	7177	0	0	0	
8033																																					1080	1929	0	0	3523	0	901	0	2813	87980	62119	800	78975	0	843	0	16056	0	9005	774	87980	0	0	4761	0	3476	0	16365	45754		0	70152	69309	-6	8425	0	0	0	
8462																																					0	6900	0	340	39490	0	393	0	836	86385	76165	396	76561	0	349	0	0	0	9824	350	86385	0	0	9504	0	350	0	20670	55495		0	29665	29316	-380	9110	0	0	0	
8631																																					40	1501	0	0	11878	0	1740	0	2162	50446	44095	155	44250	0	324	0	0	0	6196	500	50446	0	0	4946	0	800	0	9165	34930		0	30980	30656	-50	2469	0	0	0	
9357																																					0	13796	4628	0	43433	0	481	0	42780	408610	292225	1648	345350	0	3385	23238	42300	0	63260	500	408610	0	0	5635	0	57142	103050	109047	183178		0	171589	168204	-17	9000	0	0	9177	
9553																																					15	3057	0	0	3321	0	319	0	3846	66897	51918	699	59981	0	616	0	7364	0	6916	400	66897	0	0	5331	0	1200	0	9457	42461		0	56505	55889	-15	450	0	0	0	
9807																																					141315	28343	0	369652	73321	35	8414	550	72919	2825566	2078179	23983	2586024	0	59828	0	332377	0	239542	20000	2825566	0	0	154558	0	63858	0	62799	2015380		0	2173845	2114017	1126	17000	0	0	151485	
9955																																					4069	3727	1881	0	25421	0	2129	0	2044	83856	71389	226	74234	0	452	0	2619	0	9622	110	83856	0	0	6734	0	3023	0	11916	59473		0	45037	44585	-245	0	0	0	0	
10157																																					56	1734	0	2226	19272	0	723	40	1441	56421	51099	216	51315	0	788	207	0	0	5106	250	56421	0	0	2530	0	2560	0	8696	42403		0	29455	28667	-234	2055	0	0	0	
10250																																					1382	9567	0	0	53175	0	11003	0	4514	397145	354735	1943	366378	0	3457	0	8500	0	30767	1500	397145	0	0	9678	0	20000	0	48503	306232		0	318953	315496	-411	2008	0	0	1200	
10849																																					5	2458	0	64105	390	0	3941	536	7452	301038	227387	1488	274558	0	2816	694	38113	0	26480	16	301038	0	0	15495	0	10746	5000	19473	207914		0	219273	216457	223	0	0	7570	0	
10858																																					2183	14419	93	53770	0	0	7550	0	6967	403452	341802	2990	370303	0	3336	2958	9912	0	33149	2500	403452	6213	0	15894	0	14755	1997	44901	296901		0	294063	290727	0	16575	0	0	15599	
11145																																					50	5566	43	489	15219	0	4787	761	2252	149196	118695	363	134472	0	1626	450	15414	0	14724	1000	149196	0	0	9745	0	4000	0	16624	102071		0	121205	119579	-21	0	0	0	0	
11640																																					221	8787	0	0	79283	0	5432	0	11957	249939	224453	2577	228484	0	1527	0	1454	0	21455	650	249939	0	0	4566	0	16800	0	39103	185350		0	142149	140622	-561	3637	0	0	0	
11837																																					194	3255	0	0	21013	0	1170	339	2128	91658	74383	615	81498	0	1085	0	6500	0	10160	314	91658	0	0	722	0	9186	0	8251	66132		0	49788	48703	-62	14856	0	0	0	
12030																																					0	10524	0	1890	20753	0	3911	0	7093	314950	286979	2120	289099	0	6664	998	0	0	25851	300	314950	0	0	25280	0	300	0	29802	257177		0	264426	257762	-29	12019	0	0	0	
12058																																					2350	3221	0	412	20469	0	1445	102	1532	100227	88411	628	90162	0	705	0	1123	0	10065	200	100227	0	0	8249	0	1650	154	13346	75065		0	70047	69342	-34	1200	0	0	0	
12142																																					6420	7846	0	2599	66300	0	4993	0	3313	164555	139834	1252	145086	0	1193	0	4000	0	19469	1250	164555	0	0	5508	0	13250	0	31359	108475		0	70177	68984	-539	4100	0	0	0	
12245																																					94	2443	0	0	27986	0	1906	0	1140	104536	83922	853	92975	0	825	0	7900	0	11561	1419	104536	0	0	6500	0	3581	0	15415	68507		0	71792	70967	61	0	0	300	0	
12311	108046	1032743	193619	0	4184307	7234	372744	49487	1978601	34914009	875684	32352910	493630	263736	551969	3314166	983950	2067469	39999	34914009	43381	17530	1146235	0	929325	270422		0	25944608	25680872	-48090	440584	1111959	1183753	0	1183753										34914009	24370514		32352910				3314166											1227452	23143062						0	440584	495354	1111959	
12647																																					32	2910	0	14294	0	0	1958	84	867	72927	61445	507	65502	0	506	0	3550	0	7425	125	72927	0	0	1135	0	6165	84	10818	50627		0	51204	50698	0	2000	0	0	0	
12656																																					5	250	0	700	0	0	227	46	180	12298	11232	67	11299	0	182	0	0	0	999	72	12298	0	0	539	0	388	0	1845	9387		0	10125	9943	0	947	0	0	0	
12937																																					17303	4501	0	0	13986	0	4699	0	2158	167890	151008	1193	152714	0	1072	0	513	0	15176	750	167890	0	0	9588	0	5250	0	23490	127518		0	126315	125243	-412	0	0	0	0	
12946																																					881	7377	2936	288	140642	1077	9083	378	14755	500393	417041	5163	452151	0	4156	3800	26776	0	48242	1	500393	0	0	45361	0	3749	0	47028	370013		0	323332	319176	-869	0	0	3171	0	
12955																																					44	2411	0	10699	6423	0	3470	562	1556	112364	96856	543	101599	0	849	0	4200	0	10765	1567	112364	0	0	2772	0	6433	988	20901	75955		0	84785	83936	-7	2275	0	0	0	
13037																																					384	2518	0	0	41819	0	2513	632	4199	103872	91167	1156	92323	0	2066	0	0	0	11550	900	103873	0	0	10674	0	450	0	17225	73941		0	48463	46397	-474	5410	0	0	0	
13103																																					60	13129	0	2322	311801	0	13977	0	24298	1108245	692371	13946	955481	0	7247	328	241118	0	152764	500	1108245	0	0	102666	0	34018	0	26423	665948		0	749335	742088	15580	242	0	0	8046	
13251																																					357	1398	0	0	5905	0	105	293	752	33385	29739	243	29982	0	398	0	0	0	3402	25	33384	0	0	1687	0	1725	0	4059	25681		0	21276	20878	-35	3697	0	0	0	
13457																																					0	421	0	0	4601	0	24	0	1826	20058	14517	213	14730	0	129	0	0	0	5328	50	20058	0	0	5227	0	50	0	1858	12659		0	12810	12681	1	505	0	0	0	
14052																																					12	3100	0	115	7555	0	832	58	786	70072	64401	427	64828	0	694	0	0	0	5244	1000	70072	0	0	2743	0	1500	0	12125	52276		0	50290	49596	1	8018	0	0	0	
14155																																					0	3331	0	675	7116	0	2876	144	3555	107241	87977	910	96167	0	1071	0	7280	0	11074	176	107241	0	0	10717	0	160	0	11308	76669		0	89287	88216	21	1328	0	0	0	
14258																																					0	22313	0	0	64144	0	6328	0	10379	884034	758001	3365	808081	0	8983	0	0	0	75953	500	884034	0	0	60353	0	15088	8591	133270	624731		0	717054	708071	12	64208	0	46715	0	
14409	21140	620381	77413	0	6110583	0	147975	35322	1084789	35276018	328881	30992122	147	178270	1844685	3860338	260000	4283749	0	35276018	55463	28944	1849543	0	2532380	0		0	24456537	24278267	-98174	1000000	2520878	445968	0	445968										35245800	22972113		30961903				3860290											1654328	21317785						0	1000000	575000	2520878	
14454																																					0	641	0	0	2626	0	393	0	252	30497	24343	241	24584	0	329	2745	0	0	5913	75	30497	0	0	73	0	5770	0	2600	21743		0	23369	23040	-5	800	0	0	0	
14650																																					595	1719	0	4116	89	0	343	0	1519	26157	22188	1308	23496	0	286	112	0	0	2661	200	26157	0	0	2160	0	300	0	6009	16179		0	15597	15311	1	2353	0	0	0	
14753																																					0	1171	0	918	13332	0	133	0	541	30900	26819	273	27967	0	523	0	0	0	2933	300	30900	0	0	454	977	1277	0	5962	20857		0	15328	14805	-75	0	0	875	0	
14865																																					5	5067	1312	0	46102	0	4887	104	4812	184163	162478	1860	167892	0	1446	0	3554	0	16271	730	184163	0	0	5973	0	9946	0	26187	136291		0	121230	119784	-378	2090	0	0	0	
15536																																					8407	59919	0	0	369867	0	66981	5433	85960	3661885	2976143	36326	3216469	0	40042	6577	0	0	445416	10293	3661885	0	0	207158	0	222429	3926	316094	2660049		0	3094857	3054815	5536	0	0	204000	0	
16337																																					236	9235	0	0	56588	0	18752	228	15511	442964	360720	1884	405267	0	3966	0	41000	0	37697	350	442964	0	0	29018	0	8500	0	67005	293715		0	344555	340589	-171	1825	0	0	1663	
16458																																					0	6991	0	35294	44409	0	10673	0	2519	208316	176046	1099	180873	0	2027	0	3028	0	27443	941	208316	0	0	24681	0	2059	0	16142	159904		0	110412	108385	-238	45	0	700	0	
16551																																					2173	2205	0	0	8633	0	3133	236	4038	158562	123059	497	142298	0	2422	943	18742	0	16264	175	158562	0	0	9540	0	6576	116	14763	108296		0	136654	134232	-27	2853	0	0	0	
16748																																					25	1890	324	763	9373	0	843	135	2837	49760	41453	503	44956	0	405	0	3000	0	4804	400	49760	0	0	1929	0	2600	386	7874	33579		0	31941	31536	-125	1648	0	0	0	
16944																																					0	2030	0	0	10473	0	158	0	264	30261	25897	113	26010	0	231	0	0	0	4251	1000	30261	0	0	1782	0	1500	0	5112	20785		0	15067	14836	-31	2500	0	0	0	
16953																																					100	1179	0	305	11553	0	95	0	390	30534	25322	200	25522	0	151	0	0	0	5012	100	30534	0	0	3259	0	1900	0	5119	20203		0	12963	12812	-247	4100	0	0	0	
17110																																					47832	2523	252	4999	2427	0	1412	0	3584	154658	133798	2272	138070	0	856	0	0	2000	16588	300	154658	0	0	9302	0	6986	0	0	133798		0	90288	89432	0	0	2197	0	0	
17147																																					3578	60424	373	599	166423	0	9977	411	32723	1008888	793172	2606	938850	0	7415	631	50953	0	70038	3140	1008888	0	0	54076	0	13109	842	148897	644274		0	682750	675335	-287	57572	0	76439	15680	
17259																																					4	1164	0	203	25333	0	1060	104	2127	63091	51301	1006	57482	0	141	0	2750	0	5609	769	63091	0	0	4237	0	769	0	6695	44606		0	33236	33095	-166	1	0	2425	0	
17464																																					47	53104	15178	3695	101822	1991	40553	326	58621	2244701	1664095	27029	1921609	0	23586	105047	171290	0	323092	750	2244701	0	0	245752	0	76340	3027	275158	1388937		0	1884226	1860640	250	650	0	15177	44018	
17839																																					63	5406	0	0	42642	0	2390	440	4086	196989	169693	2121	181413	0	1805	0	5000	0	15576	800	196989	0	0	7739	0	7205	0	29847	139846		0	139522	137717	-168	4245	0	0	4599	
17950																																					47	4668	0	341	43778	0	4398	6	3927	171532	150383	1376	155298	0	1189	1695	1564	0	16234	725	171532	0	0	5256	0	10550	0	23274	127109		0	113861	112672	-297	0	0	1975	0	
18050																																					93	13017	1031	20130	64977	0	14504	241	4077	279931	243699	3641	247920	0	2378	0	580	0	32011	1214	279931	0	0	24081	0	7671	139	62136	181563		0	158035	155657	-955	6065	0	0	0	
18135																																					145	7561	0	0	46124	0	11535	0	6395	201377	155994	494	185775	0	1120	0	19909	0	15602	456	201377	0	0	8948	0	6056	786	39602	116392		0	117911	116791	142	12040	0	0	9378	
18377																																					6187	8	0	0	4028	0	673	0	203	23773	21329	45	21374	0	102	0	0	0	2399	0	23773	0	0	2431	0	0	0	0	21329		0	12776	12674	-32	0	0	0	0	
18827																																					258	5712	0	48730	9053	0	2333	25	1791	160436	143348	548	144653	0	1288	0	757	0	15783	400	160436	0	0	13082	0	2400	0	26983	116365		0	87872	86584	-99	5950	0	0	0	
18836																																					1210	2683	0	170	9029	0	2963	0	4946	136635	114565	1635	123625	0	1407	0	7425	0	13010	180	136635	0	0	11155	0	1676	0	16899	97666		0	110298	108891	-1	6743	0	0	0	
18854																																					25	888	0	0	7808	0	1252	0	790	38401	29870	105	34957	0	202	0	0	0	3444	40	38401	0	0	1556	0	2060	0	3870	26000		0	27840	27638	-212	0	0	1382	3600	
18957																																					228	1428	0	0	14042	0	577	44	1973	53598	44869	154	49226	0	526	0	4203	0	4372	200	53598	0	0	3845	0	500	0	4883	39987		0	34532	34006	-173	1300	0	0	0	
19356																																					84	4749	0	0	25533	0	904	220	894	76022	66343	231	67302	0	874	0	0	0	8720	2025	76022	0	0	4102	0	3200	0	11530	54813		0	44512	43638	-607	0	0	728	0	
19730																																					4528	75777	9152	35022	160150	0	67796	1330	75922	2011875	1725888	11524	1819537	0	20985	17847	54640	0	192338	4083	2011875	0	0	77513	0	111304	295	332713	1393175		0	1523082	1502097	-562	61959	0	0	27485	
19936																																					31	2252	0	9506	32182	0	5196	0	6700	204264	179800	1050	188217	0	1970	0	3200	0	16047	420	204264	0	0	6142	0	9781	0	25781	154019		0	142060	140090	-296	4307	4000	0	4167	
19972																																					3065	37	0	13529	0	0	333	0	2542	47389	36297	512	36809	0	95	0	0	0	10580	0	47389	0	0	325	0	10255	0	98	36199		0	27978	27883	0	0	0	0	0	
20053																																					2229	928	0	0	5950	0	185	0	923	45500	37116	656	41281	0	299	0	2941	0	4219	150	45500	0	0	3341	0	750	0	3547	33569		0	35037	34738	-22	547	0	0	568	
20147																																					0	2854	120	0	14527	0	1514	223	1174	56921	48012	448	52229	0	388	0	3769	0	4692	100	56921	0	0	1572	0	3100	0	9786	38226		0	32967	32579	-80	3930	0	0	0	
20259																																					0	2504	1526	0	22110	0	3612	0	1408	81962	63420	399	70046	0	253	4925	19	0	11916	73	81962	0	0	96	0	11637	0	20958	42462		0	46130	45877	110	0	0	6208	0	
20370																																					590	7262	0	0	7993	0	4497	160	7180	133948	114114	3136	117250	0	1547	0	0	0	16698	2018	133948	0	0	2392	0	12130	872	26516	87598		0	106941	105394	158	0	0	0	0	
