"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	
	LNS SECD BY RE TO NONUS ADR,PAS DU30	LNS SECD BY RE TO NONUS ADR,PAS DU90	LNS SECD BY RE TO NONUS ADR,NONACCRL	C&I LNS TO US ADDRS,PAS DU 30-89 DYS	C&I LNS TO US ADDRS,PAS DU 90 DYS OR	C&I LNS TO US ADDRS,NONACCRUAL	C&I LNS TO NONUS ADR,PAS DU 30-89 DY	C&I LNS TO NONUS ADR,PAS DU 90 DYS	C&I LNS TO NONUS ADR,NONACCRUAL	LSE FNC RECS OF US ADDRS,PAS DU 30	LSE FIN RECS OF US ADDRS, PAST DUE 9	LSE FIN RECS OF US ADDR,NONACCRUAL	LEASE FINAN REC OF NON-US P/D30-89DY	LSE FIN RECS OF NONUS ADR,PAS DU 90	LOANS TO FARMERS, NONACCRUAL	LN TO FRMERS,PAST 30-89 DYS, ACCRUIN	LN TO FRMERS,PAST 90 OR MORE,ACCRUIN	RESTRUCTURED LNS-PAST DUE 30-89 DAYS	RESTRUCTURED LNS-PAST DUE 90 DAYS OR	RESTRUCTURED LNS-NONACCRUAL	LSE FIN RECS OF NON-US ADRS,NONACCRL	OTH ASSETS-PAST DUE 30-89 DYS, ACCRG	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	OTHER ASSETS-NONACCRUAL	REPLMT COST OF CONTRCTS-PAS DU 30-89	REPLMT COST OF CONTRCTS-PAS DU 90 DY	LNS TO US BKS,ETC.-PAST DU 30-89 DYS	LNS TO US BKS,ETC.-PAST DU 90 DYS OR	LNS TO US BKS,ETC.-NONACCRUAL	LNS TO FOREIGN BKS-PAST DU 30-89 DYS	LNS TO FOREIGN BKS-PAST DU 90 DYS OR	LNS TO FOREIGN BKS-NONACCRUAL	LNS TO FGN GOV,ETC.-PAS DU 30-89 DYS	LNS TO FGN GOV,ETC.-PAS DU 90 DYS OR	LNS TO FGN GOV,ETC.-NONACCRUAL	ALL OTHER LOANS-PAST DU 30-89 DAYS	ALL OTHER LOANS-PAST DU 90 DYS OR MO	ALL OTHER LOANS-NONACCRUAL	LNS&LEASES WHLY GUAR-PST DU 30-89 DY	LNS&LEASES WHLY GUAR-PST DU 90DYS OR	LNS&LEASES WHLY GUAR-NONACCRUAL	GUAR PORTN OF LNS&LS-PST DU 30-89 DY	GUAR PORTN OF LNS&LS-PST DU 90DYS OR	GUAR PORTN OF LNS&LS-NONACCRUAL	COMMCL RE,ETC.-PAST DUE 30-89 DYS,AG	COMMCL RE,ETC.-PAST DUE 90DYS OR MOR	COMMCL RE,ETC.-NONACCRUAL	PAST DUE(30-89DA): CREDIT CARD LOANS	PAST DUE(>=90DAY): CREDIT CARD LOANS	PAST DUE(NONACCR): CREDIT CARD LOANS	PAST DUE(30-89DA): OTHER INDIV LOANS	PAST DUE GE 90DAY OTHER INDIV LOANS	PAST DUE(NONACCR): OTHER INDIV LOANS	LOANS & LEASES HLD FOR SALE-NONACCRL	LNS & LEASES H-F-S PA DU 30-89 DYS	LNS & LEASES H-F-S PA DU 90 DYS MORE	ADDITIONS TO NONACCRUAL ASSETS	N/ACCRUAL ASSETS SOLD DURING QUARTER	REBOOKED 'GNMA LNS' REPURCD-PAS DU 3	REBOOKED 'GNMA LNS' REPURCD-PAS DU 9	REBOOKED 'GNMA LNS' REPURCD-NONACCRL	PAST DUE (30-89DA): LOANS FGN OFFICE	PAST DUE (>=90DAY): LOANS FGN OFFICE	PAST DUE (NONACCR): LOANS FGN OFFICE	P/D(30-89DA):LEASE FIN REC - DERIVED	P/D(>=90DAY):LEASE FIN REC - DERIVED	P/D(NONACCR):LEASE FIN REC - DERIVED	LNS SECD BY RE TO NONUS ADR,PAS DU30	LNS SECD BY RE TO NONUS ADR,PAS DU90	LNS SECD BY RE TO NONUS ADR,NONACCRL	C&I LNS TO NONUS ADR,PAS DU 30-89 DY	C&I LNS TO NONUS ADR,PAS DU 90 DYS	C&I LNS TO NONUS ADR,NONACCRUAL	LEASE FINAN REC OF NON-US P/D30-89DY	LSE FIN RECS OF NONUS ADR,PAS DU 90	LOANS TO FARMERS, NONACCRUAL	LN TO FRMERS,PAST 30-89 DYS, ACCRUIN	LN TO FRMERS,PAST 90 OR MORE,ACCRUIN	PAST DUE (30-89 DAYS): C&I LOANS	PAST DUE (>=90 DAYS): C&I LOANS	PAST DUE (NONACCRUAL):C&I LOANS	RESTRUCTURED LNS-PAST DUE 30-89 DAYS	RESTRUCTURED LNS-PAST DUE 90 DAYS OR	RESTRUCTURED LNS-NONACCRUAL	LSE FIN RECS OF NON-US ADRS,NONACCRL	CONSTRUCTION LNS-PAST DUE 30-89 DAYS	CONSTRUCTN LNS-PAST DUE 90DYS OR MOR	CONSTRUCTION LNS-NONACCRUAL	LNS SECD BY FARMLAND-PAST DUE 30-89	LNS SECD BY FARMLAND-PAST DUE 90DYS	LNS SECD BY FARMLAND-NONACCRUAL	LNS SECD BY MULTIFAMILY-PST DU 30-89	LNS SECD BY MULTIFAMILY-PST DU 90DYS	LNS SECD BY MULTIFAMILY-NONACCRUAL	LNS SECD BY NONFARM-PAST DU 30-89DYS	LNS SECD BY NONFARM-PAST DU 90DYS OR	LNS SECD BY NONFARM-NONACCRUAL	OTH ASSETS-PAST DUE 30-89 DYS, ACCRG	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	OTHER ASSETS-NONACCRUAL	REPLMT COST OF CONTRCTS-PAS DU 30-89	REPLMT COST OF CONTRCTS-PAS DU 90 DY	LNS TO FOREIGN BKS-PAST DU 30-89 DYS	LNS TO FOREIGN BKS-PAST DU 90 DYS OR	LNS TO FOREIGN BKS-NONACCRUAL	LNS TO FGN GOV,ETC.-PAS DU 30-89 DYS	LNS TO FGN GOV,ETC.-PAS DU 90 DYS OR	LNS TO FGN GOV,ETC.-NONACCRUAL	RVLVG,OPEN-END LNS-PAST DU 30-89 DYS	RVLVG,OPEN-END LNS-PAST DU 90 DYS OR	RVLVG,OPEN-END LNS-NONACCRUAL	ALL OTHER LOANS-PAST DU 30-89 DAYS	ALL OTHER LOANS-PAST DU 90 DYS OR MO	ALL OTHER LOANS-NONACCRUAL	LNS&LEASES WHLY GUAR-PST DU 30-89 DY	LNS&LEASES WHLY GUAR-PST DU 90DYS OR	LNS&LEASES WHLY GUAR-NONACCRUAL	GUAR PORTN OF LNS&LS-PST DU 30-89 DY	GUAR PORTN OF LNS&LS-PST DU 90DYS OR	GUAR PORTN OF LNS&LS-NONACCRUAL	COMMCL RE,ETC.-PAST DUE 30-89 DYS,AG	COMMCL RE,ETC.-PAST DUE 90DYS OR MOR	COMMCL RE,ETC.-NONACCRUAL	PAST DUE(30-89DA): CREDIT CARD LOANS	PAST DUE(>=90DAY): CREDIT CARD LOANS	PAST DUE(NONACCR): CREDIT CARD LOANS	PAST DUE(30-89DA): OTHER INDIV LOANS	PAST DUE GE 90DAY OTHER INDIV LOANS	PAST DUE(NONACCR): OTHER INDIV LOANS	P/D(30-89DA):LOANS TO DI'S - DERIVED	PD GE 90 DAY LN TO DI DERIVED	P/D(NONACCR):LOANS TO DI - DERIVED	LOANS & LEASES HLD FOR SALE-NONACCRL	CLSD-END LNS:SCRD 1ST LIENS-NONACCRL	CLSD-ED LNS:SCRD JR LIENS-NONACCRUAL	CLSD-ED LNS:SEC 1 LIENS PA DU 30-89	CLSD-ED LNS:SEC 1 LIENS PA DU 90 MOR	CLSD-ED LNS:SEC JR LIENS PA DU 30-89	CLSD-ED LNS:SEC JR LIENS PA DU 90 MO	LNS & LEASES H-F-S PA DU 30-89 DYS	LNS & LEASES H-F-S PA DU 90 DYS MORE	ADDITIONS TO NONACCRUAL ASSETS	N/ACCRUAL ASSETS SOLD DURING QUARTER	REBOOKED 'GNMA LNS' REPURCD-PAS DU 3	REBOOKED 'GNMA LNS' REPURCD-PAS DU 9	REBOOKED 'GNMA LNS' REPURCD-NONACCRL	
37																																																																	0	0	0												60	0	7	0	0	0		0	0	0	0	0	0	0	0	0	88	149	0	0	0	0						0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	97	0	0	0	0	23	0	1383	297	0	0	0	0	0	0	0	0	0	
242																																																																	0	0	0									0	0	0	13	11	0	0	0	0		0	0	0	0	0	0	0	0	0	25	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	21	0	0	0	0	0	0	0	119	60	0	0	0	0	0	0	0	0	0	
279																																																																	0	0	0												48	0	0	0	0	0		560	93	0	0	0	0	0	0	0	68	0	0	0	0	0						0	0	0	0	25	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	100	66	0	0	0	0	0	0	0	717	109	3	0	0	0	0	0	0	0	0	
354																																																																	0	0	0									8	30	0	3	0	0	0	0	0		0	0	0	0	0	58	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	44	0	4	0	0	0	0	126	0	0	0	0	0	0	0	38	0	0	0	0	
439																																																																	0	0	0												306	0	0	0	0	0		0	0	0	164	0	0	0	0	20	883	0	0	0	0	0						0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	66	0	0	0	0	55	5	538	0	27	0	0	0	42	0	0	0	0	
457																																																																	0	0	0									0	0	0	77	15	209	0	0	0		0	0	0	0	0	0	0	0	0	103	0	45	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	26	22	0	0	0	0	51	0	0	0	10	0	0	0	0	0	0	0	0	
505																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	231	0	0	0	0	0	0	0	0	0	0	0	20	0	0	19	4	0	0	0	82	0	0	62	0	0	0	0	0	0	628	64	0	0	0	0	0	0	0	964	544	0	0	0	0	0	0	0	0	0	
1146																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	56	16	0	0	0	0	1081	0	5437	0	0	0	0	0	0	2162	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	79	28	157	0	51	0	0	0	0	18	0	2876	0	4	0	0	0	5111	0	0	0	0	
1155																																																																	0	0	0												562	0	81	0	0	0		0	0	0	0	0	0	0	0	0	182	0	164	0	0	0						0	0	0	14	0	0	127	0	0	0	0	0	0	0	0	0	0	0	7	0	0	812	1130	0	0	0	0	0	0	35	511	0	39	2	0	0	256	0	0	0	0	
1351																																																																	0	0	0									35	5	0	127	100	489	0	0	0		0	0	0	155	0	0	0	0	0	176	73	0	0	0	0						0	0	0	0	0	0	5	0	35	0	0	0	0	0	0	0	0	0	0	0	0	255	35	17	0	0	0	0	211	0	267	0	0	0	0	0	0	0	0	0	0	
1454																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	171	71	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	132	0	0	0	0	0	0	0	0	108	39	24	0	0	0	0	25	0	275	0	39	0	0	0	50	0	0	0	0	
1557																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	
1632																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	419	0	33	0	0	0	0	0	0	0	0	
1669																																																																	0	0	0												185	0	8	0	0	0		0	0	0	0	0	0	0	0	0	100	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	53	50	0	0	0	0	0	0	789	100	22	0	0	0	84	12	0	0	0	
1829																																																																	31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	172	0	0	139	0	4045	0	0	0	0	0	0	0	0	0	0	0	17	0	38	7	0	0	0	0	82	0	0	62	0	0	0	7	0	0	113	4	15	0	0	0	0	83	149	304	234	93	0	0	0	3828	0	0	0	0	
1856																																																																	0	0	0									0	63	0	132	0	91	0	0	0		0	0	0	0	0	33	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																	0	0	0												855	0	8	0	0	0		98	0	0	0	0	0	0	0	0	950	0	166	0	0	0						0	0	0	0	0	0	14	0	0	29	59	0	26	53	0	0	0	0	7	3	0	128	59	58	0	0	0	0	686	0	910	20	0	0	0	0	247	0	0	0	0	
2161																																																																	0	0	0												73	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	192	2	8	0	0	0	0	0	0	954	30	0	0	0	0	0	0	0	0	0	
2376																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	
2451																																																																	0	0	0									0	0	0	20	18	0	0	0	0		0	0	0	0	100	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	102	27	0	0	0	0	0	0	0	0	0	
2554																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																	0	0	0									161	240	59	0	0	21	0	0	0		0	0	0	0	0	0	0	0	0	0	0	80	0	0	0						0	0	0	0	0	0	240	59	161	0	0	0	0	0	0	0	0	0	0	0	0	181	1	16	0	0	0	0	0	0	0	0	0	0	0	0	1452	0	0	0	0	
2938																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	286	0	0	0	0	145	0	139	0	0	0	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0	0	0	49	0	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	27	0	0	0	0	194	0	327	0	0	0	0	0	83	0	0	0	0	
3252																																																																	0	0	0									0	0	0	131	44	115	0	0	0		0	0	0	183	0	114	0	0	0	289	0	122	0	0	0						0	0	0	0	0	0	743	0	74	0	0	0	0	0	0	0	0	0	0	0	0	225	0	125	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																	0	0	0									0	10	0	14	0	100	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	10	0	0	0	0	100	0	0	100	0	0	0	0	0	0	41	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	
3506																																																																	1693	0	230	0	0	0	0	0	0	0	0	0	0	0	1874	0	4089	0	0	0	0	0	0	0	0	0	0	0	0	0	3998	0	345	0	0	0	0	0	0	0	0	0	0	0	83	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	12	0	0	0	0	179	0	1542	0	0	0	0	0	2897	0	0	0	0	
3720																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	39	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	30	0	0	0	0	0	0	121	0	0	0	0	0	62	0	0	0	0	
3953																																																																	0	0	0									603	0	0	268	10	1115	0	0	0		0	0	0	0	223	332	0	0	0	126	0	28	0	0	0						0	0	0	0	0	0	0	120	603	0	223	364	0	203	314	0	0	0	0	0	0	51	15	75	0	0	0	0	125	0	135	2	0	0	0	0	107	0	0	0	0	
4138																																																																	0	0	0												523	291	226	0	0	0		109	74	3	100	0	0	0	0	0	1424	271	206	0	0	0						0	0	0	42	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	109	1	0	0	0	0	0	0	3166	361	89	0	0	0	0	0	0	0	0	
4156																																																																	0	0	0									101	96	137	597	2	5	0	0	0		267	47	0	53	0	0	0	0	0	43	0	0	0	0	0						0	0	0	27	0	0	96	137	101	0	0	0	0	0	0	0	0	0	0	0	0	55	12	0	0	0	0	0	11	0	184	89	8	0	0	0	0	0	0	0	0	
4231																																																																	0	0	0												61	0	57	0	0	0		0	0	0	147	0	40	0	0	0	491	0	0	0	0	0						0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	57	0	0	0	0	36	0	619	0	0	0	0	0	0	0	0	0	0	
4437																																																																	0	0	0												34	0	25	0	0	0		97	0	0	0	0	0	0	0	0	1273	0	1111	0	0	0						0	0	0	236	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	19	0	0	0	0	127	0	1357	0	0	0	0	0	33	0	0	0	0	
4839																																																																	0	0	0												0	0	20	0	0	0		0	0	0	0	0	0	73	0	515	36	0	969	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	29	6	0	0	16	1	0	0	0	0	0	0	0	
5005																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	381	0	403	23	22	0	0	0	0	0	0	0	0	
5069																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18475	0	0	0	0	0	0	703	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8100	0	2729	0	0	0	0	0	2869	0	0	0	0	
5135																																																																	0	0	0									0	0	0	135	31	0	2	19	1		28	0	0	73	321	0	0	0	0	326	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	16	341	68	1	0	0	0	0	0	0	570	36	48	7	0	0	0	0	0	0	0	
5210																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	127	0	0	0	0	0	0	0	0	0	0	967	0	0	438	0	3691	0	0	0	0	0	0	0	0	0	0	0	13	0	82	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	3367	220	27	0	0	0	0	0	0	0	0	
5331																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	14	0	0	14	0	0	14	0	0	0	100	0	53	0	0	0	0	0	192	279	0	0	0	0	0	0	0	0	0	0	
5751																																																																	0	0	0									0	4966	0	12	0	0	0	0	0		0	0	0	0	0	0	38	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	7	9	239	0	0	0	0	0	16	0	0	0	0	
6039																																																																	0	0	0												362	2	0	0	0	0		0	0	0	401	0	0	0	0	0	317	159	399	0	0	0						0	0	0	0	0	0	95	14	0	0	0	0	0	0	0	0	0	0	29	11	0	32	17	13	0	0	0	0	47	0	250	168	0	0	0	0	0	0	0	0	0	
6057																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	41	0	68	0	0	0	0	0	0	0	0	0	0	
6141																																																																	0	0	0									0	0	0	89	22	0	0	0	0		0	0	0	0	0	0	0	0	0	1	10	9	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	19	0	0	0	0	0	0	0	111	3	0	0	0	0	0	0	0	0	0	
6329																																																																	0	0	0												1679	0	168	0	0	0		521	0	240	0	0	45	0	0	0	706	504	881	0	0	0						0	0	0	47	0	50	0	0	19	0	0	0	0	0	0	0	0	0	23	57	0	3460	38	325	0	0	0	0	158	105	1210	120	197	0	0	0	0	0	0	0	0	
6972																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	6586	0	0	0	0	0	0	0	0	0	0	0	0	6586	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	137	0	0	0	0	0	226	29	0	220	0	0	0	0	0	0	0	0	
7009																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	101	0	0	0	0	0	327	0	0	0	0	0						0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	44	7	0	712	146	117	0	0	0	0	230	0	387	688	0	0	0	0	0	0	0	0	0	
7157																																																																	0	0	0									0	19	0	133	103	0	0	0	0		0	0	0	0	45	28	0	0	0	0	0	22	0	0	0						0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	46	0	0	0	0	0	0	0	96	34	0	0	0	0	0	0	0	0	0	
7456																																																																	0	0	0									0	0	0	397	35	27	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	183	0	0	85	0	0	72	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	
7634																																																																	0	0	0									0	0	0	65	43	598	0	0	0		0	0	0	0	0	0	0	0	0	0	0	102	0	0	0						0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	18	32	0	0	0	0	0	0	36	50	0	0	0	0	0	0	0	0	0	
8033																																																																	0	0	0									0	0	0	514	64	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	29	6	0	0	0	0	126	0	661	98	0	0	0	0	0	0	0	0	0	
8462																																																																	0	0	0									442	0	0	33	0	0	0	0	0		0	0	0	0	0	128	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	235	10	0	0	0	0	0	0	0	64	0	0	0	0	0	34	0	0	0	0	
8631																																																																	0	0	0												85	0	0	0	0	0		32	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	56	32	0	0	0	0	10	0	170	0	1	0	0	0	0	0	0	0	0	
9357																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	8	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	75	0	75	64	0	64	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553																																																																	0	0	0									0	0	0	48	8	0	0	0	0		0	18	0	368	18	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	405	8	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0	30	17	0	0	0	0	0	0	0	0	0	
9807																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	6130	0	0	0	0	7113	0	58278	0	0	0	0	0	0	5094	0	16303	0	0	0	0	0	0	0	0	0	0	0	638	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5057	242	549	0	388	0	0	0	359	0	0	0	0	
9955																																																																	47	0	0									0	0	0	110	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	0	0	0	0	0						0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	25	0	0	0	0	32	0	43	0	0	0	0	0	45	0	0	0	0	
10157																																																																	0	0	0									68	0	0	0	0	58	0	0	39		0	0	100	462	0	0	0	0	0	69	0	0	0	0	0						0	0	0	0	0	0	67	0	68	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	30	0	31	104	0	0	0	0	0	0	0	0	0	
