"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	
916857																																																																	0	0	0												0	0	24	0	0	0		30	0	226	0	0	0	0	0	0	0	0	168	0	0	0						0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	
917032																																																																	0	0	0									0	13	0	643	90	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	6	1	0	325	35	0	0	0	0	0	10	0	886	78	0	0	0	0	0	0	0	0	0	
917050																																																																	29	0	0									0	0	0	54	0	0	0	0	0		0	0	0	86	0	1	0	0	0	0	0	770	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35	0	0	0	0	0	0	30	0	56	0	0	0	0	0	800	0	0	0	0	
917331																																																																	0	0	0												0	0	0	0	0	0		407	0	0	141	0	0	0	0	0	602	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	463	231	18	0	0	0	0	0	35	292	77	155	0	0	0	0	0	0	0	0	
917359																																																																	0	0	0									0	0	0	82	12	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	6	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	
917500																																																																	0	0	0												48	0	75	0	0	0		19	0	0	0	0	0	0	0	0	20	0	0	0	0	0						0	0	0	0	36	0	177	10	0	0	0	0	0	0	0	0	0	0	17	2	0	522	157	0	0	0	0	0	0	0	572	61	18	0	0	0	75	0	0	0	0	
917555																																																																	0	0	0												0	0	0	0	0	0		2	0	0	0	0	0	0	0	0	1009	0	0	0	0	0						0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	95	4	0	991	124	47	0	0	0	0	35	0	1152	59	0	0	0	0	32	0	0	0	0	
917630																																																																	0	0	0												529	158	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	167	26	0	0	0	0	0	0	0	0	0	0	0	0	0	432	74	0	0	0	0	0	14	0	596	87	0	0	0	0	0	0	0	0	0	
917742																																																																	7	0	148	0	0	0	0	0	0	0	0	349	80	0	64211	320	38890	0	0	0	0	35868	694	31385	204	0	472	7301	0	5529	42486	617	26868	0	0	0	0	0	0	0	0	0	0	0	4380	3864	2601	1312	0	499	17341	15327	9094	16920	15174	7501	0	0	0	0	0	0	21560	15557	2104	0	0	0	0	19124	3463	16443	0	1828	0	0	0	49421	0	0	0	0	
917854																																																																	0	0	0									16	0	0	0	0	22	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	26	0	40	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
918132																																																																	0	0	0												6	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	0	29	0	0	29	0	0	0	0	0	0	0	0	62	33	0	0	0	0	0	0	0	32	138	0	0	0	0	0	0	0	0	0	
918150																																																																	0	0	0									0	0	0	43	0	51	0	0	0		0	0	0	268	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1	0	104	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
918356																																																																	0	0	0												113	0	275	0	0	0		0	0	169	0	0	0	0	0	0	700	0	383	0	0	0						0	0	0	411	0	113	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	143	0	87	0	0	0	0	613	64	973	0	0	0	0	0	403	0	0	0	0	
918459																																																																	0	0	0												81	0	186	0	0	0		0	189	208	0	0	0	0	0	0	0	0	240	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	36	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	
918477																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	22	0	536	505	0	0	0	0	0	0	0	0	0	
918655																																																																	0	0	0									0	7	0	137	0	175	0	0	0		0	0	0	240	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	
918918	0	0	0	0	0	0	35	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0																						0	0	0	0	0	0	0	0	0	0	0	0												0	0	0																							0	0	0	0	0	0								
918954																																																																	0	0	0									0	0	0	1229	5	1518	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	20	12	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	
919241																																																																	0	0	0												55	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	155	23	0	0	0	0	0	0	0	440	339	0	0	0	0	0	0	0	0	0	
919344																																																																	0	0	0									45	307	140	289	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	62	228	0	0	0						0	0	0	0	0	0	307	140	45	0	0	0	0	0	0	289	0	0	0	0	0	438	98	217	0	0	0	0	0	94	556	42	0	0	0	0	0	0	0	0	0	
919456																																																																	0	0	0												23	0	0	0	0	0		589	38	188	0	0	23	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	184	0	685	232	18	0	0	0	211	0	0	0	0	
919568																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	136	18	0	0	0	0	67	0	0	0	0	0						0	0	0	0	0	0	4	0	0	26	0	0	22	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	10	0	40	0	0	0	0	0	0	0	0	0	0	
919652																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
919755																																																																	0	0	0									17	24	0	10	0	81	4	0	66		0	0	0	0	0	243	0	0	0	0	0	54	0	0	0						0	0	0	0	0	0	24	0	17	0	0	0	0	0	0	0	0	0	0	0	0	79	10	42	0	0	0	0	86	0	114	0	0	0	0	0	43	0	0	0	0	
919858																																																																	0	0	0									0	0	0	6	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	
919942																																																																	0	0	0									0	0	0	105	0	4	0	0	0		0	0	0	0	0	0	0	0	0	0	187	0	0	0	0						0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
920050																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	193	0	0	0	0	
920210																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	120	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	4	0	0	0	0	0	0	0	504	36	25	0	0	0	0	0	0	0	0	
920274																																																																	0	0	0												520	86	286	0	0	0		0	0	0	0	0	0	0	0	0	0	0	275	0	0	0						0	0	0	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	26	0	0	0	1397	1397	0	720	0	0	0	677	0	47	3	0	0	0	
920359																																																																	0	0	0									0	172	0	59	7	56	0	0	0		101	862	24	244	0	0	0	0	0	585	0	84	0	0	0						0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	5	4	0	167	0	18	0	0	0	0	76	0	400	0	52	0	0	0	95	0	0	0	0	
920733																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	258	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	36	0	102	0	0	0	0	0	0	0	0	0	0	
920854																																																																	0	0	0									0	0	0	104	0	522	0	0	0		0	0	995	565	0	0	0	0	0	622	0	35	0	0	0						0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	10	0	0	0	0	0	100	235	0	1	0	0	0	1582	0	0	0	0	
920975																																																																	0	0	0												216	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	31	30	0	0	0	0	0	0	609	89	0	0	0	0	0	0	0	0	0	
921039																																																																	0	0	0												142	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6018	0	534	0	0	0						0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	8	31	0	0	0	0	229	0	118	215	0	0	0	0	473	0	0	0	0	
921655																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921833																																																																	0	0	0												150	0	87	0	0	0		0	0	174	0	0	0	0	0	0	123	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	97	0	0	0	0	0	0	1163	500	0	0	0	0	8	0	0	0	0	
921842																																																																	0	0	0									0	52	0	44	0	174	0	0	0		0	0	0	136	0	0	0	0	0	0	0	28	0	0	0						0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	11	0	1	4	0	0	0	0	0	0	337	0	568	23	0	0	0	0	174	0	0	0	0	
921936																																																																	0	0	0									0	0	0	0	0	18	0	0	0		0	0	0	0	0	0	0	0	0	0	0	90	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0	0	163	0	273	0	19	0	0	0	0	0	0	0	0	
922157																																																																	0	0	0									0	1	4	2	0	336	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	0	41	14	0	0	0	0	0	4	0	0	0	
922344																																																																	0	0	0									30	0	0	5	0	27	0	0	0		0	0	0	0	0	308	0	0	0	130	65	565	0	0	0						0	0	0	33	0	28	0	0	30	26	0	26	23	0	23	0	0	0	0	0	0	84	0	30	0	0	0	0	298	0	597	0	0	0	0	0	349	57	0	0	0	
922456																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	118	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
922559																																																																	0	0	0									1	95	54	777	87	196	0	0	0		0	0	0	59	0	0	0	0	0	36	0	100	0	0	0						0	0	0	0	0	0	95	54	1	0	0	0	0	0	0	0	0	0	0	0	0	321	238	46	0	0	0	0	57	63	65	0	85	0	0	0	22	0	0	0	0	
922924																																																																	0	0	0												31	0	82	0	0	0		12	0	0	0	0	0	0	0	0	220	0	96	0	0	0						0	0	0	54	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	1	16	0	0	0	0	96	0	135	0	0	0	0	0	0	0	0	0	0	
923257																																																																	0	0	0												2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	54	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	295	65	0	0	0	0	123	0	427	255	0	0	0	0	0	0	0	0	0	
923350																																																																	0	0	0									0	7	0	0	4	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16	12	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	
923707																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	140	0	0	112	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	
923743																																																																	0	0	0												0	0	10	0	0	0		0	0	0	0	0	0	0	0	0	0	0	93	0	0	0						0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	6	0	1	0	0	0	0	88	0	332	0	14	0	0	0	69	0	0	0	0	
923752																																																																	0	0	0	0	0	0	0	0	0	0	0	33	53	3	90	0	239	64	0	218	0	0	0	0	0	0	218	0	0	0	89	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	3	33	0	0	35	0	0	30	0	0	0	7	1	0	477	0	297	0	0	0	0	1365	128	1490	0	12	0	0	0	749	0	0	0	0	
923855																																																																	0	0	0									0	86	0	120	0	60	0	0	0		0	0	0	73	0	0	0	0	0	10	0	53	0	0	0						0	0	0	0	0	0	100	0	0	61	0	0	46	0	0	0	0	0	0	0	0	104	0	7	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	
923949																																																																	0	0	0									0	0	0	0	173	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	29	20	0	0	0	0	0	0	19	26	6	0	0	0	20	0	0	0	0	
924058																																																																	0	0	0									0	5	0	20	7	0	0	0	0		0	0	0	0	0	0	0	0	0	30	0	17	0	0	0						0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	
924236																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	9	0	134	0	0	0	0	0	0	0	0	0	0	0	4	0	0	370	13	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	
924254																																																																	0	0	0									0	0	0	75	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	151	22	0	0	0	0	0	3	0	53	43	0	0	0	0	0	0	0	0	0	
924348																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	
924357																																																																	0	0	0									0	101	0	45	0	18	0	0	0		0	0	0	0	0	0	0	0	0	0	150	0	0	0	0						0	0	0	0	0	0	117	9	0	0	0	18	0	0	15	0	0	0	9	0	0	436	29	63	0	0	0	0	0	0	322	199	157	11	0	0	63	0	0	0	0	
924553																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924656																																																																	0	0	0									0	74	0	100	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	74	0	0	37	0	0	33	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	
924759																																																																	0	0	0												216	0	92	0	0	0		124	0	0	415	176	0	0	0	0	712	0	704	0	0	0						0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	10	0	0	536	5	48	0	0	0	0	26	0	0	0	203	0	0	0	83	0	0	0	0	
924843																																																																	0	0	0												0	0	124	0	0	0		52	0	3	2	0	5	0	0	0	169	0	216	0	0	0						0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	23	0	0	0	0	35	0	525	0	8	145	0	0	0	0	0	0	0	
924937																																																																	0	0	0									41	0	0	4	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	22	0	0	0						0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	50	0	29	0	0	0	0	313	9	116	0	0	0	0	0	189	0	0	0	0	
925037																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	7	605	0	0	0	0	1863	0	1373	0	0	0	0	0	0	1176	325	1595	0	0	0	0	0	0	0	0	0	0	0	35	0	0	26	368	0	0	0	49	0	0	40	0	0	0	8	7	0	95	28	17	0	0	0	0	72	0	415	79	143	11	0	0	417	0	0	0	0	
925055																																																																	0	0	0									0	16	0	110	21	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
925354																																																																	0	0	0									0	0	22	140	198	0	0	0	0		0	0	0	0	0	0	0	0	0	379	7	0	0	0	0						0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	471	195	37	0	0	0	0	0	0	890	419	0	0	0	0	0	0	0	0	0	
925411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						0	0	0	0	0	0	0	0	0	0	0	0												0	0	0																							0	0	0	0	0	0								
925439																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	2	0	0	0	0	0	16	0	54	0	0	0	0	0	0	0	0	0	0	
925653																																																																	0	0	0									0	0	0	57	0	77	0	0	0		0	0	0	0	0	0	0	0	0	105	0	35	0	0	0						0	0	0	0	0	0	10	0	277	0	0	0	0	0	0	0	0	0	0	0	0	34	0	14	0	0	0	0	0	0	33	0	0	0	0	0	35	0	0	0	0	
925710																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1907	0	3859	0	0	0	0	380	0	522	0	0	0	0	0	0	7208	250	7017	0	0	0	0	0	0	0	0	0	0	0	352	12	1170	126	14	0	0	0	0	0	0	0	0	0	0	0	0	0	492	22	118	0	0	0	0	273	1363	1072	0	237	0	0	0	1454	0	0	0	0	
925859																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926155																																																																	0	0	0									0	0	0	192	0	10	0	0	0		0	0	0	32	0	0	0	0	0	19	0	42	0	0	0						0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	7	48	0	179	0	48	0	0	0	0	84	0	161	0	0	0	0	0	248	0	0	0	0	
926203																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	199	70	0	0	0	0	0	0	1357	0	0	0	0	0	0	2185	1049	800	0	0	0	0	0	0	0	0	0	0	0	613	68	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	
926342																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926360																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	139	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
926632																																																																	0	0	0												65	9	971	0	0	971		0	0	0	36	0	0	169	0	0	87	0	0	0	0	0						0	0	0	191	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	85	0	370	0	0	0	0	0	0	0	0	
926650																																																																	0	0	0									0	13	121	27	0	0	0	0	0		0	0	0	32	125	0	0	0	0	4	0	0	0	0	0						0	0	0	0	0	0	13	121	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	1	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	
926959																																																																	0	0	0												62	50	5	0	0	0		17	7	0	14	0	0	0	0	0	140	18	0	0	0	0						0	0	0	0	0	0	13	26	0	0	12	0	0	10	0	0	0	0	0	0	0	540	541	45	0	0	0	0	246	0	559	131	0	0	0	0	0	0	0	0	0	
927134																																																																	0	0	0									0	0	0	981	0	327	0	0	0		0	800	500	0	0	0	0	0	0	0	0	124	0	0	0						0	0	0	97	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	10	17	0	0	0	0	364	0	190	0	0	0	0	0	0	0	0	0	0	
927255																																																																	0	0	0									13	0	3	0	0	0	0	0	0		0	26	0	2	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	0	8	6	0	52	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
927479																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	5	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	425	49	1644	0	109	0	0	0	825	0	0	0	0	
928056																																																																	0	0	0	0	0	0	0	0	0	0	0	1371	266	16	970	2	302	0	0	0	0	0	9	0	215	0	432	0	0	0	194	20	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	16	1371	603	0	216	439	0	195	0	0	0	0	0	0	804	63	102	0	0	0	0	139	0	1646	70	0	0	0	0	369	228	0	0	0	
928421																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	572	639	0	0	0	0	2323	114	0	0	0	0	0	0	0	743	16	0	0	0	0	0	0	0	0	0	0	0	0	262	40	22	0	853	0	0	0	0	0	0	0	0	0	0	12	6	0	4092	36	883	0	0	0	0	155	136	675	0	225	0	0	0	0	0	0	0	0	
928618																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	547	0	0	0	0	1050	0	2358	0	0	0	0	0	626	0	0	0	0	
928645																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	19	0	241	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	45	0	0	0	0	0	0	0	160	52	0	0	0	0	0	0	0	0	0	
929044																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	201	0	0	390	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	73	0	152	0	32	0	0	0	73	0	0	0	0	
929352																																																																	250	0	5	0	0	0	0	0	0	0	0	1	869	0	4462	0	913	0	0	0	0	2450	0	175	199	0	0	0	0	0	6730	0	146	0	0	0	0	0	0	0	0	0	0	0	425	0	0	869	0	1	0	0	548	0	0	421	0	0	0	0	0	0	1507	0	632	0	0	0	0	103	110	606	0	1853	0	0	0	0	0	0	0	0	
929802																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	2592	0	0	0	0	0	0	0	0	0	0	0	96	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	21	0	0	0	0	183	7	294	61	0	6	0	0	709	0	0	0	0	
929932																																																																	0	0	0												329	0	3125	0	0	0		1999	0	363	117	0	0	0	0	0	257	0	2456	0	0	0						0	0	0	77	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	182	0	0	0	0	566	0	1002	308	59	0	0	0	6692	0	0	0	0	
930358																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
930442																																																																	0	0	0									0	0	0	26	98	124	0	0	0		0	0	39	192	0	142	0	0	0	71	0	140	0	0	0						0	0	0	0	0	0	71	0	197	13	149	0	13	149	0	0	0	0	0	0	0	227	87	26	0	0	0	0	489	0	1328	374	18	41	0	0	0	0	0	0	0	
