"IDRSSD"	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	
1351	0	0	0	0	203	73155	106500	0	0	0	0	0	57672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	4284	0	0	27523	9464	0	-53	0	3700	0	0	0	0	0	0	0	0	0	0	8775	48897	0	0	0	0	0	2676	0	0	0	0	-1173	288	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	0	0	0	1183	0	0	0	559	34550	18239	57328	0	6910	9120	57328	73358	0	3327	3327	14997	0	0	0	0	0	0	0	0	
1454	0	0	0	0	0	216603	393507	0	0	0	0	0	200263	0	0	0	1210	1210	0	1210	0	0	0	0	57	0	0	0	0	0	0	14947	9199	0	0	0	0	0	0	-1078	4758	131057	4083	0	0	0	0	718	0	0	0	95	56867	143301	0	0	0	0	0	12042	57	66	854	0	-2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19771	157015	61668	154366	0	31403	30834	154366	216603	0	14600	14600	33248	0	0	0	0	0	0	0	0	
1557	0	0	0	0	99	22130	35167	0	0	0	0	0	18782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	1825	0	0	0	2398	0	0	-22	0	10151	0	0	0	0	0	0	0	0	0	0	2357	16425	0	0	0	0	0	847	0	0	0	0	-399	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	478	0	0	0	224	16371	2357	17776	0	3274	1179	17776	22229	0	1997	1997	4648	0	0	0	0	0	0	0	0	
1632	0	0	0	0	100	556610	575998	0	0	0	0	0	520073	0	0	0	14820	14820	0	0	0	14820	0	0	0	0	0	0	0	0	0	2972	10929	0	0	0	0	0	0	-183	3	30438	2515	0	0	0	0	0	0	0	0	6405	65984	447684	0	0	0	0	0	24580	0	0	1074	0	-7242	2774	0	0	0	2773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23908	0	0	0	23908	0	0	0	2975	48846	68499	512691	0	9769	34250	512691	556710	0	0	0	50085	0	0	0	0	0	0	0	0	
1669	0	0	0	0	395	96742	220224	0	0	0	0	0	71440	0	0	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	5905	5272	0	0	0	57176	0	10402	-895	0	46584	0	0	0	0	0	0	0	0	0	0	39075	32365	0	0	0	0	0	12064	1569	48	0	0	-935	0	0	0	0	0	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5953	121807	39075	53238	0	24361	19538	53238	97137	0	12775	12775	37658	0	0	0	0	0	0	0	0	
1829	0	0	0	0	1376	224257	358183	0	0	0	0	0	240908	0	0	0	100	100	0	0	0	100	0	0	8467	0	0	0	0	0	0	6292	1368	0	0	0	0	0	0	210	1711	86416	9026	2908	0	0	0	0	0	0	0	62	113527	127319	0	0	0	0	0	20857	8467	8	2521	398	4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6294	0	0	0	6294	0	0	0	8011	90367	122951	146084	0	18073	61476	146084	225633	0	0	0	30186	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	62103	220361	0	0	0	0	0	18647	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	608	0	0	0	99648	2171	0	-2517	0	89698	0	0	0	0	0	0	0	0	0	0	4699	13948	0	0	0	0	0	6815	98	0	0	0	-2569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	0	0	189954	6870	20677	0	37991	3435	20677	62103	0	0	0	15528	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	131558	170710	0	0	0	0	0	134502	0	0	0	740	740	0	0	0	740	0	0	0	0	0	0	0	0	0	733	6904	0	0	0	0	0	0	196	0	23879	3138	86	0	0	0	515	0	0	0	1159	33913	99430	0	0	0	0	0	6185	0	0	1095	0	-1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	37145	37566	105346	0	7429	18783	105346	131558	0	4108	4108	16603	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	53950	101619	0	0	0	0	0	55493	0	0	0	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	1113	6869	0	0	75	0	0	0	-247	32	27391	0	0	0	0	0	0	0	0	0	0	28878	26617	0	0	0	0	0	5297	0	5	443	0	-799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1261	40223	28878	31466	0	8045	14439	31466	53950	0	5520	5520	10579	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	706816	1144965	0	0	0	0	0	677572	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	2144	485078	0	0	11140	244768	2086	0	149	5613	22408	0	2000	0	0	0	0	0	0	0	32	385116	292424	0	0	0	0	0	65476	126	0	12236	0	-7822	53	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	0	0	0	10000	0	0	0	0	0	0	0	0	18897	778122	387202	357591	0	155624	193601	357591	706816	0	13600	13600	126363	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	28889	32913	0	0	0	0	0	30371	236	2485	2485	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	113	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	141	1709	8727	19794	0	0	0	0	0	2450	750	26	550	0	549	55	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	5193	8764	23468	0	1039	4382	23468	28889	0	2016	2016	2541	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	3920	7286	0	0	0	0	0	3540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	1	1	0	0	-96	2599	50	0	0	0	0	0	0	0	0	0	0	277	3263	0	0	0	0	0	213	0	0	0	0	-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2600	1526	277	3476	0	305	139	3476	3920	0	630	630	776	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	379400	509128	0	0	0	0	0	392558	0	0	0	3239	3239	0	0	0	3239	0	0	1212	0	0	0	0	0	0	8520	10767	0	0	0	0	0	0	-368	0	57030	0	2052	0	0	0	0	0	0	0	843	99598	292117	0	0	0	0	0	11858	1212	181	0	0	-2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	108640	99598	307873	0	21728	49799	307873	379400	0	40000	40000	60110	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	38721	53356	0	0	0	0	0	36171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	2028	0	0	0	0	0	0	-239	2361	9913	521	0	0	0	0	0	0	0	0	1179	3221	31771	0	0	0	0	0	2823	0	17	469	28	-619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2582	13782	3770	34080	0	2756	1885	34080	38721	0	193	193	5141	0	0	0	0	0	0	0	0	
2938	0	0	0	0	1799	324019	381954	0	0	0	0	0	320238	0	0	0	9544	9544	0	0	0	9544	0	0	0	0	0	0	0	0	0	2387	12093	0	0	0	0	0	0	-395	0	40825	2527	0	0	0	0	0	0	0	0	3638	70297	246303	0	0	0	0	0	14571	0	0	1428	0	-6266	882	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7937	0	0	0	7937	0	0	0	2387	57984	72824	277809	0	11597	36412	277809	325818	0	0	0	30293	0	0	0	0	0	0	0	0	
3252	0	0	0	0	160	62561	101384	0	0	0	0	0	50179	0	0	0	85	85	0	0	0	85	0	0	0	0	0	0	0	0	0	2130	6181	0	0	0	5028	100	0	-265	4555	32199	1238	204	0	0	0	0	0	0	0	557	1131	48493	0	0	0	0	0	3730	0	32	602	13	-1209	207	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	495	0	0	0	6717	44567	2482	52567	0	8913	1241	52567	62721	0	0	0	13227	0	0	0	0	0	0	0	0	
3458	0	0	0	0	109	17653	24944	0	0	0	0	0	10374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3924	0	0	0	0	2337	-60	1112	6083	0	0	0	0	0	0	0	0	0	0	1609	8765	0	0	0	0	0	502	0	0	0	0	-391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	7143	1609	15528	0	1429	805	15528	17762	0	1060	1060	2730	0	0	0	0	0	0	0	0	
3506	0	0	0	0	0	1195740	1535949	0	0	0	0	0	1137021	198	1996	1996	1835	1835	0	0	0	1835	0	0	71966	0	0	0	0	0	0	14239	17995	0	0	0	25299	3352	0	-2742	16838	210361	252	0	0	0	0	0	0	0	0	655	194400	941966	0	0	0	0	0	148144	71966	2482	6865	0	57657	2351	0	0	0	2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56248	0	0	56248	0	0	0	0	33559	268175	254252	1014979	0	53635	127126	1014979	1195740	0	7000	7000	107165	0	0	0	0	0	0	0	0	
3720	0	0	0	0	101	97679	164249	0	0	0	0	0	97958	0	0	0	163	163	0	0	0	163	0	0	0	0	0	0	0	0	0	4982	313	0	0	0	11997	1600	0	-778	230	42465	0	0	0	0	0	166	0	0	0	5479	28856	63623	0	0	0	0	0	6852	896	0	565	1407	-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	0	14	0	1132	0	0	0	5212	64313	32029	68902	0	12863	16015	68902	97780	0	3480	3480	21225	0	0	0	0	0	0	0	0	
3953	0	0	0	0	128	76441	100566	0	0	0	0	0	70504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	2303	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11322	0	0	13934	10251	46319	0	0	0	0	0	8450	0	0	967	0	-1085	690	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	28124	10251	65818	0	5625	5126	65818	76569	0	10920	10920	6551	0	0	0	0	0	0	0	0	
4138	0	0	0	0	320	127663	183533	0	0	0	0	0	135785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2415	3068	0	0	0	0	0	0	-776	0	34902	0	0	0	0	0	0	0	0	0	0	52675	83110	0	0	0	0	0	12037	0	18	922	679	-1977	179	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2612	38892	53354	93528	0	7778	26677	93528	127983	0	0	0	17400	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	127906	165289	0	0	0	0	0	113482	0	0	0	796	796	0	0	0	796	0	0	1783	0	0	0	0	0	0	752	3917	0	0	0	0	0	0	131	0	36357	12924	501	0	0	0	0	1370	0	0	0	22052	91430	0	0	0	0	0	12143	0	0	1526	10617	-1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653	0	0	0	2652	0	0	0	752	41800	45593	96749	0	8360	22797	96749	127906	0	0	0	14043	0	0	0	0	0	0	0	0	
