"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
226752																																	0	7308	9979	15	7114		36		6458	0			7943	271	3388	0	0	52131	0	0			3569	7536	2066	167	24419	1311	1537	3993	49	645	0	21130	6021	7478	3649	5173	1143								0	17			0	0	
226949																																	0	160	86	0	1755		7		0	0			1085	0	1725	0	17	8252	0	0			0	3417	0	0	2827	370	562	1540	945	0	0	1053	842	1140	1488	251	0								0	0			0	0	
227151																																	0	7091	5392	1795	19464		395		9327	0			34168	2875	6990	0	3260	130669	2	15			0	38508	931	2401	39493	2138	5328	11495	13856	4850	726	33916	11751	19204	20671	4859	1701								460	0			0	0	
227179																																	0	40140	21757	8691	139487	0	597	597	17372	0	56322	0	56322	7759	7250	0	0	325722	1694	0	0	0	3329	15059	9829	2301	101231	3192	2738	2175	4385	1580	749	142906	8761	38325	87242	20937	8691	0	0	0	0	0	0	0	3153	0	0		0	0	
227357																																	0	12355	10108	1897	45325		0		1619	0			12050	0	4488	0	259	112989	316	0			0	23516	1688	4233	26941	1372	2937	5990	1182	4959	7065	21130	19502	24002	13672	8653	2830								0	0			0	0	
227656																																	0	13648	1043	895	4768		77		360	0			5952	305	4116	0	0	38165	55	0			0	6658	398	141	23294	881	1669	2310	934	15	159	17719	3477	6395	3140	698	0								0	0			0	0	
228000																																	0	8817	0	4513	53696		51		0	0			21779	35880	19452	0	1168	256788	493	0			0	109510	2125	65405	9956	1178	14874	55758	5507	18936	12593	21649	8779	38180	56818	18887	918								0	290			0	0	
228055																																	0	233	2954	0	2467		7		3599	0			2860	0	1310	0	0	15796	0	0			0	2227	139	90	3479	86	260	867	593	422	0	3106	2259	2121	4693	1119	0								0	0			0	0	
228158																																	0	13685	7017	3981	46895		1780		1878	0			35113	2315	18486	0	844	166703	0	646			0	30804	3115	6549	56706	6298	7711	15115	676	307	614	41068	20060	56655	13283	4201	271								144	0			0	0	
228345																																	0	0	33395	3639	15524		22		3458	0			9753	0	2585	0	807	111369	0	0			0	30786	11085	0	82075	22779	1158	266	765	2679	2166	53435	4703	6323	10342	3985	352								315	0			0	0	
228952																																	0	0	805	0	1165		0		626	0			3849	0	1536	0	68	10188	0	0			0	2121	18	18	2443	163	242	1120	67	478	51	880	1158	2433	1977	1409	0								0	0			0	0	
229342																																	0	3929	4489	1457	8506		0		7889	0			11208	1439	2666	0	3019	60079	19	4799			0	9726	971	4285	17842	468	847	5082	1749	656	924	16618	5844	9831	11433	6522	0								0	0			0	0	
229427																																	0	112269	3110	5137	333125	0	739	739	0	0	122050	0	122050	33065	459018	0	414	1135491	0	0	0	0	2894	50806	13574	30133	182347	2896	3632	14071	7015	22066	1126	231053	27709	142871	153264	163637	366106	0	0	0	0	0	0	0	0	2184	0		0	0	
229454																																	0	957	128	0	14615		1238		585	0			4123	0	9432	0	457	45455	0	5			0	13623	292	489	16868	1494	4319	3416	2905	1096	365	6156	4871	13468	6425	626	263								0	0			0	0	
229801																																	0	526318	0	226779	2087340	356	5075	4719	0	713	1420395	0	1420395	355006	1328922	0	3910	8336359	5052	42269	42269	0	0	2058929	265491	528263	630775	29251	31848	87685	149843	836425	922150	2030507	214167	541399	1591634	1021509	857749	0	0	0	0	0	0	0	8765	12212	0		0	0	
229913	38319	996686	0	0	872450	103165	0	0	0	2294164	0	249062	0	0	404394	1655269	194504	47080	147051	207582	0	33113	1369	0	0	0	0	0	0		0	0	34482	0	0	0	0	0	996686	996686	0		872450	68788	941238	2353	0	0	0	2259787	0	249062				35966	0	33568		9057	21382	2025	0	492	1389							34482			0	0			0	0					
229940																																	0	468	4473	0	6778		12		269	0			6827	1700	3173	0	849	40823	0	0			0	15650	594	0	29801	3584	7400	3514	975	0	0	11520	7297	3126	2343	883	0								0	30			0	0	
229959																																	0	0	303	0	299		25		1944	0			587	0	615	0	0	4366	0	37			0	556	0	0	2327	211	94	110	135	0	0	895	1127	457	771	539	0								0	0			0	0	
230254																																	0	771	0	0	15197		19		0	0			6549	606	2339	0	1094	43114	0	0			497	15989	507	17	14958	934	2739	7503	1544	3234	0	9243	2042	7601	4581	1715	0								13	30			0	0	
230357																																	0	14	9	0	0		11		3138	0			5047	0	3130	0	0	12071	0	0			0	722	0	0	4472	112	40	373	51	146	0	4934	1572	2099	1745	716	0								0	0			0	0	
230423																																	0	3629	13049	1786	32502		17		7501	0			6772	2103	2883	0	0	142981	0	0			0	70572	1382	64584	11791	3889	11675	50915	1475	2588	0	18183	11714	34303	5641	1527	0								638	147			0	0	
230508																																	0	0	0	2104	10746		9		0	0			10313	887	1362	0	0	43137	243	0			0	17613	338	10163	2932	440	2298	5397	2928	6550	0	4308	6689	12425	1074	1271	0								0	8			0	0	
230535																																	0	71088	819	5685	37947		1288		38	0			44442	10444	5312	0	0	198117	0	0			734	18676	1248	2043	108297	2805	4424	8042	2241	1160	0	49980	69269	36905	22553	734	0								1058	72			0	0	
230610																																	0	5546	1301	6441	26207		30		29	0			17952	742	11357	0	1964	128241	175	0			0	54477	887	54440	18024	1794	9366	25122	15534	2468	156	7097	18620	23774	21670	2650	0								1222	261			0	0	
230740																																	0	11977	1028	3220	17180		5		538	0			5511	10	181	0	0	42777	0	0			0	2506	621	268	12570	587	52	177	1116	65	509	19444	3746	6187	7708	2450	736								0	0			0	0	
230759																																	0	78667	1141	4512	118584	0	2343	2343	716	0	25668	23443	49111	122	7011	0	880	299217	64	0	0	0	1100	33865	2329	25701	104286	24860	578	3294	1248	2958	780	209278	27104	12326	8604	7083	494	0	0	0	0	0	0	0	0	0	26540		0	0	
231149																																	0	3568	15504	906	15566		291		17523	0			5563	931	5607	0	512	91808	0	2422			0	22375	969	0	37034	967	2379	9056	9663	310	0	26334	7359	12192	17105	5549	888								0	71			0	0	
231242																																	0	275009	197	70473	655856	199	1278	1079	0	2393	481037	0	481037	128823	7477	0	51	1734014	655	2216	2216	0	0	77320	34759	0	674689	28451	5440	12185	25962	2984	2298	1043118	76245	211035	271561	39487	0	0	0	0	0	0	0	0	0	173	0		0	0	
231279																																	0	613	71	4	3125		2		3	0			2002	719	839	0	0	32767	0	0			0	24923	3	708	3279	36	905	1306	1302	16060	5243	3207	1137	377	794	1650	676								455	8		0	0	0	
231336																																	0	1658	342	770	12768		0		0	0			6462	3281	2613	0	248	60987	43	1687			0	29116	2029	1290	7566	0	489	2070	2048	13010	11499	11	1576	9668	8806	9301	2552								0	56		0	0	0	
232258																																	0	0	1692	0	134		13		2178	0			248	0	806	0	0	5786	0	0			0	715	0	676	2382	263	452	0	0	0	0	1154	2145	663	666	443	0								0	0		0	0	0	
232744																																	0	2761	5484	1679	6219		0		3540	0			4078	1113	2002	0	0	35510	0	0			0	7386	1248	3485	8878	141	841	3886	2183	334	0	7027	3797	7967	7861	1234	0								0	0			0	0	
232847																																	0	9775	23024	1087	10986		44		11811	0			4698	2011	4515	0	151	86308	0	0			0	15616	2489	88	27865	760	1789	6563	6504	0	0	19412	7471	27487	15997	223	52								0	101			0	0	
232856																																	0	7804	5610	787	58714		118		2393	0			19385	0	9669	0	434	153357	0	0			0	47992	451	9065	24391	1393	3464	3848	4804	30982	3416	36581	49392	11771	5848	1728	28								0	0			0	0	
233022																																	0	11594	20959	4195	73526		68		11345	0			33265	7261	2537	0	1172	215541	0	0			0	46417	2729	42340	43532	5876	17279	11135	3965	7416	746	67374	20833	41187	25754	11679	1909								0	473			0	0	
233031	72530386	1393481	454717	0	15228422	43966	6276895	14517	506778	99548289	10198	2412758	5	523279	26400453	55657035	2363488	5292476	7295922	5143489	1983138	93023	88720	1622	3	416297	0	96897	1071		0	0	599665	16078913	818328	1342603	15193036	356619	1393071	1036452	449302		14970505	43966	15014471	11620886	6274264	14517	500784	94442616	8447	2412763				21588959	1052604	10432041		3004889	2066973	5264546	3927899	4962838	2227354							181743			1622	416300			0	96897					
233246																																	0	0	25292	140	597		17		3641	0			148	0	702	0	0	34439	0	0			0	3901	1	0	7490	174	217	246	379	2182	703	2323	7107	5197	5112	10799	0								0	0			0	0	
233358																																	0	4079	5441	904	35077		70		6394	0			27297	2232	7140	0	4990	105260	0	0			0	10927	709	8688	32339	1799	4687	1473	2330	338	108	35389	30683	13932	5053	4980	621								0	0			0	0	
233442																																	0	362	831	0	587		5		769	0			858	0	2370	0	0	11922	0	0			0	6140	0	0	2464	60	301	2338	3360	81	0	733	1370	1591	1587	439	59								0	0			0	0	
233451																																	0	375	4199	1270	978		131		4912	0			1936	0	1659	0	0	17832	1	0			0	2296	77	0	4972	0	203	944	921	186	0	4939	2424	5178	2686	78	212								0	0		0	0	0	
233527																																	0	3539	322	412	6889		0		531	0			3009	956	2687	0	0	44124	0	0			200	24128	1651	13210	4418	820	5807	2468	4715	8041	2238	5894	4150	3766	2885	1758	1546								0	0		0	0	0	
233554																																	0	37362	6593	5136	25161		0		16013	0			72758	3959	11033	0	0	255797	0	52700			0	13377	10423	0	133982	544	1031	3964	6470	480	849	82197	50210	86067	22631	780	0								756	526		0	0	0	
234056																																	0	1378	3595	0	2507		14		4981	0			3432	0	4487	0	500	27127	0	0			0	6076	4	0	7913	152	208	1897	3368	445	0	5466	2242	5990	5886	959	500								0	153		0	0	0	
234355																																	0	58127	65208	21388	136729	60	927	867	66988	100	59237	0	59237	14754	22250	0	1556	512493	791	2204	2204	0	6896	63172	214	31502	165966	24221	13968	14391	1588	4583	4411	150087	124170	118203	33915	15340	7937	0	0	0	0	0	0	0	0	530	0		0	0	
234506																																	0	4120	0	1937	15415		372		0	0			6376	1607	9427	0	2609	94123	9	0			0	48622	3534	0	14090	41	52	607	1165	24226	22281	26853	1393	5696	6679	4087	734								0	113			0	0	
234645																																	0	64244	2087	896	46960	587	587	0	0	0	15491	0	15491	14026	2024	0	4315	275450	0	0	0	0	0	122443	2377	85807	95643	28806	26090	28284	13964	7192	17618	103064	10643	18243	11238	3017	3592	0	0	0	0	0	0	0	0	0	0		0	0	
234739																																	0	53622	6927	3316	134810	0	0	0	713	194	50309	0	50309	39654	10600	0	2	383014	0	0	0	0	0	71333	6871	56599	101843	21841	10456	24088	8771	3442	2432	189859	26036	39121	43575	10375	2332	0	0	0	0	0	0	0	1924	2933	0		0	0	
234841																																	0	1233	11001	1204	5451		27		5565	0			3111	0	1897	0	190	46896	0	0			110	15746	1471	0	7878	0	777	618	1337	12825	189	2741	4360	5482	4717	13742	92								0	0			0	0	
235017																																	0	0	0	229	2323		0		0	0			13565	1007	6172	0	1225	55425	0	0			0	29663	1241	0	3045	262	31	306	1064	19721	7614	4218	1052	6243	4386	9494	173								0	0			0	0	
235231																																	0	8727	2060	40	15871		795		616	0			6228	538	16107	0	1271	78519	91	0			2	25976	381	17360	48282	4506	10380	9615	187	950	169	10295	23544	17113	1298	315	0								0	0			0	0	
235316																																	0	4356	1636	224	5415		4		93	348			1469	246	1273	0	0	26988	0	0			0	11960	312	911	4328	841	1391	3626	1466	3991	541	604	1492	4504	3395	3738	678								0	0			0	0	
235446																																	0	805	19620	0	10562		0		16689	0			12899	389	7248	0	366	87302	0	103			0	18008	294	0	27596	807	2588	8934	5342	268	69	12385	9106	27820	19195	371	417								316	3			0	0	
235521																																	0	1805	7672	911	15032		122		3768	0			7199	3363	6381	0	135	58255	0	350			0	9434	797	6249	10556	891	1063	3756	944	2425	355	15177	6748	15127	6832	4598	49								1086	200			0	0	
235530																																	0	16132	17370	4363	45744		218		27047	371			29739	22189	2017	0	1141	181272	7	863			0	12300	1773	1244	53999	1265	3374	5043	1712	261	572	20314	31198	38536	34081	36594	5896								0	383			0	0	
235558																																	0	0	2828	0	69		0		2906	0			663	0	729	0	0	7686	0	0			0	478	13	0	1913	0	11	121	249	97	0	5545	400	439	789	35	0								0	0			0	0	
235950																																	0	0	7394	0	2587		29		10607	0			1761	177	750	0	0	25289	0	0			0	1904	76	1673	9304	609	494	451	350	0	0	12423	5881	2245	2364	448	6								0	4			0	0	
236050																																	0	0	5192	432	224		31		9215	0			973	37	2331	0	409	21543	0	17			0	2522	160	0	10132	63	44	558	1058	799	0	9524	839	2655	3570	2074	0								0	0			0	0	
236153																																	0	65234	41510	17074	184151	0	360	360	93692	0	132673	0	132673	5204	38940	0	6837	644383	0	9331	9331	0	0	26313	13862	6367	219341	2244	2313	9511	4876	3791	3578	219040	117636	165066	90890	24386	757	0	0	0	0	0	0	0	7766	1436	0		0	0	
236256																																	0	235	7414	125	1053		13		6388	0			874	0	1709	0	149	26460	0	0			0	8500	0	7624	5136	1378	6394	588	92	16	0	5654	9655	1246	908	46	0								0	0			79	10	
236452																																	0	60895	57	5530	26407		521		0	0			28568	8633	585	0	0	140583	0	0			0	7922	1465	2686	77436	3132	952	1664	2043	131	0	87687	15593	16819	8496	3625	441								0	0			0	0	
236519																																	0	3441	33848	4058	39381	303	581	278	6853	0	17605	0	17605	9145	41275	0	389	227337	0	513	513	0	0	65418	3922	59538	23446	4150	19867	33343	4771	1718	1569	30009	25336	44917	40918	16692	3962	0	0	0	0	0	0	0	747	161	0		0	0	
236603																																	0	1583	1136	1131	16198		128		486	0			4617	10336	3262	0	0	69079	0	0			208	28276	1301	1564	3938	148	1157	482	371	13539	12579	16721	4435	3547	1791	7964	5248								493	132			0	0	
236706																																	0	46684	0	0	215451	0	2987	2987	0	0	38471	0	38471	16072	6170	0	1669	870153	0	0	0	0	0	508808	30410	166489	74831	7515	1932	53414	166965	274810	3856	114813	16088	61323	82048	84141	1368	0	0	0	0	0	0	0	0	3431	0		0	0	
236751																																	0	734964	6631	33277	683445	0	6071	6071	8096	0	277060	0	277060	38727	45855	0	249	2041607	6375	0	0	0	4940	187962	16286	15581	863589	61052	30493	8676	14207	36810	35591	1037164	173295	230274	197713	122370	86428	0	0	0	0	0	0	0	5013	4346	0		0	0	
236957																																	0	992	0	0	45468		25		0	0			10271	1443	7032	0	255	95804	0	0			0	27426	2586	0	25478	1923	4698	14939	3266	1934	666	18681	8433	31264	8209	1400	0								121	185			0	0	
237066																																	0	10642	23709	1106	21253	0	323	323	25505	0	81777	0	81777	0	16622	0	89	199981	0	0	0	0	0	18401	554	0	137767	991	1350	2820	2690	6210	4288	128376	7050	13440	23271	6794	1767	0	0	0	0	0	0	0	0	0	0		0	0	
237150																																	0	4614	11687	861	9579		203		166	0			10081	725	6620	0	895	77755	0	0			48	30018	1753	788	14909	2116	2288	12266	7046	6045	256	11997	3974	11257	13760	6618	110								489	64			0	0	
237619																																	0	35332	0	15174	36991	0	266	266	0	0	29367	0	29367	25307	9105	0	0	434392	0	0	0	0	6691	241127	40865	37075	45191	2763	10618	8605	14092	104167	100604	98978	11717	5543	24038	41169	11609	0	0	0	0	0	0	0	0	858	0		0	0	
237936																																	0	145693	9453	16077	172856	0	0	0	4771	779	96305	0	96305	14808	47519	0	2598	631800	8956	48741	48741	0	998	75944	4990	52125	173134	11973	17767	9430	19699	10249	6728	256170	42990	65388	95500	81794	18866	0	0	0	0	0	0	0	0	1001	0		0	0	
237954																																	0	2043	5444	390	6938		631		1078	0			4136	0	4540	0	333	36783	4	0			0	10565	227	92	6122	762	870	2998	5255	680	0	6792	6182	4915	5834	2284	0								462	0			0	0	
238045																																	0	0	1581	0	631		30		4427	0			855	0	1875	0	68	10767	0	0			0	1300	0	0	6233	348	107	499	346	0	0	4233	1714	1573	1786	131	0								0	0		0	0	0	
238139																																	0	24108	2025	569	9296		60		2420	0			3758	2666	2059	0	3668	75809	0	0			0	20891	4289	627	26754	1124	2210	2479	5132	7675	2272	22708	5671	12291	12628	1619	0								0	0			0	0	
238241																																	0	8554	906	209	43949		135		728	356			26414	5711	10659	0	2276	184216	0	0			0	79861	3924	2918	42549	1963	7694	14354	16320	14881	24297	33555	5738	24660	30092	8037	2179								650	240			0	0	
238250																																	0	0	2972	0	563		11		11947	0			1645	0	1140	0	0	20190	0	85			0	1827	0	53	13719	183	183	300	470	647	0	10936	2417	1478	2605	715	187								0	0			0	0	
238737																																	0	23750	0	29286	66206	0	158	158	0	379	12432	1432	13864	19278	1214	0	0	165226	0	0	0	0	0	8102	1806	6175	45970	3973	1052	1413	0	150	0	65797	37248	37891	1821	2678	0	0	0	0	0	0	0	0	0	1562	2701		0	0	
238755																																	0	1352	882	0	7980		50		886	0			3524	0	4731	0	0	29002	0	0			0	9597	0	0	8754	747	1928	2294	2522	1858	248	9547	2874	4901	1668	376	0								0	0		0	0	0	
238812																																	0	19019	2249	1544	18225		9		0	0			12634	0	681	0	52	75744	135	0			0	20370	987	5365	34220	6249	911	5130	1704	6041	256	30126	4049	15681	4333	788	525								67	42			0	0	
239015																																	0	1300	0	0	32416		0		0	0			84938	0	0	0	0	121667	29	0			0	3042	0	1535	106939	2115	0	227	0	700	0	102878	2661	10410	2705	0	0								0	0			0	0	
239042																																	0	0	3053	0	2990		17		1524	0			1344	38	2266	0	38	19010	0	0			0	7573	111	0	6591	151	1739	4001	695	0	915	2158	3317	3669	2064	197	0								40	16		0	0	0	
239275																																	0	273189	1048	8191	143923	0	940	940	0	101	22297	0	22297	86206	10186	0	0	793374	3641	0	0	0	0	241381	9045	195303	83706	37447	23976	20497	10519	14778	133252	284400	16564	78057	75320	52351	46878	0	0	0	0	0	0	0	0	609	0		0	0	
239556																																	0	3535	308	595	42182		62		38	0			14635	1231	16145	0	2277	132179	23	0			0	43555	7031	0	30488	2321	7009	24551	4673	2039	2403	9693	12780	42112	16583	2135	2448								109	499			0	0	
239613																																	0	3508	0	1879	415560	5	236	231	0	0	157837	0	157837	26031	80464	0	31355	836659	569	0	0	0	0	80273	39779	46776	187753	21011	3539	10498	14028	20551	10639	413553	41763	90543	129390	68118	11296	0	0	0	0	0	0	0	0	306	0		0	0	
239640																																	0	3888	0	558	30609		324		0	210			23199	8171	864	0	0	83824	0	3616			0	11440	1155	1307	11793	806	2256	4507	1471	270	2130	20992	6615	14195	20501	8992	1089								0	0			0	0	
239659																																	0	19270	1665	1720	23916		121		5404	0			42920	0	12371	0	952	150343	0	0			0	41270	734	2134	74904	7178	11840	19153	791	998	1178	53401	16132	26251	11519	1017	81								0	0			0	0	
239752																																	0	106	3417	0	3498		432		12633	0			4685	34	1499	0	315	28255	0	0			0	1568	25	826	8476	416	701	130	228	93	0	14377	6535	3060	1914	361	439								0	43			0	0	
240356																																	0	1726	1466	705	14851		38		507	0			3364	12	1071	0	350	32401	0	1393			180	6716	202	1875	7035	1043	1033	2519	1786	221	94	4525	7250	11684	1571	543	0								0	0			0	0	
240459																																	0	80	0	0	2796		0		0	0			4322	44	4343	0	0	26026	0	0			0	14125	316	0	5443	1013	1986	8857	1961	182	0	1084	3889	4220	2410	238	0								0	0			0	0	
240468																																	0	0	13310	447	9958		47		16214	0			9907	0	3005	0	701	60126	142	0			0	6679	0	6411	27088	645	1492	3336	50	607	523	36790	8469	3386	2475	2048	376								0	0			0	0	
240954																																	0	6979	0	1499	30025		22		86	0			11378	0	4440	0	0	58006	1	0			0	3508	70	891	15971	1630	231	1366	149	133	0	25895	8290	10635	4549	1238	3848								0	0			0	0	
241009																																	0	0	210	719	2150		64		75	0			3907	876	13162	0	30	32450	1382	0			0	12086	45	0	2375	0	12	193	844	8547	2467	4028	450	5271	8029	3968	0								369	139			0	0	
241157																																	0	12823	20945	437	54317	0	362	362	4041	214	42266	0	42266	1	13022	0	73	225148	0	12088	12088	0	0	57829	6944	35824	44296	6432	10679	15961	12038	12170	493	54629	31573	21426	34880	22854	1882	0	0	0	0	0	0	0	0	0	0		0	0	
241559																																	0	1088	6001	421	8728		14		16544	0			15778	346	2979	0	272	62266	0	0			0	8798	859	4634	17306	351	3989	1286	1307	1414	451	25026	4953	12051	9531	1675	49								438	0			0	0	
241607																																	0	23201	74	22583	73773	0	0	0	2195	0	41482	0	41482	56886	4328	0	735	533871	0	21980	21980	0	535	231619	51931	99288	28120	2832	5126	35711	21682	90303	75161	101682	10144	43351	54985	84469	6983	0	0	0	0	0	0	0	475	2609	0		0	0	
242248																																	0	503	2185	277	1169		4		1663	2			11112	1885	9892	0	79	72693	0	11			0	41799	1237	33991	6209	2634	8080	16905	5407	7570	1156	10665	2246	6788	7678	2999	508								877	0			0	0	
242257																																	0	4719	9581	1212	21502		42		3778	0			7657	3036	6439	0	1026	118714	0	0			0	57947	1775	54688	15755	2004	10499	26618	1375	4453	12633	12493	28593	11365	4245	1626	2024								0	0			0	0	
242444																																	0	41665	515	15794	221080	0	0	0	0	0	32545	0	32545	24554	14739	0	0	534656	0	0	0	0	0	143114	40380	21701	221520	37239	38785	65170	875	203	842	107700	66971	184289	29517	3065	0	0	0	0	0	0	0	0	0	270	0	0	0	0	
242949																																	0	544	1943	0	14081		89		772	0			3900	834	861	0	0	39116	0	0			0	14060	2008	174	7069	534	560	3619	5796	3398	0	3190	2786	6845	11473	762	0								0	24			0	0	
242958																																	0	3006	4	0	14473		0		21	0			5240	3921	7060	0	25	53503	0	0			0	18257	1015	10799	10005	299	1563	6107	2058	2796	5226	11819	4044	9045	7914	2272	152								95	386			0	0	
243375																																	0	1059	0	0	1356		74		0	0			6387	337	2351	0	0	13219	0	0			0	1030	625	0	7415	275	751	4	0	0	0	3120	4239	2844	1656	302	0								0	0			0	0	
243414																																	0	839	2030	303	39499		83		591	0			6236	5703	1122	0	30	62660	307	0			0	5690	330	4777	5391	1197	2570	1234	96	77	0	17122	10261	8615	3550	4116	5333								511	0			0	0	
243647																																	0	0	1022	0	1443		40		2660	0			6252	0	2003	0	0	14547	0	11			0	1104	12	4	11591	163	805	92	44	0	0	3399	7228	2510	281	25	0								0	0		0	0	0	
243955																																	0	17	1042	685	533		15		2512	0			942	0	1351	0	277	10777	0	0			0	3387	16	298	3494	306	445	884	1507	55	0	2126	1663	1834	1128	170	0								0	0			0	0	
244037																																	0	4714	272	953	3965		86		1238	0			2377	606	1986	0	586	27246	0	0			0	10374	84	1249	8562	1332	290	702	2211	5839	0	11598	679	966	1826	1729	74								0	5			0	0	
244149																																	0	9311	6617	761	27838		63		11494	0			33262	235	5415	0	0	115472	0	0			0	18051	2425	4965	63186	4162	3832	5826	2626	733	33	36223	25178	18370	11741	3368	557								0	0			0	0	
244158																																	0	0	5340	0	810		0		30950	0			49625	62	6708	0	5026	104526	0	0			0	5929	0	3436	53488	369	1335	2164	1668	393	0	48566	11252	12983	15669	9646	451								0	76			0	0	
244251																																	0	4881	16050	2026	6707		83		19494	0			22653	152	22682	0	3121	119767	0	0			0	17104	3725	0	28032	327	1399	6304	6905	2097	65	28256	13360	23838	25469	10566	633								850	239			0	0	
245016	121545	0	0	0	55644	53	4346	0	0	297386	329	0	0	0	192861	188176	9270	39108	33201	9243	0	93200	0	0	0	22927	0	0	0		0	0	7827	1815	0	455	94814	0	0	0	0		55644	53	55697	729	4346	0	0	189085	329	0				18255	5476	1834		5721	2048	7026	3440	20	0							0			0	7827			0	0					
245276																																	0	25095	0	0	0	0	1322	1322	0	0	211389	0	211389	740	34927	0	0	1220387	0	0	0	0	0	896997	44751	0	19887	1	97	1060	2585	82862	799841	12053	7736	42974	70638	47151	136893	0	0	0	0	0	0	0	1175	3991	0	0	0	0	
245351																																	0	113	16786	248	4027		170		10989	3			8250	0	2035	0	1337	62931	0	0			0	18786	70	414	15467	600	205	1540	1272	6650	8519	24315	1754	6915	3216	5093	2852								0	120			0	0	
245557																																	0	10387	493	6841	27885	0	4681	4681	10	0	34343	0	34343	9057	24289	0	2770	220872	0	0	0	0	0	96752	3123	18348	83148	7540	31991	32640	17133	7451	0	35670	24937	34937	21127	4066	2658	0	0	0	0	0	0	0	0	241	0		0	0	
245856																																	0	372	3009	793	1036		10		4980	186			1879	0	568	0	75	14446	0	1040			0	642	6	0	4887	0	395	135	112	0	0	5054	1924	1832	4239	756	0								36	0			0	0	
246022																																	0	30042	388	0	44892		195		64	0			53618	10536	4703	0	0	162656	0	0			2750	17072	956	16576	63020	9954	6618	452	49	0	0	113821	8068	8338	10688	4649	0								0	190			0	0	
246134																																	0	11630	1979	0	28061		1093		2079	0			3571	0	21181	0	1028	112820	0	0			0	40060	2138	1004	30338	1746	3798	14105	18248	2163	0	19987	15599	10009	21465	4437	1238								0	0			0	0	
246237																																	0	90	600	0	1980		2		1348	0			895	344	1471	0	0	12427	0	214			0	5213	187	36	2421	0	171	769	1239	2492	542	1571	958	1342	2600	616	127								83	0			0	0	
246321																																	0	36604	1048	2169	217741	633	984	351	0	0	30082	0	30082	25868	7851	0	42	381142	0	0	0	0	5083	48460	8816	25924	84850	4998	6404	8450	21028	6480	949	128437	14002	59805	85577	43184	1677	0	0	0	0	0	0	0	1110	367	0		0	0	
246451																																	0	8679	1517	0	11308		21		455	0			5587	0	3453	0	0	42625	0	106			0	10152	1347	6600	17476	1892	4489	738	248	789	1931	13940	10467	4511	2209	679	614								0	0			0	0	
246657																																	0	15702	0	4466	105251	0	207	207	0	3486	47101	0	47101	2278	3908	0	0	194931	218	0	0	0	0	14902	517	1229	49026	437	1835	1199	1841	3011	6554	17470	29284	37036	65314	30863	112	0	0	0	0	0	0	0	817	0	0		0	0	
246947																																	0	407	1606	181	4175		0		619	0			3896	85	5476	0	96	31724	9	0			0	14868	324	13725	4712	2492	9411	1973	343	407	181	2601	5565	3713	4335	554	95								0	0			0	0	
246956																																	0	101	18605	357	22426		353		82321	1037			9987	0	8048	0	0	146242	0	92			0	3952	0	1668	94469	1517	1540	219	174	502	0	55394	65986	3317	2097	8407	160								0	0			0	0	
247140																																	0	31087	0	15533	43348		0		43	0			11699	4951	1793	0	210	147105	0	0			0	34475	3444	0	62234	14196	10586	7848	1197	114	177	68661	13195	20831	7625	2268	0								502	20			0	0	
247355																																	0	93142	17448	1879	97371	0	398	398	7561	2564	0	47701	47701	0	35995	0	1908	372408	441	434	434	0	1405	64349	4663	53670	128578	15640	42208	3991	41	131	0	151270	102885	26177	12767	10752	58	0	0	0	0	0	0	0	0	0	0		0	0	
247449																																	0	462	4938	0	3985		17		3368	0			5820	1001	4078	0	30	30968	0	0			0	6637	572	3894	13002	352	329	5115	249	177	346	5653	5851	5523	1487	2523	3144								0	60			0	0	
247476																																	0	17475	0	264	136		5		0	0			0	1841	2801	0	0	34880	112	0			0	11094	0	8321	3605	3	8115	196	0	615	2165	3844	1764	2441	1244	14286	319								1335	41			0	0	
247551																																	0	19300	12351	0	13542		0		8435	0			6792	977	2354	0	882	71494	0	245			0	5425	1088	942	45675	1514	835	2395	260	295	126	39189	4885	12496	3739	4353	660								0	103		0	0	0	
247645																																	0	446	4259	0	4108		20		8181	0			2334	51	2558	0	1281	35297	0	0			0	10333	1537	23	10620	635	1284	6855	1505	54	0	5706	1516	8150	5745	2774	1073								133	56			0	0	
