"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
	REAL ESTATE LOANS, TOTAL	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINCG RECS-U.S. ADDRESSEES	LEASE FINCG RECS-NON-US ADDRESSEES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-CONSTRUCTION & LAND DEV	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	R.E. LOANS NON-FARM. NON-RES. PROP	LOANS FOR PURCHASING SECURITIES	OTHER LOANS	ALL OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LEASE FINCG RECS-U.S. ADDRESSEES	LEASE FINCG RECS-NON-US ADDRESSEES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	
37																																	0	1463	1539	0	9393		229		32	0			888	0	9681	0	0	45043	0	0			0	21758	60	0	15279	764	4221	10232	3097	3328	93	4127	6384	6947	4407	1042	274								0	0			0	0	
242																																	0	0	1785	0	4210		8		2744	0			1583	0	2563	0	0	20566	0	1			0	7628	44	0	5847	474	1407	4574	344	829	0	5133	4314	2113	1249	129	0								0	0			0	0	
279																																	0	5786	226	1329	9126		12		531	0			2567	427	3977	0	0	54747	10	355			174	30036	385	697	6944	979	179	1439	1959	12364	13116	4652	4539	2891	4335	7459	844								0	0			0	0	
354																																	0	0	1066	0	33		0		660	0			179	0	653	0	0	4368	0	0			0	1777	0	1613	802	1581	0	70	0	0	0	1562	390	360	190	10	0								0	0			0	0	
439																																	0	17817	16834	135	42699		0		1993	0			20190	0	5457	0	4256	138109	0	0			0	26562	2166	6108	72144	7114	6253	9362	3250	528	0	41748	22048	35628	10737	1295	0								0	0			0	0	
457																																	0	1455	2571	0	2965		12		4670	0			2787	0	3225	0	113	22741	0	0			0	4598	345	4092	12398	834	1321	2261	130	0	0	3656	7171	5675	1223	143	0								0	0			0	0	
505																																	0	7862	0	4905	24937	0	28	28	0	0	14051	0	14051	13009	46305	0	5719	234769	7856	0	0	0	0	118139	7170	40684	16843	6	39177	787	3815	36891	37463	24238	7971	15074	35665	30014	11293	0	0	0	0	0	0	0	0	500	0		0	0	
1146																																	0	103597	3091	10271	84929	9	1065	1056	0	0	28257	0	28257	14170	10214	0	0	396432	5	0	0	0	0	87351	13293	15761	139730	46520	4064	14209	1734	290	20516	91328	47057	114562	44233	3957	538	0	0	0	0	0	0	0	40058	141	0		0	0	
1155																																	0	11618	4494	231	35244		2659		4889	0			34593	1055	5618	0	990	124382	0	0			0	16960	5227	861	35780	2914	1488	4654	6412	948	544	30461	11108	29668	26442	7732	1731								553	251			0	0	
1351																																	0	0	9180	0	10486		211		5072	0			13711	0	9149	0	0	57672	0	139			0	9724	0	8775	46843	2180	6595	383	68	287	0	15012	23056	5534	3668	137	0								0	0		0	0	0	
1454																																	0	8968	4557	2323	48447	0	62	62	3053	0	36157	0	36157	1787	30357	0	0	200981	467	115	115	0	0	57680	6845	7589	45433	7479	2484	3021	6617	26595	11459	41526	10562	23442	39667	26272	2072	0	0	0	0	0	0	0	0	1097	0		0	0	
1557																																	0	0	4344	0	1747		5		8602	0			886	0	841	0	0	18782	0	0			0	2357	0	0	7578	144	231	954	735	294	0	1129	6074	3525	4223	823	650								0	0		0	0	0	
1632																																	0	190668	9142	16816	112199	1173	1851	678	5554	0	69980	0	69980	26192	11207	16	569	520073	0	0	0	0	0	66200	7743	17501	345578	22348	15889	21015	3208	1950	1790	257563	54043	79299	37911	24114	943	0	0	0	0	0	0	0	0	1936	0		0	0	
1669																																	0	950	65	0	7719		118		1702	16			9694	0	10219	0	0	71440	0	0			0	39075	1898	23732	9522	1795	6549	3884	1616	15165	10066	4085	9774	7393	6724	4275	56								0	0			0	0	
1829																																	0	3129	0	17844	46747	0	19	19	0	0	25984	0	25984	6156	1267	0	0	240908	266	24165	24165	0	0	96000	17215	0	23092	53	177	1745	7579	50478	35886	20906	1956	15401	33840	62981	5759	0	0	0	0	0	0	0	588	2060	0		0	0	
1856																																	0	92	1712	2854	6019		11		1335	0			3825	0	748	0	0	18647	0	0			0	2051	0	1691	4516	1621	72	115	36	0	0	14576	701	802	394	0	0								0	0			0	0	
2040																																	0	16007	3142	4268	54062		48		1558	0			16705	1592	5510	0	60	135017	0	0			0	30866	783	891	63604	4321	8195	16154	959	350	200	31769	19319	37915	12876	2040	0								416	0			0	0	
2161																																	0	637	577	0	3586		174		1990	229			9659	0	9682	0	0	55493	7	0			0	28788	0	21551	18910	896	8320	8092	5903	4965	612	4975	4719	9072	5575	2370	0								407	0			0	0	
2376																																	0	45781	0	198418	193003	0	0	0	0	0	526	0	526	6429	386	0	0	677572	0	0	0	0	0	186730	46299	19247	64356	222	2568	4934	6612	116098	56297	50830	28594	23486	23850	217078	147003	0	0	0	0	0	0	0	0	0	0		0	0	
2451																																	0	404	6496	405	2552		636		3592	0			6709	72	864	0	0	30408	0	0			0	8359	319	6364	9315	3184	4061	221	69	79	745	14699	6082	301	61	906	0								0	0			0	0	
2554																																	0	0	674	0	122		0		1349	0			501	0	617	0	0	3540	0	0			0	277	0	0	0	0	34	12	31	200	0	718	1095	636	363	451	0								0	0			0	0	
2732																																	0	62737	172	91041	147268	0	203	203	0	0	70278	0	70278	7757	4097	0	0	392558	967	0	0	0	0	8557	1415	2530	118291	2862	1513	1364	720	478	1620	142417	51350	117193	49739	8540	15729	0	0	0	0	0	0	0	0	0	0		0	0	
2750																																	0	376	7396	477	2924		174		16624	0			2773	0	1931	0	0	36171	0	0			0	3221	82	379	15787	381	299	1867	674	0	0	13771	6237	7139	4293	1166	66								0	193			0	0	
2938																																	0	55046	4574	12012	80322	687	2943	2256	7282	0	67988	0	67988	18586	7935	0	0	320238	0	0	0	0	0	58479	5071	21910	169761	24635	10058	16141	6219	1202	30	141054	34825	55071	23746	4014	0	0	0	0	0	0	0	0	0	0	0		0	0	
3252																																	0	451	11571	52	3646		1366		22483	0			5758	0	3543	0	162	50179	0	0			0	1147	0	866	0	89	722	242	0	79	0	22506	21088	3195	1310	385	0								0	0			0	0	
3458																																	0	240	3028	97	684		7		762	0			2909	0	454	0	0	10374	0	580			0	1609	4	0	2719	39	278	1078	149	24	0	2421	1594	3812	763	53	22								0	0			0	0	
3506																																	0	117127	0	2661	543014	0	1043	1043	0	1013	151211	0	151211	60444	2792	0	0	1137021	0	20287	20287	0	0	183707	54733	29488	91827	998	4483	20482	13768	109740	34057	264556	53468	232475	256464	108827	32615	0	0	0	0	0	0	0	2	0	0		0	0	
3720																																	0	9205	6166	429	29592		223		2863	0			7474	3112	7780	0	1660	98124	0	0			0	28856	555	1842	27242	4877	2171	8825	10171	2442	370	27937	5856	12550	18991	3221	644								0	209			0	0	
3953																																	0	3855	8307	1342	13419		97		18070	0			20907	0	4927	0	0	81826	0	33			0	9036	1833	483	40518	1182	2917	3728	1055	29	0	47160	12139	7838	2127	1154	219								0	0			0	0	
4138																																	0	17295	814	2226	30493		192		0	206			14226	2881	14884	0	52	135785	1067	0			0	52675	914	36810	20642	3541	9312	26288	3008	6524	4002	23141	19438	5904	10455	5740	19063								0	200			0	0	
4156																																	0	19652	6456	802	19620		70		16839	0			21769	2818	4495	0	0	114852	0	1081			0	20560	690	0	50082	1229	2651	2606	2239	10036	1788	40220	23122	12224	9808	8630	182								0	0			0	0	
4231																																	0	318	11350	0	24467		44		1665	0			3677	0	6037	0	1837	61859	0	0			0	12464	0	17	22293	1084	1661	5703	3365	615	0	15126	10444	13621	7829	2221	0								0	0			0	0	
4437																																	0	19886	967	1042	50596		546		1065	0			27827	7117	10127	0	0	169880	233	0			0	41955	2580	35554	64613	1917	8275	14174	8660	4322	4480	72199	11430	18014	17175	6173	1987								0	6405			0	0	
4839																																	0	35555	0	26131	105009		1138		0	0			10167	4480	2528	0	0	196893	0	0			0	10061	1654	1348	80123	1531	1626	4446	2385	44	0	66548	16607	47923	51065	3165	6								0	170			0	0	
5005																																	0	47713	0	22598	74785	0	8	8	0	0	16102	0	16102	6015	209	0	0	270536	0	0	0	0	0	94097	8903	27195	58814	1169	2565	9282	11364	24858	44478	70708	13672	24125	17770	45197	4967	0	0	0	0	0	0	0	0	106	0		0	0	
5069																																	0	60132	0	1697	151652	0	126	126	0	0	1752	0	1752	508	32	0	0	245261	4902	0	0	0	0	24284	9980	13305	133842	13305	0	150	0	2729	0	160595	19135	3593	19906	4175	0	0	0	0	0	0	0	0	0	0	264		0	0	
5135																																	0	10872	42903	3382	36064		108		13417	115			34711	1534	12087	0	4203	204115	0	0			0	41310	2972	30577	101498	25988	9162	5365	237	122	436	125117	19760	14257	3132	264	258								552	0			0	0	
5210																																	0	41675	5273	25998	111074	0	3841	3841	2832	0	30994	0	30994	43549	9690	0	4103	524819	0	0	0	0	0	223436	21042	1539	27303	13380	21628	20824	33320	71838	62446	75365	12765	90580	84954	25527	8291	0	0	0	0	0	0	0	0	1312	0		0	0	
5331																																	0	29589	0	74314	31277	0	2389	2389	0	0	3610	0	3610	9859	284	0	0	165531	411	0	0	0	495	13568	943	1697	33413	811	3247	7298	1409	85	718	36675	7475	53726	47575	6714	0	0	0	0	0	0	0	0	0	109	0		0	0	
5461																																	0	48487	2331	9890	155158	0	13437	13437	444	0	41273	0	41273	10073	4139	0	0	296283	431	0	0	0	23769	8800	2269	1046	94656	693	3324	1408	3375	0	0	34552	56087	60855	116580	16520	1938	0	0	0	0	0	0	0	0	413	0		0	0	
5751																																	0	895	4523	75	446		7		29086	0			3083	0	1995	0	299	49486	0	0			0	8950	112	4117	21545	323	1095	3108	525	2561	1331	22707	5159	3653	3622	5251	133								0	15			0	0	
6039																																	0	3227	2161	0	18901		25		1147	501			15458	0	4145	0	1926	52877	39	0			0	4887	494	158	17502	488	901	2731	481	157	82	31937	4409	5043	1972	3398	858								483	62			0	0	
6057																																	0	211	2402	0	1020		0		1444	0			1973	0	696	0	0	12175	0	0			0	3936	493	0	3760	452	842	2560	41	0	0	1326	3041	2827	792	251	0								0	0			0	0	
6141																																	0	0	2805	0	3583		166		2729	0			478	0	4039	0	175	18342	0	0			0	4367	0	490	8296	247	249	1244	1637	990	0	3821	3979	1880	2645	1246	395								0	0			0	0	
6329																																	0	53705	6606	309	39152		0		4085	0			34628	1880	63396	0	746	260328	7	0			0	49216	4428	4992	107417	9634	8729	17973	9958	2635	129	58174	48156	55228	41759	5585	384								958	1226			0	0	
6972																																	0	347012	2183	28122	119859	2	3376	3374	1600	0	103482	0	103482	14453	2008	0	10984	663986	0	0	0	0	11614	25643	4571	17851	348634	16237	256	2188	2647	3447	868	448177	20149	84188	47497	21001	10225	0	0	0	0	0	0	0	0	693	0		0	0	
7009																																	0	0	0	0	0	0	20718	20718	0	0	0	0	0	0	207520	0	0	228238	0	0	0	0	0	0	0	0	208045	0	0	0	0	0	0	197332	10713	7703	12490	0	0	0	0	0	0	0	0	0	0	0	0		0	0	
7045																																	0	0	3824	0	8491		0		4920	0			3972	575	13038	0	1255	54817	0	0			0	18184	0	15479	9790	120	595	130	2200	3658	11252	2519	6556	9448	8955	3757	5280								545	13		0	0	0	
7157																																	0	0	1916	306	960		3		2384	0			3937	0	3734	0	0	19908	0	0			0	6668	0	0	8064	500	1378	4625	75	90	0	2593	3593	5224	1134	211	435								0	0			0	0	
7456																																	0	575	1700	0	777		57		8958	0			7833	33	1941	0	108	23586	0	0			0	1340	264	0	11504	0	1	558	781	0	0	9600	2078	2795	6674	1072	0								0	0		0	0	0	
7634																																	0	1307	546	0	4321		434		1947	0			14703	0	3446	0	0	34891	0	0			0	7718	469	0	19670	1225	2607	3305	487	94	0	9914	5923	8238	2127	239	0								0	0			0	0	
8033																																	0	8826	2501	191	639		0		6198	0			30442	1257	7955	0	0	70152	0	0			0	11880	263	3728	23430	4391	1668	2781	2782	94	38	32700	7035	8892	7901	1727	11								0	0			0	0	
8462																																	0	67	2024	0	1860		0		8180	0			7974	0	7241	0	754	29665	0	0			0	1291	274	0	10075	75	1	22	106	513	574	14709	3042	4646	3444	1807	156								0	0			0	0	
8631																																	0	437	72	0	5022		112		95	68			5164	0	7085	0	0	30980	0	0			0	12647	346	0	3275	246	55	149	381	8352	3454	2597	602	3268	4361	7287	186								0	0			0	0	
9357																																	0	0	0	0	40856	0	259	259	0	0	118455	0	118455	3854	5756	0	0	274639	0	0	0	0	0	103050	2098	0	204059	103050	0	0	0	0	0	122835	3873	22016	17996	4727	0	0	0	0	0	0	0	0	0	311	0		0	0	
9553																																	0	1189	16295	0	893		976		28188	0			3138	0	1385	0	0	56505	0	0			0	4292	149	180	22443	275	262	1617	1965	173	0	43817	1296	2707	1880	2513	0								0	0			0	0	
9807																																	0	1097740	0	50143	406503	0	421	421	0	6276	94311	0	94311	71617	436	0	0	2173845	4644	0	0	0	0	397148	59951	29990	834315	55037	10945	15984	44320	162663	103142	1252414	58143	133186	154575	97262	4127	0	0	0	0	0	0	0	0	219	0		0	0	
9955																																	0	568	8049	135	4789		231		11152	0			5418	1091	2926	0	0	45037	0	2295			0	8345	17	7071	21349	716	418	2993	2664	1522	0	15265	4950	6636	6959	1832	1025								0	21			0	0	
10157																																	0	4260	6372	0	1731		310		8880	2001			4033	52	1404	0	848	29455	0	0			0	1565	0	912	11382	91	803	58	0	494	89	8193	7808	4811	2037	3684	1131								0	0			0	0	
10250																																	0	72396	501	10185	67942	0	278	278	35	0	67077	0	67077	10322	27897	0	815	318953	0	0	0	0	0	33165	26730	14928	89195	2823	4356	11033	10328	4625	0	77540	27942	66409	86268	27581	0	0	0	0	0	0	0	0	283	1327	0		0	0	
10849																																	0	59656	14786	18975	67038		7354		4682	0			16613	431	2654	0	2425	224273	101	0			0	28921	839	21587	48081	8753	5794	9194	3464	1675	41	66985	27485	65077	18537	15167	1964								0	0			0	0	
10858																																	0	10551	19878	6750	54414	0	324	324	36798	0	60063	2	60065	4307	34909	0	1766	296060	0	0	0	0	0	16422	8362	1890	149228	1111	3666	2950	4174	1637	2884	109713	35385	49018	64730	16804	748	0	0	0	0	0	0	0	40757	757	0		0	0	
11145																																	0	1542	0	0	33283		44		108	0			1652	2029	5563	0	1840	121205	0	0			0	71965	3179	1838	11821	1087	5098	12569	17562	34283	539	8783	3562	17379	13878	3910	45								0	0			0	0	
11640																																	0	7389	28045	1230	25753		182		15838	608			29300	0	16474	0	88	142149	0	0			0	16503	1347	11704	57787	2222	8786	2541	1334	993	627	59311	29990	16937	12609	3860	2766								0	0			0	0	
11837																																	0	19105	1969	235	13013		71		125	0			6679	516	984	0	0	49788	40	0			0	7011	0	643	34970	1483	2660	2596	187	85	0	23649	7178	10897	953	140	0								120	0			0	0	
12030																																	0	39541	35014	861	72148		23139		3654	2556			32245	0	1253	0	1709	264426	0	0			0	52254	2608	325	178091	11112	13063	24168	2463	1448	0	117119	39493	38806	13193	3562	0								0	0			0	0	
12058																																	0	8200	8663	855	11547		182		4665	0			10916	0	4034	0	7	70201	0	0			0	20111	1003	1196	26797	3139	3687	9889	2430	540	154	11154	13176	17598	6684	1196	129								0	18		0	0	0	
12142																																	0	3533	4417	536	18956		0		2430	0			6434	405	12032	0	0	70177	1	134			0	19013	1981	17045	15812	676	2841	13022	2105	295	74	10909	8392	16283	13044	1902	35								307	0			0	0	
12245																																	0	3275	370	0	29393		8		0	0			3914	258	2789	0	1489	71792	0	0			0	30151	79	6535	24091	593	4636	5575	1762	0	17553	8454	10408	10421	6998	0	4726								66	0			0	0	
12311	16543002	186746	31224	0	4084290	0	2928846	0	21519	26215030	0	2355987	0	468085	8261093	12161653	1370367	2727744	2603843	1820637	475621	0	129	150	0	0	0	63137	0		9908	9149	279	2251994	39166	261179	4056019	9238	186746	177508	31224		4084290	0	4084290	3206448	2928846	0	21519	26215030	0	2355987				4953272	1774924	2766477		465278	727633	1117383	955319	524639	1117298							129			150	0			0	63137					
12647																																	0	6940	3965	0	11901		19		3784	0			10065	800	1453	0	30	51288	0	0			0	11257	1048	0	29039	1839	6154	3001	169	0	0	14544	13848	8700	2770	169	0								0	26			0	0	
12656																																	0	102	914	531	642		0		973	0			624	0	1028	0	0	10125	0	49			0	5252	10	4916	1665	411	1541	1867	1294	139	0	429	2136	1235	721	352	0								0	0			0	0	
12937																																	0	0	255	26175	37171		324		0	0			8886	16887	2131	0	0	126315	54	0			0	25044	9496	0	14525	2258	1433	8268	11502	713	870	40284	4118	40820	14949	1124	30								0	0			0	0	
12946																																	1200	78433	8873	1968	83930	0	148	148	1785	96	29666	0	29666	231	21968	0	115	323332	0	0	0	0	0	89831	5184	1587	107249	3480	8088	29490	38041	9248	332	111104	31301	55392	28190	6602	103	0	0	0	1200	0	0	0	0	0	403		0	0	
12955																																	0	18466	1559	2961	34743		0		0	0			13871	2465	964	0	627	85773	0	78			0	8025	1926	2552	30071	1184	364	4875	1187	415	0	25330	9973	29130	11260	2018	0								59	29			0	0	
13037																																	0	1184	142	143	9601		0		0	757			12328	112	4153	0	0	48463	0	0			12328	19985	509	19985	8886	3829	10954	2301	1128	848	383	5057	2610	5759	2638	9442	933								306	0			0	0	
13103																																	0	34354	0	15403	246438	0	398	398	0	0	52952	0	52952	13800	156864	0	0	749335	0	0	0	0	0	213095	15902	41989	39900	2824	3865	8333	27958	46229	123650	59349	30026	109882	237536	96357	2362	0	0	0	0	0	0	0	0	129	0		0	0	
13251																																	0	0	1708	0	5113		0		1800	0			4404	0	2584	0	17	21277	0	0			0	5651	0	0	10012	791	840	3620	62	0	0	2853	5934	6121	426	16	0								0	0			0	0	
13457																																	0	0	3073	389	0		7		7041	0			1330	6	459	0	0	12810	0	51			0	453	1	82	6106	62	136	221	13	21	0	10964	366	572	55	195	0								0	0			0	0	
14052																																	0	2368	3222	0	11618		18		855	0			8347	538	3677	0	1178	50290	0	0			0	16147	2322	0	34084	4173	8782	2900	139	14	0	8166	12963	6191	3919	1164	635								0	0			0	0	
14155																																	0	10734	5812	350	3737		236		17653	0			19355	0	6254	0	5	89287	0	0			6608	23729	1422	7502	31075	1765	6384	10966	3867	377	0	16288	17347	15666	10507	3814	667								0	0			0	0	
14258																																	0	242473	14158	4497	159552	83	6995	6912	4930	0	119616	0	119616	26937	7485	0	1099	725645	1812	175	175	0	22956	122448	13740	78899	317113	12438	27102	57836	14953	2999	6983	352492	75349	120268	33156	22411	838	0	0	0	0	0	0	0	0	3352	1954		0	0	
14409	12515164	47762	0	0	5399381	7712	4719438	0	15721	24456537	0	666966	0	0	2156797	8600337	709701	2133419	2668257	5349498	1332644	0	0	0	0	0	1029956	54437	0	23487	0	0	0	211611	0	105519	1835609	0	47762	47762	0		5399381	7712	5407093	2966638	4719438	0	15721	24456537	0	666966				3622353	3773434	672763		36626	120747	423111	253314	1174128	1606898							0			0	0			1029956	54437					
14454																																	0	5883	570	0	4118		8		1518	0			4243	122	336	0	0	23369	0	5510			0	1001	44	300	9210	122	524	189	166	0	0	8205	4747	6222	2807	387	0								0	16			0	0	
14650																																	0	156	13	0	573		7		393	0			2831	94	4367	0	0	15597	59	261			0	6954	7	5697	3240	316	138	5700	457	343	0	1506	1644	3680	1714	158	0								0	0			0	0	
14753																																	0	22	2760	0	394		0		8903	116			1567	0	714	0	0	15328	0	0			0	922	0	86	8757	0	437	477	8	0	0	2732	10059	1306	309	0	0								0	46			0	0	
14865																																	0	16993	24050	435	19033		76		30789	166			14293	132	3109	0	5161	121230	309	0			0	4228	1720	334	49956	189	250	470	400	1888	1031	48765	9676	10866	10652	11843	25463								511	1009			0	0	
15536																																	0	657156	4806	597495	1150825	19551	24318	4767	0	0	114489	0	114489	109458	6359	0	696	3098783	0	157818	157818	0	0	257455	17140	212568	691476	19722	32552	76688	104299	10514	13442	1108126	239818	578121	410846	480027	18056	0	0	0	0	0	0	0	0	768	10509		8999	4593	
16337																																	0	120412	730	6993	67379	0	0	0	222	10	47514	0	47514	2310	30452	0	1018	344555	0	0	0	0	0	60183	5694	57702	131907	19600	10864	14670	401	9027	5621	160429	55178	26321	20630	12953	8758	0	0	0	0	0	0	0	0	1648	0		0	0	
16458																																	0	9730	1151	6902	54802		39		641	0			16056	1924	2439	0	0	110412	14	149			582	13418	3060	4134	31540	992	4423	4938	757	799	1349	24591	13859	29789	23258	5458	0								0	115			0	0	
16551																																	0	49452	3081	1160	14709		86		1495	251			12905	3870	6203	0	442	136770	0	323			0	41752	1176	3405	37792	2356	8247	16943	6072	7578	211	18945	20361	28348	13473	11687	1013								0	116			0	0	
16748																																	0	1093	1453	0	1248		165		645	0			3344	3405	8953	0	0	32327	6	0			0	11660	367	7194	2590	526	1414	2154	1520	2836	3213	5092	2242	2966	6957	3011	337								0	0			0	0	
16944																																	0	98	1323	0	1748		4		496	0			2216	26	1337	0	341	15067	0	0			0	7348	130	0	2195	212	97	1834	2748	2457	0	1370	667	1724	2748	1194	0								0	0			0	0	
16953																																	0	0	852	0	1656		26		3941	0			2842	0	2218	0	0	12963	0	0			0	1428	0	0	6629	27	108	209	1084	0	0	4896	1598	2242	2518	281	0								0	0			0	0	
17110																																	0	0	0	0	0		5876		0	0			4353	487	78919	0	0	90289	0	0			0	654	0	654	52318	654	0	0	0	0	0	89634	0	0	0	0	0								0	0			0	0	
17147																																	0	22295	8354	15635	185838	0	2325	2325	5530	21	171686	0	171686	17669	71814	0	1211	683592	0	2757	2757	0	0	156824	18639	84956	197492	12329	22859	18157	32586	36517	33707	272535	23995	67394	91345	55910	11534	0	0	0	0	0	0	0	0	3015	0		0	0	
17259																																	0	1092	5361	450	5313		7		1239	0			3111	9	6910	0	0	33236	53	101			1092	9133	563	6627	28685	3115	4061	1316	387	222	0	16806	4703	1641	633	301	0								0	0			0	0	
17464																																	0	621685	10402	20624	601137	614	2693	2079	20073	43	436879	0	436879	53980	21340	0	17366	1887253	0	0	0	0	0	32938	15212	11824	614233	9556	3152	7093	4201	4923	4013	984613	80670	303109	173313	186876	123055	0	0	0	0	0	0	0	5722	27202	0		0	0	
17839																																	0	23663	12054	2272	29054		96		5130	0			26495	14730	5184	0	0	139522	19	0			63	19582	1281	4017	57237	4661	5212	3711	5160	838	0	71901	8285	20467	15197	3886	223								0	0			0	0	
17950																																	0	3015	15239	734	37207		40		12925	60			8903	2287	7200	0	4129	113861	0	349			1033	20215	1449	2063	32931	484	4436	9205	4124	1716	250	41707	16901	23171	6675	3130	1902								0	169			0	0	
18050																																	0	15924	15154	581	39408		606		3496	0			9306	54	11741	0	1665	158174	0	0			0	57084	3155	54088	22541	10792	40141	2770	1162	1488	138	20259	50400	15834	5704	4181	3822								0	0			0	0	
18135																																	0	0	0	5550	4576		0		0	0			32407	14669	17311	0	0	118697	0	0			0	18252	25919	12714	11632	225	1778	4078	6671	3519	1962	29297	1782	9075	20711	35641	3305								0	13			0	0	
18377																																	0	302	1359	0	66		0		0	0			0	63	5	0	0	12776	41	0			0	10156	866	0	17	0	17	70	73	3556	6440	0	0	21	104	1317	1219								0	0			0	0	
18827																																	0	869	54	4687	20468		59		149	0			10265	3556	12123	0	1270	87872	13	0			0	31142	2958	8515	1745	165	419	234	1118	20040	9166	4465	1770	11560	17864	15587	2155								0	285			0	0	
18836																																	0	3513	5093	0	18649		0		3	0			3674	0	27203	0	1077	110298	0	0			0	47666	3268	35989	16293	2754	10107	21451	4780	5942	2471	7060	14179	20633	10593	6890	3194								0	152			0	0	
