"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	
	REAL ESTATE LOANS, TOTAL	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-CONSTRUCTION & LAND DEV	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	R.E. LOANS NON-FARM. NON-RES. PROP	LOANS FOR PURCHASING SECURITIES	OTHER LOANS	ALL OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	
37																																	0	1982	1669	176	9288		118		43	0			1164	0	9298	0	1000	46533	0	0	0	21785	10	0	17668	1108	4637	9777	3091	3082	91	3200	8269	7780	4061	963	270								0	0			0	0							0			
242																																	0	0	1544	0	4184		7		2409	0			1653	0	2655	0	0	19430	0	0	0	6917	61	0	6181	387	1514	3778	339	882	0	3570	5553	1964	1243	183	0								0	0			0	0							0			
279																																	0	7160	219	88	9288		10		570	0			2866	480	4981	0	0	57561	13	270	156	31271	371	573	10291	828	257	2418	2101	12158	13509	5096	5363	3963	4705	6728	448								0	0			0	0							0			
354																																	0	0	1049	0	28		0		566	0			423	0	655	0	0	4240	0	0	0	1519	0	1450	724	0	1450	15	0	0	0	282	1730	322	193	0	0								0	0			0	0							0			
439																																	0	19925	21651	2979	42689		0		2298	0			20843	0	5734	0	2962	145380	0	0	0	23015	3284	4843	77384	6469	4167	8296	3573	468	0	45610	27258	37222	9770	1036	0								0	0			0	0	15246	4679	28052	14637			0			
457																																	0	1613	2432	0	3699		17		5178	0			2886	0	3089	0	111	23577	0	0	0	4183	369	3645	12834	468	1386	2089	107	0	0	3138	8741	5884	1115	121	0								0	0			0	0	612	1001	1771	1928			0			
505																																	0	4385	0	4813	27629	0	28	28	0	0	12689	0	12689	12502	46588	0	6404	238130	7868	0	0	122838	7629	42298	16605	568	3198	17920	19337	41406	39958	24572	8995	18318	27773	32102	11196	0	0	0	0	0	0	0	0	493	0		0	0	2924	1461	18231	9398	0	0	0			
1155																																	0	3911	5939	229	43378		2014		5298	0			32154	945	5145	0	1391	123468	0	0	0	18009	4245	586	35875	2187	3445	5311	5629	897	540	31078	7295	26809	31722	6955	1564								567	243			0	0	1072	2839	9622	33756			0			
1351																																	0	0	9719	0	10422		117		5427	0			13497	0	9195	0	0	59098	0	139	0	10582	0	9749	46614	2124	7625	369	82	331	0	10601	26264	6764	3985	381	0								0	0		0	0	0							0			
1454																																	0	9474	4451	1252	48630	0	34	34	3490	0	34040	0	34040	1718	30613	0	0	208755	510	98	0	65741	8634	7340	40923	5692	3474	2303	9374	29317	15501	39125	11818	25272	37401	26687	3205	0	0	0	0	0	0	0	0	1090	0		0	0	2411	7063	35211	13419	0	98	0			
1557																																	0	0	4973	0	2133		36		9490	0			1102	0	980	0	0	21133	0	0	0	2419	0	0	9108	106	288	937	823	265	0	3103	5612	3228	5086	1046	639								0	0		0	0	0							0			
1632																																	0	190959	9195	15302	134767	1089	1835	746	5640	221	72772	0	72772	27929	11933	0	2221	554832	0	0	953	70190	9930	17882	248449	22056	14491	23409	3955	4923	1356	260580	55037	87078	37708	42486	1753	0	0	0	0	0	0	0	0	2159	0		0	0	56865	134094	54756	80011	0	0	0			
1669																																	0	823	57	208	7535		105		1780	10			9702	0	10089	0	0	71781	0	310	0	39272	1900	23809	8797	2016	6727	3052	984	15154	11339	4054	8260	7114	6963	5849	257								0	0			0	0							0			
1829																																	0	3164	0	17670	48047	0	39	39	0	0	22573	0	22573	5830	980	0	0	242191	288	24927	0	98584	17981	0	21363	608	466	1411	9607	49275	37168	17570	2719	14998	38808	58231	6885	0	0	0	0	0	0	0	626	2058	0		0	0	0	3164	0	48047	0	24927	0			
1856																																	0	92	1679	1566	5904		10		975	0			5869	0	708	0	0	18712	0	0	0	1909	0	1570	6456	1491	52	122	35	31	0	15225	318	580	560	0	0								0	0			0	0							0			
2040																																	0	16420	3839	4087	57168		67		536	0			14842	1654	5316	0	45	136923	0	0	0	31417	1120	808	63175	5046	7517	17200	827	382	198	27776	22836	39946	14283	275	0								412	0			0	0							0			
2161																																	0	245	378	0	3488		130		2706	231			10822	0	9771	0	0	58301	5	0	0	30382	0	22670	18508	1375	7973	9253	5739	5153	889	4415	5258	8611	6249	3384	0								384	0			0	0							0			
2376																																	0	61886	0	193625	231209	0	0	0	0	0	735	0	735	6508	404	0	0	748446	0	0	0	209606	44473	20877	50044	1181	2160	5292	19288	113722	67962	59020	14108	23059	24084	250930	167640	0	0	0	0	0	0	0	0	0	0		0	0	11518	50368	69127	162082	0	0	0			
2451																																	0	3492	5613	402	2808		740		4312	0			4610	174	1096	0	0	33849	0	0	0	10264	338	7521	8709	2932	4250	673	68	382	1959	14852	6370	1342	123	828	43								0	0			0	0	1195	2297	0	2808			0			
2554																																	0	0	542	0	0		0		1081	0			565	0	349	0	0	2797	0	0	0	260	0	0	0	0	0	5	24	111	120	439	674	637	342	324	121								0	0			0	0							0			
2732																																	0	71554	170	91932	160512	0	159	159	0	0	70088	0	70088	6586	3798	0	0	414792	962	0	0	10188	767	2997	64291	2156	1975	3060	992	469	1308	158774	39241	119529	59725	7861	19660	0	0	0	0	0	0	0	0	0	0		0	0	24534	47020	72885	87627	0	0	0			
2750																																	0	115	7719	474	2783		24		15619	0			1731	0	1868	0	0	33967	0	0	0	3357	63	378	14207	443	466	1686	725	0	0	11933	7027	5330	4909	1096	20								0	214			0	0							0	0	0	
2938																																	0	58662	5386	18228	80898	582	2845	2263	5128	0	63828	0	63828	19140	7083	0	0	320444	0	0	405	54974	3685	25995	170861	20572	10864	18549	3573	1170	30	147103	28158	57377	24784	5470	0	0	0	0	0	0	0	0	0	587	0		0	0	15906	42756	38992	41906	0	0	0			
3252																																	0	488	13127	32	5016		11		23497	0			7045	0	3732	0	1159	55237	0	91	0	1039	0	784	0	188	516	237	6	78	0	11230	37281	2958	1468	830	0								0	0			0	0							0			
3458																																	0	310	2908	247	689		4		884	0			3636	0	515	0	0	11348	0	592	0	1562	1	0	4298	69	242	1083	107	23	0	2784	2013	3603	825	495	22								0	0			0	0							0			
3720																																	0	13513	6463	422	30118		190		5175	0			7917	3187	7732	0	1431	105045	0	0	0	27936	771	1876	29526	3793	2290	10075	8914	2490	366	30136	7030	13120	20999	5069	737								0	190			0	0	4774	8739	7926	22192			0			
3953																																	0	3118	7958	1814	16451		62		16830	0			24704	0	4736	0	0	87264	0	25	0	9429	2137	273	44031	1523	2597	3802	1315	40	0	53694	10751	7630	2591	1237	259								0	0			0	0	1990	1128	13963	2488			0			
4138																																	0	18909	761	2327	31132		155		0	199			14484	2783	15271	0	46	135883	1087	0	0	50094	968	33457	25975	2238	9072	23671	3354	6411	5348	25666	21942	5541	11177	6020	14744								0	40			0	0	5178	13731	14590	16542			0			
4156																																	0	24015	6780	686	16074		90		15971	0			16898	2517	4679	0	0	113781	0	953	0	24168	950	987	49418	3228	3686	2095	2224	10942	1843	33857	23766	12586	9762	8602	843								0	0			0	0	3030	20985	0	16074			0			
4231																																	0	194	13093	0	27564		274		1700	0			3846	0	7670	0	5064	71499	0	0	0	12094	0	13	28320	852	1461	6353	2681	569	0	14299	18274	16065	8450	2171	0								0	0			0	0							0			
4437																																	0	21534	943	1348	48807		878		1360	0			20004	7875	11192	0	0	164590	219	0	0	40633	3441	35276	54899	2195	6234	14478	9992	3390	4247	63626	11663	20181	19258	7402	1842								0	6794			0	0	6843	14691	39570	9237			0	0	0	
4839																																	0	34572	0	25915	100686		934		0	0			9713	4423	2480	0	0	191554	0	0	0	11188	1478	1585	75382	1656	2338	4312	2662	42	0	55762	21503	52503	44495	3100	0								0	165			0	0	12401	22171	57144	43542			0			
5005																																	0	61904	0	21957	71285	0	44	44	0	0	16984	0	16984	4400	259	0	0	286099	0	0	0	99272	9898	30226	60326	1025	2502	9838	13347	24681	47500	78881	4602	27572	14123	55992	5657	0	0	0	0	0	0	0	0	96	0		0	0	42030	19874	42740	28545	0	0	0			
5069																																	0	61053	0	1737	156603	0	694	694	0	0	946	0	946	161	32	0	0	256192	1943	0	0	23654	13255	20891	150346	20891	138	2625	0	0	0	188313	16030	3051	20836	4370	181	0	0	0	0	0	0	0	0	0	264		0	0	35960	25093	0	156603	0	0	0			
5135																																	0	11367	46978	3186	36271		129		20288	92			36222	1099	12580	0	6181	219357	0	0	0	42211	2370	28707	123747	24840	8918	7496	296	133	451	121129	37248	14375	3669	670	35								475	0			0	0							1500			
5210																																	0	33323	5041	25828	118746	0	4225	4225	3498	0	47817	0	47817	45236	7744	0	7765	544498	0	0	0	222315	21590	2382	49458	18423	21219	21200	35692	63765	62016	84916	27820	81786	86794	27476	9419	0	0	0	0	0	0	0	0	1370	0		0	0	5824	27499	73935	44811	0	0	0			
5331																																	0	24771	0	75568	31314	0	2358	2358	0	0	3329	0	3329	8821	389	0	0	162283	345	0	425	15433	542	878	39693	711	5856	6310	1772	79	705	36564	9482	64485	31288	5169	0	0	0	0	0	0	0	0	0	103	0		0	0	7419	17352	6983	24331	0	0	0			
5461																																	0	48784	5561	9564	164805	0	11863	11863	2677	0	42723	0	42723	8817	4335	0	0	313674	418	0	22319	12591	2137	2029	102600	2116	1814	3533	5128	0	0	32529	66140	67480	116719	16294	2084	0	0	0	0	0	0	0	0	235	0		0	0	14056	34728	80627	84178	0	0	0			
5751																																	0	302	6210	36	458		13		31287	0			3082	0	2337	0	169	52750	0	0	0	8740	102	3467	15817	160	1119	2551	539	2444	1849	17622	3596	4656	10153	4170	42								0	14			0	0							0			
6039																																	0	3551	2142	0	17273		172		2065	499			14411	0	4228	0	2453	52093	39	0	0	4646	652	293	22144	537	1251	1828	424	426	138	29301	7079	4195	2814	3225	855								485	54			0	0	78	3473	0	17273			0			
6057																																	0	187	2305	0	814		0		1837	0			1932	0	632	0	0	12497	0	0	0	4290	500	0	4258	163	837	3057	155	0	0	2035	2633	2161	967	411	0								0	0			0	0							0			
6141																																	0	0	3055	0	3299		79		2995	0			701	0	3750	0	162	18788	0	0	0	4747	0	698	8355	415	179	1491	1865	796	0	4122	3639	1785	2926	813	582								0	0			0	0							0			
6329																																	0	66087	6367	285	35889	0	979	979	5680	0	39830	0	39830	2799	64469	0	705	282212	3	0	0	51965	4833	3703	126770	8213	10614	19821	9942	2807	128	66235	51019	63359	41814	6318	377	0	0	0	0	0	0	0	1013	1314	0		0	0	31006	35081	26297	9592	0	0	0			
6972																																	0	311150	1528	38094	150548	1	2208	2207	1360	0	108566	0	108566	14515	2541	0	10615	661623	0	0	9711	11374	7450	3320	480728	600	856	2274	2458	3294	1893	438575	40371	62016	69645	18188	10231	0	0	0	0	0	0	0	0	1674	0		0	0	47385	263765	45981	104567	0	0	0			
7009																																	0	0	0	0	0	2231	11016	8785	0	0	44032	2622	46654	0	147596	0	0	205266	0	0	0	0	0	0	192936	0	0	0	0	0	0	185210	7726	0	12330	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			
7045																																	0	0	3780	0	10377		11		4495	0			3718	545	13127	0	1230	57094	0	0	0	19248	0	16519	10736	95	949	92	3719	3982	10411	3039	6653	9657	10070	3638	4703								551	12		0	0	0							0			
7157																																	0	0	2109	301	944		0		2664	0			4089	0	3963	0	0	21070	0	0	0	7000	0	0	9758	470	2075	4239	90	84	0	1714	5514	4851	1325	75	430								0	0			0	0							0			
7456																																	0	147	2355	0	1421		0		7855	0			8615	22	1924	0	0	24748	0	0	0	2133	276	0	10707	7	264	1133	729	0	0	8850	1739	4855	6502	534	0								0	0		0	0	0							0			
7634																																	0	3044	763	0	8718		3301		1719	0			17876	0	3871	0	0	51058	0	0	0	11347	419	0	22919	1522	3241	5908	587	89	0	11083	10091	14508	2755	619	0								0	0			0	0							0			
8033																																	0	12209	4939	188	477		0		7694	0			32582	2326	8301	0	0	79814	0	0	0	10906	192	2563	29549	4080	726	2446	3011	579	38	34049	9508	16323	7269	1493	75								0	0			0	0							0			
8462																																	0	38	1955	0	1908		0		9726	0			8489	0	7279	0	754	31686	0	0	0	1268	269	0	10331	45	5	33	54	545	586	16350	2821	5434	3515	1751	153								0	0			0	0							0			
8631																																	0	374	126	0	4416		104		71	66			6184	0	7699	0	0	32612	0	0	0	13365	273	0	3378	327	6	120	510	8287	4115	2842	419	3270	5430	7068	185								0	0			0	0							0			
9357																																	0	0	0	0	42715	0	578	578	0	0	134154	0	134154	3537	5186	0	0	312560	0	0	0	123175	2870	0	233024	123175	0	0	0	0	0	134037	4962	23231	21464	5568	0	0	0	0	0	0	0	0	0	345	0		0	0	0	0	36016	6699	0	0	0	0	0	
9553																																	0	1676	16979	196	851		967		35296	0			3908	0	1228	0	0	65326	0	0	0	4217	8	143	31375	238	563	1628	1724	64	0	52477	1854	2448	2034	2296	0								0	0			0	0							0			
9807																																	0	1090727	0	43714	380108	0	775	775	0	6266	88268	0	88268	67275	387	0	0	2121724	4026	0	0	391653	62624	27224	807864	47384	7640	19674	49601	124829	129176	1073586	67627	158035	98090	178322	2771	0	0	0	0	0	0	0	0	219	0		0	0	476787	613940	115892	264216	0	0	0			
9955																																	0	169	8955	133	5054		85		7945	0			5310	853	2756	0	0	41642	0	1833	0	8514	15	6951	18496	347	172	3625	2523	1344	504	10488	7489	7215	6407	1257	205								0	20			0	0							0			
10157																																	0	4506	5635	850	4514		70		8733	1974			4662	63	1454	0	650	33181	0	369	0	1663	12	1088	12865	294	691	71	69	391	86	13579	7146	3877	2621	2564	469								0	0			0	0							0			
10250																																	0	63789	402	10075	80671	0	598	598	32	0	74479	0	74480	9961	26642	0	3094	332536	0	0	0	32935	28194	14324	103624	2879	4395	11055	10459	4147	0	87974	30279	72136	80858	25514	0	0	0	0	0	0	0	0	351	1312	0		0	0	1443	62346	56339	24332	0	0	0			
10849																																	0	61589	17269	24875	69401		8310		6529	0			13408	157	2440	0	2289	242254	100	0	0	32655	3432	22318	123024	6877	7990	12170	2931	2640	47	81142	40518	50078	18211	17950	1778								0	0			0	0	10948	50641	34196	35205			0			
10858																																	0	12899	24809	6582	53019	0	765	765	40626	0	66896	1	66897	3919	29801	0	4039	317522	0	0	0	15865	8198	3610	154167	1206	5734	2701	2839	1524	1861	90855	104854	40493	48769	13854	0	0	0	0	0	0	0	0	48974	1129	0		0	0	5753	7146	21224	31795	0	0	0			
11145																																	0	2040	0	0	33523		41		101	0			1598	2070	6495	0	713	122673	0	0	0	72940	3152	2243	10526	1817	4035	16484	16753	32242	427	8087	2360	18539	13520	4233	143								0	0			0	0	1513	527	28096	5427			0			
11640																																	0	10575	26947	1672	28582		179		33614	569			26556	0	18102	0	109	164720	0	0	0	17065	1319	11870	82573	4149	7392	2889	1615	799	221	49421	59966	22184	9063	4344	2504								0	0			0	0							0			
11837																																	0	11693	2076	234	14030		137		868	0			6249	531	1150	0	326	45100	34	0	0	7700	0	2086	15654	2408	2234	2466	167	425	0	15968	9220	8797	968	187	2294								140	0			0	0	1314	10379	7738	6292			0			
12030																																	0	46797	42290	864	70531	0	0	0	4313	0	32782	0	32782	0	23871	0	991	275188	0	0	0	48978	2456	139	186196	9693	12952	22246	2362	1725	0	114817	52041	39546	14249	3848	0	0	0	0	0	0	0	0	0	1315	0		0	0	0	46797	0	70531	0	0	0			
12058																																	0	9473	9507	837	11592		425		5277	0			11220	0	4004	0	7	71810	0	0	0	18452	991	1154	28676	2425	3053	9776	1997	364	414	9213	17809	18767	6314	975	0								0	25		0	0	0	7761	1712	1729	9863			0			
12142																																	0	5694	4656	456	19475		0		3120	0			7505	379	12410	0	0	77614	0	99	0	21514	2010	18419	30231	2553	3766	13044	1618	426	107	10694	13218	16843	12829	1989	34								296	0			0	0							0			
12245																																	0	7393	325	818	26793		290		0	0			3527	269	2641	0	1363	74952	0	0	0	30565	865	3182	29477	2405	4993	5928	1580	15596	0	9610	12470	11398	5799	4479	0								79	24			0	0	893	6500	19863	6930			0	0	0	
12311	16730792	356572	27325	0	4424573	0	3144427	0	37113	26960999	0	852967	8265410	12526969	1387827	2469116	2711408	2198106	611295	0	109	149	0	0	0	71804	0		6850	5126	1376010	792125	258	2281038	40378	277437	4156908	6177	356572	350395	27325		4424573	0	4424573	2980673	3144427	0	37113	26960999	0	2168135		4913292	2081066	2658117		476851	687430	1098590	934859	542125	1106557							109			149	0			0	71804					541909	1739129	1997342	2159566			0			
12647																																	0	6439	4348	0	13096		17		4609	0			11927	804	1464	0	29	54951	0	0	0	11149	1036	0	35973	3404	3912	3315	148	0	0	14888	14523	11213	2481	32	0								0	33			0	0	4310	2129	6976	6120			0			
12656																																	0	82	713	94	594		0		882	0			806	0	1122	0	0	9954	0	45	0	5607	9	5094	1562	490	1408	2656	807	246	0	521	1381	1338	611	496	0								0	0			0	0							0			
12937																																	0	0	254	23407	38953		772		0	0			11311	15168	2015	0	0	120547	31	0	0	27814	884	0	59586	2828	4750	11715	7190	476	855	35355	16685	23915	12760	2269	1780								0	0			0	0	0	0	0	38953			0			
12946																																	1400	63176	15004	6889	92147	0	96	96	1535	97	29857	0	29857	133	22655	0	0	339911	0	115	0	100177	6727	1127	125565	2509	9148	34529	43993	8687	431	113755	40944	44628	32610	6633	0	0	0	0	1400	0	0	0	0	0	373		0	0	3346	59830	15165	76982	0	115	0			
12955																																	0	17564	1517	2927	40923		0		0	0			14714	2682	972	0	641	92047	0	53	0	7417	2564	3188	26824	899	513	4175	1597	233	0	15854	15342	31609	17610	4184	0								40	33			0	0	2405	15159	30206	10717			0			
13037																																	0	1847	140	0	12992		0		0	725			9996	145	4326	0	0	50374	0	0	1847	20159	446	18768	8082	3949	9293	1558	3791	1143	49	13381	3593	4091	4563	2679	79								323	0			0	0	1847	0	12992	0			0			
13103																																	0	45298	0	16454	253876	0	337	337	0	18	56097	0	56097	11552	180087	0	0	801851	0	0	0	221122	16896	8656	48148	2127	6096	7937	26320	43436	134696	69581	38874	122092	246498	93974	9136	0	0	0	0	0	0	0	0	132	0		0	0	30864	14434	147082	106794	0	0	0			
13251																																	0	0	1758	0	5168		0		2004	0			4428	0	2618	0	6	21355	0	0	0	5373	0	0	10632	211	1477	3261	86	0	0	2585	6230	6630	221	15	0								0	0			0	0							0			
13457																																	0	0	3118	0	462		5		5623	0			1874	18	476	0	0	12006	0	46	0	384	0	79	4970	146	20	188	12	18	0	9004	1456	315	124	570	0								0	0			0	0							0			
14052																																	0	1704	3137	0	12908		11		731	0			7159	509	3459	0	1068	48432	0	0	0	15444	2302	0	30290	3970	7438	3455	209	69	238	9556	9326	7976	3775	1457	777								0	0			0	0	1704	0	2517	10391			0			
14155																																	0	8531	9997	348	4624		275		16145	0			16433	0	6046	0	150	90750	0	0	7000	26621	1580	10146	30797	3544	6793	9462	5729	850	0	12866	16591	16369	12728	4190	342								0	0			0	0							0			
14258																																	0	286861	18527	4239	158827	123	693	570	5754	0	120578	0	120578	26260	9524	0	1073	791688	1707	135	35448	138172	16897	82088	317945	15942	24026	59961	20486	8365	7324	350735	98133	146362	34510	24357	1103	0	0	0	0	0	0	0	0	5855	2019		0	0	55051	231810	19988	138839	0	135	0			
14409	14585743	48957	0	0	5633643	7689	4416019	0	35257	26383248	0	0	1500247	8121641	710862	2379176	2553998	7218122	1251582	0	0	0	0	0	1007281	56225	1255	31961	0	0	0	592434	0	261816	0	113581	1744411	0	48957	48957	0		5633643	7689	5641332	2737272	4416019	0	35257	26383248	0	592434		4097419	5631244	605848		59598	198711	584709	171305	1322647	1753341							0			0	0			1007281	56225					38850	222966	90910	1653501			0			
14454																																	0	4301	514	0	3776		20		1942	0			3808	177	312	0	0	21324	0	5304	0	1062	77	300	7411	386	141	201	334	0	0	6263	3159	7435	2935	470	0								0	31			0	0	0	4301	0	3776			0			
14650																																	0	598	10	0	745		51		349	0			3532	76	4271	0	0	15971	56	261	0	6134	0	4892	3224	150	35	5066	349	483	0	2848	1305	4117	1477	146	0								0	0			0	0							0			
14753																																	0	19	2843	0	361		7		7948	269			1902	0	612	0	0	14530	0	0	0	808	0	69	8135	173	276	349	10	0	0	1777	10502	945	299	17	0								0	30			0	0							0			
14865																																	0	19492	24248	4074	19370		37		34857	163			15005	68	2933	0	5762	132936	295	0	0	4051	1665	148	58440	145	275	501	330	1759	1041	50354	18928	9324	13903	12814	23857								547	1122			0	0	14746	4746	16119	3251			0			
15536																																	0	674254	6506	554800	1172750	642	3559	2917	0	0	157532	0	157532	138269	6889	0	1023	3217818	0	175879	0	306524	19025	247074	776073	24762	34306	94885	118069	15223	17746	1175001	253681	578452	401735	446799	35772	0	0	0	0	0	0	0	0	808	11442		8900	4716	182780	491474	173154	999596	0	175879	0			
16337																																	0	114981	731	7371	75172	0	0	0	25	10	49081	0	49081	2067	31109	0	2121	360578	0	0	0	68709	6610	63336	143114	19255	15600	20757	346	6767	5326	154458	71259	26944	21088	12113	5848	0	0	0	0	0	0	0	0	2601	0		0	0	22311	92670	47153	28019	0	0	0			
16458																																	0	10081	1026	7083	58467		35		1098	0			18848	1849	2227	0	0	114502	11	99	856	10853	2727	3140	35948	965	2153	4467	1212	141	1877	28205	16673	28278	25030	5422	0								0	120			0	0	1724	8357	205	58262			0			
16551																																	0	47169	3134	1135	16314		137		988	240			12960	3767	5483	0	415	133996	0	295	0	41143	942	3146	39065	4095	8114	15581	4737	7935	494	21657	16613	26905	13079	12126	483								0	114			0	0	9868	37301	12832	3482			0			
16748																																	0	1687	1514	0	1155		41		1573	0			3057	3672	8055	0	0	33028	5	0	0	11741	538	4149	4079	288	1534	2009	1701	2942	3267	5619	2966	2578	7025	2711	360								0	0			0	0							0			
16944																																	0	305	1890	0	1536		5		97	0			1850	10	1214	0	363	14882	0	0	0	7489	123	0	2020	0	231	1746	3118	2395	0	1635	355	1674	2997	725	0								0	0			0	0							0			
16953																																	0	0	952	0	1714		6		4513	0			2629	0	2401	0	0	13359	0	0	0	1144	0	0	7077	20	127	306	691	0	0	1661	5269	2569	2669	47	0								0	0			0	0							0			
17110																																	0	0	0	0	0		5814		0	0			3470	93	72898	0	0	82848	0	0	0	573	0	573	59510	573	0	0	0	0	0	81628	0	0	0	0	0								0	0			0	0							0			
17147																																	0	75245	80383	39214	321348	162	1755	1593	33657	58	310735	0	310735	31139	135882	0	11895	1439399	0	2166	0	355920	36544	228624	386542	42632	61650	91238	68582	51326	38530	412817	88114	174209	253323	118378	23320	0	0	0	0	0	0	0	0	3516	0		0	0	48905	26340	198950	122398	2166	0	0			
17259																																	0	1017	5260	397	4701		72		1088	0			3911	5	6542	0	0	33273	58	116	1017	9650	572	3486	28847	2553	5226	1327	488	56	0	16439	4629	1354	996	243	0								0	0			0	0							0			
