"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	
112510																																	0	238	1939	0	1365		30		59	0			869	835	1427	0	382	21527	0	0	0	13973	279	8841	649	2328	2395	2612	1163	1862	3193	1041	1655	2267	1550	818	176								0	131		0	0	0							0			
112556																																	0	0	5312	0	1832		31		7738	30			5121	0	1122	0	0	21736	0	0	0	531	0	0	10008	26	11	372	122	0	0	3738	6798	4236	4023	2163	244								49	0			0	0							0			
112837	7762954	758543	25394	0	2892440	153	3313305	0	210166	15281534	6969	1409	3309029	6047061	365524	1208478	2551610	1629077	193729	0	0	0	0	0	0	180840	18		504179	457160	456	144252	0	1505507	40860	90935	1467208	0	758543	758543	25394		2892440	153	2892593	836203	3313305	0	210166	15281534	6969	144708		3266959	555282	651494		231710	273622	284053	485191	1543163	433939							0			0	0			0	180840					701204	804303	1002520	464688			0			
113003																																	0	2322	41	47	1168		0		0	0			0	5288	1413	0	0	83282	1055	0	0	70240	3818	0	5508	1	26	339	913	29413	38730	5399	82	558	635	3984	3408								0	0			0	0							0			
113030																																	0	4606	1280	87	10924		0		121	160			40516	0	7567	0	0	79040	0	0	0	11268	2671	0	38806	1732	3591	3802	1212	929	0	15943	17540	17421	7731	7691	1439								0	0			0	0							0			
113441																																	0	10208	31585	0	64158	0	282	282	6913	0	24259	0	24259	18201	14415	0	582	330697	0	0	0	157745	1456	156598	74067	14252	37396	50077	43915	11277	719	77518	51715	25127	16317	2243	0	0	0	0	0	0	0	0	893	0	0		26	24	4254	5954	46905	17253	0	0	0			
113601																																	0	108984	0	40911	168604	0	556	556	0	0	60850	0	60850	16	847	0	0	381204	560	0	6061	939	8	144	174052	0	96	549	137	0	157	101909	103766	117069	48154	7251	0	0	0	0	0	0	0	0	0	49	0		0	0	91220	17764	82216	86388	0	0	0			
113740																																	0	54598	0	2038	93628	0	365	365	0	0	32926	0	32926	26548	6159	0	5	433979	0	0	0	195652	21762	0	100784	9855	20222	66626	19788	1492	73660	89348	12769	51436	50658	17759	828	0	0	0	0	0	0	0	0	298	0		0	0	25113	29485	55538	38090	0	0	0	0	0	
113937																																	0	22348	6747	1919	35584		369		2066	0			37149	7428	10864	0	1322	177917	0	0	1138	46380	5124	920	84799	5343	6575	13419	9646	9158	1685	36884	36183	17915	27165	11745	984								0	617			0	0	10037	12311	29589	5995			0			
114149																																	0	1048	3247	454	10086		44		1416	0			7594	846	2261	0	2067	49291	0	0	149	18808	1223	0	14902	447	2221	10010	5161	940	0	4394	7840	12776	4486	428	0								158	39			0	0							0			
114158																																	0	3302	11218	1510	18727		244		22707	0			22543	1422	13206	0	0	100934	0	2275	0	3470	167	336	29797	532	1044	161	546	1012	146	29256	15879	9522	19785	21082	1940								0	143			0	0							0			
114251																																	0	0	5214	0	202		2		13716	0			2104	0	652	0	0	23674	0	0	0	1599	185	0	15173	420	212	851	116	0	0	8361	6218	4336	1794	1080	250								0	0			0	0							0			
114260																																	0	284410	410	38436	447666	0	2347	2347	13095	0	248367	0	248367	43794	16165	0	16305	1197249	0	0	19674	70347	7852	19361	264853	15125	1479	3168	4092	40950	5288	529381	49842	87083	125270	272880	15822	0	0	0	0	0	0	0	7543	512	0		0	0	55134	229276	279835	167831	0	0	0			
114457																																	0	2783	19612	0	33044		0		21729	0			19193	60	6727	0	0	137748	0	0	0	33269	1331	29736	32100	6232	22866	361	384	2972	414	90831	2683	2927	3808	3414	666								0	0			0	0	2783	0	33044	0			0			
114756																																	0	21235	2368	762	49764		66		0	0			8781	0	8182	0	0	100239	0	0	0	7774	1307	229	43057	1193	780	1972	3125	526	177	21198	19886	26789	21972	2551	0								0	0			0	0	12505	8730	28365	21399			0			
114774																																	0	7399	0	0	132		0		0	0			0	407	227	0	0	22351	0	0	0	11662	2524	1412	7194	206	1277	190	318	4994	4677	1954	5004	196	463	3072	0								0	0			0	0							0			
114840																																	0	24421	17537	2233	27946		5		2815	0			15127	1607	4598	0	0	134665	0	494	0	35659	2084	9633	39888	2508	3878	9579	2574	4204	12561	27696	27640	26893	5889	7109	3168								0	139			0	0	5614	18807	18865	9081			0			
114859																																	0	875	6748	56	3030		13		8522	0			3939	0	1214	0	148	28983	0	0	0	4379	0	185	11595	70	278	45	127	2135	1724	7835	3412	4333	3302	5372	350								0	59			0	0							0			
115100																																	0	2465	0	288	12398		0		19	0			12077	8853	1453	0	0	156345	199	0	0	106258	12532	61544	9179	1029	2048	13948	14411	72407	2043	18022	2294	8041	7868	12483	318								0	201			0	0							0			
115146																																	0	135	12235	47	14040		29		20928	0			9945	440	2358	0	1505	70335	0	0	0	8079	589	159	29222	257	1064	3092	2316	1166	184	33758	4480	11882	7740	3026	296								0	5			0	0							0			
115155																																	0	12669	2131	746	10133		34		40	0			11720	1808	2323	0	0	49973	0	0	0	7061	1308	0	21485	1107	2011	3884	59	0	0	21824	5413	11060	2184	151	137								0	0			0	0	1704	10965	4918	5215			0			
115221																																	0	17216	321	3017	46198		78		143	696			31959	9070	5541	0	2469	189830	0	0	0	68260	3146	10771	37195	8747	977	2589	3121	19922	32216	53060	13409	11922	18850	7939	13396								1672	740			0	0	4671	12545	0	46198			0			
115575																																	0	2782	0	9148	42039		0		0	0			4176	2587	1452	0	0	128865	0	0	1	63476	3178	12968	3087	415	455	4541	5395	20590	32080	8549	6219	16656	21746	8013	4206								0	27			0	0	0	2782	42039	0			0			
115641																																	0	395086	24462	30921	279168	80	12484	12404	15379	731	247952	0	247952	57804	33723	0	4842	1283906	0	1209	0	166670	12968	67938	482711	43014	25574	38911	19450	25948	12553	644530	83449	176861	173668	34602	1092	0	0	0	0	0	0	0	0	1238	0		0	0	124010	271076	175318	103850	0	1209	3427			
116077																																	0	5401	0	1400	14054		0		0	0			41191	5426	353	0	0	164053	0	0	0	95657	571	3400	29785	201	1351	864	1017	29132	63092	22443	5999	10838	18499	9576	1040								0	0			0	0							0			
116358																																	0	1701	1833	148	8032		22		1088	0			4311	3364	4474	0	0	39109	0	0	0	12476	1613	0	8047	1318	1874	7644	317	215	975	3322	4725	10496	4706	3205	0								47	0			0	0	1145	556	5396	2636			0			
116554																																	0	0	87	0	449		1		255	0			413	0	363	0	0	2298	0	0	0	712	18	20	555	73	24	60	535	20	0	466	176	413	439	0	92								0	0			0	0							0			
116639																																	328	260	2717	0	1996		31		949	0			804	0	6439	0	0	21130	0	0	0	7606	0	1779	4179	58	131	148	2431	4513	312	1288	2793	3250	2203	3653	333								0	0			0	0							0			
116732																																	0	809	3283	478	4048		27		774	0			5351	9	7309	0	590	33641	0	0	0	10761	202	254	13021	1125	2210	6616	547	81	0	6019	5213	8519	2926	64	0								0	0			0	0							0			
116741																																	0	660	11887	708	2097		19		13020	0			4409	0	4779	0	307	53261	0	0	0	15375	0	1911	10904	291	911	3427	5751	4863	131	6255	6474	8188	12334	4634	0								0	0			0	0							0			
117038																																	0	10708	1704	1319	11968		44		5112	0			10209	1468	7853	0	148	63581	32	0	0	10020	3060	0	34082	2184	1013	3894	2477	221	231	22590	8295	13972	7832	792	112								0	0			0	0							0			
117458																																	0	10959	17358	5396	22280		1580		44466	0			35027	2160	3307	0	0	175915	0	0	0	25628	7561	7438	65688	5604	2340	4591	6212	4924	1754	61203	18753	25296	32337	10917	781								0	193			0	0							0	0	0	
117672																																	0	3747	0	0	5965		2		0	0			2336	3202	1056	0	0	56390	0	0	0	36577	3496	24288	245	940	3087	11483	6344	13143	1580	3388	2229	4773	3993	4403	470								0	9			0	0							0			
117841																																	0	28332	187	11298	58362		388		0	0			30686	5395	2351	0	2556	176093	0	0	0	27768	8685	825	48181	3275	6914	14421	1792	170	1050	53423	30632	38260	15755	3967	54								0	85			0	0	12893	15439	43390	14972			0			
118156																																	0	11980	12359	2266	27519		874		39	0			11618	9283	4532	0	0	109107	0	0	0	23856	4781	2697	42736	3672	5283	7141	7058	702	0	22537	11244	19435	30380	1627	0								0	0			0	0	5990	5990	13760	13759			0			
118174																																	0	20634	0	3609	24199		18		1374	0			6405	19416	2455	0	0	142572	1	0	0	57977	6363	24740	13524	2152	5566	13445	6776	11295	18743	29633	14344	18984	11478	8854	1303								0	123			0	0	6105	14529	12695	11504			0			
118660																																	0	17135	224	31115	89672		0		0	0			0	0	1	0	0	147658	389	0	0	9664	236	2080	8793	3193	0	1125	2460	2886	0	69091	1029	10749	24870	32643	0								0	0			0	0	0	17135	23854	65818			0			
118736																																	0	7452	3192	414	52525		84		7727	0			17935	1990	9886	0	373	141499	0	0	18019	37805	1315	26440	62158	3579	7784	14963	8637	2840	0	38434	24081	22071	16474	2546	0								712	89			0	0	0	7452	52525	0			0			
119153																																	0	5660	3644	0	30678		0		6731	0			15523	2584	4967	0	1905	94973	22	0	0	21854	1218	10274	21409	4589	5298	3310	1103	6377	970	33301	16826	8006	12201	2647	0								0	231			0	0	1660	4000	0	30678			0			
119274																																	0	26086	24756	1770	70147		0		5287	0			24970	1353	1319	0	1666	171150	0	0	0	11233	1305	2736	31784	2776	5	3569	3923	283	676	39284	10726	35394	33413	35319	5557								646	612			0	0	4141	21945	50484	19663			0			
119528																																	0	2128	291	193	65775		92		5	0			29620	3606	7462	0	6307	223334	0	0	0	63083	44646	15192	31862	2	781	2643	6439	17723	34890	23264	7815	20350	33859	22284	52371								0	126			0	0	1414	714	39820	25955			0			
119779																																	0	25003	0	6384	73221	0	0	0	0	0	19645	0	19645	36383	2880	0	0	385329	0	0	0	216841	4972	194472	36512	3113	22935	83753	65587	29442	10766	49739	15804	39229	27613	19012	16937	0	0	0	0	0	0	0	0	0	0		0	0	10551	14452	51971	21250	0	0	0	0	0	
120542																																	0	7420	2875	2203	107785		178		3659	0			16386	888	2833	0	340	153874	7	0	0	7699	1399	2103	65690	1779	5005	650	0	0	72	32919	46575	41159	12766	711	0								144	72			0	0	1419	6001	99741	8044			0			
120609																																	0	21120	182	8333	47523	12	12	0	0	0	16127	0	16127	11061	3538	0	0	328540	1164	0	0	204994	15768	20146	15376	3601	6760	4723	6517	43440	139542	35318	7685	15106	29646	27795	8716	0	0	0	0	0	0	0	0	1046	0		0	0	15138	5982	33285	14238	0	0	0			
120953																																	0	0	11471	0	89		0		31460	0			11588	0	4309	0	0	58652	265	0	353	0	0	0	37214	0	0	0	0	0	0	23172	14041	8824	12029	824	26								0	0			0	0							0			
121576																																	0	3125	0	7685	23849		5		597	0			3125	4201	3292	0	0	83845	215	0	0	34636	3535	11351	1057	1848	1996	5617	1842	11289	11986	11519	8325	12046	8195	7106	2149								0	10			0	0	1610	1515	19496	4353			0			
121642																																	0	389552	112901	39520	317261	24	4154	4130	75995	0	134577	0	134577	60163	59192	0	0	1437769	0	0	0	220054	24400	28361	655632	35786	40115	55422	58079	16706	13741	203165	376566	289563	266628	76693	3147	0	0	0	0	0	0	0	0	0	0		0	0	123402	266150	191026	126235	0	0	0			
121651																																	0	71	710	0	4398		30		5	0			5139	0	5373	0	0	25291	11	0	0	9484	92	0	4414	675	715	3311	2653	2065	65	4883	1577	4472	2978	1918	0								0	0		0	0	0							0			
121914																																	0	183	4183	156	16302		0		895	0			2235	3287	25564	0	1423	171960	0	0	0	102252	14408	27400	10530	3059	9876	13319	6298	33911	35749	8458	4273	12247	19024	18907	6472								0	1072			0	0							0	0	0	
122153																																	0	26	0	0	2905		343		2002	0			1919	0	4853	0	885	17866	0	0	0	4933	0	0	4670	112	864	682	743	2058	381	1615	2222	4145	3214	1557	0								0	0			0	0							0			
122546																																	0	634	1297	74	1206		14		227	0			1332	0	3019	0	259	17638	0	0	0	9489	87	82	3020	164	785	3531	4834	175	0	1625	1066	2645	2413	356	0								0	0			0	0							0			
122658																																	0	20792	5557	1194	22543		1512		0	0			5031	16622	1361	0	0	206313	1011	0	778	121267	9600	97792	25034	2046	19173	26575	39867	30706	2901	40467	9781	9070	9541	17198	0								0	1845			0	0							0			
122751																																	0	1590	4785	0	3791		50		1837	0			2679	127	1465	0	0	19364	0	0	0	2619	388	0	5551	124	284	1811	197	146	0	2534	6496	4660	884	1841	176								0	33		0	0	0	635	955	0	3791			0			
122854																																	0	150642	2153	2080	101600	0	154	154	11184	513	32368	0	32368	0	23346	0	2197	375010	0	0	0	47403	1883	35878	147318	6699	9227	12879	4703	4777	9014	135543	50800	64545	46806	17634	11380	0	0	0	0	0	0	0	0	0	0		0	0	66361	84281	85918	15682	0	0	0			
123178																																	0	71420	43191	10888	158128	0	353	353	82718	0	90234	0	90234	0	3617	0	358	480085	0	0	0	14647	2164	4175	370926	8569	646	1380	2033	225	1444	317559	24025	29185	47410	37997	9125	0	0	0	0	0	0	0	2249	118	0		0	0	3243	68177	63255	94873	0	0	406			
123440																																	0	12558	87	1635	26663		891		0	0			6543	1467	3192	0	0	63283	0	0	0	8542	1705	548	39220	2674	2690	2478	621	0	79	20061	13795	15564	4322	54	0								0	0			0	0	9243	3315	21685	4978			0			
123646																																	0	148632	3431	9222	153089	1426	1979	553	37276	248	174048	0	174048	48468	21702	0	15560	667981	0	0	0	50510	3662	33301	214579	5418	11762	17438	4564	3048	7259	340559	42047	80738	94175	44531	6502	0	0	0	0	0	0	0	0	402	0		0	0	23256	125376	48088	105001	0	0	0			
124344																																	0	53552	1287	0	136336		22		321	0			35509	1820	4738	0	92	256302	83	0	0	12887	8071	4502	100546	372	4127	5675	107	100	2506	52026	44021	107661	31128	8474	0								1574	176			0	0	9773	43779	23837	112499			0			
124353																																	0	196	1500	127	256		3		4879	0			1931	0	704	0	0	11344	0	336	0	1412	0	1100	3914	74	1136	138	0	0	64	1880	5665	719	885	783	0								0	0			0	0							0			
124773																																	0	12451	1298	1210	15314		0		3280	0			15551	442	1042	0	1255	64817	534	0	0	11034	2074	0	27336	243	922	631	3095	4912	1231	3960	13351	10798	16072	9748	286								182	218		5	0	0							0			
124830																																	0	4299	6275	2523	11837		502		6336	0			5861	0	2671	0	475	51163	0	44	0	8709	1226	3625	28795	5047	1882	863	529	265	0	21688	8057	7483	3334	1155	0								405	0			0	0							0			
125154																																	0	260	0	0	8137		5140		0	0			2538	280	44844	0	317	81670	276	0	0	19071	365	0	9065	3	128	88	544	13583	4710	5693	3230	15947	23888	12095	2014								811	183			0	0							0			
125855																																	0	26676	40200	8001	120067	0	744	744	41761	0	55702	0	55702	1566	34198	0	3395	386096	0	0	0	46232	6489	864	136083	12118	5429	11821	7975	3206	5631	182176	23267	74045	51518	5897	1818	0	0	0	0	0	0	0	690	375	0		0	0	6607	20069	66371	53696	0	0	0			
125958																																	0	0	3687	0	68		4		4046	0			1240	0	1182	0	0	10822	0	0	0	595	0	5	2811	0	38	25	21	412	99	1563	1945	1348	2116	3082	173								0	0			0	0							0			
126012																																	0	3836	0	5012	34809		307		14	0			15660	2707	7827	0	1074	89172	0	0	0	16091	1828	9314	7670	5198	4077	101	182	3067	3466	19521	26183	4049	10309	5785	6763								0	7			0	0	348	3488	16543	18266			0			
126049																																	0	2999	1597	2521	19231		13		3550	0			17367	0	5085	0	35	65179	0	0	2842	11455	1273	0	33281	795	4881	5335	341	0	0	8555	19250	19250	5882	535	0								0	53			0	0	2999	0	0	19231			0			
126254																																	0	146098	25473	23569	243035	0	0	0	11612	0	91587	0	91587	37080	91294	0	2593	810482	13802	0	0	139601	10804	44321	224902	15795	17496	30682	21735	47270	6505	261951	65094	124766	144162	80161	6404	0	0	0	0	0	0	0	0	1538	0		0	0	126069	20029	109366	133669	0	0	0			
126553																																	0	12053	0	5601	29394		38		0	0			13084	6371	1495	0	4850	145946	0	0	0	60961	11615	34963	25566	5114	12106	17869	6848	2760	16264	21946	14879	24853	20219	2031	692								0	484			0	0	11240	813	15759	13635			0			
126740																																	0	27162	10064	5639	72782	0	187	187	3341	0	22167	0	22167	4415	16277	0	8339	260859	0	0	0	81730	8620	474	77392	4117	15006	32971	18552	7135	3442	29300	39471	58770	34280	13199	3	0	0	0	0	0	0	0	110	26	0		0	0	12141	15021	72782	0	0	0	0			
126834																																	0	18279	13503	554	62148	0	646	646	5563	0	35810	0	35810	4235	26058	0	2094	255066	0	0	0	80476	5700	57617	75756	16720	43521	2857	2364	7099	7915	72787	69386	9721	10066	11231	1355	0	0	0	0	0	0	0	0	0	0		0	0	9642	8637	10422	51726	0	0	0			
127055																																	0	1533	0	2597	17013		6		0	0			10790	2213	8094	0	3443	62644	0	1154	0	14411	633	6608	9493	1832	862	3648	1857	5506	706	15535	5460	14026	7492	4430	1290								747	10			0	0	1533	0	17013	0			0			
127224																																	0	1997	147	350	15948		0		0	0			9551	1376	17423	0	3082	135528	0	0	0	79912	4539	52804	19724	449	6748	15369	27567	20925	8826	8323	4205	8498	16405	15688	2493								0	1203			0	0							0			
127260																																	0	464427	433	212790	901344	0	3938	3938	0	0	119228	1346	120574	121419	925	0	0	1883435	0	59	26999	25995	31334	10860	479805	812	1008	642	17302	6106	125	908725	156727	311273	148937	287177	23905	0	0	0	0	0	0	0	0	197	0		0	0	116147	348280	137916	763428	0	59	0			
127701																																	0	2622	607	1105	3547		3		0	0			6484	9600	7493	0	0	94082	0	0	983	58479	4142	10464	4520	607	3575	4319	4574	20351	25053	11318	4312	3319	2372	5551	8634								0	0			0	0							0			
128164																																	0	209677	0	21020	129186	0	1040	1040	0	3739	143232	0	143232	0	50	0	0	504252	0	0	0	0	0	0	336564	0	0	0	0	0	0	323689	80926	41162	31682	12219	0	0	0	0	0	0	0	0	0	47	0		0	0	144794	64883	22251	106935	0	0	0			
128258																																	0	0	364	0	0		5		2442	0			2215	0	344	0	0	5780	0	0	0	319	0	0	3079	0	1	22	43	186	67	2112	1295	931	577	457	88								91	0			0	0							0			
128511	151	0	0	0	972	0	0	0	0	1123	0	0	5	5	0	0	151	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0		972	0	972	0	0	0	0	1123	0	0		0	151	0		0	0	0	0	0	0							0			0	0			0	0					0	0	0	0			0			
128904																																	0	203962	0	157014	861543	0	0	0	0	0	633169	0	633169	193020	932960	0	70152	4285502	5684	34597	0	999661	199440	689908	1374876	35167	82168	224586	205819	298458	150651	1017676	239865	666276	879973	421086	54482	0	0	0	0	0	0	0	0	5668	0		0	0	15109	188853	202582	658961	187	34410	0			
128959																																	0	14840	500	1855	22631		291		0	0			2397	3512	513	0	4591	90067	448	0	411	35921	2712	17471	11422	329	4311	5718	8666	16303	595	19480	2942	7415	6572	15058	3127								0	752			0	0							0			
129349																																	0	3363	7608	2165	13187		102		3384	0			10208	0	10355	0	702	76761	0	31	0	25258	398	77	25718	1598	5836	14488	2541	534	177	6218	12066	18107	13093	928	927								0	0			0	0							0			
129358																																	0	250	3287	0	515		525		5925	0			1082	0	1475	0	106	16917	0	16	0	3736	0	72	6023	113	406	824	1747	646	0	2575	3467	2780	3515	317	103								0	0			0	0							0			
129394																																	0	76025	0	159137	215442	0	75	75	0	0	14591	0	14591	48502	30005	0	0	647385	0	0	0	79018	0	7967	229972	946	5175	10366	8319	28893	25319	134962	61966	124213	122919	120044	4045	0	0	0	0	0	0	0	20737	3853	0		0	0	46185	29840	21053	194389	0	0	0			
129479																																	0	19194	9989	1521	38315		21		37028	0			10078	1662	1868	0	138	129422	166	0	0	7509	611	5627	53755	820	1597	2096	898	766	1331	64429	8225	13834	23545	8429	2142								1229	425			0	0	3708	15486	31485	6830			0			
129732																																	0	49800	0	89766	137079	0	4206	4206	0	0	14259	0	14259	9095	1394	0	0	360378	1	0	0	48929	5851	7746	105591	11303	5713	13455	13781	187	2958	123107	47156	79758	52085	8387	0	0	0	0	0	0	0	0	0	0	0		0	0	33454	16346	60669	76410	0	0	0			
129853																																	0	0	9421	280	1956		0		19857	0			12484	0	4881	0	2314	55991	0	0	0	4375	0	0	31329	391	773	1756	1341	0	0	9505	20660	10585	8020	2775	0								423	0			0	0							0			
129910																																	0	8562	21179	685	56104		400		7582	0			20177	9828	9831	0	1667	207986	0	0	1235	69134	2822	13054	79207	10221	20386	24410	6281	4360	2707	35697	36317	33211	19585	12310	1607								0	15			0	0	5074	3488	3769	52335			0			
130345																																	112	12929	1121	1610	50760		864		12425	0			63748	10464	4006	0	3484	200426	0	0	0	35229	2460	10568	96196	5260	9227	19146	1021	575	0	38548	43161	63761	16237	2485	0								1214	0			0	0	961	11968	0	50760			0			
130541																																	0	48838	6417	6985	147366	0	2746	2746	4695	0	87582	0	87582	51581	167325	0	2683	865633	608	0	68231	302044	36803	134587	69548	83576	10578	49827	59159	47350	50972	161165	39294	101725	152984	97594	9842	0	0	0	0	0	0	0	0	1176	0		0	0	13862	34976	82750	64616	0	0	0			
130635																																	0	115410	3497	1367	171433	828	2955	2127	0	0	80216	0	80216	24640	3704	0	0	445315	0	0	5824	33526	8161	10503	196845	15445	2867	4723	9173	569	572	239002	31173	45435	57874	36061	685	0	0	0	0	0	0	0	0	406	0		0	0	40922	74488	96705	74728	0	0	0			
130813																																	0	4876	16227	3027	34980		20		8537	0			10256	7956	3544	0	485	128013	0	0	0	35350	1913	28874	16528	3138	6365	16667	2981	4530	1599	27296	14829	33451	10608	4309	1823								323	519			0	0	2519	2357	22008	12972			0			
130943	3642295	3618	2681	2961	655289	0	24339	0	1628	4970006	0	24321	949182	1511720	185095	524823	835787	815909	856383	0	0	0	0	0	1383	12968	0		9152	5691	0	625805	0	517788	36609	142281	1193252	1810	3618	1808	2681		655289	0	655289	410737	24339	0	1628	4604508	0	260307		203649	1137979	109508		38220	9323	42651	38265	22550	48762							0			0	0			1383	12968					50197	467591	444074	749178			0			
131034																																	0	16897	375	0	85198		304		0	689			12314	6249	3577	0	1040	137221	249	0	2314	9328	1952	7296	21373	825	2212	2630	2426	948	287	39973	6548	32444	10217	30755	8160								213	23			0	0	638	16259	12738	72460			0			
131155																																	0	543	4721	1628	10084		153		5906	0			7363	0	6154	0	0	55070	0	58	0	17588	325	1316	16504	2627	2426	9148	743	2644	0	22241	3649	7125	3070	607	790								547	0			0	0							0			
131173																																	0	128622	88	38893	112839	1119	1271	152	0	0	85764	0	85764	15423	3635	0	0	477519	121	0	11305	86853	4126	59711	374150	23012	31300	17000	5456	2451	6915	293179	26659	27789	18760	15332	2440	0	0	0	0	0	0	0	0	126	0		0	0	45386	83236	30364	82475	0	0	0			
131351																																	0	33757	0	11292	211973	0	0	0	0	0	261840	0	261840	18578	1232	0	0	547097	0	0	0	5043	2387	2151	159012	1616	22	2118	403	884	0	267519	28193	116830	90950	34878	3124	0	0	0	0	0	0	0	0	995	0		0	0	2397	31360	75672	136301	0	0	0			
131360																																	8	432020	0	969044	1547840	0	0	0	0	0	887136	9500	896636	871575	458329	0	64	9323747	0	25254	0	3981840	135730	3715512	1143118	924039	201523	529910	1147320	1050053	120629	2243227	243061	351273	295828	1233943	957184	8	0	8	0	0	0	0	0	5407	2250		0	0	307198	124822	289146	1258694	0	25254	31235	0	0	
131418																																	0	4417	165	8493	29031	0	3454	3454	0	0	10313	0	10313	6699	55177	0	7207	235309	0	250	0	81643	26653	35086	11498	4124	3389	15813	13876	34588	9836	24179	10888	37481	45728	31413	3969	0	0	0	0	0	0	0	1084	723	0		0	0	3840	577	11680	17351	170	80	0			
131436																																	0	10879	28526	1695	50840		976		8529	1010			11421	2004	6370	0	3295	167537	0	0	0	41082	1279	34768	29550	3609	7617	20791	6775	1014	1218	42609	18949	38465	25376	1000	54								406	235			0	0	6921	3958	26952	23888			0			
131650																																	0	525770	135120	76006	725434	19581	27502	7921	161450	0	515509	0	515509	71963	88453	0	25488	2586900	2830	36	0	149881	80745	62706	879308	18184	26515	42750	21494	15249	23957	816534	387556	596243	459178	107166	43159	0	0	0	0	0	0	0	4823	1550	0		0	0	80870	444900	392459	332975	0	36	0			
131717																																	0	630	777	0	4558		235		198	0			4009	863	2617	0	513	26569	0	0	0	11435	444	38	4107	916	119	401	598	7656	1665	4041	2191	1666	2894	3468	781								207	83			0	0							0			
131940																																	0	1412	0	0	0		0		634	0			8642	0	1427	0	103	28075	0	0	0	15185	672	0	9684	882	3324	9677	645	19	468	1318	4160	4601	1880	454	0								0	0			0	0							0			
132107																																	0	19252	80	4247	120224	0	0	0	340	97	49141	0	49141	31039	11178	0	1464	455295	0	0	0	201404	15538	31062	26354	2598	10661	15552	5500	38306	127926	59853	16007	49732	62408	27198	34678	0	0	0	0	0	0	0	935	453	0		0	0	8050	11202	86075	34149	0	0	0			
132152																																	0	0	10427	344	408		24		7889	0			6173	0	1712	0	0	29545	0	1400	0	1100	15	0	13293	0	116	173	506	137	168	1505	11672	3849	6880	4470	0								0	53			0	0							0			
132219																																	0	1987	3520	1577	10693		148		284	0			2504	2703	1279	0	225	44448	1	0	0	17489	1665	14756	6853	1411	5273	8508	169	683	1397	10848	6111	6413	1616	1719	252								375	0			0	0	1611	376	7074	3619			0			
132451																																	0	2290	4934	0	7138		24		156	365			2675	164	2188	0	0	29907	0	15	0	9500	787	0	12293	972	2901	4748	572	24	283	3402	5018	7587	4073	327	0								0	36			0	0							0			
132554																																	0	42055	0	8766	152688	0	158	158	494	0	63580	0	63580	5103	2945	0	0	338183	0	11864	0	47624	2313	29869	106375	30976	1230	5970	3455	5394	513	195705	3910	33870	39271	10715	2416	0	0	0	0	0	0	0	471	122	0		0	0	5485	36570	100222	52466	0	11864	0			
132778																																	0	2960	152	1139	7362		0		0	0			349	1963	515	0	61	55707	65	0	0	36108	5156	14640	2801	1894	4600	6268	5920	5597	11612	2681	4098	4554	5504	1812	779								0	7			0	0	1459	1501	4388	2974			0			
132853																																	0	69848	40741	2554	107871	0	0	0	57718	0	38669	0	38669	403	4978	0	490	349525	221	0	0	24942	1465	20512	213815	12923	5915	4508	103	367	1126	188993	78005	34812	8916	3612	5733	0	0	0	0	0	0	0	0	67	0		0	0	39665	30183	37729	70142	0	0	0			
132938																																	0	220	9002	0	6038		136		7237	168			8858	0	3913	0	314	40578	0	0	0	3894	966	1259	20129	680	1172	988	843	151	0	9322	11557	7247	7611	701	163								0	0			0	0							0			
133243																																	0	0	105	0	19		9		173	0			192	0	347	0	0	845	0	0	0	0	0	0	845	0	0	0	0	0	0	215	554	59	17	0	0								0	0			0	0							0			
133850																																	285	91707	36076	7172	156323	4224	6631	2407	23700	0	52213	0	52213	22075	37357	0	4888	566020	0	0	0	118724	8869	12943	233777	11136	19617	40919	28304	14745	3807	83098	119926	102406	94959	35894	10874	0	0	0	285	0	0	0	0	0	0		0	0	57129	34578	78636	77687	0	0	0			
133971																																	0	40628	0	14842	30628	0	0	0	0	0	0	0	0	5880	22	0	0	460218	0	0	0	365224	2994	0	22171	3802	21784	24113	21561	244469	48375	19018	19354	17492	18589	7714	385	0	0	0	0	0	0	0	0	0	0		0	0	22611	18017	7778	22850	0	0	0	0	0	
